race_id,venue_slug,date,race_no,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,mark,mark_num,win_rate_4m,top2_rate_4m,top3_rate_4m,nige_4m,maku_4m,close_time,true_line,n_lines,n_players
4820260803020001,yokkaichi,2026-08-04,1,1,川野 正芳  大,分,49,80,A2,追,3.92,85.13,,0,0.0,6.2,18.7,0,0,20:36,3-2-5/6-7-1/4,3,7
4820260803020001,yokkaichi,2026-08-04,1,2,川木 敬大  兵,庫,47,84,A1,追,3.92,84.0,,0,0.0,16.6,61.1,0,0,20:36,3-2-5/6-7-1/4,3,7
4820260803020001,yokkaichi,2026-08-04,1,3,中村 美千隆  兵,庫,50,80,A2,両,3.92,81.12,,0,16.0,20.0,36.0,1,2,20:36,3-2-5/6-7-1/4,3,7
4820260803020001,yokkaichi,2026-08-04,1,4,板崎 佑矢  愛,媛,38,101,A2,両,3.93,80.75,,0,0.0,8.3,20.8,0,0,20:36,3-2-5/6-7-1/4,3,7
4820260803020001,yokkaichi,2026-08-04,1,5,深見 仁哉  愛,知,43,91,A2,追,3.92,80.54,,0,0.0,16.6,20.8,0,0,20:36,3-2-5/6-7-1/4,3,7
4820260803020001,yokkaichi,2026-08-04,1,6,米村 光星  熊,本,26,121,A2,逃,3.92,78.9,,0,18.1,18.1,54.5,0,2,20:36,3-2-5/6-7-1/4,3,7
4820260803020001,yokkaichi,2026-08-04,1,7,高鍋 邦彰  福,岡,39,95,A2,両,3.92,74.5,,0,16.6,30.0,33.3,5,4,20:36,3-2-5/6-7-1/4,3,7
4820260803020002,yokkaichi,2026-08-04,2,1,森崎 英登  愛,知,26,125,A1,逃,3.92,85.57,,0,14.2,23.8,47.6,4,1,21:00,1-2-3/6-4-7/5,3,7
4820260803020002,yokkaichi,2026-08-04,2,2,本村 隆文  岐,阜,47,81,A2,追,3.92,84.45,,0,8.3,41.6,50.0,0,0,21:00,1-2-3/6-4-7/5,3,7
4820260803020002,yokkaichi,2026-08-04,2,3,西 徹  石,川,48,79,A2,追,3.92,83.91,,0,8.6,26.0,30.4,0,0,21:00,1-2-3/6-4-7/5,3,7
4820260803020002,yokkaichi,2026-08-04,2,4,堺 文人,和歌山,47,85,A2,追,3.92,82.52,,0,9.5,14.2,28.5,0,0,21:00,1-2-3/6-4-7/5,3,7
4820260803020002,yokkaichi,2026-08-04,2,5,星島 太  岡,山,55,66,A2,追,3.92,79.33,,0,0.0,0.0,20.8,0,0,21:00,1-2-3/6-4-7/5,3,7
4820260803020002,yokkaichi,2026-08-04,2,6,堀 僚介  大,阪,31,109,A2,逃,3.92,79.26,,0,12.5,12.5,20.8,0,1,21:00,1-2-3/6-4-7/5,3,7
4820260803020002,yokkaichi,2026-08-04,2,7,西郷 剛  兵,庫,57,69,A2,追,3.92,75.73,,0,7.4,25.9,37.0,0,0,21:00,1-2-3/6-4-7/5,3,7
4820260803020003,yokkaichi,2026-08-04,3,1,大庭 正紀  富,山,56,70,A1,追,3.92,85.37,,0,8.3,25.0,41.6,0,0,21:24,4-3-2/5-1/6/7,4,7
4820260803020003,yokkaichi,2026-08-04,3,2,木村 勉  徳,島,50,79,A2,追,3.93,83.91,,0,8.3,16.6,41.6,0,0,21:24,4-3-2/5-1/6/7,4,7
4820260803020003,yokkaichi,2026-08-04,3,3,乾 庄平  滋,賀,39,95,A2,追,3.92,83.77,,0,7.4,14.8,29.6,0,0,21:24,4-3-2/5-1/6/7,4,7
4820260803020003,yokkaichi,2026-08-04,3,4,小林 史也,和歌山,40,107,A2,逃,3.92,82.83,,0,8.3,16.6,29.1,3,1,21:24,4-3-2/5-1/6/7,4,7
4820260803020003,yokkaichi,2026-08-04,3,5,東 鉄也  三,重,45,88,A2,両,3.92,82.78,,0,8.6,21.7,21.7,1,2,21:24,4-3-2/5-1/6/7,4,7
4820260803020003,yokkaichi,2026-08-04,3,6,長野 和弘  福,岡,49,82,A2,追,3.92,81.61,,0,0.0,15.3,34.6,0,0,21:24,4-3-2/5-1/6/7,4,7
4820260803020003,yokkaichi,2026-08-04,3,7,梶山 裕次郎  福,岡,45,87,A2,追,3.92,81.19,,0,4.7,19.0,33.3,0,1,21:24,4-3-2/5-1/6/7,4,7
4820260803020004,yokkaichi,2026-08-04,4,1,泉谷 元樹  愛,知,37,101,A2,逃,3.92,87.8,,0,14.2,33.3,52.3,6,0,21:48,1-2-6-3/5-4/7,3,7
4820260803020004,yokkaichi,2026-08-04,4,2,田中 秀治  岐,阜,49,82,A2,追,3.93,85.94,,0,5.2,21.0,47.3,0,0,21:48,1-2-6-3/5-4/7,3,7
4820260803020004,yokkaichi,2026-08-04,4,3,隅 直幸  山,口,47,84,A1,追,3.92,83.9,,0,8.6,26.0,30.4,0,0,21:48,1-2-6-3/5-4/7,3,7
4820260803020004,yokkaichi,2026-08-04,4,4,篠塚 光一  兵,庫,46,90,A1,追,3.92,81.54,,0,8.3,12.5,37.5,0,0,21:48,1-2-6-3/5-4/7,3,7
4820260803020004,yokkaichi,2026-08-04,4,5,後藤 祐貴  兵,庫,36,103,A2,逃,3.92,80.31,,0,37.5,37.5,50.0,3,1,21:48,1-2-6-3/5-4/7,3,7
4820260803020004,yokkaichi,2026-08-04,4,6,中川 貴史  三,重,49,79,A1,追,3.92,80.23,,0,0.0,9.5,33.3,0,0,21:48,1-2-6-3/5-4/7,3,7
4820260803020004,yokkaichi,2026-08-04,4,7,茅野 寛史,鹿児島,47,99,A1,追,3.92,79.37,,0,0.0,0.0,12.5,0,0,21:48,1-2-6-3/5-4/7,3,7
4820260803020005,yokkaichi,2026-08-04,5,1,吉田 智哉  愛,媛,28,111,A1,逃,3.92,96.12,,0,8.3,20.8,41.6,1,1,22:13,2-6-7/1-4/3-5,3,7
4820260803020005,yokkaichi,2026-08-04,5,2,曽我 圭佑  熊,本,32,113,A1,逃,3.92,91.29,,0,37.5,41.6,50.0,4,1,22:13,2-6-7/1-4/3-5,3,7
4820260803020005,yokkaichi,2026-08-04,5,3,内山 慧大  福,井,24,123,A1,逃,3.92,89.76,,0,23.8,38.0,52.3,2,4,22:13,2-6-7/1-4/3-5,3,7
4820260803020005,yokkaichi,2026-08-04,5,4,佐竹 和也  徳,島,47,83,A1,追,3.92,89.6,,0,0.0,28.5,52.3,0,0,22:13,2-6-7/1-4/3-5,3,7
4820260803020005,yokkaichi,2026-08-04,5,5,小林 卓人  大,阪,48,79,A1,追,3.92,88.41,,0,16.6,29.1,41.6,0,0,22:13,2-6-7/1-4/3-5,3,7
4820260803020005,yokkaichi,2026-08-04,5,6,小原 亮哉  大,分,36,113,A1,追,3.92,87.33,,0,14.8,33.3,51.8,0,1,22:13,2-6-7/1-4/3-5,3,7
4820260803020005,yokkaichi,2026-08-04,5,7,四元 慎也  宮,崎,50,77,A2,追,3.92,81.45,,0,4.1,8.3,29.1,0,0,22:13,2-6-7/1-4/3-5,3,7
4820260803020006,yokkaichi,2026-08-04,6,1,舘 泰守  愛,知,50,80,A1,追,3.92,93.95,,0,4.3,8.6,13.0,0,0,22:40,6-2-7/3-1/5-4,3,7
4820260803020006,yokkaichi,2026-08-04,6,2,飯田 裕次  福,岡,40,97,A1,追,3.92,92.35,,0,0.0,0.0,7.1,0,0,22:40,6-2-7/3-1/5-4,3,7
4820260803020006,yokkaichi,2026-08-04,6,3,梅澤 忠秀  三,重,25,125,A1,逃,3.92,91.72,,0,22.2,50.0,66.6,5,4,22:40,6-2-7/3-1/5-4,3,7
4820260803020006,yokkaichi,2026-08-04,6,4,中石 昌芳  広,島,51,81,A1,追,3.92,88.75,,0,0.0,38.0,66.6,0,0,22:40,6-2-7/3-1/5-4,3,7
4820260803020006,yokkaichi,2026-08-04,6,5,野村 賢  山,口,22,125,A1,逃,3.92,86.57,,0,28.5,42.8,47.6,6,2,22:40,6-2-7/3-1/5-4,3,7
4820260803020006,yokkaichi,2026-08-04,6,6,田中 会心  熊,本,25,123,A1,逃,3.92,85.87,,0,12.5,37.5,50.0,9,0,22:40,6-2-7/3-1/5-4,3,7
4820260803020006,yokkaichi,2026-08-04,6,7,立石 拓也  福,岡,52,72,A1,追,3.93,84.65,,0,5.0,15.0,45.0,0,1,22:40,6-2-7/3-1/5-4,3,7
4820260803020007,yokkaichi,2026-08-04,7,1,土生 敦弘  大,阪,27,117,A1,逃,3.92,97.04,,0,31.8,31.8,36.3,0,7,23:07,3-2-6/1-4/5-7,3,7
4820260803020007,yokkaichi,2026-08-04,7,2,藏本 徹二  広,島,32,111,A1,両,3.92,90.73,,0,6.2,18.7,56.2,0,0,23:07,3-2-6/1-4/5-7,3,7
4820260803020007,yokkaichi,2026-08-04,7,3,中田 拓也  広,島,30,127,A2,逃,3.92,89.6,,0,23.8,57.1,71.4,11,1,23:07,3-2-6/1-4/5-7,3,7
4820260803020007,yokkaichi,2026-08-04,7,4,坂本 匡洋  大,阪,42,91,A2,追,3.92,88.44,,0,37.0,51.8,55.5,1,0,23:07,3-2-6/1-4/5-7,3,7
4820260803020007,yokkaichi,2026-08-04,7,5,弓矢 輪太郎  三,重,22,125,A1,逃,3.92,86.14,,0,19.0,38.0,47.6,0,6,23:07,3-2-6/1-4/5-7,3,7
4820260803020007,yokkaichi,2026-08-04,7,6,高橋 清太郎  岡,山,41,97,A1,追,3.92,84.16,,0,12.5,20.8,41.6,0,1,23:07,3-2-6/1-4/5-7,3,7
4820260803020007,yokkaichi,2026-08-04,7,7,鮒田 博文  三,重,48,79,A2,追,3.93,80.95,,0,0.0,3.8,15.3,0,0,23:07,3-2-6/1-4/5-7,3,7
