race_id,venue_slug,date,race_no,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,mark,mark_num,win_rate_4m,top2_rate_4m,top3_rate_4m,nige_4m,maku_4m,close_time,true_line,n_lines,n_players
2620260803020001,seibuen,2026-08-04,1,6,坂本 毅  岩,手,54,77,A2,追,3.86,79.8,▲,3,0.0,4.7,14.2,0,0,16:01,4-1/2-6/3/5/7,5,7
2620260803020001,seibuen,2026-08-04,1,7,城戸崎 隆史  福,岡,53,76,A2,両,3.92,80.5,注,2,0.0,4.1,20.8,0,0,16:01,4-1/2-6/3/5/7,5,7
2620260803020002,seibuen,2026-08-04,2,1,伊早坂 駿一  茨,城,31,105,A2,逃,3.92,85.06,◎,6,31.0,34.4,41.3,6,4,16:23,1-7/4/5-2/3-6,4,7
2620260803020002,seibuen,2026-08-04,2,2,山本 貴章  岡,山,52,76,A2,追,3.92,81.26,▲,3,10.0,15.0,25.0,0,0,16:23,1-7/4/5-2/3-6,4,7
2620260803020002,seibuen,2026-08-04,2,3,小浦 凪  岐,阜,26,117,A2,両,3.92,83.5,△,4,11.1,22.2,38.8,2,0,16:23,1-7/4/5-2/3-6,4,7
2620260803020002,seibuen,2026-08-04,2,4,柴田 功一郎,神奈川,50,79,A2,追,3.92,76.9,注,2,0.0,18.1,54.5,0,0,16:23,1-7/4/5-2/3-6,4,7
2620260803020002,seibuen,2026-08-04,2,5,岡本 翔  愛,媛,24,123,A2,逃,3.92,82.72,×,1,11.1,33.3,33.3,3,3,16:23,1-7/4/5-2/3-6,4,7
2620260803020002,seibuen,2026-08-04,2,6,吉川 悟  大,阪,49,79,A2,追,3.92,75.95,,0,14.2,42.8,47.6,0,1,16:23,1-7/4/5-2/3-6,4,7
2620260803020002,seibuen,2026-08-04,2,7,飯島 淳  東,京,49,78,A2,追,3.92,80.57,○,5,3.8,11.5,15.3,0,0,16:23,1-7/4/5-2/3-6,4,7
2620260803020003,seibuen,2026-08-04,3,1,山田 雄大  埼,玉,26,117,A1,逃,3.92,90.22,◎,6,22.2,55.5,66.6,0,2,16:45,6-3/1-5/2-7/4,4,7
2620260803020003,seibuen,2026-08-04,3,2,佐藤 竜太  愛,知,25,119,A1,逃,3.92,92.88,×,1,15.3,19.2,26.9,1,3,16:45,6-3/1-5/2-7/4,4,7
2620260803020003,seibuen,2026-08-04,3,3,小埜 正義  千,葉,45,88,A1,追,3.92,92.23,△,4,18.1,31.8,54.5,0,0,16:45,6-3/1-5/2-7/4,4,7
2620260803020003,seibuen,2026-08-04,3,4,魚屋 周成  大,分,35,99,A2,逃,3.93,84.84,注,2,15.7,36.8,42.1,2,2,16:45,6-3/1-5/2-7/4,4,7
2620260803020003,seibuen,2026-08-04,3,5,小玉 勇一  埼,玉,31,113,A2,両,3.85,82.5,○,5,10.5,15.7,26.3,1,2,16:45,6-3/1-5/2-7/4,4,7
2620260803020003,seibuen,2026-08-04,3,6,水澤 秀哉  千,葉,22,127,A2,逃,3.92,82.42,,0,52.3,57.1,71.4,12,0,16:45,6-3/1-5/2-7/4,4,7
2620260803020003,seibuen,2026-08-04,3,7,玉手 翔  兵,庫,42,91,A1,追,3.92,87.7,▲,3,18.5,29.6,51.8,0,0,16:45,6-3/1-5/2-7/4,4,7
2620260803020004,seibuen,2026-08-04,4,1,柳谷 崇  岡,山,48,87,A1,追,3.92,91.73,○,5,13.3,33.3,46.6,0,0,17:09,7-1-4/5-2/3-6,3,7
2620260803020004,seibuen,2026-08-04,4,2,金ヶ江 勇気  佐,賀,30,111,A1,両,3.92,93.11,×,1,33.3,51.8,62.9,1,2,17:09,7-1-4/5-2/3-6,3,7
2620260803020004,seibuen,2026-08-04,4,3,小原 唯志  茨,城,43,101,A1,逃,3.92,90.08,△,4,12.5,25.0,41.6,1,3,17:09,7-1-4/5-2/3-6,3,7
2620260803020004,seibuen,2026-08-04,4,4,宇根 秀俊  愛,媛,49,80,A2,追,3.92,86.12,▲,3,4.1,16.6,33.3,0,0,17:09,7-1-4/5-2/3-6,3,7
2620260803020004,seibuen,2026-08-04,4,5,石川 航大  宮,崎,27,123,A1,逃,3.92,88.42,注,2,14.2,52.3,66.6,8,3,17:09,7-1-4/5-2/3-6,3,7
2620260803020004,seibuen,2026-08-04,4,6,松田 優一  茨,城,41,90,A2,追,3.92,84.56,,0,23.0,34.6,46.1,0,0,17:09,7-1-4/5-2/3-6,3,7
2620260803020004,seibuen,2026-08-04,4,7,竹内 翼  広,島,35,109,A1,逃,3.92,99.4,◎,6,45.4,50.0,54.5,5,5,17:09,7-1-4/5-2/3-6,3,7
2620260803020005,seibuen,2026-08-04,5,1,松本 卓也  徳,島,35,98,A1,両,3.92,88.03,注,2,11.1,25.9,51.8,2,3,17:33,3-7/1-4/5-2-6,3,7
2620260803020005,seibuen,2026-08-04,5,2,上原 龍  長,野,41,95,A1,追,3.92,94.2,○,5,10.0,20.0,30.0,0,0,17:33,3-7/1-4/5-2-6,3,7
2620260803020005,seibuen,2026-08-04,5,3,末廣 快理  兵,庫,28,121,A2,逃,3.92,95.07,×,1,37.0,74.0,92.5,9,10,17:33,3-7/1-4/5-2-6,3,7
2620260803020005,seibuen,2026-08-04,5,4,芳野 匠  愛,媛,41,93,A1,追,3.92,86.45,▲,3,4.1,29.1,37.5,0,0,17:33,3-7/1-4/5-2-6,3,7
2620260803020005,seibuen,2026-08-04,5,5,菅野 航基  宮,城,25,119,A1,逃,3.92,97.75,◎,6,25.0,33.3,37.5,2,1,17:33,3-7/1-4/5-2-6,3,7
2620260803020005,seibuen,2026-08-04,5,6,櫻井 丈  静,岡,44,89,A1,追,3.92,86.0,,0,13.0,17.3,43.4,0,0,17:33,3-7/1-4/5-2-6,3,7
2620260803020005,seibuen,2026-08-04,5,7,北野 武史  石,川,54,78,A1,追,3.93,96.94,△,4,5.5,22.2,44.4,0,0,17:33,3-7/1-4/5-2-6,3,7
