month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_05,1120240501010001,BASE,1,0,monthly,2-3-4,2-4-3,2-4-3,4-2-1,0,1,0,100,0,BET
2024_05,1120240501010001,OH_HIGH,1,0,monthly,2-3-4,2-4-3,2-4-3,4-2-1,0,1,0,100,0,BET
2024_05,1120240501030001,BASE,1,0,monthly,2-3-4|2-4-5,4-2-3|4-2-5,4-2-3|4-2-5,1-4-3,0,1,0,200,0,BET
2024_05,1120240501030001,OH_HIGH,1,0,monthly,2-3-4|2-4-5,4-2-3|4-2-5,4-2-3|4-2-5,1-4-3,0,1,0,200,0,BET
2024_05,1120240501010002,BASE,2,0,monthly,1-3-4,1-3-4,1-3-4,3-2-1,0,1,0,100,0,BET
2024_05,1120240501010002,OH_HIGH,2,0,monthly,1-3-4,1-3-4,1-3-4,3-2-1,0,1,0,100,0,BET
2024_05,1120240501020002,BASE,2,0,monthly,1-3-5,3-1-5,3-1-5,3-2-1,0,1,0,100,0,BET
2024_05,1120240501020002,OH_HIGH,2,0,monthly,1-3-5,3-1-5,3-1-5,3-2-1,0,1,0,100,0,BET
2024_05,1120240501030002,BASE,2,0,monthly,1-3-4,3-1-4,3-1-4,1-2-3,0,1,0,100,0,BET
2024_05,1120240501030002,OH_HIGH,2,0,monthly,1-3-4,3-1-4,3-1-4,1-2-3,0,1,0,100,0,BET
2024_05,1120240501020003,BASE,2,0,monthly,1-3-4|1-3-5,1-3-4|1-3-5,1-3-4|1-3-5,1-4-2,0,1,0,200,0,BET
2024_05,1120240501020003,OH_HIGH,2,0,monthly,1-3-4,1-3-4,1-3-4,1-4-2,0,1,0,100,0,BET
2024_05,1120240501030003,BASE,2,0,monthly,1-3-4,1-3-4,,2-1-3,0,0,0,0,0,odds_too_low
2024_05,1120240501030003,OH_HIGH,2,0,monthly,1-3-4,1-3-4,,2-1-3,0,0,0,0,0,odds_too_low
2024_05,1120240501020004,BASE,3,0,monthly,1-2-4,1-2-4,,2-1-3,0,0,0,0,0,odds_too_low
2024_05,1120240501020004,OH_HIGH,3,0,monthly,1-2-5,1-2-5,,2-1-3,0,0,0,0,0,odds_too_low
2024_05,1120240501030004,BASE,3,0,monthly,1-2-6,1-2-6,,3-2-4,0,0,0,0,0,odds_too_low
2024_05,1120240501030004,OH_HIGH,3,0,monthly,1-2-5|1-2-6,1-2-5|1-2-6,,3-2-4,0,0,0,0,0,odds_too_low
