month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_11,4220241101030004,BASE,2,0,monthly,3-5-7,7-5-3,7-5-3,2-4-5,0,1,0,100,0,BET
2024_11,4220241101030004,OH_HIGH,2,0,monthly,3-5-7,7-5-3,7-5-3,2-4-5,0,1,0,100,0,BET
2024_11,4220241101020005,BASE,6,0,monthly,2-5-7|2-4-5,5-2-7|5-2-4,,5-6-4,0,0,0,0,0,odds_too_low
2024_11,4220241101020005,OH_HIGH,6,0,monthly,2-5-7|2-4-5,5-2-7|5-2-4,,5-6-4,0,0,0,0,0,odds_too_low
2024_11,4220241101030011,BASE,5,0,monthly,2-4-7,7-2-4,,5-1-2,0,0,0,0,0,odds_too_low
2024_11,4220241101030011,OH_HIGH,5,0,monthly,2-4-7,7-2-4,,5-1-2,0,0,0,0,0,odds_too_low
2024_11,8520241101010001,BASE,7,1,monthly,,,,6-1-4,0,0,0,0,0,cannot_compress_third_slot_too_wide
2024_11,8520241101010001,OH_HIGH,7,1,monthly,2-3-5,2-3-5,2-3-5,6-1-4,0,1,0,100,0,BET
2024_11,8520241101010003,BASE,5,1,monthly,1-2-3,2-1-3,2-1-3,7-1-4,0,1,0,100,0,BET
2024_11,8520241101010003,OH_HIGH,5,1,monthly,1-2-7|1-2-3,2-1-7|2-1-3,2-1-7|2-1-3,7-1-4,0,1,0,200,0,BET
2024_11,8520241101010004,BASE,7,0,monthly,1-2-4,2-1-4,2-1-4,2-7-1,0,1,0,100,0,BET
2024_11,8520241101010004,OH_HIGH,7,0,monthly,1-2-4|1-2-5,2-1-4|2-1-5,2-1-4|2-1-5,2-7-1,0,1,0,200,0,BET
2024_11,2620241101010008,BASE,4,1,monthly,1-5-7,7-5-1,7-5-1,5-7-2,0,1,0,100,0,BET
2024_11,2620241101010008,OH_HIGH,4,1,monthly,1-5-7,7-5-1,7-5-1,5-7-2,0,1,0,100,0,BET
2024_11,2620241101020008,BASE,4,1,monthly,,,,3-2-1,0,0,0,0,0,ranking_cycle
2024_11,2620241101020008,OH_HIGH,4,1,monthly,,,,3-2-1,0,0,0,0,0,ranking_cycle
2024_11,2620241101010009,BASE,7,1,monthly,1-2-3,3-1-2,3-1-2,3-6-2,0,1,0,100,0,BET
2024_11,2620241101010009,OH_HIGH,7,1,monthly,,,,3-6-2,0,0,0,0,0,ranking_cycle
2024_11,2620241101030009,BASE,7,0,monthly,,,,1-7-5,0,0,0,0,0,cannot_compress_third_slot_too_wide
2024_11,2620241101030009,OH_HIGH,7,0,monthly,1-2-5|1-2-3,1-2-5|1-2-3,1-2-5|1-2-3,1-7-5,0,1,0,200,0,BET
2024_11,2620241101020010,BASE,7,1,monthly,1-3-5,1-5-3,1-5-3,1-3-5,1,1,0,100,0,BET
2024_11,2620241101020010,OH_HIGH,7,1,monthly,,,,1-3-5,0,0,0,0,0,ranking_cycle
2024_11,2620241101020011,BASE,5,1,monthly,1-2-3|2-3-7,3-2-1|3-2-7,3-2-1|3-2-7,3-2-4,0,1,0,200,0,BET
2024_11,2620241101020011,OH_HIGH,5,1,monthly,2-3-4,3-2-4,3-2-4,3-2-4,1,1,1,100,11480,BET
2024_11,2720241102010001,BASE,2,1,monthly,1-4-5,1-4-5,1-4-5,7-1-5,0,1,0,100,0,BET
2024_11,2720241102010001,OH_HIGH,2,1,monthly,1-3-4|1-3-5,1-3-4|1-3-5,1-3-4|1-3-5,7-1-5,0,1,0,200,0,BET
2024_11,2720241102020001,BASE,3,1,monthly,1-2-4,1-4-2,1-4-2,7-4-5,0,1,0,100,0,BET
2024_11,2720241102020001,OH_HIGH,3,1,monthly,,,,7-4-5,0,0,0,0,0,ranking_cycle
2024_11,2720241102030001,BASE,3,0,monthly,1-2-4,4-1-2,4-1-2,5-3-1,0,1,0,100,0,BET
2024_11,2720241102030001,OH_HIGH,3,0,monthly,1-2-4,4-1-2,4-1-2,5-3-1,0,1,0,100,0,BET
2024_11,2720241102020002,BASE,3,0,monthly,1-2-4,1-2-4,1-2-4,4-3-1,0,1,0,100,0,BET
2024_11,2720241102020002,OH_HIGH,3,0,monthly,1-2-4|1-2-5,1-2-4|1-2-5,1-2-4|1-2-5,4-3-1,0,1,0,200,0,BET
2024_11,2720241102030002,BASE,3,1,monthly,1-2-4,1-2-4,,4-2-1,1,0,0,0,0,odds_too_low
2024_11,2720241102030002,OH_HIGH,3,1,monthly,1-2-4,1-2-4,,4-2-1,1,0,0,0,0,odds_too_low
2024_11,2720241102010003,BASE,1,0,monthly,2-4-5,2-5-4,2-5-4,1-2-5,0,1,0,100,0,BET
2024_11,2720241102010003,OH_HIGH,1,0,monthly,2-3-5,2-3-5,2-3-5,1-2-5,0,1,0,100,0,BET
2024_11,2720241102020004,BASE,5,1,monthly,,,,1-2-4,0,0,0,0,0,ranking_cycle
2024_11,2720241102020004,OH_HIGH,5,1,monthly,1-3-4,1-4-3,,1-2-4,0,0,0,0,0,odds_too_low
2024_11,2720241102030005,BASE,3,1,monthly,1-2-4,4-1-2,4-1-2,7-1-4,0,1,0,100,0,BET
2024_11,2720241102030005,OH_HIGH,3,1,monthly,1-4-5,4-1-5,4-1-5,7-1-4,0,1,0,100,0,BET
2024_11,2720241102010007,BASE,1,1,monthly,2-3-4,3-2-4,3-2-4,4-7-5,0,1,0,100,0,BET
2024_11,2720241102010007,OH_HIGH,1,1,monthly,2-3-5,3-2-5,3-2-5,4-7-5,0,1,0,100,0,BET
2024_11,2720241102030007,BASE,1,1,monthly,2-3-4,3-2-4,3-2-4,3-4-6,0,1,0,100,0,BET
2024_11,2720241102030007,OH_HIGH,1,1,monthly,2-3-5,3-2-5,3-2-5,3-4-6,0,1,0,100,0,BET
2024_11,8120241102010001,BASE,1,1,monthly,2-3-4,3-2-4,3-2-4,2-4-6,0,1,0,100,0,BET
2024_11,8120241102010001,OH_HIGH,1,1,monthly,2-3-4,3-2-4,3-2-4,2-4-6,0,1,0,100,0,BET
2024_11,8120241102020001,BASE,1,1,monthly,2-3-5,3-5-2,3-5-2,4-3-5,0,1,0,100,0,BET
2024_11,8120241102020001,OH_HIGH,1,1,monthly,3-4-5,3-5-4,3-5-4,4-3-5,1,1,0,100,0,BET
2024_11,8120241102030001,BASE,4,0,monthly,1-2-3,1-2-3,1-2-3,5-4-2,0,1,0,100,0,BET
2024_11,8120241102030001,OH_HIGH,4,0,monthly,1-2-3,1-2-3,1-2-3,5-4-2,0,1,0,100,0,BET
2024_11,8120241102020005,BASE,2,1,monthly,1-3-6,1-3-6,1-3-6,3-1-5,0,1,0,100,0,BET
2024_11,8120241102020005,OH_HIGH,2,1,monthly,,,,3-1-5,0,0,0,0,0,cannot_compress_multiple_ambiguities
2024_11,8120241102030005,BASE,2,0,monthly,1-3-4|1-3-5,1-3-4|1-3-5,1-3-4|1-3-5,1-6-2,0,1,0,200,0,BET
2024_11,8120241102030005,OH_HIGH,2,0,monthly,1-4-5,1-4-5,1-4-5,1-6-2,0,1,0,100,0,BET
