month,race_id,target,head_bust,candidate_sets,actual,set_match,eligible_count,pick,pick_odds,bet,hit,stake,pay
2024_02,4320240201010008,1,0,3-4-5,2-1-5,0,6,5-4-3,96.4,1,0,100,0
2024_02,4320240201020008,1,0,3-5-7,5-1-4,0,5,7-3-5,31.9,1,0,100,0
2024_02,4320240201010009,4,0,1-3-7,7-4-3,0,6,3-1-7,59.0,1,0,100,0
2024_02,4320240201030009,4,0,2-5-7,7-2-4,0,6,7-2-5,30.7,1,0,100,0
2024_02,4320240201020010,5,1,1-2-4,3-2-4,0,4,1-2-4,40.4,1,0,100,0
2024_02,4320240201010012,7,1,1-4-5,1-4-3,0,5,1-5-4,48.3,1,0,100,0
2024_02,4320240201020012,7,1,1-4-5,5-1-4,1,1,4-1-5,31.0,1,0,100,0
2024_02,7320240201020001,1,1,2-5-7,2-7-6,0,6,2-5-7,142.6,1,0,100,0
2024_02,7320240201030001,1,1,2-5-7,7-3-4,0,6,5-7-2,191.7,1,0,100,0
2024_02,7320240201020002,7,1,2-4-5,1-3-5,0,6,4-2-5,108.5,1,0,100,0
2024_02,7320240201030002,4,1,2-3-7,2-3-6,0,6,2-3-7,57.1,1,0,100,0
2024_02,7320240201010005,5,0,1-3-4,5-1-4,0,6,1-4-3,144.9,1,0,100,0
2024_02,7320240201020005,5,1,1-3-7,1-3-4,0,4,7-1-3,69.1,1,0,100,0
2024_02,1320240202020001,4,1,1-2-5,2-3-6,0,3,1-2-5,37.7,1,0,100,0
2024_02,1320240202010002,4,0,1-3-5,4-5-1,0,6,5-1-3,30.7,1,0,100,0
2024_02,1320240202020002,5,1,3-4-7,7-1-3,0,4,3-7-4,38.5,1,0,100,0
2024_02,1320240202010003,7,0,1-2-4,7-2-4,0,6,1-2-4,98.0,1,0,100,0
2024_02,1320240202020003,7,0,1-2-4|1-2-6,1-2-7,0,12,1-4-2,38.2,1,0,100,0
2024_02,1320240202030003,4,0,2-3-7,3-7-4,0,4,3-2-7,41.0,1,0,100,0
2024_02,1320240202010004,1,1,3-4-7,4-3-7,1,6,4-7-3,75.4,1,0,100,0
2024_02,1320240202020004,1,1,4-5-7,3-5-7,0,6,5-7-4,34.9,1,0,100,0
2024_02,1320240202030004,1,1,,5-2-4,0,0,,,0,0,0,0
2024_02,1320240202010005,6,1,2-5-7,4-3-1,0,6,5-7-2,222.6,1,0,100,0
2024_02,1320240202020005,5,0,1-4-7,1-5-7,0,5,7-4-1,32.6,1,0,100,0
2024_02,1320240202030011,5,0,1-3-7,4-2-5,0,6,7-3-1,60.8,1,0,100,0
2024_02,7520240203020008,3,1,,2-6-4,0,0,,,0,0,0,0
2024_02,7520240203030008,1,1,3-4-5|4-5-6,5-4-3,1,12,5-3-4,57.1,1,0,100,0
2024_02,7520240203020009,5,0,1-3-7|1-2-3,5-7-3,0,12,3-7-1,42.2,1,0,100,0
2024_02,7520240203030009,5,0,,7-5-2,0,0,,,0,0,0,0
2024_02,7520240203010010,7,0,1-2-3,7-2-1,0,5,3-1-2,42.2,1,0,100,0
2024_02,7520240203010011,1,0,2-4-5,5-4-1,0,6,4-2-5,60.6,1,0,100,0
2024_02,7520240203020011,1,0,2-4-7,1-2-5,0,6,4-7-2,367.0,1,0,100,0
2024_02,7520240203020012,2,1,1-5-7|1-4-5,1-7-5,1,11,5-7-1,31.6,1,0,100,0
2024_02,5320240203010005,2,1,1-3-4,3-4-1,1,6,1-3-4,48.6,1,0,100,0
2024_02,5320240203020005,2,0,1-3-5,3-5-2,0,6,3-5-1,41.0,1,0,100,0
2024_02,5320240203030005,3,1,1-2-4,1-6-4,0,6,1-4-2,67.7,1,0,100,0
2024_02,5320240203010007,3,0,1-2-4,1-2-3,0,6,1-2-4,34.6,1,0,100,0
2024_02,5320240203020007,3,0,1-2-4,1-3-4,0,6,1-2-4,105.2,1,0,100,0
2024_02,5320240203030007,3,0,1-2-4,1-6-3,0,5,1-2-4,36.1,1,0,100,0
2024_02,5320240203010009,5,0,1-2-4,2-5-7,0,4,2-4-1,30.3,1,0,100,0
2024_02,5320240203020009,5,0,1-2-4,5-3-7,0,6,2-1-4,54.4,1,0,100,0
2024_02,5320240203030009,5,1,,3-1-4,0,0,,,0,0,0,0
