month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_02,7520240203020011,2-4-7,1-2-5,78.5,35,1,0,100,0,https://keirin.kdreams.jp/matsuyama/racedetail/7520240203020011/?pageType=odds&kakeshikiType=3renhuku
2024_02,7520240203020012,1-5-7,1-7-5,4.9,35,0,0,0,0,https://keirin.kdreams.jp/matsuyama/racedetail/7520240203020012/?pageType=odds&kakeshikiType=3renhuku
2024_02,5320240203010005,1-3-4,3-4-1,16.8,35,1,1,100,1680,https://keirin.kdreams.jp/nara/racedetail/5320240203010005/?pageType=odds&kakeshikiType=3renhuku
2024_02,5320240203020005,1-3-5,3-5-2,18.7,35,1,0,100,0,https://keirin.kdreams.jp/nara/racedetail/5320240203020005/?pageType=odds&kakeshikiType=3renhuku
2024_02,5320240203030005,1-2-4,1-6-4,20.4,35,1,0,100,0,https://keirin.kdreams.jp/nara/racedetail/5320240203030005/?pageType=odds&kakeshikiType=3renhuku
2024_02,5320240203010007,1-2-4,1-2-3,21.9,35,1,0,100,0,https://keirin.kdreams.jp/nara/racedetail/5320240203010007/?pageType=odds&kakeshikiType=3renhuku
2024_02,5320240203020007,1-2-4,1-3-4,51.1,35,1,0,100,0,https://keirin.kdreams.jp/nara/racedetail/5320240203020007/?pageType=odds&kakeshikiType=3renhuku
2024_02,5320240203030007,1-2-4,1-6-3,9.7,35,0,0,0,0,https://keirin.kdreams.jp/nara/racedetail/5320240203030007/?pageType=odds&kakeshikiType=3renhuku
2024_02,5320240203010009,1-2-4,2-5-7,4.4,35,0,0,0,0,https://keirin.kdreams.jp/nara/racedetail/5320240203010009/?pageType=odds&kakeshikiType=3renhuku
2024_02,5320240203020009,1-2-4,5-3-7,17.3,35,1,0,100,0,https://keirin.kdreams.jp/nara/racedetail/5320240203020009/?pageType=odds&kakeshikiType=3renhuku
