month,race_id,product,selected_set,actual,stake,pay,hit
2024_01,3520240101030001,MKT1,2-3-7,1-4-3,100,0,0
2024_01,3520240101030001,BOX6,2-3-7,1-4-3,600,0,0
2024_01,3520240101030001,TRIO,2-3-7,1-4-3,100,0,0
2024_01,3520240101010002,MKT1,4-5-7,5-7-4,100,0,0
2024_01,3520240101010002,BOX6,4-5-7,5-7-4,600,3960,1
2024_01,3520240101010002,TRIO,4-5-7,5-7-4,100,680,1
2024_01,3520240101020002,MKT1,2-5-7,6-5-3,100,0,0
2024_01,3520240101020002,BOX6,2-5-7,6-5-3,600,0,0
2024_01,3520240101020002,TRIO,2-5-7,6-5-3,100,0,0
2024_01,3520240101030002,MKT1,2-5-7,5-2-1,100,0,0
2024_01,3520240101030002,BOX6,2-5-7,5-2-1,600,0,0
2024_01,3520240101030002,TRIO,2-5-7,5-2-1,100,0,0
2024_01,3520240101040002,MKT1,1-3-5,5-4-2,100,0,0
2024_01,3520240101040002,BOX6,1-3-5,5-4-2,600,0,0
2024_01,3520240101040002,TRIO,1-3-5,5-4-2,100,0,0
2024_01,3520240101010003,MKT1,1-4-7,4-1-3,100,0,0
2024_01,3520240101010003,BOX6,1-4-7,4-1-3,600,0,0
2024_01,3520240101010003,TRIO,1-4-7,4-1-3,100,0,0
2024_01,3520240101020003,MKT1,3-4-5,3-4-6,100,0,0
2024_01,3520240101020003,BOX6,3-4-5,3-4-6,600,0,0
2024_01,3520240101020003,TRIO,3-4-5,3-4-6,100,0,0
2024_01,3520240101030003,MKT1,1-2-5,2-7-1,100,0,0
2024_01,3520240101030003,BOX6,1-2-5,2-7-1,600,0,0
2024_01,3520240101030003,TRIO,1-2-5,2-7-1,100,0,0
2024_01,3520240101020004,MKT1,1-2-5,2-5-1,100,0,0
2024_01,3520240101020004,BOX6,1-2-5,2-5-1,600,500,1
2024_01,3520240101020004,TRIO,1-2-5,2-5-1,100,340,1
2024_01,3520240101030004,MKT1,1-5-7,7-5-4,100,0,0
2024_01,3520240101030004,BOX6,1-5-7,7-5-4,600,0,0
2024_01,3520240101030004,TRIO,1-5-7,7-5-4,100,0,0
2024_01,3520240101040004,MKT1,1-3-7,6-1-2,100,0,0
2024_01,3520240101040004,BOX6,1-3-7,6-1-2,600,0,0
2024_01,3520240101040004,TRIO,1-3-7,6-1-2,100,0,0
2024_01,3520240101030005,MKT1,3-5-7,3-2-7,100,0,0
2024_01,3520240101030005,BOX6,3-5-7,3-2-7,600,0,0
2024_01,3520240101030005,TRIO,3-5-7,3-2-7,100,0,0
2024_01,2720240101010001,MKT1,2-3-7,2-5-3,100,0,0
2024_01,2720240101010001,BOX6,2-3-7,2-5-3,600,0,0
2024_01,2720240101010001,TRIO,2-3-7,2-5-3,100,0,0
2024_01,2720240101020001,MKT1,3-4-5,4-1-5,100,0,0
2024_01,2720240101020001,BOX6,3-4-5,4-1-5,600,0,0
2024_01,2720240101020001,TRIO,3-4-5,4-1-5,100,0,0
2024_01,2720240101010002,MKT1,1-2-7,4-2-1,100,0,0
2024_01,2720240101010002,BOX6,1-2-7,4-2-1,600,0,0
2024_01,2720240101010002,TRIO,1-2-7,4-2-1,100,0,0
2024_01,2720240101020002,MKT1,1-3-7,4-6-7,100,0,0
2024_01,2720240101020002,BOX6,1-3-7,4-6-7,600,0,0
2024_01,2720240101020002,TRIO,1-3-7,4-6-7,100,0,0
2024_01,2720240101030002,MKT1,1-2-3,1-5-3,100,0,0
2024_01,2720240101030002,BOX6,1-2-3,1-5-3,600,0,0
2024_01,2720240101030002,TRIO,1-2-3,1-5-3,100,0,0
2024_01,2720240101030003,MKT1,2-4-5,1-4-6,100,0,0
2024_01,2720240101030003,BOX6,2-4-5,1-4-6,600,0,0
2024_01,2720240101030003,TRIO,2-4-5,1-4-6,100,0,0
2024_01,2720240101010004,MKT1,1-3-4,7-1-3,100,0,0
2024_01,2720240101010004,BOX6,1-3-4,7-1-3,600,0,0
2024_01,2720240101010004,TRIO,1-3-4,7-1-3,100,0,0
2024_01,2720240101010005,MKT1,1-4-7,1-7-6,100,0,0
2024_01,2720240101010005,BOX6,1-4-7,1-7-6,600,0,0
2024_01,2720240101010005,TRIO,1-4-7,1-7-6,100,0,0
2024_01,2720240101030011,MKT1,1-3-7,2-1-5,100,0,0
2024_01,2720240101030011,BOX6,1-3-7,2-1-5,600,0,0
2024_01,2720240101030011,TRIO,1-3-7,2-1-5,100,0,0
2024_01,8520240101020003,MKT1,1-2-3,5-4-3,100,0,0
2024_01,8520240101020003,BOX6,1-2-3,5-4-3,600,0,0
2024_01,8520240101020003,TRIO,1-2-3,5-4-3,100,0,0
2024_01,8520240101030003,MKT1,1-2-3,6-1-2,100,0,0
2024_01,8520240101030003,BOX6,1-2-3,6-1-2,600,0,0
2024_01,8520240101030003,TRIO,1-2-3,6-1-2,100,0,0
2024_01,8520240101020005,MKT1,1-2-3,1-2-4,100,0,0
2024_01,8520240101020005,BOX6,1-2-3,1-2-4,600,0,0
2024_01,8520240101020005,TRIO,1-2-3,1-2-4,100,0,0
2024_01,8520240101010007,MKT1,1-2-5,7-3-2,100,0,0
2024_01,8520240101010007,BOX6,1-2-5,7-3-2,600,0,0
2024_01,8520240101010007,TRIO,1-2-5,7-3-2,100,0,0
2024_01,8520240101020007,MKT1,1-2-3,1-2-4,100,0,0
2024_01,8520240101020007,BOX6,1-2-3,1-2-4,600,0,0
2024_01,8520240101020007,TRIO,1-2-3,1-2-4,100,0,0
2024_01,8520240101030007,MKT1,1-2-5,3-7-5,100,0,0
2024_01,8520240101030007,BOX6,1-2-5,3-7-5,600,0,0
2024_01,8520240101030007,TRIO,1-2-5,3-7-5,100,0,0
2024_01,2420240101020008,MKT1,2-4-7,3-7-2,100,0,0
2024_01,2420240101020008,BOX6,2-4-7,3-7-2,600,0,0
2024_01,2420240101020008,TRIO,2-4-7,3-7-2,100,0,0
2024_01,2420240101030008,MKT1,1-4-7,7-3-6,100,0,0
2024_01,2420240101030008,BOX6,1-4-7,7-3-6,600,0,0
2024_01,2420240101030008,TRIO,1-4-7,7-3-6,100,0,0
2024_01,2420240101020010,MKT1,1-2-7,1-2-5,100,0,0
2024_01,2420240101020010,BOX6,1-2-7,1-2-5,600,0,0
2024_01,2420240101020010,TRIO,1-2-7,1-2-5,100,0,0
2024_01,2420240101020011,MKT1,1-4-5,4-1-5,100,0,0
2024_01,2420240101020011,BOX6,1-4-5,4-1-5,600,770,1
2024_01,2420240101020011,TRIO,1-4-5,4-1-5,100,280,1
2024_01,2420240101020012,MKT1,2-5-7,7-2-4,100,0,0
2024_01,2420240101020012,BOX6,2-5-7,7-2-4,600,0,0
2024_01,2420240101020012,TRIO,2-5-7,7-2-4,100,0,0
2024_01,8620240103020001,MKT1,1-2-5,2-4-3,100,0,0
2024_01,8620240103020001,BOX6,1-2-5,2-4-3,600,0,0
2024_01,8620240103020001,TRIO,1-2-5,2-4-3,100,0,0
2024_01,8620240103010002,MKT1,4-5-7,1-4-3,100,0,0
2024_01,8620240103010002,BOX6,4-5-7,1-4-3,600,0,0
2024_01,8620240103010002,TRIO,4-5-7,1-4-3,100,0,0
2024_01,8620240103020002,MKT1,1-2-5,2-5-1,100,0,0
2024_01,8620240103020002,BOX6,1-2-5,2-5-1,600,2620,1
2024_01,8620240103020002,TRIO,1-2-5,2-5-1,100,1110,1
2024_01,8620240103010003,MKT1,1-2-5,1-4-5,100,0,0
2024_01,8620240103010003,BOX6,1-2-5,1-4-5,600,0,0
2024_01,8620240103010003,TRIO,1-2-5,1-4-5,100,0,0
2024_01,8620240103020003,MKT1,1-2-5,1-5-2,100,5130,1
2024_01,8620240103020003,BOX6,1-2-5,1-5-2,600,5130,1
2024_01,8620240103020003,TRIO,1-2-5,1-5-2,100,260,1
2024_01,8620240103010004,MKT1,3-4-5,1-3-5,100,0,0
2024_01,8620240103010004,BOX6,3-4-5,1-3-5,600,0,0
2024_01,8620240103010004,TRIO,3-4-5,1-3-5,100,0,0
2024_02,4320240201010008,MKT1,3-4-5,2-1-5,100,0,0
2024_02,4320240201010008,BOX6,3-4-5,2-1-5,600,0,0
2024_02,4320240201010008,TRIO,3-4-5,2-1-5,100,0,0
2024_02,4320240201020008,MKT1,3-5-7,5-1-4,100,0,0
2024_02,4320240201020008,BOX6,3-5-7,5-1-4,600,0,0
2024_02,4320240201020008,TRIO,3-5-7,5-1-4,100,0,0
2024_02,4320240201010009,MKT1,1-3-7,7-4-3,100,0,0
2024_02,4320240201010009,BOX6,1-3-7,7-4-3,600,0,0
2024_02,4320240201010009,TRIO,1-3-7,7-4-3,100,0,0
2024_02,4320240201030009,MKT1,2-5-7,7-2-4,100,0,0
2024_02,4320240201030009,BOX6,2-5-7,7-2-4,600,0,0
2024_02,4320240201030009,TRIO,2-5-7,7-2-4,100,0,0
2024_02,4320240201020010,MKT1,1-2-4,3-2-4,100,0,0
2024_02,4320240201020010,BOX6,1-2-4,3-2-4,600,0,0
2024_02,4320240201020010,TRIO,1-2-4,3-2-4,100,0,0
2024_02,4320240201010012,MKT1,1-4-5,1-4-3,100,0,0
2024_02,4320240201010012,BOX6,1-4-5,1-4-3,600,0,0
2024_02,4320240201010012,TRIO,1-4-5,1-4-3,100,0,0
2024_02,4320240201020012,MKT1,1-4-5,5-1-4,100,0,0
2024_02,4320240201020012,BOX6,1-4-5,5-1-4,600,460,1
2024_02,4320240201020012,TRIO,1-4-5,5-1-4,100,190,1
2024_02,7320240201020001,MKT1,2-5-7,2-7-6,100,0,0
2024_02,7320240201020001,BOX6,2-5-7,2-7-6,600,0,0
2024_02,7320240201020001,TRIO,2-5-7,2-7-6,100,0,0
2024_02,7320240201030001,MKT1,2-5-7,7-3-4,100,0,0
2024_02,7320240201030001,BOX6,2-5-7,7-3-4,600,0,0
2024_02,7320240201030001,TRIO,2-5-7,7-3-4,100,0,0
2024_02,7320240201020002,MKT1,2-4-5,1-3-5,100,0,0
2024_02,7320240201020002,BOX6,2-4-5,1-3-5,600,0,0
2024_02,7320240201020002,TRIO,2-4-5,1-3-5,100,0,0
2024_02,7320240201030002,MKT1,2-3-7,2-3-6,100,0,0
2024_02,7320240201030002,BOX6,2-3-7,2-3-6,600,0,0
2024_02,7320240201030002,TRIO,2-3-7,2-3-6,100,0,0
2024_02,7320240201010005,MKT1,1-3-4,5-1-4,100,0,0
2024_02,7320240201010005,BOX6,1-3-4,5-1-4,600,0,0
2024_02,7320240201010005,TRIO,1-3-4,5-1-4,100,0,0
2024_02,7320240201020005,MKT1,1-3-7,1-3-4,100,0,0
2024_02,7320240201020005,BOX6,1-3-7,1-3-4,600,0,0
2024_02,7320240201020005,TRIO,1-3-7,1-3-4,100,0,0
2024_02,1320240202020001,MKT1,1-2-5,2-3-6,100,0,0
2024_02,1320240202020001,BOX6,1-2-5,2-3-6,600,0,0
2024_02,1320240202020001,TRIO,1-2-5,2-3-6,100,0,0
2024_02,1320240202010002,MKT1,1-3-5,4-5-1,100,0,0
2024_02,1320240202010002,BOX6,1-3-5,4-5-1,600,0,0
2024_02,1320240202010002,TRIO,1-3-5,4-5-1,100,0,0
2024_02,1320240202020002,MKT1,3-4-7,7-1-3,100,0,0
2024_02,1320240202020002,BOX6,3-4-7,7-1-3,600,0,0
2024_02,1320240202020002,TRIO,3-4-7,7-1-3,100,0,0
2024_02,1320240202010003,MKT1,1-2-4,7-2-4,100,0,0
2024_02,1320240202010003,BOX6,1-2-4,7-2-4,600,0,0
2024_02,1320240202010003,TRIO,1-2-4,7-2-4,100,0,0
2024_02,1320240202020003,MKT1,1-2-4,1-2-7,100,0,0
2024_02,1320240202020003,BOX6,1-2-4,1-2-7,600,0,0
2024_02,1320240202020003,TRIO,1-2-4,1-2-7,100,0,0
2024_02,1320240202030003,MKT1,2-3-7,3-7-4,100,0,0
2024_02,1320240202030003,BOX6,2-3-7,3-7-4,600,0,0
2024_02,1320240202030003,TRIO,2-3-7,3-7-4,100,0,0
2024_02,1320240202010004,MKT1,3-4-7,4-3-7,100,0,0
2024_02,1320240202010004,BOX6,3-4-7,4-3-7,600,10930,1
2024_02,1320240202010004,TRIO,3-4-7,4-3-7,100,2760,1
2024_02,1320240202020004,MKT1,4-5-7,3-5-7,100,0,0
2024_02,1320240202020004,BOX6,4-5-7,3-5-7,600,0,0
2024_02,1320240202020004,TRIO,4-5-7,3-5-7,100,0,0
2024_02,1320240202010005,MKT1,2-5-7,4-3-1,100,0,0
2024_02,1320240202010005,BOX6,2-5-7,4-3-1,600,0,0
2024_02,1320240202010005,TRIO,2-5-7,4-3-1,100,0,0
2024_02,1320240202020005,MKT1,1-4-7,1-5-7,100,0,0
2024_02,1320240202020005,BOX6,1-4-7,1-5-7,600,0,0
2024_02,1320240202020005,TRIO,1-4-7,1-5-7,100,0,0
2024_02,1320240202030011,MKT1,1-3-7,4-2-5,100,0,0
2024_02,1320240202030011,BOX6,1-3-7,4-2-5,600,0,0
2024_02,1320240202030011,TRIO,1-3-7,4-2-5,100,0,0
2024_02,7520240203030008,MKT1,3-4-5,5-4-3,100,0,0
2024_02,7520240203030008,BOX6,3-4-5,5-4-3,600,5870,1
2024_02,7520240203030008,TRIO,3-4-5,5-4-3,100,1560,1
2024_02,7520240203020009,MKT1,1-3-7,5-7-3,100,0,0
2024_02,7520240203020009,BOX6,1-3-7,5-7-3,600,0,0
2024_02,7520240203020009,TRIO,1-3-7,5-7-3,100,0,0
2024_02,7520240203010010,MKT1,1-2-3,7-2-1,100,0,0
2024_02,7520240203010010,BOX6,1-2-3,7-2-1,600,0,0
2024_02,7520240203010010,TRIO,1-2-3,7-2-1,100,0,0
2024_02,7520240203010011,MKT1,2-4-5,5-4-1,100,0,0
2024_02,7520240203010011,BOX6,2-4-5,5-4-1,600,0,0
2024_02,7520240203010011,TRIO,2-4-5,5-4-1,100,0,0
2024_02,7520240203020011,MKT1,2-4-7,1-2-5,100,0,0
2024_02,7520240203020011,BOX6,2-4-7,1-2-5,600,0,0
2024_02,7520240203020011,TRIO,2-4-7,1-2-5,100,0,0
2024_02,7520240203020012,MKT1,1-5-7,1-7-5,100,0,0
2024_02,7520240203020012,BOX6,1-5-7,1-7-5,600,4390,1
2024_02,7520240203020012,TRIO,1-5-7,1-7-5,100,490,1
2024_02,5320240203010005,MKT1,1-3-4,3-4-1,100,0,0
2024_02,5320240203010005,BOX6,1-3-4,3-4-1,600,8290,1
2024_02,5320240203010005,TRIO,1-3-4,3-4-1,100,1680,1
2024_02,5320240203020005,MKT1,1-3-5,3-5-2,100,0,0
2024_02,5320240203020005,BOX6,1-3-5,3-5-2,600,0,0
2024_02,5320240203020005,TRIO,1-3-5,3-5-2,100,0,0
2024_02,5320240203030005,MKT1,1-2-4,1-6-4,100,0,0
2024_02,5320240203030005,BOX6,1-2-4,1-6-4,600,0,0
2024_02,5320240203030005,TRIO,1-2-4,1-6-4,100,0,0
2024_02,5320240203010007,MKT1,1-2-4,1-2-3,100,0,0
2024_02,5320240203010007,BOX6,1-2-4,1-2-3,600,0,0
2024_02,5320240203010007,TRIO,1-2-4,1-2-3,100,0,0
2024_02,5320240203020007,MKT1,1-2-4,1-3-4,100,0,0
2024_02,5320240203020007,BOX6,1-2-4,1-3-4,600,0,0
2024_02,5320240203020007,TRIO,1-2-4,1-3-4,100,0,0
2024_02,5320240203030007,MKT1,1-2-4,1-6-3,100,0,0
2024_02,5320240203030007,BOX6,1-2-4,1-6-3,600,0,0
2024_02,5320240203030007,TRIO,1-2-4,1-6-3,100,0,0
2024_02,5320240203010009,MKT1,1-2-4,2-5-7,100,0,0
2024_02,5320240203010009,BOX6,1-2-4,2-5-7,600,0,0
2024_02,5320240203010009,TRIO,1-2-4,2-5-7,100,0,0
2024_02,5320240203020009,MKT1,1-2-4,5-3-7,100,0,0
2024_02,5320240203020009,BOX6,1-2-4,5-3-7,600,0,0
2024_02,5320240203020009,TRIO,1-2-4,5-3-7,100,0,0
2024_03,8620240301010001,MKT1,2-5-7,2-5-1,100,0,0
2024_03,8620240301010001,BOX6,2-5-7,2-5-1,600,0,0
2024_03,8620240301010001,TRIO,2-5-7,2-5-1,100,0,0
2024_03,8620240301020001,MKT1,2-3-4,1-4-5,100,0,0
2024_03,8620240301020001,BOX6,2-3-4,1-4-5,600,0,0
2024_03,8620240301020001,TRIO,2-3-4,1-4-5,100,0,0
2024_03,8620240301010002,MKT1,1-3-5,3-7-6,100,0,0
2024_03,8620240301010002,BOX6,1-3-5,3-7-6,600,0,0
2024_03,8620240301010002,TRIO,1-3-5,3-7-6,100,0,0
2024_03,8620240301030002,MKT1,2-3-7,4-1-2,100,0,0
2024_03,8620240301030002,BOX6,2-3-7,4-1-2,600,0,0
2024_03,8620240301030002,TRIO,2-3-7,4-1-2,100,0,0
2024_03,8620240301020003,MKT1,1-3-4,7-6-3,100,0,0
2024_03,8620240301020003,BOX6,1-3-4,7-6-3,600,0,0
2024_03,8620240301020003,TRIO,1-3-4,7-6-3,100,0,0
2024_03,8620240301010004,MKT1,1-3-7,1-4-2,100,0,0
2024_03,8620240301010004,BOX6,1-3-7,1-4-2,600,0,0
2024_03,8620240301010004,TRIO,1-3-7,1-4-2,100,0,0
2024_03,8620240301030006,MKT1,1-5-7,3-5-1,100,0,0
2024_03,8620240301030006,BOX6,1-5-7,3-5-1,600,0,0
2024_03,8620240301030006,TRIO,1-5-7,3-5-1,100,0,0
2024_03,8620240301010007,MKT1,1-2-7,1-5-4,100,0,0
2024_03,8620240301010007,BOX6,1-2-7,1-5-4,600,0,0
2024_03,8620240301010007,TRIO,1-2-7,1-5-4,100,0,0
2024_03,4320240301030005,MKT1,1-4-5,2-5-6,100,0,0
2024_03,4320240301030005,BOX6,1-4-5,2-5-6,600,0,0
2024_03,4320240301030005,TRIO,1-4-5,2-5-6,100,0,0
2024_03,4320240301010008,MKT1,1-3-4,7-1-5,100,0,0
2024_03,4320240301010008,BOX6,1-3-4,7-1-5,600,0,0
2024_03,4320240301010008,TRIO,1-3-4,7-1-5,100,0,0
2024_03,4320240301020008,MKT1,2-4-7,4-7-5,100,0,0
2024_03,4320240301020008,BOX6,2-4-7,4-7-5,600,0,0
2024_03,4320240301020008,TRIO,2-4-7,4-7-5,100,0,0
2024_03,4320240301030009,MKT1,1-2-7,1-2-7,100,4790,1
2024_03,4320240301030009,BOX6,1-2-7,1-2-7,600,4790,1
2024_03,4320240301030009,TRIO,1-2-7,1-2-7,100,2070,1
2024_03,4320240301010010,MKT1,2-3-4,5-7-4,100,0,0
2024_03,4320240301010010,BOX6,2-3-4,5-7-4,600,0,0
2024_03,4320240301010010,TRIO,2-3-4,5-7-4,100,0,0
2024_03,4320240301020010,MKT1,1-3-5,7-4-2,100,0,0
2024_03,4320240301020010,BOX6,1-3-5,7-4-2,600,0,0
2024_03,4320240301020010,TRIO,1-3-5,7-4-2,100,0,0
2024_03,4320240301030012,MKT1,3-5-7,6-1-4,100,0,0
2024_03,4320240301030012,BOX6,3-5-7,6-1-4,600,0,0
2024_03,4320240301030012,TRIO,3-5-7,6-1-4,100,0,0
2024_03,1320240301010001,MKT1,1-3-4,4-7-3,100,0,0
2024_03,1320240301010001,BOX6,1-3-4,4-7-3,600,0,0
2024_03,1320240301010001,TRIO,1-3-4,4-7-3,100,0,0
2024_03,1320240301020001,MKT1,3-5-7,1-7-5,100,0,0
2024_03,1320240301020001,BOX6,3-5-7,1-7-5,600,0,0
2024_03,1320240301020001,TRIO,3-5-7,1-7-5,100,0,0
2024_03,1320240301030001,MKT1,2-3-4,4-5-1,100,0,0
2024_03,1320240301030001,BOX6,2-3-4,4-5-1,600,0,0
2024_03,1320240301030001,TRIO,2-3-4,4-5-1,100,0,0
2024_03,1320240301030002,MKT1,2-4-6,5-1-2,100,0,0
2024_03,1320240301030002,BOX6,2-4-6,5-1-2,600,0,0
2024_03,1320240301030002,TRIO,2-4-6,5-1-2,100,0,0
2024_03,1320240301010003,MKT1,3-5-7,4-3-7,100,0,0
2024_03,1320240301010003,BOX6,3-5-7,4-3-7,600,0,0
2024_03,1320240301010003,TRIO,3-5-7,4-3-7,100,0,0
2024_03,1320240301020003,MKT1,2-3-5,3-7-5,100,0,0
2024_03,1320240301020003,BOX6,2-3-5,3-7-5,600,0,0
2024_03,1320240301020003,TRIO,2-3-5,3-7-5,100,0,0
2024_03,1320240301020004,MKT1,3-4-5,4-3-7,100,0,0
2024_03,1320240301020004,BOX6,3-4-5,4-3-7,600,0,0
2024_03,1320240301020004,TRIO,3-4-5,4-3-7,100,0,0
2024_03,1320240301030004,MKT1,3-5-6,4-3-7,100,0,0
2024_03,1320240301030004,BOX6,3-5-6,4-3-7,600,0,0
2024_03,1320240301030004,TRIO,3-5-6,4-3-7,100,0,0
2024_03,2520240301010001,MKT1,1-2-5,2-1-3,100,0,0
2024_03,2520240301010001,BOX6,1-2-5,2-1-3,600,0,0
2024_03,2520240301010001,TRIO,1-2-5,2-1-3,100,0,0
2024_03,2520240301020001,MKT1,4-5-7,5-4-3,100,0,0
2024_03,2520240301020001,BOX6,4-5-7,5-4-3,600,0,0
2024_03,2520240301020001,TRIO,4-5-7,5-4-3,100,0,0
2024_03,2520240301030001,MKT1,3-5-7,3-7-2,100,0,0
2024_03,2520240301030001,BOX6,3-5-7,3-7-2,600,0,0
2024_03,2520240301030001,TRIO,3-5-7,3-7-2,100,0,0
2024_03,2520240301010002,MKT1,2-3-7,5-2-7,100,0,0
2024_03,2520240301010002,BOX6,2-3-7,5-2-7,600,0,0
2024_03,2520240301010002,TRIO,2-3-7,5-2-7,100,0,0
2024_03,2520240301020002,MKT1,2-3-7,5-3-1,100,0,0
2024_03,2520240301020002,BOX6,2-3-7,5-3-1,600,0,0
2024_03,2520240301020002,TRIO,2-3-7,5-3-1,100,0,0
2024_03,2520240301030002,MKT1,2-3-7,3-6-2,100,0,0
2024_03,2520240301030002,BOX6,2-3-7,3-6-2,600,0,0
2024_03,2520240301030002,TRIO,2-3-7,3-6-2,100,0,0
2024_03,2520240301010003,MKT1,3-4-5,1-3-2,100,0,0
2024_03,2520240301010003,BOX6,3-4-5,1-3-2,600,0,0
2024_03,2520240301010003,TRIO,3-4-5,1-3-2,100,0,0
2024_03,2520240301020003,MKT1,3-4-7,3-2-6,100,0,0
2024_03,2520240301020003,BOX6,3-4-7,3-2-6,600,0,0
2024_03,2520240301020003,TRIO,3-4-7,3-2-6,100,0,0
2024_03,2520240301030004,MKT1,1-2-5,2-7-4,100,0,0
2024_03,2520240301030004,BOX6,1-2-5,2-7-4,600,0,0
2024_03,2520240301030004,TRIO,1-2-5,2-7-4,100,0,0
2024_03,2520240301010005,MKT1,1-3-7,2-3-7,100,0,0
2024_03,2520240301010005,BOX6,1-3-7,2-3-7,600,0,0
2024_03,2520240301010005,TRIO,1-3-7,2-3-7,100,0,0
2024_03,2520240301020005,MKT1,2-4-6,1-2-7,100,0,0
2024_03,2520240301020005,BOX6,2-4-6,1-2-7,600,0,0
2024_03,2520240301020005,TRIO,2-4-6,1-2-7,100,0,0
2024_03,2520240301030011,MKT1,1-3-7,1-6-5,100,0,0
2024_03,2520240301030011,BOX6,1-3-7,1-6-5,600,0,0
2024_03,2520240301030011,TRIO,1-3-7,1-6-5,100,0,0
2024_03,8120240302010008,MKT1,1-2-5,5-3-4,100,0,0
2024_03,8120240302010008,BOX6,1-2-5,5-3-4,600,0,0
2024_03,8120240302010008,TRIO,1-2-5,5-3-4,100,0,0
2024_03,8120240302020008,MKT1,3-4-5,6-3-4,100,0,0
2024_03,8120240302020008,BOX6,3-4-5,6-3-4,600,0,0
2024_03,8120240302020008,TRIO,3-4-5,6-3-4,100,0,0
2024_03,8120240302030008,MKT1,1-5-7,5-7-1,100,3230,1
2024_03,8120240302030008,BOX6,1-5-7,5-7-1,600,3230,1
2024_03,8120240302030008,TRIO,1-5-7,5-7-1,100,600,1
2024_03,8120240302020009,MKT1,1-5-7,1-7-2,100,0,0
2024_03,8120240302020009,BOX6,1-5-7,1-7-2,600,0,0
2024_03,8120240302020009,TRIO,1-5-7,1-7-2,100,0,0
2024_03,8120240302030009,MKT1,3-4-5,3-5-4,100,0,0
2024_03,8120240302030009,BOX6,3-4-5,3-5-4,600,390,1
2024_03,8120240302030009,TRIO,3-4-5,3-5-4,100,200,1
2024_03,8120240302010010,MKT1,1-2-7,1-4-2,100,0,0
2024_03,8120240302010010,BOX6,1-2-7,1-4-2,600,0,0
2024_03,8120240302010010,TRIO,1-2-7,1-4-2,100,0,0
2024_03,8120240302020010,MKT1,1-2-5,7-4-3,100,0,0
2024_03,8120240302020010,BOX6,1-2-5,7-4-3,600,0,0
2024_03,8120240302020010,TRIO,1-2-5,7-4-3,100,0,0
2024_03,8120240302020011,MKT1,2-4-5,5-2-4,100,0,0
2024_03,8120240302020011,BOX6,2-4-5,5-2-4,600,2850,1
2024_03,8120240302020011,TRIO,2-4-5,5-2-4,100,620,1
2024_03,8120240302010012,MKT1,2-4-7,1-7-6,100,0,0
2024_03,8120240302010012,BOX6,2-4-7,1-7-6,600,0,0
2024_03,8120240302010012,TRIO,2-4-7,1-7-6,100,0,0
2024_03,8120240302020012,MKT1,1-2-3,2-5-7,100,0,0
2024_03,8120240302020012,BOX6,1-2-3,2-5-7,600,0,0
2024_03,8120240302020012,TRIO,1-2-3,2-5-7,100,0,0
2024_04,5120240401010008,MKT1,2-5-7,7-4-3,100,0,0
2024_04,5120240401010008,BOX6,2-5-7,7-4-3,600,0,0
2024_04,5120240401010008,TRIO,2-5-7,7-4-3,100,0,0
2024_04,5120240401020008,MKT1,1-2-7,3-5-1,100,0,0
2024_04,5120240401020008,BOX6,1-2-7,3-5-1,600,0,0
2024_04,5120240401020008,TRIO,1-2-7,3-5-1,100,0,0
2024_04,5120240401030008,MKT1,3-5-7,2-5-4,100,0,0
2024_04,5120240401030008,BOX6,3-5-7,2-5-4,600,0,0
2024_04,5120240401030008,TRIO,3-5-7,2-5-4,100,0,0
2024_04,5120240401010009,MKT1,1-2-5,5-3-2,100,0,0
2024_04,5120240401010009,BOX6,1-2-5,5-3-2,600,0,0
2024_04,5120240401010009,TRIO,1-2-5,5-3-2,100,0,0
2024_04,5120240401010010,MKT1,1-4-5,7-1-6,100,0,0
2024_04,5120240401010010,BOX6,1-4-5,7-1-6,600,0,0
2024_04,5120240401010010,TRIO,1-4-5,7-1-6,100,0,0
2024_04,5120240401010012,MKT1,2-4-5,5-2-7,100,0,0
2024_04,5120240401010012,BOX6,2-4-5,5-2-7,600,0,0
2024_04,5120240401010012,TRIO,2-4-5,5-2-7,100,0,0
2024_04,5120240401020012,MKT1,3-4-5,7-3-1,100,0,0
2024_04,5120240401020012,BOX6,3-4-5,7-3-1,600,0,0
2024_04,5120240401020012,TRIO,3-4-5,7-3-1,100,0,0
2024_04,5120240401030012,MKT1,1-3-7,3-7-6,100,0,0
2024_04,5120240401030012,BOX6,1-3-7,3-7-6,600,0,0
2024_04,5120240401030012,TRIO,1-3-7,3-7-6,100,0,0
2024_04,3520240401030004,MKT1,2-4-5,5-1-2,100,0,0
2024_04,3520240401030004,BOX6,2-4-5,5-1-2,600,0,0
2024_04,3520240401030004,TRIO,2-4-5,5-1-2,100,0,0
2024_04,3520240401010005,MKT1,2-5-7,7-2-1,100,0,0
2024_04,3520240401010005,BOX6,2-5-7,7-2-1,600,0,0
2024_04,3520240401010005,TRIO,2-5-7,7-2-1,100,0,0
2024_04,3520240401020005,MKT1,1-2-4,5-3-2,100,0,0
2024_04,3520240401020005,BOX6,1-2-4,5-3-2,600,0,0
2024_04,3520240401020005,TRIO,1-2-4,5-3-2,100,0,0
2024_04,3520240401020007,MKT1,1-3-7,5-7-2,100,0,0
2024_04,3520240401020007,BOX6,1-3-7,5-7-2,600,0,0
