month,race_id,product,selected_set,actual,stake,pay,hit
2024_12,8620241201020004,MKT1,2-3-5,5-3-2,100,0,0
2024_12,8620241201020004,BOX6,2-3-5,5-3-2,600,430,1
2024_12,8620241201020004,TRIO,2-3-5,5-3-2,100,350,1
2024_12,8620241201030004,MKT1,2-3-5,3-5-2,100,0,0
2024_12,8620241201030004,BOX6,2-3-5,3-5-2,600,2510,1
2024_12,8620241201030004,TRIO,2-3-5,3-5-2,100,540,1
2024_12,7320241202010001,MKT1,1-2-5,4-2-3,100,0,0
2024_12,7320241202010001,BOX6,1-2-5,4-2-3,600,0,0
2024_12,7320241202010001,TRIO,1-2-5,4-2-3,100,0,0
2024_12,7320241202030003,MKT1,1-2-7,1-6-4,100,0,0
2024_12,7320241202030003,BOX6,1-2-7,1-6-4,600,0,0
2024_12,7320241202030003,TRIO,1-2-7,1-6-4,100,0,0
2024_12,7320241202010005,MKT1,3-5-7,4-5-1,100,0,0
2024_12,7320241202010005,BOX6,3-5-7,4-5-1,600,0,0
2024_12,7320241202010005,TRIO,3-5-7,4-5-1,100,0,0
2024_12,7320241202020005,MKT1,1-3-4,3-1-4,100,0,0
2024_12,7320241202020005,BOX6,1-3-4,3-1-4,600,830,1
2024_12,7320241202020005,TRIO,1-3-4,3-1-4,100,190,1
2024_12,7320241202030011,MKT1,1-5-7,2-7-1,100,0,0
2024_12,7320241202030011,BOX6,1-5-7,2-7-1,600,0,0
2024_12,7320241202030011,TRIO,1-5-7,2-7-1,100,0,0
2024_12,3820241203010003,MKT1,1-2-5,1-3-2,100,0,0
2024_12,3820241203010003,BOX6,1-2-5,1-3-2,600,0,0
2024_12,3820241203010003,TRIO,1-2-5,1-3-2,100,0,0
2024_12,3820241203030003,MKT1,1-2-5,3-1-5,100,0,0
2024_12,3820241203030003,BOX6,1-2-5,3-1-5,600,0,0
2024_12,3820241203030003,TRIO,1-2-5,3-1-5,100,0,0
2024_12,3820241203010004,MKT1,1-4-5,2-4-7,100,0,0
2024_12,3820241203010004,BOX6,1-4-5,2-4-7,600,0,0
2024_12,3820241203010004,TRIO,1-4-5,2-4-7,100,0,0
2024_12,3820241203020004,MKT1,1-4-5,4-5-6,100,0,0
2024_12,3820241203020004,BOX6,1-4-5,4-5-6,600,0,0
2024_12,3820241203020004,TRIO,1-4-5,4-5-6,100,0,0
2024_12,3820241203030004,MKT1,2-3-4,3-4-1,100,0,0
2024_12,3820241203030004,BOX6,2-3-4,3-4-1,600,0,0
2024_12,3820241203030004,TRIO,2-3-4,3-4-1,100,0,0
2024_12,3820241203010005,MKT1,1-3-4,3-4-1,100,0,0
2024_12,3820241203010005,BOX6,1-3-4,3-4-1,600,2970,1
2024_12,3820241203010005,TRIO,1-3-4,3-4-1,100,700,1
2024_12,3820241203020005,MKT1,1-2-3,4-5-6,100,0,0
2024_12,3820241203020005,BOX6,1-2-3,4-5-6,600,0,0
2024_12,3820241203020005,TRIO,1-2-3,4-5-6,100,0,0
2024_12,3820241203030005,MKT1,1-3-4,2-1-7,100,0,0
2024_12,3820241203030005,BOX6,1-3-4,2-1-7,600,0,0
2024_12,3820241203030005,TRIO,1-3-4,2-1-7,100,0,0
2024_12,3820241203030006,MKT1,2-4-5,5-6-4,100,0,0
2024_12,3820241203030006,BOX6,2-4-5,5-6-4,600,0,0
2024_12,3820241203030006,TRIO,2-4-5,5-6-4,100,0,0
2024_12,3820241203030008,MKT1,1-4-7,4-1-7,100,3790,1
2024_12,3820241203030008,BOX6,1-4-7,4-1-7,600,3790,1
2024_12,3820241203030008,TRIO,1-4-7,4-1-7,100,2010,1
2024_12,3820241203010009,MKT1,1-4-5,1-4-3,100,0,0
2024_12,3820241203010009,BOX6,1-4-5,1-4-3,600,0,0
2024_12,3820241203010009,TRIO,1-4-5,1-4-3,100,0,0
2024_12,3820241203020009,MKT1,1-4-5,1-3-2,100,0,0
2024_12,3820241203020009,BOX6,1-4-5,1-3-2,600,0,0
2024_12,3820241203020009,TRIO,1-4-5,1-3-2,100,0,0
2024_12,6120241203010003,MKT1,2-3-4,3-1-6,100,0,0
2024_12,6120241203010003,BOX6,2-3-4,3-1-6,600,0,0
2024_12,6120241203010003,TRIO,2-3-4,3-1-6,100,0,0
2024_12,6120241203020003,MKT1,2-3-4,4-1-3,100,0,0
2024_12,6120241203020003,BOX6,2-3-4,4-1-3,600,0,0
2024_12,6120241203020003,TRIO,2-3-4,4-1-3,100,0,0
2024_12,6120241203010004,MKT1,1-3-6,2-3-1,100,0,0
2024_12,6120241203010004,BOX6,1-3-6,2-3-1,600,0,0
2024_12,6120241203010004,TRIO,1-3-6,2-3-1,100,0,0
2024_12,6120241203020004,MKT1,1-2-4,1-4-2,100,0,0
2024_12,6120241203020004,BOX6,1-2-4,1-4-2,600,2280,1
2024_12,6120241203020004,TRIO,1-2-4,1-4-2,100,710,1
2024_12,6120241203030004,MKT1,1-3-4,1-2-6,100,0,0
2024_12,6120241203030004,BOX6,1-3-4,1-2-6,600,0,0
2024_12,6120241203030004,TRIO,1-3-4,1-2-6,100,0,0
2024_12,6120241203010005,MKT1,1-2-4,3-1-2,100,0,0
2024_12,6120241203010005,BOX6,1-2-4,3-1-2,600,0,0
2024_12,6120241203010005,TRIO,1-2-4,3-1-2,100,0,0
2024_12,6120241203010006,MKT1,1-3-5,1-5-6,100,0,0
2024_12,6120241203010006,BOX6,1-3-5,1-5-6,600,0,0
2024_12,6120241203010006,TRIO,1-3-5,1-5-6,100,0,0
2024_12,6120241203020006,MKT1,2-3-5,1-3-6,100,0,0
2024_12,6120241203020006,BOX6,2-3-5,1-3-6,600,0,0
2024_12,6120241203020006,TRIO,2-3-5,1-3-6,100,0,0
2024_12,6120241203030006,MKT1,1-3-5,5-3-7,100,0,0
2024_12,6120241203030006,BOX6,1-3-5,5-3-7,600,0,0
2024_12,6120241203030006,TRIO,1-3-5,5-3-7,100,0,0
