month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_12,8620241201010001,1-2-7,1-3-7,5.7,35,0,0,0,0,https://keirin.kdreams.jp/beppu/racedetail/8620241201010001/?pageType=odds&kakeshikiType=3renhuku
2024_12,8620241201030001,2-3-7,2-4-7,9.6,35,0,0,0,0,https://keirin.kdreams.jp/beppu/racedetail/8620241201030001/?pageType=odds&kakeshikiType=3renhuku
2024_12,8620241201020004,2-3-5,5-3-2,3.5,35,0,0,0,0,https://keirin.kdreams.jp/beppu/racedetail/8620241201020004/?pageType=odds&kakeshikiType=3renhuku
2024_12,8620241201030004,2-3-5,3-5-2,5.4,35,0,0,0,0,https://keirin.kdreams.jp/beppu/racedetail/8620241201030004/?pageType=odds&kakeshikiType=3renhuku
2024_12,7320241202010001,1-2-5,4-2-3,14.1,35,0,0,0,0,https://keirin.kdreams.jp/komatsushima/racedetail/7320241202010001/?pageType=odds&kakeshikiType=3renhuku
2024_12,7320241202030003,1-2-7,1-6-4,22.2,35,1,0,100,0,https://keirin.kdreams.jp/komatsushima/racedetail/7320241202030003/?pageType=odds&kakeshikiType=3renhuku
2024_12,7320241202010005,3-5-7,4-5-1,34.3,35,1,0,100,0,https://keirin.kdreams.jp/komatsushima/racedetail/7320241202010005/?pageType=odds&kakeshikiType=3renhuku
2024_12,7320241202020005,1-3-4,3-1-4,1.9,35,0,0,0,0,https://keirin.kdreams.jp/komatsushima/racedetail/7320241202020005/?pageType=odds&kakeshikiType=3renhuku
2024_12,7320241202030011,1-5-7,2-7-1,30.5,35,1,0,100,0,https://keirin.kdreams.jp/komatsushima/racedetail/7320241202030011/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203010003,1-2-5,1-3-2,11.7,35,0,0,0,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203010003/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203030003,1-2-5,3-1-5,34.7,35,1,0,100,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203030003/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203010004,1-4-5,2-4-7,50.1,35,1,0,100,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203010004/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203020004,1-4-5,4-5-6,21.4,35,1,0,100,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203020004/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203030004,2-3-4,3-4-1,6.9,35,0,0,0,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203030004/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203010005,1-3-4,3-4-1,7.0,35,0,0,0,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203010005/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203020005,1-2-3,4-5-6,8.5,35,0,0,0,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203020005/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203030005,1-3-4,2-1-7,16.4,35,1,0,100,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203030005/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203030006,2-4-5,5-6-4,65.4,35,1,0,100,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203030006/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203030008,1-4-7,4-1-7,20.1,35,1,1,100,2010,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203030008/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203010009,1-4-5,1-4-3,29.4,35,1,0,100,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203010009/?pageType=odds&kakeshikiType=3renhuku
2024_12,3820241203020009,1-4-5,1-3-2,38.6,35,1,0,100,0,https://keirin.kdreams.jp/shizuoka/racedetail/3820241203020009/?pageType=odds&kakeshikiType=3renhuku
2024_12,6120241203010003,2-3-4,3-1-6,20.3,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120241203010003/?pageType=odds&kakeshikiType=3renhuku
2024_12,6120241203020003,2-3-4,4-1-3,43.2,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120241203020003/?pageType=odds&kakeshikiType=3renhuku
2024_12,6120241203010004,1-3-6,2-3-1,24.7,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120241203010004/?pageType=odds&kakeshikiType=3renhuku
2024_12,6120241203020004,1-2-4,1-4-2,7.1,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120241203020004/?pageType=odds&kakeshikiType=3renhuku
2024_12,6120241203030004,1-3-4,1-2-6,10.6,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120241203030004/?pageType=odds&kakeshikiType=3renhuku
2024_12,6120241203010005,1-2-4,3-1-2,22.9,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120241203010005/?pageType=odds&kakeshikiType=3renhuku
2024_12,6120241203010006,1-3-5,1-5-6,7.2,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120241203010006/?pageType=odds&kakeshikiType=3renhuku
2024_12,6120241203020006,2-3-5,1-3-6,44.8,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120241203020006/?pageType=odds&kakeshikiType=3renhuku
2024_12,6120241203030006,1-3-5,5-3-7,21.2,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120241203030006/?pageType=odds&kakeshikiType=3renhuku
