month,race_id,target,head_bust,candidate_sets,actual,set_match,eligible_count,pick,pick_odds,bet,hit,stake,pay
2024_11,4220241101010001,2,0,1-4-5|1-4-7,2-4-1,0,11,1-4-5,45.0,1,0,100,0
2024_11,4220241101020001,5,0,1-3-7,5-7-2,0,5,1-3-7,30.5,1,0,100,0
2024_11,4220241101030001,5,0,1-2-4,5-4-3,0,6,2-1-4,58.5,1,0,100,0
2024_11,4220241101010002,5,0,1-2-3,3-5-2,0,5,3-1-2,42.1,1,0,100,0
2024_11,4220241101020002,1,0,2-4-7,7-1-2,0,4,7-4-2,47.9,1,0,100,0
2024_11,4220241101030002,1,0,2-4-5|3-4-5,4-1-6,0,11,4-3-5,42.3,1,0,100,0
2024_11,4220241101030003,4,0,,4-1-7,0,0,,,0,0,0,0
2024_11,4220241101020004,2,1,,1-7-3,0,0,,,0,0,0,0
2024_11,4220241101030004,2,0,3-5-7,2-4-5,0,6,7-5-3,159.5,1,0,100,0
2024_11,4220241101020005,6,0,2-5-7|2-4-5,5-6-4,0,8,5-4-2,36.2,1,0,100,0
2024_11,4220241101030011,5,0,2-4-7,5-1-2,0,4,7-4-2,61.8,1,0,100,0
2024_11,8520241101010001,7,1,2-3-5,6-1-4,0,6,5-3-2,48.8,1,0,100,0
2024_11,8520241101010003,5,1,1-2-7|1-2-3,7-1-4,0,12,2-3-1,42.4,1,0,100,0
2024_11,8520241101010004,7,0,1-2-4|1-2-5,2-7-1,0,12,2-4-1,84.1,1,0,100,0
2024_11,2620241101010008,4,1,1-5-7,5-7-2,0,6,1-7-5,42.6,1,0,100,0
2024_11,2620241101020008,4,1,,3-2-1,0,0,,,0,0,0,0
2024_11,2620241101010009,7,1,,3-6-2,0,0,,,0,0,0,0
2024_11,2620241101030009,7,0,1-2-5|1-2-3,1-7-5,0,12,1-5-2,33.5,1,0,100,0
2024_11,2620241101020010,7,1,,1-3-5,0,0,,,0,0,0,0
2024_11,2620241101020011,5,1,2-3-4,3-2-4,1,6,3-2-4,114.8,1,1,100,11480
2024_11,2720241102010001,2,1,1-3-4|1-3-5,7-1-5,0,11,4-1-3,32.7,1,0,100,0
2024_11,2720241102020001,3,1,,7-4-5,0,0,,,0,0,0,0
2024_11,2720241102030001,3,0,1-2-4,5-3-1,0,6,2-4-1,40.4,1,0,100,0
2024_11,2720241102020002,3,0,1-2-4|1-2-5,4-3-1,0,12,2-1-4,34.2,1,0,100,0
2024_11,2720241102030002,3,1,1-2-4,4-2-1,1,5,1-4-2,37.3,1,0,100,0
2024_11,2720241102010003,1,0,2-3-5,1-2-5,0,6,3-2-5,75.0,1,0,100,0
2024_11,2720241102020004,5,1,1-3-4,1-2-4,0,5,4-1-3,43.8,1,0,100,0
2024_11,2720241102030005,3,1,1-4-5,7-1-4,0,6,1-5-4,188.3,1,0,100,0
2024_11,2720241102010007,1,1,2-3-5,4-7-5,0,6,2-3-5,431.6,1,0,100,0
2024_11,2720241102030007,1,1,2-3-5,3-4-6,0,6,2-5-3,68.9,1,0,100,0
2024_11,8120241102010001,1,1,2-3-4,2-4-6,0,4,2-3-4,46.6,1,0,100,0
2024_11,8120241102020001,1,1,3-4-5,4-3-5,1,6,3-4-5,66.9,1,0,100,0
2024_11,8120241102030001,4,0,1-2-3,5-4-2,0,5,1-2-3,42.0,1,0,100,0
2024_11,8120241102020005,2,1,,3-1-5,0,0,,,0,0,0,0
2024_11,8120241102030005,2,0,1-4-5,1-6-2,0,6,1-5-4,102.2,1,0,100,0
