month,race_id,target,head_bust,candidate_sets,actual,set_match,eligible_count,pick,pick_odds,bet,hit,stake,pay
2024_03,8620240301010001,3,1,1-5-7|2-5-7,2-5-1,0,12,5-2-7,49.9,1,0,100,0
2024_03,8620240301020001,5,0,2-3-4,1-4-5,0,6,3-2-4,1416.4,1,0,100,0
2024_03,8620240301010002,7,0,1-3-5,3-7-6,0,3,1-3-5,35.5,1,0,100,0
2024_03,8620240301030002,5,1,2-3-7,4-1-2,0,5,3-7-2,42.8,1,0,100,0
2024_03,8620240301010003,7,1,,1-5-6,0,0,,,0,0,0,0
2024_03,8620240301020003,5,1,1-3-7|1-3-4,7-6-3,0,10,3-1-4,56.0,1,0,100,0
2024_03,8620240301010004,4,0,1-3-7,1-4-2,0,6,1-3-7,40.6,1,0,100,0
2024_03,8620240301030006,3,0,1-5-7,3-5-1,0,6,1-5-7,33.3,1,0,100,0
2024_03,8620240301010007,4,0,1-2-7,1-5-4,0,5,7-2-1,31.8,1,0,100,0
2024_03,4320240301030005,7,1,1-4-5,2-5-6,0,5,1-5-4,38.5,1,0,100,0
2024_03,4320240301010008,5,0,1-3-4,7-1-5,0,6,4-3-1,34.1,1,0,100,0
2024_03,4320240301020008,5,0,2-4-7,4-7-5,0,6,2-4-7,40.0,1,0,100,0
2024_03,4320240301030009,4,1,1-2-7,1-2-7,1,6,1-2-7,47.9,1,1,100,4790
2024_03,4320240301010010,5,0,1-2-3|2-3-4,5-7-4,0,12,2-3-4,148.5,1,0,100,0
2024_03,4320240301020010,7,0,1-3-5,7-4-2,0,6,3-1-5,277.9,1,0,100,0
2024_03,4320240301030012,1,0,3-5-7,6-1-4,0,4,3-7-5,64.1,1,0,100,0
2024_03,1320240301010001,7,0,1-3-4,4-7-3,0,3,1-3-4,123.8,1,0,100,0
2024_03,1320240301020001,1,0,3-5-7,1-7-5,0,6,7-5-3,127.0,1,0,100,0
2024_03,1320240301030001,1,0,2-3-4,4-5-1,0,6,4-3-2,156.0,1,0,100,0
2024_03,1320240301020002,5,0,,5-7-2,0,0,,,0,0,0,0
2024_03,1320240301030002,5,0,2-4-6,5-1-2,0,6,2-6-4,136.2,1,0,100,0
2024_03,1320240301010003,4,0,3-5-7,4-3-7,0,6,3-5-7,75.4,1,0,100,0
2024_03,1320240301020003,4,1,1-3-5|2-3-5,3-7-5,0,10,3-2-5,37.3,1,0,100,0
2024_03,1320240301020004,1,1,3-4-5,4-3-7,0,5,3-5-4,33.2,1,0,100,0
2024_03,1320240301030004,1,1,3-5-6,4-3-7,0,6,3-5-6,136.3,1,0,100,0
2024_03,2520240301010001,7,1,1-2-5,2-1-3,0,5,1-2-5,31.0,1,0,100,0
2024_03,2520240301020001,1,1,4-5-7|4-5-6,5-4-3,0,12,5-4-7,47.1,1,0,100,0
2024_03,2520240301030001,6,1,3-5-7|1-3-5,3-7-2,0,11,3-7-5,41.0,1,0,100,0
2024_03,2520240301010002,5,0,2-3-7,5-2-7,0,6,2-3-7,31.1,1,0,100,0
2024_03,2520240301020002,5,0,2-3-7,5-3-1,0,6,3-7-2,197.9,1,0,100,0
2024_03,2520240301030002,5,1,2-3-7,3-6-2,0,6,3-2-7,150.1,1,0,100,0
2024_03,2520240301010003,1,0,3-4-5,1-3-2,0,6,3-5-4,112.1,1,0,100,0
2024_03,2520240301020003,1,1,3-4-7,3-2-6,0,5,4-7-3,32.9,1,0,100,0
2024_03,2520240301030004,7,0,1-2-5,2-7-4,0,5,5-2-1,43.8,1,0,100,0
2024_03,2520240301010005,2,0,1-3-7,2-3-7,0,6,7-1-3,291.1,1,0,100,0
2024_03,2520240301020005,1,0,2-4-6,1-2-7,0,6,2-6-4,373.4,1,0,100,0
2024_03,2520240301030011,5,0,1-3-7,1-6-5,0,6,1-3-7,54.3,1,0,100,0
2024_03,8120240302010008,3,0,1-2-5,5-3-4,0,6,5-2-1,158.8,1,0,100,0
2024_03,8120240302020008,1,1,3-4-5,6-3-4,0,6,4-3-5,338.2,1,0,100,0
2024_03,8120240302030008,3,1,1-5-7,5-7-1,1,5,5-7-1,32.3,1,1,100,3230
2024_03,8120240302020009,2,0,1-5-7,1-7-2,0,6,1-7-5,86.1,1,0,100,0
2024_03,8120240302030009,1,1,3-4-5,3-5-4,1,3,4-3-5,54.2,1,0,100,0
2024_03,8120240302010010,4,0,1-2-7,1-4-2,0,6,1-2-7,70.1,1,0,100,0
2024_03,8120240302020010,4,0,1-5-7|1-2-5,7-4-3,0,6,5-1-2,45.9,1,0,100,0
2024_03,8120240302020011,1,1,2-4-5,5-2-4,1,4,2-4-5,53.8,1,0,100,0
2024_03,8120240302010012,6,0,2-4-7,1-7-6,0,6,2-4-7,113.1,1,0,100,0
2024_03,8120240302020012,7,0,1-2-3,2-5-7,0,6,1-2-3,67.5,1,0,100,0
