month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_10,1120241001030001,BASE,5,0,monthly,1-3-7,1-7-3,1-7-3,5-3-4,0,1,0,100,0,BET
2024_10,1120241001030001,OH_HIGH,5,0,monthly,1-3-4,1-4-3,1-4-3,5-3-4,0,1,0,100,0,BET
2024_10,1120241001010002,BASE,4,0,monthly,2-3-5|1-2-3,2-3-5|2-3-1,2-3-5|2-3-1,2-4-3,0,1,0,200,0,BET
2024_10,1120241001010002,OH_HIGH,4,0,monthly,2-3-7,2-3-7,2-3-7,2-4-3,0,1,0,100,0,BET
2024_10,1120241001020002,BASE,7,0,monthly,,,,1-7-6,0,0,0,0,0,cannot_compress_third_slot_too_wide
2024_10,1120241001020002,OH_HIGH,7,0,monthly,1-2-4,4-1-2,,1-7-6,0,0,0,0,0,odds_too_low
2024_10,1120241001030002,BASE,7,0,monthly,1-2-5|1-2-3,2-1-5|2-1-3,2-1-5|2-1-3,7-2-1,0,1,0,200,0,BET
2024_10,1120241001030002,OH_HIGH,7,0,monthly,1-2-4,2-1-4,2-1-4,7-2-1,0,1,0,100,0,BET
2024_10,1120241001010003,BASE,3,0,monthly,1-4-7,7-1-4,7-1-4,3-7-2,0,1,0,100,0,BET
2024_10,1120241001010003,OH_HIGH,3,0,monthly,1-4-7|1-5-7,7-1-4|7-1-5,7-1-4|7-1-5,3-7-2,0,1,0,200,0,BET
2024_10,1120241001030003,BASE,3,1,monthly,,,,7-2-4,0,0,0,0,0,ranking_cycle
2024_10,1120241001030003,OH_HIGH,3,1,monthly,1-5-7,1-5-7,1-5-7,7-2-4,0,1,0,100,0,BET
2024_10,1120241001010004,BASE,1,0,monthly,2-4-5,2-4-5,2-4-5,5-1-7,0,1,0,100,0,BET
2024_10,1120241001010004,OH_HIGH,1,0,monthly,2-4-5,2-4-5,2-4-5,5-1-7,0,1,0,100,0,BET
2024_10,1120241001020004,BASE,5,1,monthly,1-2-7|2-3-7,2-7-1|2-7-3,2-7-3,4-7-1,0,1,0,100,0,BET
2024_10,1120241001020004,OH_HIGH,5,1,monthly,1-2-7,2-7-1,,4-7-1,0,0,0,0,0,odds_too_low
2024_10,4720241001010001,BASE,1,0,monthly,2-4-5,4-2-5,4-2-5,2-4-1,0,1,0,100,0,BET
2024_10,4720241001010001,OH_HIGH,1,0,monthly,2-4-5,4-2-5,4-2-5,2-4-1,0,1,0,100,0,BET
