month,race_id,trio_key,group_score_percentile,role_ok,top3_spread,unordered_role_set,group_market_p,effective_group_odds,entropy_norm,hhi,rank1_conditional_share,rank6_conditional_share,rank1_to_rank6_share_ratio,group_hit,winner_odds_rank,rank1_exact_hit,rank1_posted_odds,rank1_order,rank1_exact_market_p,race_uid,year,half_year,odds_band,score_band
2024_03,4320240301010009,1-2-7,0.2285714285714285,1,0,BANTE+RYO+RYO,0.0167500388822915,59.70135395071946,0.9202117266461816,0.2200465069580008,0.355576436215173,0.0778268466520063,4.568814638027049,0,,0,125.7,7-1-2,0.00595591913223079,2024_03|4320240301010009,2024,2024_H1,100_TO_200,20_TO_30
2024_03,4320240301010009,1-6-7,0.3142857142857143,1,0,BANTE+BANTE+RYO,0.0075024055701712,133.2905813537855,0.7847748015300178,0.2980181181220545,0.4012432569378326,0.0306609715480977,13.0864495375955,0,,0,248.7,7-1-6,0.0030102896458440295,2024_03|4320240301010009,2024,2024_H1,GE200,30_TO_40
2024_03,4320240301010010,1-2-4,0.1428571428571428,1,0,BANTE+BANTE+BANTE,0.0074267712756013,134.64801363753105,0.9241898884120598,0.2129959456022894,0.3020751685219656,0.0743954829305928,4.060396634615384,0,,0,332.8,2-1-4,0.002243443184651356,2024_03|4320240301010010,2024,2024_H1,GE200,10_TO_20
2024_03,4320240301020010,1-2-3,0.3428571428571428,1,0,BANTE+BANTE+RYO,0.0085433444230561,117.05017970494934,0.9619278282522534,0.1904997736603628,0.2546883533625215,0.1046106577892361,2.4346310284718187,0,,0,344.2,3-1-2,0.002175890323317039,2024_03|4320240301020010,2024,2024_H1,GE200,30_TO_40
2024_03,4320240301020010,2-3-7,0.3142857142857143,1,0,BANTE+RYO+RYO,0.0885208175123894,11.296777730956212,0.8166188541800444,0.2800480990927319,0.4009774922313321,0.0422819844381864,9.48341232227488,0,,0,21.1,7-3-2,0.035494855416385286,2024_03|4320240301020010,2024,2024_H1,LT30,30_TO_40
2024_03,4320240301020010,2-4-7,0.3714285714285714,1,0,BANTE+BANTE+RYO,0.0351383327672086,28.45894842606784,0.7666898076312776,0.3134016020324114,0.4021525675352282,0.0376640503257944,10.677358490566036,1,1.0,1,53.0,7-4-2,0.014130970741240178,2024_03|4320240301020010,2024,2024_H1,50_TO_100,30_TO_40
2024_03,1320240301010001,1-2-4,0.0857142857142857,1,0,BANTE+RYO+RYO,0.0384380407886296,26.015894137242544,0.9324441409317769,0.2060080321031381,0.2863005967762403,0.0685907436799614,4.174041297935103,0,,0,67.8,1-4-2,0.011004834016694122,2024_03|1320240301010001,2024,2024_H1,50_TO_100,TOP10
2024_03,1320240301020001,1-2-4,0.4,1,0,BANTE+BANTE+RYO,0.0178916046207149,55.89213607158509,0.8300083648569916,0.2804026108259128,0.4287086870227337,0.0518120221698677,8.274309109518933,0,,0,97.7,1-4-2,0.0076702863256765605,2024_03|1320240301020001,2024,2024_H1,50_TO_100,30_TO_40
2024_03,1320240301020001,1-2-7,0.0857142857142857,1,0,BANTE+RYO+RYO,0.1109277927825441,9.01487332358931,0.8682861645352805,0.2518924657728205,0.3997413397115745,0.0444741846025385,8.988165680473374,0,,0,16.9,7-2-1,0.0443424244981421,2024_03|1320240301020001,2024,2024_H1,LT30,TOP10
2024_03,1320240301020001,2-5-7,0.3714285714285714,1,0,BANTE+RYO+RYO,0.0438674957424843,22.79592174283908,0.8798489721020815,0.2455845481710827,0.39635653862717,0.056009727261741,7.076566125290023,0,,0,43.1,7-2-5,0.017387168770733197,2024_03|1320240301020001,2024,2024_H1,30_TO_50,30_TO_40
2024_03,1320240301030001,2-3-5,0.4,1,1,BANTE+RYO+RYO,0.0697101039592417,14.345122775669404,0.8620294250193717,0.2553947101907123,0.379304886409099,0.0553886908430211,6.848056537102474,0,,0,28.3,3-5-2,0.02644138306382665,2024_03|1320240301030001,2024,2024_H1,LT30,30_TO_40
2024_03,1320240301010003,1-2-3,0.3714285714285714,1,0,BANTE+RYO+RYO,0.0097223012707724,102.85630656254564,0.8948372716939191,0.229178667998331,0.3372035436501893,0.0615301504910947,5.48029772329247,0,,0,228.4,3-1-2,0.003278394440939192,2024_03|1320240301010003,2024,2024_H1,GE200,30_TO_40
2024_03,1320240301010003,2-3-5,0.3428571428571428,1,0,RYO+RYO+RYO,0.0097720756227802,102.33240496715342,0.9089576348693778,0.2217214397791259,0.3380017625121452,0.0624898055468139,5.408910454344951,0,,0,226.7,3-5-2,0.003302978783901677,2024_03|1320240301010003,2024,2024_H1,GE200,30_TO_40
2024_03,1320240301020003,1-2-3,0.0857142857142857,1,0,BANTE+BANTE+BANTE,0.02888187556841,34.62379019088932,0.9066337317656888,0.2277989063398013,0.3573976048059747,0.0779522453322297,4.584827586206895,0,,0,72.5,3-2-1,0.010322313150453934,2024_03|1320240301020003,2024,2024_H1,50_TO_100,TOP10
2024_03,1320240301020003,1-3-7,0.2571428571428571,1,0,BANTE+BANTE+RYO,0.0272541728266123,36.69162907133074,0.933591947602737,0.2085884296166944,0.3207807264299848,0.0701016854286614,4.575934579439251,0,,0,85.6,3-1-7,0.008742613357569045,2024_03|1320240301020003,2024,2024_H1,50_TO_100,20_TO_30
2024_03,1320240301020003,2-3-5,0.1714285714285714,1,0,BANTE+BANTE+RYO,0.086487733683382,11.562333262897631,0.7861710906106244,0.3094897767971255,0.4780594911597564,0.0304571516719168,15.696132596685086,0,,0,18.1,3-5-2,0.04134628195623812,2024_03|1320240301020003,2024,2024_H1,LT30,10_TO_20
2024_03,2520240301010001,1-2-5,0.0571428571428571,1,0,BANTE+BANTE+RYO,0.0905868119399875,11.039134489714522,0.924730426442651,0.212075046630877,0.2985302854124907,0.0699010051219441,4.270758122743682,0,,0,27.7,2-1-5,0.027042906823052087,2024_03|2520240301010001,2024,2024_H1,LT30,TOP10
2024_03,2520240301010001,2-4-5,0.3428571428571428,1,0,BANTE+BANTE+BANTE,0.0277002268548148,36.10078737770993,0.8772179179920031,0.2444861853510573,0.3659362023200275,0.0578700735104858,6.323410013531799,0,,0,73.9,2-4-5,0.010136515818654167,2024_03|2520240301010001,2024,2024_H1,50_TO_100,30_TO_40
2024_03,2520240301020001,2-4-5,0.2285714285714285,1,1,BANTE+BANTE+RYO,0.0653053611605217,15.312678503407732,0.8942281004890397,0.2289601969292519,0.3158787889288248,0.0478564275380481,6.600550964187329,0,,0,36.3,5-4-2,0.020628578393945107,2024_03|2520240301020001,2024,2024_H1,30_TO_50,20_TO_30
2024_03,2520240301030011,1-2-3,0.0285714285714285,1,1,BANTE+BANTE+RYO,0.0670768748830258,14.908267592130407,0.8568769880655797,0.2536927002543219,0.367516769319618,0.0435236064951943,8.444078947368421,0,,0,30.4,1-3-2,0.02465187635306587,2024_03|2520240301030011,2024,2024_H1,30_TO_50,TOP10
2024_03,2520240301030011,1-2-6,0.4,1,1,BANTE+BANTE+RYO,0.0895442847551771,11.167658580713416,0.7677588080652048,0.3219171515318941,0.4865833517409343,0.0301268309933191,16.151162790697676,0,,0,17.2,1-6-2,0.043570758205418725,2024_03|2520240301030011,2024,2024_H1,LT30,30_TO_40
2024_03,2520240301030011,2-3-5,0.3428571428571428,1,1,BANTE+RYO+RYO,0.0102774140424977,97.30074081524144,0.9667333971010676,0.1868064274474101,0.2765219312924797,0.0810930085429569,3.4099355328024274,0,,0,263.7,3-2-5,0.002841930379723915,2024_03|2520240301030011,2024,2024_H1,GE200,30_TO_40
2024_03,8120240302010010,1-2-3,0.1714285714285714,1,0,BANTE+BANTE+RYO,0.0328673734464614,30.42530920911361,0.8207594265078879,0.2870272490305141,0.4508620706531787,0.0476436179702833,9.463220675944337,0,,0,50.3,1-2-3,0.014818652049002888,2024_03|8120240302010010,2024,2024_H1,50_TO_100,10_TO_20
