month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2025_04,3520250401010001,BASE,1,0.0,monthly,3-4-7|2-3-7,3-4-7|3-2-7,3-4-7|3-2-7,3-1-4,0.0,1,0.0,200,0,BET
2025_04,3520250401010001,OH_HIGH,1,0.0,monthly,2-3-4,3-4-2,3-4-2,3-1-4,0.0,1,0.0,100,0,BET
2025_04,3520250401030001,BASE,1,1.0,monthly,2-3-7,3-2-7,3-2-7,3-7-2,1.0,1,0.0,100,0,BET
2025_04,3520250401030001,OH_HIGH,1,1.0,monthly,2-3-4,3-2-4,3-2-4,3-7-2,0.0,1,0.0,100,0,BET
2025_04,3520250401020002,BASE,5,0.0,monthly,2-4-7,2-7-4,2-7-4,3-6-5,0.0,1,0.0,100,0,BET
2025_04,3520250401020002,OH_HIGH,5,0.0,monthly,,,,3-6-5,0.0,0,0.0,0,0,cannot_compress_third_slot_too_wide
2025_04,3520250401020003,BASE,4,0.0,monthly,3-5-7,7-3-5,7-3-5,5-7-4,0.0,1,0.0,100,0,BET
2025_04,3520250401020003,OH_HIGH,4,0.0,monthly,1-3-7,7-3-1,7-3-1,5-7-4,0.0,1,0.0,100,0,BET
2025_04,3520250401030003,BASE,1,0.0,monthly,2-3-5,5-3-2,5-3-2,2-1-5,0.0,1,0.0,100,0,BET
2025_04,3520250401030003,OH_HIGH,1,0.0,monthly,2-3-5,5-3-2,5-3-2,2-1-5,0.0,1,0.0,100,0,BET
2025_04,3520250401010004,BASE,4,1.0,monthly,1-5-7,7-5-1,7-5-1,7-2-5,0.0,1,0.0,100,0,BET
2025_04,3520250401010004,OH_HIGH,4,1.0,monthly,,,,7-2-5,0.0,0,0.0,0,0,ranking_cycle
2025_04,3520250401020004,BASE,7,0.0,monthly,3-4-5|1-3-4,4-3-5|4-3-1,4-3-5|4-3-1,7-4-3,0.0,1,0.0,200,0,BET
2025_04,3520250401020004,OH_HIGH,7,0.0,monthly,2-3-4,4-3-2,4-3-2,7-4-3,0.0,1,0.0,100,0,BET
2025_04,3520250401010005,BASE,3,0.0,monthly,2-5-7,7-5-2,7-5-2,3-7-5,0.0,1,0.0,100,0,BET
2025_04,3520250401010005,OH_HIGH,3,0.0,monthly,4-5-7|2-4-7,7-5-4|7-2-4,7-5-4|7-2-4,3-7-5,0.0,1,0.0,200,0,BET
2025_04,3520250401020005,BASE,4,0.0,monthly,1-2-5,5-1-2,5-1-2,3-1-4,0.0,1,0.0,100,0,BET
2025_04,3520250401020005,OH_HIGH,4,0.0,monthly,1-3-5|1-2-5,5-1-3|5-1-2,5-1-2,3-1-4,0.0,1,0.0,100,0,BET
2025_04,3720250401020003,BASE,1,0.0,monthly,3-4-5,3-5-4,3-5-4,5-3-1,0.0,1,0.0,100,0,BET
2025_04,3720250401020003,OH_HIGH,1,0.0,monthly,3-5-7,3-5-7,3-5-7,5-3-1,0.0,1,0.0,100,0,BET
2025_04,3720250401030003,BASE,7,1.0,monthly,2-3-5,3-2-5,,3-2-4,0.0,0,0.0,0,0,odds_too_low
2025_04,3720250401030003,OH_HIGH,7,1.0,monthly,2-3-5,3-2-5,,3-2-4,0.0,0,0.0,0,0,odds_too_low
2025_04,3720250401030004,BASE,2,1.0,monthly,,,,4-7-3,0.0,0,0.0,0,0,ranking_cycle
2025_04,3720250401030004,OH_HIGH,2,1.0,monthly,4-5-7,4-5-7,4-5-7,4-7-3,0.0,1,0.0,100,0,BET
2025_04,3720250401020005,BASE,1,0.0,monthly,2-3-4,3-4-2,3-4-2,1-4-7,0.0,1,0.0,100,0,BET
2025_04,3720250401020005,OH_HIGH,1,0.0,monthly,2-3-4,3-4-2,3-4-2,1-4-7,0.0,1,0.0,100,0,BET
2025_04,3720250401010006,BASE,7,0.0,monthly,1-4-5,5-4-1,5-4-1,7-5-1,0.0,1,0.0,100,0,BET
2025_04,3720250401010006,OH_HIGH,7,0.0,monthly,1-4-5,5-4-1,5-4-1,7-5-1,0.0,1,0.0,100,0,BET
