month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_03,2520240301020001,4-5-7,5-4-3,21.6,35,1,0,100,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301020001/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301030001,3-5-7,3-7-2,20.0,35,1,0,100,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301030001/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301010002,2-3-7,5-2-7,12.5,35,0,0,0,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301010002/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301020002,2-3-7,5-3-1,37.6,35,1,0,100,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301020002/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301030002,2-3-7,3-6-2,29.6,35,1,0,100,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301030002/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301010003,3-4-5,1-3-2,51.4,35,1,0,100,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301010003/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301020003,3-4-7,3-2-6,5.2,35,0,0,0,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301020003/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301030004,1-2-5,2-7-4,8.0,35,0,0,0,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301030004/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301010005,1-3-7,2-3-7,46.6,35,1,0,100,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301010005/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301020005,2-4-6,1-2-7,100.6,35,1,0,100,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301020005/?pageType=odds&kakeshikiType=3renhuku
2024_03,2520240301030011,1-3-7,1-6-5,26.9,35,1,0,100,0,https://keirin.kdreams.jp/omiya/racedetail/2520240301030011/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302010008,1-2-5,5-3-4,33.7,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302010008/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302020008,3-4-5,6-3-4,77.5,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302020008/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302030008,1-5-7,5-7-1,6.0,35,0,0,0,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302030008/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302020009,1-5-7,1-7-2,20.2,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302020009/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302030009,3-4-5,3-5-4,2.0,35,0,0,0,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302030009/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302010010,1-2-7,1-4-2,24.3,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302010010/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302020010,1-2-5,7-4-3,9.7,35,0,0,0,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302020010/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302020011,2-4-5,5-2-4,6.2,35,0,0,0,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302020011/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302010012,2-4-7,1-7-6,39.3,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302010012/?pageType=odds&kakeshikiType=3renhuku
2024_03,8120240302020012,1-2-3,2-5-7,30.4,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240302020012/?pageType=odds&kakeshikiType=3renhuku
