race_id,venue_slug,date,race_no,banum,rank
7420250803010002,kochi,2025-08-03,2,1,4
7420250803010002,kochi,2025-08-03,2,2,6
7420250803010002,kochi,2025-08-03,2,3,3
7420250803010002,kochi,2025-08-03,2,4,1
7420250803010002,kochi,2025-08-03,2,5,1
7420250803010002,kochi,2025-08-03,2,6,5
7420250803010002,kochi,2025-08-03,2,7,7
