month,race_id,variant,policy,target,head_bust,candidate_sets,actual,set_match,eligible_count,picks,pick_odds,ticket_count,bet,hit,stake,pay
2025_04,4220250401020006,OH_HIGH,MKT2,2,0.0,1-3-5,2-5-1,0.0,6,1-5-3|5-1-3,95.80|111.80,2,1,0,200,0
2025_04,4220250401010007,BASE,MKT1,6,1.0,,1-3-2,0.0,0,,,0,0,0,0,0
2025_04,4220250401010007,BASE,MKT2,6,1.0,,1-3-2,0.0,0,,,0,0,0,0,0
2025_04,4220250401010007,OH_HIGH,MKT1,6,1.0,2-3-4,1-3-2,0.0,6,3-4-2,30.40,1,1,0,100,0
2025_04,4220250401010007,OH_HIGH,MKT2,6,1.0,2-3-4,1-3-2,0.0,6,3-4-2|3-2-4,30.40|61.60,2,1,0,200,0
2025_04,4220250401030007,BASE,MKT1,3,0.0,,5-7-3,0.0,0,,,0,0,0,0,0
2025_04,4220250401030007,BASE,MKT2,3,0.0,,5-7-3,0.0,0,,,0,0,0,0,0
2025_04,4220250401030007,OH_HIGH,MKT1,3,0.0,,5-7-3,0.0,0,,,0,0,0,0,0
2025_04,4220250401030007,OH_HIGH,MKT2,3,0.0,,5-7-3,0.0,0,,,0,0,0,0,0
2025_04,7120250401010001,BASE,MKT1,1,1.0,2-3-5,5-3-2,1.0,6,2-5-3,151.60,1,1,0,100,0
2025_04,7120250401010001,BASE,MKT2,1,1.0,2-3-5,5-3-2,1.0,6,2-5-3|5-2-3,151.60|162.30,2,1,0,200,0
2025_04,7120250401010001,OH_HIGH,MKT1,1,1.0,2-3-5,5-3-2,1.0,6,2-5-3,151.60,1,1,0,100,0
2025_04,7120250401010001,OH_HIGH,MKT2,1,1.0,2-3-5,5-3-2,1.0,6,2-5-3|5-2-3,151.60|162.30,2,1,0,200,0
2025_04,7120250401030001,BASE,MKT1,6,0.0,1-2-3,3-2-6,0.0,3,2-1-3,35.70,1,1,0,100,0
2025_04,7120250401030001,BASE,MKT2,6,0.0,1-2-3,3-2-6,0.0,3,2-1-3|1-3-2,35.70|37.00,2,1,0,200,0
2025_04,7120250401030001,OH_HIGH,MKT1,6,0.0,1-2-4,3-2-6,0.0,6,2-1-4,73.60,1,1,0,100,0
2025_04,7120250401030001,OH_HIGH,MKT2,6,0.0,1-2-4,3-2-6,0.0,6,2-1-4|1-4-2,73.60|101.40,2,1,0,200,0
2025_04,7120250401020002,BASE,MKT1,2,1.0,1-4-7,5-1-3,0.0,6,1-4-7,267.10,1,1,0,100,0
2025_04,7120250401020002,BASE,MKT2,2,1.0,1-4-7,5-1-3,0.0,6,1-4-7|4-1-7,267.10|276.70,2,1,0,200,0
2025_04,7120250401020002,OH_HIGH,MKT1,2,1.0,,5-1-3,0.0,0,,,0,0,0,0,0
2025_04,7120250401020002,OH_HIGH,MKT2,2,1.0,,5-1-3,0.0,0,,,0,0,0,0,0
2025_04,7120250401030002,BASE,MKT1,3,1.0,,5-1-4,0.0,0,,,0,0,0,0,0
2025_04,7120250401030002,BASE,MKT2,3,1.0,,5-1-4,0.0,0,,,0,0,0,0,0
2025_04,7120250401030002,OH_HIGH,MKT1,3,1.0,,5-1-4,0.0,0,,,0,0,0,0,0
2025_04,7120250401030002,OH_HIGH,MKT2,3,1.0,,5-1-4,0.0,0,,,0,0,0,0,0
2025_04,7120250401020003,BASE,MKT1,1,0.0,,4-2-1,0.0,0,,,0,0,0,0,0
2025_04,7120250401020003,BASE,MKT2,1,0.0,,4-2-1,0.0,0,,,0,0,0,0,0
2025_04,7120250401020003,OH_HIGH,MKT1,1,0.0,,4-2-1,0.0,0,,,0,0,0,0,0
2025_04,7120250401020003,OH_HIGH,MKT2,1,0.0,,4-2-1,0.0,0,,,0,0,0,0,0
2025_04,7120250401010004,BASE,MKT1,3,0.0,1-2-4,3-1-4,0.0,6,1-4-2,59.10,1,1,0,100,0
2025_04,7120250401010004,BASE,MKT2,3,0.0,1-2-4,3-1-4,0.0,6,1-4-2|1-2-4,59.10|100.50,2,1,0,200,0
2025_04,7120250401010004,OH_HIGH,MKT1,3,0.0,1-2-4|1-2-5,3-1-4,0.0,12,1-4-2,59.10,1,1,0,100,0
2025_04,7120250401010004,OH_HIGH,MKT2,3,0.0,1-2-4|1-2-5,3-1-4,0.0,12,1-4-2|1-2-4,59.10|100.50,2,1,0,200,0
2025_04,7120250401020004,BASE,MKT1,3,0.0,1-2-4,1-6-3,0.0,4,4-1-2,41.50,1,1,0,100,0
2025_04,7120250401020004,BASE,MKT2,3,0.0,1-2-4,1-6-3,0.0,4,4-1-2|2-1-4,41.50|51.80,2,1,0,200,0
2025_04,7120250401020004,OH_HIGH,MKT1,3,0.0,1-2-4,1-6-3,0.0,4,4-1-2,41.50,1,1,0,100,0
2025_04,7120250401020004,OH_HIGH,MKT2,3,0.0,1-2-4,1-6-3,0.0,4,4-1-2|2-1-4,41.50|51.80,2,1,0,200,0
2025_04,7120250401030004,BASE,MKT1,3,0.0,1-2-4,1-2-3,0.0,5,2-1-4,50.70,1,1,0,100,0
2025_04,7120250401030004,BASE,MKT2,3,0.0,1-2-4,1-2-3,0.0,5,2-1-4|1-4-2,50.70|86.30,2,1,0,200,0
2025_04,7120250401030004,OH_HIGH,MKT1,3,0.0,1-2-4|1-2-5,1-2-3,0.0,10,2-1-5,50.60,1,1,0,100,0
2025_04,7120250401030004,OH_HIGH,MKT2,3,0.0,1-2-4|1-2-5,1-2-3,0.0,10,2-1-5|2-1-4,50.60|50.70,2,1,0,200,0
2025_04,7120250401010005,BASE,MKT1,1,0.0,2-4-5,1-2-5,0.0,6,4-2-5,276.20,1,1,0,100,0
2025_04,7120250401010005,BASE,MKT2,1,0.0,2-4-5,1-2-5,0.0,6,4-2-5|2-4-5,276.20|331.20,2,1,0,200,0
2025_04,7120250401010005,OH_HIGH,MKT1,1,0.0,2-3-4,1-2-5,0.0,5,3-4-2,31.90,1,1,0,100,0
2025_04,7120250401010005,OH_HIGH,MKT2,1,0.0,2-3-4,1-2-5,0.0,5,3-4-2|2-3-4,31.90|52.20,2,1,0,200,0
2025_04,7120250401020005,BASE,MKT1,3,0.0,1-2-4|1-2-5,3-2-1,0.0,10,5-2-1,30.00,1,1,0,100,0
2025_04,7120250401020005,BASE,MKT2,3,0.0,1-2-4|1-2-5,3-2-1,0.0,10,5-2-1|2-4-1,30.00|50.50,2,1,0,200,0
2025_04,7120250401020005,OH_HIGH,MKT1,3,0.0,1-2-4|1-2-5,3-2-1,0.0,10,5-2-1,30.00,1,1,0,100,0
2025_04,7120250401020005,OH_HIGH,MKT2,3,0.0,1-2-4|1-2-5,3-2-1,0.0,10,5-2-1|2-4-1,30.00|50.50,2,1,0,200,0
2025_05,8520250501030001,BASE,MKT1,7,1.0,1-2-4,4-6-1,0.0,3,2-1-4,79.60,1,1,0,100,0
2025_05,8520250501030001,BASE,MKT2,7,1.0,1-2-4,4-6-1,0.0,3,2-1-4|1-4-2,79.60|83.70,2,1,0,200,0
2025_05,8520250501030001,OH_HIGH,MKT1,7,1.0,1-2-4,4-6-1,0.0,3,2-1-4,79.60,1,1,0,100,0
2025_05,8520250501030001,OH_HIGH,MKT2,7,1.0,1-2-4,4-6-1,0.0,3,2-1-4|1-4-2,79.60|83.70,2,1,0,200,0
2025_05,8520250501010002,BASE,MKT1,5,0.0,2-3-4,5-2-7,0.0,4,3-4-2,37.90,1,1,0,100,0
2025_05,8520250501010002,BASE,MKT2,5,0.0,2-3-4,5-2-7,0.0,4,3-4-2|2-4-3,37.90|65.50,2,1,0,200,0
2025_05,8520250501010002,OH_HIGH,MKT1,5,0.0,2-3-4,5-2-7,0.0,4,3-4-2,37.90,1,1,0,100,0
2025_05,8520250501010002,OH_HIGH,MKT2,5,0.0,2-3-4,5-2-7,0.0,4,3-4-2|2-4-3,37.90|65.50,2,1,0,200,0
2025_05,8520250501020002,BASE,MKT1,6,0.0,1-2-7,3-6-1,0.0,6,1-2-7,52.20,1,1,0,100,0
2025_05,8520250501020002,BASE,MKT2,6,0.0,1-2-7,3-6-1,0.0,6,1-2-7|2-1-7,52.20|96.90,2,1,0,200,0
2025_05,8520250501020002,OH_HIGH,MKT1,6,0.0,,3-6-1,0.0,0,,,0,0,0,0,0
2025_05,8520250501020002,OH_HIGH,MKT2,6,0.0,,3-6-1,0.0,0,,,0,0,0,0,0
2025_05,8520250501030002,BASE,MKT1,5,1.0,,3-1-4,0.0,0,,,0,0,0,0,0
2025_05,8520250501030002,BASE,MKT2,5,1.0,,3-1-4,0.0,0,,,0,0,0,0,0
2025_05,8520250501030002,OH_HIGH,MKT1,5,1.0,,3-1-4,0.0,0,,,0,0,0,0,0
2025_05,8520250501030002,OH_HIGH,MKT2,5,1.0,,3-1-4,0.0,0,,,0,0,0,0,0
2025_05,8520250501030003,BASE,MKT1,5,0.0,,6-5-1,0.0,0,,,0,0,0,0,0
2025_05,8520250501030003,BASE,MKT2,5,0.0,,6-5-1,0.0,0,,,0,0,0,0,0
2025_05,8520250501030003,OH_HIGH,MKT1,5,0.0,1-2-3,6-5-1,0.0,6,1-3-2,279.00,1,1,0,100,0
2025_05,8520250501030003,OH_HIGH,MKT2,5,0.0,1-2-3,6-5-1,0.0,6,1-3-2|1-2-3,279.00|300.60,2,1,0,200,0
2025_05,8520250501020004,BASE,MKT1,4,0.0,1-3-7,3-7-4,0.0,4,7-1-3,35.80,1,1,0,100,0
2025_05,8520250501020004,BASE,MKT2,4,0.0,1-3-7,3-7-4,0.0,4,7-1-3|3-1-7,35.80|94.90,2,1,0,200,0
2025_05,8520250501020004,OH_HIGH,MKT1,4,0.0,2-3-7,3-7-4,0.0,5,3-7-2,35.50,1,1,0,100,0
2025_05,8520250501020004,OH_HIGH,MKT2,4,0.0,2-3-7,3-7-4,0.0,5,3-7-2|7-2-3,35.50|64.30,2,1,0,200,0
2025_05,8520250501020005,BASE,MKT1,5,1.0,1-2-7,7-4-3,0.0,6,1-2-7,102.90,1,1,0,100,0
2025_05,8520250501020005,BASE,MKT2,5,1.0,1-2-7,7-4-3,0.0,6,1-2-7|2-7-1,102.90|127.30,2,1,0,200,0
2025_05,8520250501020005,OH_HIGH,MKT1,5,1.0,2-4-7,7-4-3,0.0,6,7-2-4,60.30,1,1,0,100,0
2025_05,8520250501020005,OH_HIGH,MKT2,5,1.0,2-4-7,7-4-3,0.0,6,7-2-4|2-7-4,60.30|71.40,2,1,0,200,0
2025_05,8520250501020006,BASE,MKT1,6,1.0,,5-1-3,0.0,0,,,0,0,0,0,0
2025_05,8520250501020006,BASE,MKT2,6,1.0,,5-1-3,0.0,0,,,0,0,0,0,0
2025_05,8520250501020006,OH_HIGH,MKT1,6,1.0,,5-1-3,0.0,0,,,0,0,0,0,0
2025_05,8520250501020006,OH_HIGH,MKT2,6,1.0,,5-1-3,0.0,0,,,0,0,0,0,0
2025_05,8520250501010007,BASE,MKT1,7,1.0,,2-4-5,0.0,0,,,0,0,0,0,0
2025_05,8520250501010007,BASE,MKT2,7,1.0,,2-4-5,0.0,0,,,0,0,0,0,0
2025_05,8520250501010007,OH_HIGH,MKT1,7,1.0,1-3-6,2-4-5,0.0,6,1-3-6,143.40,1,1,0,100,0
2025_05,8520250501010007,OH_HIGH,MKT2,7,1.0,1-3-6,2-4-5,0.0,6,1-3-6|6-1-3,143.40|185.80,2,1,0,200,0
2025_05,8520250501030007,BASE,MKT1,6,1.0,,7-2-5,0.0,0,,,0,0,0,0,0
2025_05,8520250501030007,BASE,MKT2,6,1.0,,7-2-5,0.0,0,,,0,0,0,0,0
2025_05,8520250501030007,OH_HIGH,MKT1,6,1.0,2-4-7,7-2-5,0.0,3,4-7-2,62.00,1,1,0,100,0
2025_05,8520250501030007,OH_HIGH,MKT2,6,1.0,2-4-7,7-2-5,0.0,3,4-7-2|2-4-7,62.00|68.70,2,1,0,200,0
2025_05,2420250501010001,BASE,MKT1,1,0.0,2-3-6,2-1-7,0.0,6,2-6-3,48.80,1,1,0,100,0
2025_05,2420250501010001,BASE,MKT2,1,0.0,2-3-6,2-1-7,0.0,6,2-6-3|2-3-6,48.80|89.70,2,1,0,200,0
2025_05,2420250501010001,OH_HIGH,MKT1,1,0.0,,2-1-7,0.0,0,,,0,0,0,0,0
2025_05,2420250501010001,OH_HIGH,MKT2,1,0.0,,2-1-7,0.0,0,,,0,0,0,0,0
2025_05,2420250501030001,BASE,MKT1,5,1.0,1-2-3,4-3-2,0.0,6,3-1-2,122.00,1,1,0,100,0
2025_05,2420250501030001,BASE,MKT2,5,1.0,1-2-3,4-3-2,0.0,6,3-1-2|3-2-1,122.00|140.30,2,1,0,200,0
2025_05,2420250501030001,OH_HIGH,MKT1,5,1.0,,4-3-2,0.0,0,,,0,0,0,0,0
2025_05,2420250501030001,OH_HIGH,MKT2,5,1.0,,4-3-2,0.0,0,,,0,0,0,0,0
2025_05,2420250501020002,BASE,MKT1,6,0.0,1-2-3,5-1-6,0.0,6,1-3-2,43.70,1,1,0,100,0
2025_05,2420250501020002,BASE,MKT2,6,0.0,1-2-3,5-1-6,0.0,6,1-3-2|1-2-3,43.70|62.70,2,1,0,200,0
2025_05,2420250501020002,OH_HIGH,MKT1,6,0.0,1-3-4,5-1-6,0.0,3,3-4-1,69.90,1,1,0,100,0
2025_05,2420250501020002,OH_HIGH,MKT2,6,0.0,1-3-4,5-1-6,0.0,3,3-4-1|3-1-4,69.90|70.20,2,1,0,200,0
2025_05,2420250501010003,BASE,MKT1,4,0.0,1-2-3,1-4-5,0.0,2,2-1-3,32.30,1,1,0,100,0
2025_05,2420250501010003,BASE,MKT2,4,0.0,1-2-3,1-4-5,0.0,2,2-1-3|3-1-2,32.30|36.00,2,1,0,200,0
2025_05,2420250501010003,OH_HIGH,MKT1,4,0.0,1-2-3,1-4-5,0.0,2,2-1-3,32.30,1,1,0,100,0
2025_05,2420250501010003,OH_HIGH,MKT2,4,0.0,1-2-3,1-4-5,0.0,2,2-1-3|3-1-2,32.30|36.00,2,1,0,200,0
2025_05,2420250501030003,BASE,MKT1,2,0.0,1-3-6,1-2-6,0.0,6,1-3-6,95.20,1,1,0,100,0
2025_05,2420250501030003,BASE,MKT2,2,0.0,1-3-6,1-2-6,0.0,6,1-3-6|1-6-3,95.20|124.30,2,1,0,200,0
2025_05,2420250501030003,OH_HIGH,MKT1,2,0.0,1-3-4|1-3-6,1-2-6,0.0,12,1-3-4,88.90,1,1,0,100,0
2025_05,2420250501030003,OH_HIGH,MKT2,2,0.0,1-3-4|1-3-6,1-2-6,0.0,12,1-3-4|1-3-6,88.90|95.20,2,1,0,200,0
2025_05,2420250501020005,BASE,MKT1,1,0.0,2-4-5,3-1-4,0.0,6,5-2-4,250.20,1,1,0,100,0
2025_05,2420250501020005,BASE,MKT2,1,0.0,2-4-5,3-1-4,0.0,6,5-2-4|2-5-4,250.20|342.50,2,1,0,200,0
2025_05,2420250501020005,OH_HIGH,MKT1,1,0.0,2-3-4|2-3-5,3-1-4,0.0,11,3-2-5,56.30,1,1,0,100,0
2025_05,2420250501020005,OH_HIGH,MKT2,1,0.0,2-3-4|2-3-5,3-1-4,0.0,11,3-2-5|5-3-2,56.30|84.50,2,1,0,200,0
2025_05,2120250501010006,BASE,MKT1,5,0.0,2-3-7,5-4-1,0.0,6,7-3-2,274.70,1,1,0,100,0
2025_05,2120250501010006,BASE,MKT2,5,0.0,2-3-7,5-4-1,0.0,6,7-3-2|3-7-2,274.70|275.80,2,1,0,200,0
2025_05,2120250501010006,OH_HIGH,MKT1,5,0.0,,5-4-1,0.0,0,,,0,0,0,0,0
2025_05,2120250501010006,OH_HIGH,MKT2,5,0.0,,5-4-1,0.0,0,,,0,0,0,0,0
2025_05,2120250501020006,BASE,MKT1,1,0.0,,3-1-7,0.0,0,,,0,0,0,0,0
2025_05,2120250501020006,BASE,MKT2,1,0.0,,3-1-7,0.0,0,,,0,0,0,0,0
2025_05,2120250501020006,OH_HIGH,MKT1,1,0.0,3-5-7,3-1-7,0.0,6,3-7-5,60.90,1,1,0,100,0
2025_05,2120250501020006,OH_HIGH,MKT2,1,0.0,3-5-7,3-1-7,0.0,6,3-7-5|3-5-7,60.90|64.80,2,1,0,200,0
2025_05,2120250501030006,BASE,MKT1,5,0.0,2-3-7,3-7-5,0.0,3,7-3-2,40.60,1,1,0,100,0
2025_05,2120250501030006,BASE,MKT2,5,0.0,2-3-7,3-7-5,0.0,3,7-3-2|2-7-3,40.60|69.10,2,1,0,200,0
2025_05,2120250501030006,OH_HIGH,MKT1,5,0.0,2-3-7,3-7-5,0.0,3,7-3-2,40.60,1,1,0,100,0
2025_05,2120250501030006,OH_HIGH,MKT2,5,0.0,2-3-7,3-7-5,0.0,3,7-3-2|2-7-3,40.60|69.10,2,1,0,200,0
2025_05,2120250501010007,BASE,MKT1,7,1.0,1-2-5,1-5-4,0.0,6,1-5-2,33.90,1,1,0,100,0
2025_05,2120250501010007,BASE,MKT2,7,1.0,1-2-5,1-5-4,0.0,6,1-5-2|1-2-5,33.90|59.40,2,1,0,200,0
2025_05,2120250501010007,OH_HIGH,MKT1,7,1.0,1-2-5|1-2-3,1-5-4,0.0,12,1-5-2,33.90,1,1,0,100,0
2025_05,2120250501010007,OH_HIGH,MKT2,7,1.0,1-2-5|1-2-3,1-5-4,0.0,12,1-5-2|1-2-5,33.90|59.40,2,1,0,200,0
2025_05,2120250501020007,BASE,MKT1,1,1.0,3-4-5,5-6-4,0.0,6,5-4-3,71.60,1,1,0,100,0
2025_05,2120250501020007,BASE,MKT2,1,1.0,3-4-5,5-6-4,0.0,6,5-4-3|5-3-4,71.60|80.80,2,1,0,200,0
2025_05,2120250501020007,OH_HIGH,MKT1,1,1.0,4-5-7,5-6-4,0.0,4,7-5-4,31.40,1,1,0,100,0
2025_05,2120250501020007,OH_HIGH,MKT2,1,1.0,4-5-7,5-6-4,0.0,4,7-5-4|4-5-7,31.40|34.50,2,1,0,200,0
2025_05,2120250501030007,BASE,MKT1,7,1.0,2-3-5,2-4-3,0.0,4,5-2-3,37.30,1,1,0,100,0
2025_05,2120250501030007,BASE,MKT2,7,1.0,2-3-5,2-4-3,0.0,4,5-2-3|3-2-5,37.30|54.50,2,1,0,200,0
2025_05,2120250501030007,OH_HIGH,MKT1,7,1.0,1-2-3|1-2-5,2-4-3,0.0,11,2-3-1,56.00,1,1,0,100,0
2025_05,2120250501030007,OH_HIGH,MKT2,7,1.0,1-2-3|1-2-5,2-4-3,0.0,11,2-3-1|5-2-1,56.00|70.00,2,1,0,200,0
2025_05,2120250501020008,BASE,MKT1,3,0.0,1-4-5,4-3-5,0.0,4,5-1-4,31.90,1,1,0,100,0
2025_05,2120250501020008,BASE,MKT2,3,0.0,1-4-5,4-3-5,0.0,4,5-1-4|4-1-5,31.90|108.80,2,1,0,200,0
2025_05,2120250501020008,OH_HIGH,MKT1,3,0.0,1-2-5|1-4-5,4-3-5,0.0,10,5-1-4,31.90,1,1,0,100,0
2025_05,2120250501020008,OH_HIGH,MKT2,3,0.0,1-2-5|1-4-5,4-3-5,0.0,10,5-1-4|5-1-2,31.90|102.20,2,1,0,200,0
2025_05,2120250501030008,BASE,MKT1,3,0.0,1-4-7,5-3-2,0.0,6,4-7-1,65.20,1,1,0,100,0
2025_05,2120250501030008,BASE,MKT2,3,0.0,1-4-7,5-3-2,0.0,6,4-7-1|7-1-4,65.20|86.10,2,1,0,200,0
2025_05,2120250501030008,OH_HIGH,MKT1,3,0.0,1-2-4|1-4-7,5-3-2,0.0,12,4-7-1,65.20,1,1,0,100,0
2025_05,2120250501030008,OH_HIGH,MKT2,3,0.0,1-2-4|1-4-7,5-3-2,0.0,12,4-7-1|7-1-4,65.20|86.10,2,1,0,200,0
2025_05,2120250501020010,BASE,MKT1,5,0.0,2-3-7,3-5-2,0.0,6,2-3-7,62.50,1,1,0,100,0
2025_05,2120250501020010,BASE,MKT2,5,0.0,2-3-7,3-5-2,0.0,6,2-3-7|3-2-7,62.50|74.00,2,1,0,200,0
2025_05,2120250501020010,OH_HIGH,MKT1,5,0.0,1-2-3|2-3-7,3-5-2,0.0,12,2-3-1,48.40,1,1,0,100,0
2025_05,2120250501020010,OH_HIGH,MKT2,5,0.0,1-2-3|2-3-7,3-5-2,0.0,12,2-3-1|3-2-1,48.40|58.70,2,1,0,200,0
2025_05,2120250501010011,BASE,MKT1,1,,2-4-5,,,6,2-4-5,40.50,1,1,0,100,0
2025_05,2120250501010011,BASE,MKT2,1,,2-4-5,,,6,2-4-5|4-2-5,40.50|83.40,2,1,0,200,0
2025_05,2120250501010011,OH_HIGH,MKT1,1,,,,,0,,,0,0,0,0,0
2025_05,2120250501010011,OH_HIGH,MKT2,1,,,,,0,,,0,0,0,0,0
2025_05,2120250501020011,BASE,MKT1,1,0.0,3-4-7,3-5-1,0.0,6,3-4-7,70.50,1,1,0,100,0
2025_05,2120250501020011,BASE,MKT2,1,0.0,3-4-7,3-5-1,0.0,6,3-4-7|3-7-4,70.50|142.90,2,1,0,200,0
2025_05,2120250501020011,OH_HIGH,MKT1,1,0.0,3-4-7,3-5-1,0.0,6,3-4-7,70.50,1,1,0,100,0
2025_05,2120250501020011,OH_HIGH,MKT2,1,0.0,3-4-7,3-5-1,0.0,6,3-4-7|3-7-4,70.50|142.90,2,1,0,200,0
2025_05,5120250502020001,BASE,MKT1,7,0.0,,5-7-1,0.0,0,,,0,0,0,0,0
2025_05,5120250502020001,BASE,MKT2,7,0.0,,5-7-1,0.0,0,,,0,0,0,0,0
2025_05,5120250502020001,OH_HIGH,MKT1,7,0.0,1-4-5,5-7-1,0.0,4,1-4-5,96.50,1,1,0,100,0
2025_05,5120250502020001,OH_HIGH,MKT2,7,0.0,1-4-5,5-7-1,0.0,4,1-4-5|5-4-1,96.50|116.20,2,1,0,200,0
2025_05,5120250502030001,BASE,MKT1,1,0.0,2-3-6,6-2-1,0.0,6,6-2-3,58.30,1,1,0,100,0
2025_05,5120250502030001,BASE,MKT2,1,0.0,2-3-6,6-2-1,0.0,6,6-2-3|2-6-3,58.30|66.60,2,1,0,200,0
2025_05,5120250502030001,OH_HIGH,MKT1,1,0.0,2-5-6,6-2-1,0.0,6,2-6-5,33.90,1,1,0,100,0
2025_05,5120250502030001,OH_HIGH,MKT2,1,0.0,2-5-6,6-2-1,0.0,6,2-6-5|6-2-5,33.90|38.20,2,1,0,200,0
2025_05,5120250502020002,BASE,MKT1,4,1.0,1-2-5,7-1-5,0.0,6,1-5-2,32.40,1,1,0,100,0
2025_05,5120250502020002,BASE,MKT2,4,1.0,1-2-5,7-1-5,0.0,6,1-5-2|5-1-2,32.40|56.10,2,1,0,200,0
2025_05,5120250502020002,OH_HIGH,MKT1,4,1.0,1-2-7|1-2-5,7-1-5,0.0,10,1-5-2,32.40,1,1,0,100,0
2025_05,5120250502020002,OH_HIGH,MKT2,4,1.0,1-2-7|1-2-5,7-1-5,0.0,10,1-5-2|2-1-7,32.40|48.20,2,1,0,200,0
2025_05,5120250502030002,BASE,MKT1,4,1.0,1-3-6,5-1-6,0.0,5,3-1-6,31.60,1,1,0,100,0
2025_05,5120250502030002,BASE,MKT2,4,1.0,1-3-6,5-1-6,0.0,5,3-1-6|1-6-3,31.60|41.10,2,1,0,200,0
2025_05,5120250502030002,OH_HIGH,MKT1,4,1.0,1-2-3,5-1-6,0.0,6,1-3-2,98.30,1,1,0,100,0
2025_05,5120250502030002,OH_HIGH,MKT2,4,1.0,1-2-3,5-1-6,0.0,6,1-3-2|3-1-2,98.30|114.80,2,1,0,200,0
2025_05,5120250502030003,BASE,MKT1,3,0.0,,3-2-7,0.0,0,,,0,0,0,0,0
2025_05,5120250502030003,BASE,MKT2,3,0.0,,3-2-7,0.0,0,,,0,0,0,0,0
2025_05,5120250502030003,OH_HIGH,MKT1,3,0.0,,3-2-7,0.0,0,,,0,0,0,0,0
2025_05,5120250502030003,OH_HIGH,MKT2,3,0.0,,3-2-7,0.0,0,,,0,0,0,0,0
2025_05,5120250502030004,BASE,MKT1,3,1.0,1-4-5,4-1-2,0.0,4,1-5-4,92.20,1,1,0,100,0
2025_05,5120250502030004,BASE,MKT2,3,1.0,1-4-5,4-1-2,0.0,4,1-5-4|4-5-1,92.20|101.00,2,1,0,200,0
2025_05,5120250502030004,OH_HIGH,MKT1,3,1.0,1-4-7,4-1-2,0.0,4,1-7-4,32.80,1,1,0,100,0
2025_05,5120250502030004,OH_HIGH,MKT2,3,1.0,1-4-7,4-1-2,0.0,4,1-7-4|4-7-1,32.80|47.60,2,1,0,200,0
2025_05,5120250502010005,BASE,MKT1,4,1.0,2-5-7,5-7-1,0.0,6,5-7-2,182.70,1,1,0,100,0
2025_05,5120250502010005,BASE,MKT2,4,1.0,2-5-7,5-7-1,0.0,6,5-7-2|2-5-7,182.70|239.50,2,1,0,200,0
2025_05,5120250502010005,OH_HIGH,MKT1,4,1.0,1-2-7|1-2-5,5-7-1,0.0,12,1-5-2,56.60,1,1,0,100,0
2025_05,5120250502010005,OH_HIGH,MKT2,4,1.0,1-2-7|1-2-5,5-7-1,0.0,12,1-5-2|5-1-2,56.60|94.30,2,1,0,200,0
2025_05,5120250502030011,BASE,MKT1,4,0.0,1-2-5|1-3-5,7-1-4,0.0,12,5-2-1,30.60,1,1,0,100,0
2025_05,5120250502030011,BASE,MKT2,4,0.0,1-2-5|1-3-5,7-1-4,0.0,12,5-2-1|5-1-2,30.60|40.40,2,1,0,200,0
2025_05,5120250502030011,OH_HIGH,MKT1,4,0.0,1-5-7,7-1-4,0.0,5,1-5-7,34.60,1,1,0,100,0
2025_05,5120250502030011,OH_HIGH,MKT2,4,0.0,1-5-7,7-1-4,0.0,5,1-5-7|5-1-7,34.60|37.40,2,1,0,200,0
2025_05,1120250502010001,BASE,MKT1,1,0.0,4-5-7,4-1-6,0.0,3,7-5-4,79.80,1,1,0,100,0
2025_05,1120250502010001,BASE,MKT2,1,0.0,4-5-7,4-1-6,0.0,3,7-5-4|5-4-7,79.80|124.80,2,1,0,200,0
2025_05,1120250502010001,OH_HIGH,MKT1,1,0.0,4-5-7,4-1-6,0.0,3,7-5-4,79.80,1,1,0,100,0
2025_05,1120250502010001,OH_HIGH,MKT2,1,0.0,4-5-7,4-1-6,0.0,3,7-5-4|5-4-7,79.80|124.80,2,1,0,200,0
2025_05,1120250502020001,BASE,MKT1,1,0.0,3-4-5,5-3-1,0.0,5,5-3-4,35.00,1,1,0,100,0
2025_05,1120250502020001,BASE,MKT2,1,0.0,3-4-5,5-3-1,0.0,5,5-3-4|3-4-5,35.00|54.40,2,1,0,200,0
2025_05,1120250502020001,OH_HIGH,MKT1,1,0.0,3-4-5|2-3-4,5-3-1,0.0,11,5-3-4,35.00,1,1,0,100,0
2025_05,1120250502020001,OH_HIGH,MKT2,1,0.0,3-4-5|2-3-4,5-3-1,0.0,11,5-3-4|3-4-5,35.00|54.40,2,1,0,200,0
2025_05,1120250502030001,BASE,MKT1,7,0.0,1-2-3,2-1-7,0.0,6,2-3-1,67.20,1,1,0,100,0
2025_05,1120250502030001,BASE,MKT2,7,0.0,1-2-3,2-1-7,0.0,6,2-3-1|1-2-3,67.20|68.70,2,1,0,200,0
2025_05,1120250502030001,OH_HIGH,MKT1,7,0.0,1-2-3,2-1-7,0.0,6,2-3-1,67.20,1,1,0,100,0
2025_05,1120250502030001,OH_HIGH,MKT2,7,0.0,1-2-3,2-1-7,0.0,6,2-3-1|1-2-3,67.20|68.70,2,1,0,200,0
2025_05,1120250502010002,BASE,MKT1,4,0.0,1-3-7,3-4-2,0.0,6,7-1-3,480.10,1,1,0,100,0
2025_05,1120250502010002,BASE,MKT2,4,0.0,1-3-7,3-4-2,0.0,6,7-1-3|7-3-1,480.10|484.10,2,1,0,200,0
