month,race_id,variant,policy,target,head_bust,candidate_sets,actual,set_match,eligible_count,picks,pick_odds,ticket_count,bet,hit,stake,pay
2025_09,5120250901030002,OH_HIGH,MKT2,1,0.0,2-4-5|2-5-7,1-2-4,0.0,10,7-2-5|5-2-7,38.70|46.20,2,1,0,200,0
2025_09,5120250901010003,BASE,MKT1,2,1.0,1-5-7,5-3-7,0.0,6,7-1-5,67.10,1,1,0,100,0
2025_09,5120250901010003,BASE,MKT2,2,1.0,1-5-7,5-3-7,0.0,6,7-1-5|5-7-1,67.10|75.80,2,1,0,200,0
2025_09,5120250901010003,OH_HIGH,MKT1,2,1.0,3-5-7,5-3-7,1.0,6,5-7-3,84.10,1,1,0,100,0
2025_09,5120250901010003,OH_HIGH,MKT2,2,1.0,3-5-7,5-3-7,1.0,6,5-7-3|5-3-7,84.10|96.90,2,1,1,200,9690
2025_09,5120250901020003,BASE,MKT1,4,1.0,1-3-7,7-5-2,0.0,4,3-1-7,97.60,1,1,0,100,0
2025_09,5120250901020003,BASE,MKT2,4,1.0,1-3-7,7-5-2,0.0,4,3-1-7|3-7-1,97.60|115.10,2,1,0,200,0
2025_09,5120250901020003,OH_HIGH,MKT1,4,1.0,1-3-7,7-5-2,0.0,4,3-1-7,97.60,1,1,0,100,0
2025_09,5120250901020003,OH_HIGH,MKT2,4,1.0,1-3-7,7-5-2,0.0,4,3-1-7|3-7-1,97.60|115.10,2,1,0,200,0
2025_09,5120250901030003,BASE,MKT1,4,0.0,2-5-7,4-7-5,0.0,6,5-7-2,343.90,1,1,0,100,0
2025_09,5120250901030003,BASE,MKT2,4,0.0,2-5-7,4-7-5,0.0,6,5-7-2|5-2-7,343.90|494.40,2,1,0,200,0
2025_09,5120250901030003,OH_HIGH,MKT1,4,0.0,,4-7-5,0.0,0,,,0,0,0,0,0
2025_09,5120250901030003,OH_HIGH,MKT2,4,0.0,,4-7-5,0.0,0,,,0,0,0,0,0
2025_09,5120250901030004,BASE,MKT1,5,0.0,2-3-4,2-1-5,0.0,6,3-4-2,48.30,1,1,0,100,0
2025_09,5120250901030004,BASE,MKT2,5,0.0,2-3-4,2-1-5,0.0,6,3-4-2|4-3-2,48.30|76.80,2,1,0,200,0
2025_09,5120250901030004,OH_HIGH,MKT1,5,0.0,3-4-7,2-1-5,0.0,3,4-3-7,30.70,1,1,0,100,0
2025_09,5120250901030004,OH_HIGH,MKT2,5,0.0,3-4-7,2-1-5,0.0,3,4-3-7|4-7-3,30.70|62.90,2,1,0,200,0
2025_09,5120250901020005,BASE,MKT1,5,0.0,2-3-7,2-7-5,0.0,6,2-7-3,45.10,1,1,0,100,0
2025_09,5120250901020005,BASE,MKT2,5,0.0,2-3-7,2-7-5,0.0,6,2-7-3|7-2-3,45.10|98.90,2,1,0,200,0
2025_09,5120250901020005,OH_HIGH,MKT1,5,0.0,2-3-7|2-3-4,2-7-5,0.0,12,2-4-3,38.80,1,1,0,100,0
2025_09,5120250901020005,OH_HIGH,MKT2,5,0.0,2-3-7|2-3-4,2-7-5,0.0,12,2-4-3|2-7-3,38.80|45.10,2,1,0,200,0
2025_09,5120250901030005,BASE,MKT1,5,1.0,1-2-7,7-4-2,0.0,6,7-2-1,86.30,1,1,0,100,0
2025_09,5120250901030005,BASE,MKT2,5,1.0,1-2-7,7-4-2,0.0,6,7-2-1|2-7-1,86.30|118.90,2,1,0,200,0
2025_09,5120250901030005,OH_HIGH,MKT1,5,1.0,2-4-7|1-4-7,7-4-2,1.0,6,7-4-1,75.20,1,1,0,100,0
2025_09,5120250901030005,OH_HIGH,MKT2,5,1.0,2-4-7|1-4-7,7-4-2,1.0,6,7-4-1|4-7-1,75.20|83.20,2,1,0,200,0
2025_09,5120250901020006,BASE,MKT1,1,1.0,2-3-5,5-2-3,1.0,3,3-5-2,61.80,1,1,0,100,0
2025_09,5120250901020006,BASE,MKT2,1,1.0,2-3-5,5-2-3,1.0,3,3-5-2|2-3-5,61.80|86.50,2,1,0,200,0
2025_09,5120250901020006,OH_HIGH,MKT1,1,1.0,3-4-5,5-2-3,0.0,5,5-4-3,43.10,1,1,0,100,0
2025_09,5120250901020006,OH_HIGH,MKT2,1,1.0,3-4-5,5-2-3,0.0,5,5-4-3|5-3-4,43.10|43.90,2,1,0,200,0
2025_09,5120250901030006,BASE,MKT1,1,0.0,3-4-7,1-4-5,0.0,6,4-3-7,128.90,1,1,0,100,0
2025_09,5120250901030006,BASE,MKT2,1,0.0,3-4-7,1-4-5,0.0,6,4-3-7|4-7-3,128.90|179.20,2,1,0,200,0
2025_09,5120250901030006,OH_HIGH,MKT1,1,0.0,3-4-7,1-4-5,0.0,6,4-3-7,128.90,1,1,0,100,0
2025_09,5120250901030006,OH_HIGH,MKT2,1,0.0,3-4-7,1-4-5,0.0,6,4-3-7|4-7-3,128.90|179.20,2,1,0,200,0
2025_09,5120250901010007,BASE,MKT1,2,1.0,1-3-5|1-5-6,5-6-7,0.0,10,1-6-5,38.10,1,1,0,100,0
2025_09,5120250901010007,BASE,MKT2,2,1.0,1-3-5|1-5-6,5-6-7,0.0,10,1-6-5|5-1-3,38.10|55.40,2,1,0,200,0
2025_09,5120250901010007,OH_HIGH,MKT1,2,1.0,1-5-7|1-4-5,5-6-7,0.0,11,1-4-5,33.60,1,1,0,100,0
2025_09,5120250901010007,OH_HIGH,MKT2,2,1.0,1-5-7|1-4-5,5-6-7,0.0,11,1-4-5|5-1-7,33.60|36.40,2,1,0,200,0
2025_09,5120250901030007,BASE,MKT1,4,1.0,1-3-5,1-6-2,0.0,4,3-1-5,53.90,1,1,0,100,0
2025_09,5120250901030007,BASE,MKT2,4,1.0,1-3-5,1-6-2,0.0,4,3-1-5|3-5-1,53.90|146.80,2,1,0,200,0
2025_09,5120250901030007,OH_HIGH,MKT1,4,1.0,1-2-3,1-6-2,0.0,3,3-2-1,46.50,1,1,0,100,0
2025_09,5120250901030007,OH_HIGH,MKT2,4,1.0,1-2-3,1-6-2,0.0,3,3-2-1|2-1-3,46.50|51.10,2,1,0,200,0
2025_09,2220250901010007,BASE,MKT1,4,0.0,1-3-7,5-4-1,0.0,6,1-3-7,635.90,1,1,0,100,0
2025_09,2220250901010007,BASE,MKT2,4,0.0,1-3-7,5-4-1,0.0,6,1-3-7|1-7-3,635.90|719.70,2,1,0,200,0
2025_09,2220250901010007,OH_HIGH,MKT1,4,0.0,1-2-5,5-4-1,0.0,6,5-2-1,178.50,1,1,0,100,0
2025_09,2220250901010007,OH_HIGH,MKT2,4,0.0,1-2-5,5-4-1,0.0,6,5-2-1|5-1-2,178.50|202.20,2,1,0,200,0
2025_09,2220250901020007,BASE,MKT1,4,1.0,1-2-6,2-6-1,1.0,6,2-6-1,93.70,1,1,1,100,9370
2025_09,2220250901020007,BASE,MKT2,4,1.0,1-2-6,2-6-1,1.0,6,2-6-1|2-1-6,93.70|141.40,2,1,1,200,9370
2025_09,2220250901020007,OH_HIGH,MKT1,4,1.0,1-2-5|1-2-6,2-6-1,1.0,12,2-6-1,93.70,1,1,1,100,9370
2025_09,2220250901020007,OH_HIGH,MKT2,4,1.0,1-2-5|1-2-6,2-6-1,1.0,12,2-6-1|2-1-5,93.70|112.00,2,1,1,200,9370
2025_09,2220250901030007,BASE,MKT1,2,0.0,3-5-7|3-4-7,2-1-4,0.0,12,7-3-5,30.90,1,1,0,100,0
2025_09,2220250901030007,BASE,MKT2,2,0.0,3-5-7|3-4-7,2-1-4,0.0,12,7-3-5|7-3-4,30.90|39.40,2,1,0,200,0
2025_09,2220250901030007,OH_HIGH,MKT1,2,0.0,4-5-7,2-1-4,0.0,6,7-5-4,181.90,1,1,0,100,0
2025_09,2220250901030007,OH_HIGH,MKT2,2,0.0,4-5-7,2-1-4,0.0,6,7-5-4|7-4-5,181.90|307.20,2,1,0,200,0
2025_09,2220250901010008,BASE,MKT1,7,1.0,2-3-4,2-3-5,0.0,3,3-2-4,39.00,1,1,0,100,0
2025_09,2220250901010008,BASE,MKT2,7,1.0,2-3-4,2-3-5,0.0,3,3-2-4|3-4-2,39.00|59.50,2,1,0,200,0
2025_09,2220250901010008,OH_HIGH,MKT1,7,1.0,2-3-4,2-3-5,0.0,3,3-2-4,39.00,1,1,0,100,0
2025_09,2220250901010008,OH_HIGH,MKT2,7,1.0,2-3-4,2-3-5,0.0,3,3-2-4|3-4-2,39.00|59.50,2,1,0,200,0
2025_09,2220250901020008,BASE,MKT1,7,1.0,1-3-5,4-3-1,0.0,6,1-3-5,88.90,1,1,0,100,0
2025_09,2220250901020008,BASE,MKT2,7,1.0,1-3-5,4-3-1,0.0,6,1-3-5|1-5-3,88.90|172.20,2,1,0,200,0
2025_09,2220250901020008,OH_HIGH,MKT1,7,1.0,1-2-3|1-3-5,4-3-1,0.0,12,1-3-2,40.90,1,1,0,100,0
2025_09,2220250901020008,OH_HIGH,MKT2,7,1.0,1-2-3|1-3-5,4-3-1,0.0,12,1-3-2|3-1-2,40.90|69.80,2,1,0,200,0
2025_09,2220250901030008,BASE,MKT1,7,1.0,1-2-3,1-5-3,0.0,5,1-2-3,34.10,1,1,0,100,0
2025_09,2220250901030008,BASE,MKT2,7,1.0,1-2-3,1-5-3,0.0,5,1-2-3|2-1-3,34.10|53.20,2,1,0,200,0
2025_09,2220250901030008,OH_HIGH,MKT1,7,1.0,1-2-3,1-5-3,0.0,5,1-2-3,34.10,1,1,0,100,0
2025_09,2220250901030008,OH_HIGH,MKT2,7,1.0,1-2-3,1-5-3,0.0,5,1-2-3|2-1-3,34.10|53.20,2,1,0,200,0
2025_09,2220250901020010,BASE,MKT1,1,0.0,,1-3-7,0.0,0,,,0,0,0,0,0
2025_09,2220250901020010,BASE,MKT2,1,0.0,,1-3-7,0.0,0,,,0,0,0,0,0
2025_09,2220250901020010,OH_HIGH,MKT1,1,0.0,3-5-7,1-3-7,0.0,6,3-5-7,69.30,1,1,0,100,0
2025_09,2220250901020010,OH_HIGH,MKT2,1,0.0,3-5-7,1-3-7,0.0,6,3-5-7|5-3-7,69.30|103.50,2,1,0,200,0
2025_09,2220250901010011,BASE,MKT1,5,1.0,1-2-7,7-3-4,0.0,6,2-7-1,85.30,1,1,0,100,0
2025_09,2220250901010011,BASE,MKT2,5,1.0,1-2-7,7-3-4,0.0,6,2-7-1|1-2-7,85.30|94.90,2,1,0,200,0
2025_09,2220250901010011,OH_HIGH,MKT1,5,1.0,1-2-3,7-3-4,0.0,6,1-2-3,111.50,1,1,0,100,0
2025_09,2220250901010011,OH_HIGH,MKT2,5,1.0,1-2-3,7-3-4,0.0,6,1-2-3|2-3-1,111.50|119.90,2,1,0,200,0
2025_09,2220250901020011,BASE,MKT1,5,1.0,1-4-7,7-3-1,0.0,4,4-7-1,30.30,1,1,0,100,0
2025_09,2220250901020011,BASE,MKT2,5,1.0,1-4-7,7-3-1,0.0,4,4-7-1|1-7-4,30.30|103.20,2,1,0,200,0
2025_09,2220250901020011,OH_HIGH,MKT1,5,1.0,,7-3-1,0.0,0,,,0,0,0,0,0
2025_09,2220250901020011,OH_HIGH,MKT2,5,1.0,,7-3-1,0.0,0,,,0,0,0,0,0
2025_09,2220250901030011,BASE,MKT1,5,1.0,1-2-7,7-1-2,1.0,3,7-1-2,32.50,1,1,1,100,3250
2025_09,2220250901030011,BASE,MKT2,5,1.0,1-2-7,7-1-2,1.0,3,7-1-2|7-2-1,32.50|41.20,2,1,1,200,3250
2025_09,2220250901030011,OH_HIGH,MKT1,5,1.0,1-2-3,7-1-2,0.0,5,2-1-3,64.90,1,1,0,100,0
2025_09,2220250901030011,OH_HIGH,MKT2,5,1.0,1-2-3,7-1-2,0.0,5,2-1-3|1-3-2,64.90|99.30,2,1,0,200,0
2025_09,8420250901030001,BASE,MKT1,5,0.0,1-3-4,3-2-5,0.0,6,3-1-4,31.20,1,1,0,100,0
2025_09,8420250901030001,BASE,MKT2,5,0.0,1-3-4,3-2-5,0.0,6,3-1-4|1-3-4,31.20|45.60,2,1,0,200,0
2025_09,8420250901030001,OH_HIGH,MKT1,5,0.0,1-3-4,3-2-5,0.0,6,3-1-4,31.20,1,1,0,100,0
2025_09,8420250901030001,OH_HIGH,MKT2,5,0.0,1-3-4,3-2-5,0.0,6,3-1-4|1-3-4,31.20|45.60,2,1,0,200,0
2025_09,8420250901010002,BASE,MKT1,7,0.0,1-3-4,7-3-1,0.0,6,3-1-4,98.00,1,1,0,100,0
2025_09,8420250901010002,BASE,MKT2,7,0.0,1-3-4,7-3-1,0.0,6,3-1-4|1-3-4,98.00|99.10,2,1,0,200,0
2025_09,8420250901010002,OH_HIGH,MKT1,7,0.0,1-3-4,7-3-1,0.0,6,3-1-4,98.00,1,1,0,100,0
2025_09,8420250901010002,OH_HIGH,MKT2,7,0.0,1-3-4,7-3-1,0.0,6,3-1-4|1-3-4,98.00|99.10,2,1,0,200,0
2025_09,8420250901020002,BASE,MKT1,7,1.0,1-2-3,3-5-4,0.0,6,2-1-3,68.00,1,1,0,100,0
2025_09,8420250901020002,BASE,MKT2,7,1.0,1-2-3,3-5-4,0.0,6,2-1-3|1-2-3,68.00|73.70,2,1,0,200,0
2025_09,8420250901020002,OH_HIGH,MKT1,7,1.0,1-2-3,3-5-4,0.0,6,2-1-3,68.00,1,1,0,100,0
2025_09,8420250901020002,OH_HIGH,MKT2,7,1.0,1-2-3,3-5-4,0.0,6,2-1-3|1-2-3,68.00|73.70,2,1,0,200,0
2025_09,8420250901010003,BASE,MKT1,7,0.0,1-2-4,1-6-7,0.0,6,2-1-4,445.80,1,1,0,100,0
2025_09,8420250901010003,BASE,MKT2,7,0.0,1-2-4,1-6-7,0.0,6,2-1-4|1-2-4,445.80|526.30,2,1,0,200,0
2025_09,8420250901010003,OH_HIGH,MKT1,7,0.0,1-2-5,1-6-7,0.0,6,2-5-1,109.70,1,1,0,100,0
2025_09,8420250901010003,OH_HIGH,MKT2,7,0.0,1-2-5,1-6-7,0.0,6,2-5-1|5-2-1,109.70|171.10,2,1,0,200,0
2025_09,8420250901010004,BASE,MKT1,1,1.0,3-4-7,3-7-5,0.0,4,7-3-4,49.20,1,1,0,100,0
2025_09,8420250901010004,BASE,MKT2,1,1.0,3-4-7,3-7-5,0.0,4,7-3-4|7-4-3,49.20|207.10,2,1,0,200,0
2025_09,8420250901010004,OH_HIGH,MKT1,1,1.0,3-4-7,3-7-5,0.0,4,7-3-4,49.20,1,1,0,100,0
2025_09,8420250901010004,OH_HIGH,MKT2,1,1.0,3-4-7,3-7-5,0.0,4,7-3-4|7-4-3,49.20|207.10,2,1,0,200,0
2025_09,8420250901030004,BASE,MKT1,2,1.0,3-5-7,7-1-6,0.0,4,5-3-7,36.10,1,1,0,100,0
2025_09,8420250901030004,BASE,MKT2,2,1.0,3-5-7,7-1-6,0.0,4,5-3-7|7-3-5,36.10|39.30,2,1,0,200,0
2025_09,8420250901030004,OH_HIGH,MKT1,2,1.0,3-5-7,7-1-6,0.0,4,5-3-7,36.10,1,1,0,100,0
2025_09,8420250901030004,OH_HIGH,MKT2,2,1.0,3-5-7,7-1-6,0.0,4,5-3-7|7-3-5,36.10|39.30,2,1,0,200,0
2025_09,8420250901030011,BASE,MKT1,5,0.0,2-3-4|1-2-3,5-1-3,0.0,12,3-2-4,83.70,1,1,0,100,0
2025_09,8420250901030011,BASE,MKT2,5,0.0,2-3-4|1-2-3,5-1-3,0.0,12,3-2-4|3-2-1,83.70|86.40,2,1,0,200,0
2025_09,8420250901030011,OH_HIGH,MKT1,5,0.0,2-3-7,5-1-3,0.0,4,2-3-7,117.50,1,1,0,100,0
2025_09,8420250901030011,OH_HIGH,MKT2,5,0.0,2-3-7,5-1-3,0.0,4,2-3-7|7-3-2,117.50|176.60,2,1,0,200,0
2025_09,3420250903010001,BASE,MKT1,4,1.0,1-3-7,5-3-7,0.0,6,3-1-7,114.20,1,1,0,100,0
2025_09,3420250903010001,BASE,MKT2,4,1.0,1-3-7,5-3-7,0.0,6,3-1-7|3-7-1,114.20|129.80,2,1,0,200,0
2025_09,3420250903010001,OH_HIGH,MKT1,4,1.0,1-5-7,5-3-7,0.0,6,1-7-5,307.70,1,1,0,100,0
2025_09,3420250903010001,OH_HIGH,MKT2,4,1.0,1-5-7,5-3-7,0.0,6,1-7-5|5-1-7,307.70|322.50,2,1,0,200,0
2025_09,3420250903020001,BASE,MKT1,4,1.0,,1-5-2,0.0,0,,,0,0,0,0,0
2025_09,3420250903020001,BASE,MKT2,4,1.0,,1-5-2,0.0,0,,,0,0,0,0,0
2025_09,3420250903020001,OH_HIGH,MKT1,4,1.0,2-5-7,1-5-2,0.0,5,2-5-7,65.10,1,1,0,100,0
2025_09,3420250903020001,OH_HIGH,MKT2,4,1.0,2-5-7,1-5-2,0.0,5,2-5-7|7-2-5,65.10|67.20,2,1,0,200,0
2025_09,3420250903030001,BASE,MKT1,6,1.0,1-3-7|1-2-3,3-7-1,1.0,7,7-1-3,45.10,1,1,0,100,0
2025_09,3420250903030001,BASE,MKT2,6,1.0,1-3-7|1-2-3,3-7-1,1.0,7,7-1-3|1-3-2,45.10|56.60,2,1,0,200,0
2025_09,3420250903030001,OH_HIGH,MKT1,6,1.0,1-3-5,3-7-1,0.0,6,1-3-5,49.00,1,1,0,100,0
2025_09,3420250903030001,OH_HIGH,MKT2,6,1.0,1-3-5,3-7-1,0.0,6,1-3-5|3-1-5,49.00|56.30,2,1,0,200,0
2025_09,3420250903030002,BASE,MKT1,2,0.0,1-4-7,2-7-5,0.0,5,7-4-1,30.80,1,1,0,100,0
2025_09,3420250903030002,BASE,MKT2,2,0.0,1-4-7,2-7-5,0.0,5,7-4-1|4-7-1,30.80|117.20,2,1,0,200,0
2025_09,3420250903030002,OH_HIGH,MKT1,2,0.0,1-5-7|1-3-7,2-7-5,0.0,12,7-1-5,55.30,1,1,0,100,0
2025_09,3420250903030002,OH_HIGH,MKT2,2,0.0,1-5-7|1-3-7,2-7-5,0.0,12,7-1-5|7-1-3,55.30|69.60,2,1,0,200,0
2025_09,3420250903020003,BASE,MKT1,2,0.0,3-4-5,5-3-2,0.0,5,5-4-3,105.20,1,1,0,100,0
2025_09,3420250903020003,BASE,MKT2,2,0.0,3-4-5,5-3-2,0.0,5,5-4-3|3-5-4,105.20|116.20,2,1,0,200,0
2025_09,3420250903020003,OH_HIGH,MKT1,2,0.0,,5-3-2,0.0,0,,,0,0,0,0,0
2025_09,3420250903020003,OH_HIGH,MKT2,2,0.0,,5-3-2,0.0,0,,,0,0,0,0,0
2025_09,3420250903020004,BASE,MKT1,7,0.0,1-2-5,1-7-2,0.0,4,1-2-5,34.70,1,1,0,100,0
2025_09,3420250903020004,BASE,MKT2,7,0.0,1-2-5,1-7-2,0.0,4,1-2-5|5-2-1,34.70|47.20,2,1,0,200,0
2025_09,3420250903020004,OH_HIGH,MKT1,7,0.0,1-2-4|1-2-5,1-7-2,0.0,9,2-4-1,31.60,1,1,0,100,0
2025_09,3420250903020004,OH_HIGH,MKT2,7,0.0,1-2-4|1-2-5,1-7-2,0.0,9,2-4-1|1-2-5,31.60|34.70,2,1,0,200,0
2025_09,3420250903010005,BASE,MKT1,7,0.0,,1-4-7,0.0,0,,,0,0,0,0,0
2025_09,3420250903010005,BASE,MKT2,7,0.0,,1-4-7,0.0,0,,,0,0,0,0,0
2025_09,3420250903010005,OH_HIGH,MKT1,7,0.0,,1-4-7,0.0,0,,,0,0,0,0,0
2025_09,3420250903010005,OH_HIGH,MKT2,7,0.0,,1-4-7,0.0,0,,,0,0,0,0,0
2025_09,3420250903020005,BASE,MKT1,7,0.0,1-2-5,7-1-4,0.0,5,1-5-2,40.10,1,1,0,100,0
2025_09,3420250903020005,BASE,MKT2,7,0.0,1-2-5,7-1-4,0.0,5,1-5-2|2-5-1,40.10|51.40,2,1,0,200,0
2025_09,3420250903020005,OH_HIGH,MKT1,7,0.0,1-2-5,7-1-4,0.0,5,1-5-2,40.10,1,1,0,100,0
2025_09,3420250903020005,OH_HIGH,MKT2,7,0.0,1-2-5,7-1-4,0.0,5,1-5-2|2-5-1,40.10|51.40,2,1,0,200,0
2025_10,8320251001030005,BASE,MKT1,1,1.0,3-4-7,5-2-6,0.0,6,3-7-4,35.00,1,1,0,100,0
2025_10,8320251001030005,BASE,MKT2,1,1.0,3-4-7,5-2-6,0.0,6,3-7-4|7-3-4,35.00|49.40,2,1,0,200,0
2025_10,8320251001030005,OH_HIGH,MKT1,1,1.0,2-3-4|3-4-5,5-2-6,0.0,12,3-5-4,148.80,1,1,0,100,0
2025_10,8320251001030005,OH_HIGH,MKT2,1,1.0,2-3-4|3-4-5,5-2-6,0.0,12,3-5-4|5-3-4,148.80|161.80,2,1,0,200,0
2025_10,8320251001010006,BASE,MKT1,5,0.0,3-4-7,5-3-4,0.0,6,7-4-3,69.60,1,1,0,100,0
2025_10,8320251001010006,BASE,MKT2,5,0.0,3-4-7,5-3-4,0.0,6,7-4-3|4-7-3,69.60|79.50,2,1,0,200,0
2025_10,8320251001010006,OH_HIGH,MKT1,5,0.0,3-4-7,5-3-4,0.0,6,7-4-3,69.60,1,1,0,100,0
2025_10,8320251001010006,OH_HIGH,MKT2,5,0.0,3-4-7,5-3-4,0.0,6,7-4-3|4-7-3,69.60|79.50,2,1,0,200,0
2025_10,8320251001020006,BASE,MKT1,7,0.0,1-2-4|2-3-4,7-4-1,0.0,12,4-2-1,128.50,1,1,0,100,0
2025_10,8320251001020006,BASE,MKT2,7,0.0,1-2-4|2-3-4,7-4-1,0.0,12,4-2-1|2-4-1,128.50|155.10,2,1,0,200,0
2025_10,8320251001020006,OH_HIGH,MKT1,7,0.0,2-4-5,7-4-1,0.0,6,2-5-4,42.90,1,1,0,100,0
2025_10,8320251001020006,OH_HIGH,MKT2,7,0.0,2-4-5,7-4-1,0.0,6,2-5-4|2-4-5,42.90|62.00,2,1,0,200,0
2025_10,8320251001010007,BASE,MKT1,3,0.0,4-5-7,3-5-1,0.0,6,4-5-7,67.40,1,1,0,100,0
2025_10,8320251001010007,BASE,MKT2,3,0.0,4-5-7,3-5-1,0.0,6,4-5-7|5-4-7,67.40|77.50,2,1,0,200,0
2025_10,8320251001010007,OH_HIGH,MKT1,3,0.0,4-5-7,3-5-1,0.0,6,4-5-7,67.40,1,1,0,100,0
2025_10,8320251001010007,OH_HIGH,MKT2,3,0.0,4-5-7,3-5-1,0.0,6,4-5-7|5-4-7,67.40|77.50,2,1,0,200,0
2025_10,8320251001020007,BASE,MKT1,3,0.0,1-4-7,3-5-2,0.0,4,1-7-4,39.50,1,1,0,100,0
2025_10,8320251001020007,BASE,MKT2,3,0.0,1-4-7,3-5-2,0.0,4,1-7-4|4-7-1,39.50|51.70,2,1,0,200,0
2025_10,8320251001020007,OH_HIGH,MKT1,3,0.0,1-4-5,3-5-2,0.0,6,1-4-5,41.30,1,1,0,100,0
2025_10,8320251001020007,OH_HIGH,MKT2,3,0.0,1-4-5,3-5-2,0.0,6,1-4-5|4-1-5,41.30|80.70,2,1,0,200,0
2025_10,8320251001030007,BASE,MKT1,5,0.0,,1-5-3,0.0,0,,,0,0,0,0,0
2025_10,8320251001030007,BASE,MKT2,5,0.0,,1-5-3,0.0,0,,,0,0,0,0,0
2025_10,8320251001030007,OH_HIGH,MKT1,5,0.0,1-3-4,1-5-3,0.0,6,1-4-3,39.70,1,1,0,100,0
2025_10,8320251001030007,OH_HIGH,MKT2,5,0.0,1-3-4,1-5-3,0.0,6,1-4-3|4-1-3,39.70|86.80,2,1,0,200,0
2025_10,8320251001010008,BASE,MKT1,2,1.0,1-3-5,6-1-4,0.0,6,1-5-3,30.70,1,1,0,100,0
2025_10,8320251001010008,BASE,MKT2,2,1.0,1-3-5,6-1-4,0.0,6,1-5-3|5-1-3,30.70|54.30,2,1,0,200,0
2025_10,8320251001010008,OH_HIGH,MKT1,2,1.0,1-3-5,6-1-4,0.0,6,1-5-3,30.70,1,1,0,100,0
2025_10,8320251001010008,OH_HIGH,MKT2,2,1.0,1-3-5,6-1-4,0.0,6,1-5-3|5-1-3,30.70|54.30,2,1,0,200,0
2025_10,8320251001020008,BASE,MKT1,1,1.0,,6-2-7,0.0,0,,,0,0,0,0,0
2025_10,8320251001020008,BASE,MKT2,1,1.0,,6-2-7,0.0,0,,,0,0,0,0,0
2025_10,8320251001020008,OH_HIGH,MKT1,1,1.0,,6-2-7,0.0,0,,,0,0,0,0,0
2025_10,8320251001020008,OH_HIGH,MKT2,1,1.0,,6-2-7,0.0,0,,,0,0,0,0,0
2025_10,8320251001020009,BASE,MKT1,3,1.0,,1-4-5,0.0,0,,,0,0,0,0,0
2025_10,8320251001020009,BASE,MKT2,3,1.0,,1-4-5,0.0,0,,,0,0,0,0,0
2025_10,8320251001020009,OH_HIGH,MKT1,3,1.0,,1-4-5,0.0,0,,,0,0,0,0,0
2025_10,8320251001020009,OH_HIGH,MKT2,3,1.0,,1-4-5,0.0,0,,,0,0,0,0,0
2025_10,8320251001030009,BASE,MKT1,3,1.0,1-2-7,1-7-5,0.0,4,7-2-1,65.80,1,1,0,100,0
2025_10,8320251001030009,BASE,MKT2,3,1.0,1-2-7,1-7-5,0.0,4,7-2-1|1-2-7,65.80|142.00,2,1,0,200,0
2025_10,8320251001030009,OH_HIGH,MKT1,3,1.0,1-5-7,1-7-5,1.0,4,1-5-7,30.80,1,1,0,100,0
2025_10,8320251001030009,OH_HIGH,MKT2,3,1.0,1-5-7,1-7-5,1.0,4,1-5-7|7-5-1,30.80|40.80,2,1,0,200,0
2025_10,8320251001020010,BASE,MKT1,7,1.0,1-2-5,4-5-2,0.0,4,5-2-1,39.10,1,1,0,100,0
2025_10,8320251001020010,BASE,MKT2,7,1.0,1-2-5,4-5-2,0.0,4,5-2-1|2-1-5,39.10|44.00,2,1,0,200,0
2025_10,8320251001020010,OH_HIGH,MKT1,7,1.0,2-4-5,4-5-2,1.0,6,2-5-4,47.10,1,1,0,100,0
2025_10,8320251001020010,OH_HIGH,MKT2,7,1.0,2-4-5,4-5-2,1.0,6,2-5-4|2-4-5,47.10|61.00,2,1,0,200,0
2025_10,8320251001010011,BASE,MKT1,5,0.0,,7-5-1,0.0,0,,,0,0,0,0,0
2025_10,8320251001010011,BASE,MKT2,5,0.0,,7-5-1,0.0,0,,,0,0,0,0,0
2025_10,8320251001010011,OH_HIGH,MKT1,5,0.0,3-4-7,7-5-1,0.0,6,3-7-4,1107.70,1,1,0,100,0
2025_10,8320251001010011,OH_HIGH,MKT2,5,0.0,3-4-7,7-5-1,0.0,6,3-7-4|7-3-4,1107.70|1248.10,2,1,0,200,0
2025_10,8320251001020011,BASE,MKT1,7,0.0,1-2-4,4-2-7,0.0,6,4-2-1,100.80,1,1,0,100,0
2025_10,8320251001020011,BASE,MKT2,7,0.0,1-2-4,4-2-7,0.0,6,4-2-1|4-1-2,100.80|137.00,2,1,0,200,0
2025_10,8320251001020011,OH_HIGH,MKT1,7,0.0,1-2-4,4-2-7,0.0,6,4-2-1,100.80,1,1,0,100,0
2025_10,8320251001020011,OH_HIGH,MKT2,7,0.0,1-2-4,4-2-7,0.0,6,4-2-1|4-1-2,100.80|137.00,2,1,0,200,0
2025_10,8320251001030011,BASE,MKT1,7,1.0,1-2-3,5-1-2,0.0,4,2-3-1,45.90,1,1,0,100,0
2025_10,8320251001030011,BASE,MKT2,7,1.0,1-2-3,5-1-2,0.0,4,2-3-1|1-3-2,45.90|74.10,2,1,0,200,0
2025_10,8320251001030011,OH_HIGH,MKT1,7,1.0,1-3-5,5-1-2,0.0,0,,,0,0,0,0,0
2025_10,8320251001030011,OH_HIGH,MKT2,7,1.0,1-3-5,5-1-2,0.0,0,,,0,0,0,0,0
2025_10,6120251001010001,BASE,MKT1,4,0.0,2-3-5,3-6-4,0.0,6,3-5-2,62.70,1,1,0,100,0
