month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_04,5120240401030005,BASE,5,1.0,monthly,,,,1-3-4,0.0,0,0.0,0,0,ranking_cycle
2024_04,5120240401030005,OH_HIGH,5,1.0,monthly,,,,1-3-4,0.0,0,0.0,0,0,ranking_cycle
2024_04,5120240401010008,BASE,4,0.0,monthly,3-5-7,7-5-3,7-5-3,7-4-3,0.0,1,0.0,100,0,BET
2024_04,5120240401010008,OH_HIGH,4,0.0,monthly,2-5-7,7-5-2,7-5-2,7-4-3,0.0,1,0.0,100,0,BET
2024_04,5120240401020008,BASE,4,1.0,monthly,,,,3-5-1,0.0,0,0.0,0,0,ranking_cycle
2024_04,5120240401020008,OH_HIGH,4,1.0,monthly,1-2-7,1-2-7,1-2-7,3-5-1,0.0,1,0.0,100,0,BET
2024_04,5120240401030008,BASE,2,0.0,monthly,3-5-7,5-3-7,5-3-7,2-5-4,0.0,1,0.0,100,0,BET
2024_04,5120240401030008,OH_HIGH,2,0.0,monthly,3-5-7,5-3-7,5-3-7,2-5-4,0.0,1,0.0,100,0,BET
2024_04,5120240401010009,BASE,4,1.0,monthly,2-3-5,2-5-3,,5-3-2,1.0,0,0.0,0,0,odds_too_low
2024_04,5120240401010009,OH_HIGH,4,1.0,monthly,1-2-5,2-5-1,2-5-1,5-3-2,0.0,1,0.0,100,0,BET
2024_04,5120240401010010,BASE,7,0.0,monthly,1-4-5,1-5-4,1-5-4,7-1-6,0.0,1,0.0,100,0,BET
2024_04,5120240401010010,OH_HIGH,7,0.0,monthly,1-4-5,1-5-4,1-5-4,7-1-6,0.0,1,0.0,100,0,BET
2024_04,5120240401010012,BASE,7,0.0,monthly,2-3-5,5-2-3,5-2-3,5-2-7,0.0,1,0.0,100,0,BET
2024_04,5120240401010012,OH_HIGH,7,0.0,monthly,2-4-5,5-2-4,5-2-4,5-2-7,0.0,1,0.0,100,0,BET
2024_04,5120240401020012,BASE,7,0.0,monthly,3-4-5,3-4-5,3-4-5,7-3-1,0.0,1,0.0,100,0,BET
2024_04,5120240401020012,OH_HIGH,7,0.0,monthly,3-4-5,3-4-5,3-4-5,7-3-1,0.0,1,0.0,100,0,BET
2024_04,5120240401030012,BASE,4,1.0,monthly,1-3-7,7-1-3,7-1-3,3-7-6,0.0,1,0.0,100,0,BET
2024_04,5120240401030012,OH_HIGH,4,1.0,monthly,1-3-7,7-1-3,7-1-3,3-7-6,0.0,1,0.0,100,0,BET
2024_04,3520240401020004,BASE,1,1.0,monthly,2-4-7,7-2-4,,2-7-5,0.0,0,0.0,0,0,odds_too_low
2024_04,3520240401020004,OH_HIGH,1,1.0,monthly,,,,2-7-5,0.0,0,0.0,0,0,ranking_cycle
2024_04,3520240401030004,BASE,1,0.0,monthly,2-4-5,5-2-4,5-2-4,5-1-2,0.0,1,0.0,100,0,BET
2024_04,3520240401030004,OH_HIGH,1,0.0,monthly,2-4-5,5-2-4,5-2-4,5-1-2,0.0,1,0.0,100,0,BET
2024_04,3520240401010005,BASE,1,0.0,monthly,,,,7-2-1,0.0,0,0.0,0,0,cannot_compress_multiple_ambiguities
2024_04,3520240401010005,OH_HIGH,1,0.0,monthly,2-5-7,7-2-5,7-2-5,7-2-1,0.0,1,0.0,100,0,BET
2024_04,3520240401020005,BASE,5,0.0,monthly,1-2-4,1-2-4,1-2-4,5-3-2,0.0,1,0.0,100,0,BET
2024_04,3520240401020005,OH_HIGH,5,0.0,monthly,1-2-4,1-2-4,1-2-4,5-3-2,0.0,1,0.0,100,0,BET
2024_04,3520240401020007,BASE,5,0.0,monthly,1-3-7,1-3-7,1-3-7,5-7-2,0.0,1,0.0,100,0,BET
2024_04,3520240401020007,OH_HIGH,5,0.0,monthly,1-3-7,1-3-7,1-3-7,5-7-2,0.0,1,0.0,100,0,BET
2024_04,3520240401030007,BASE,7,0.0,monthly,2-3-4,3-2-4,,3-2-7,0.0,0,0.0,0,0,odds_too_low
2024_04,3520240401030007,OH_HIGH,7,0.0,monthly,2-3-4,3-2-4,,3-2-7,0.0,0,0.0,0,0,odds_too_low
2024_04,8120240401010001,BASE,3,0.0,monthly,1-2-5|1-4-5,5-1-2|5-1-4,5-1-2|5-1-4,1-3-2,0.0,1,0.0,200,0,BET
2024_04,8120240401010001,OH_HIGH,3,0.0,monthly,1-5-7,5-1-7,5-1-7,1-3-2,0.0,1,0.0,100,0,BET
2024_04,8120240401010002,BASE,1,0.0,monthly,3-5-7,5-3-7,5-3-7,1-7-3,0.0,1,0.0,100,0,BET
2024_04,8120240401010002,OH_HIGH,1,0.0,monthly,2-3-5,5-3-2,5-3-2,1-7-3,0.0,1,0.0,100,0,BET
2024_04,8120240401020002,BASE,1,1.0,monthly,4-5-7,5-4-7,5-4-7,7-4-5,1.0,1,0.0,100,0,BET
2024_04,8120240401020002,OH_HIGH,1,1.0,monthly,2-4-5|3-4-5,5-4-2|5-4-3,,7-4-5,0.0,0,0.0,0,0,odds_too_low
2024_04,8120240401020003,BASE,1,0.0,monthly,3-4-7,3-4-7,3-4-7,3-1-7,0.0,1,0.0,100,0,BET
2024_04,8120240401020003,OH_HIGH,1,0.0,monthly,3-4-7,3-4-7,3-4-7,3-1-7,0.0,1,0.0,100,0,BET
2024_04,8120240401010004,BASE,2,0.0,monthly,1-3-7,7-1-3,7-1-3,2-7-4,0.0,1,0.0,100,0,BET
2024_04,8120240401010004,OH_HIGH,2,0.0,monthly,1-3-7,7-1-3,7-1-3,2-7-4,0.0,1,0.0,100,0,BET
2024_04,8120240401020004,BASE,2,1.0,monthly,,,,4-7-3,0.0,0,0.0,0,0,ranking_cycle
2024_04,8120240401020004,OH_HIGH,2,1.0,monthly,,,,4-7-3,0.0,0,0.0,0,0,ranking_cycle
2024_04,8120240401030004,BASE,2,1.0,monthly,1-4-7,7-1-4,,1-4-7,1.0,0,0.0,0,0,odds_too_low
2024_04,8120240401030004,OH_HIGH,2,1.0,monthly,,,,1-4-7,0.0,0,0.0,0,0,cannot_compress_third_slot_too_wide
2024_04,8120240401010005,BASE,5,1.0,monthly,1-2-3,1-3-2,1-3-2,1-4-2,0.0,1,0.0,100,0,BET
2024_04,8120240401010005,OH_HIGH,5,1.0,monthly,1-3-4,1-3-4,1-3-4,1-4-2,0.0,1,0.0,100,0,BET
2024_04,3120240401010001,BASE,7,1.0,monthly,1-2-3,1-2-3,,1-5-4,0.0,0,0.0,0,0,odds_too_low
2024_04,3120240401010001,OH_HIGH,7,1.0,monthly,1-2-3|1-2-4,1-2-3|1-2-4,,1-5-4,0.0,0,0.0,0,0,odds_too_low
2024_04,3120240401020001,BASE,7,1.0,monthly,1-2-3,1-2-3,,3-2-1,1.0,0,0.0,0,0,odds_too_low
2024_04,3120240401020001,OH_HIGH,7,1.0,monthly,,,,3-2-1,0.0,0,0.0,0,0,cannot_compress_multiple_ambiguities
2024_04,3120240401030001,BASE,1,0.0,monthly,2-3-6,3-2-6,3-2-6,1-5-3,0.0,1,0.0,100,0,BET
