month,race_id,trio,ticket,odds,market_p,actual_hit,score_order,winner_score_rank,line_pos_order,winner_line_pos,running_style_order,winner_running_style,escape_count,winner_is_escape,winner_score_rank_x_line_pos,group_score_percentile
2025_01,2820250122030002,1-3-5,5-1-3,666.8,0.00015920315992565956,0,2-1-3,2,1-1-1,1,両-両-追,両,0,0,2x1,0.17142857142857143
2025_01,2820250122030002,1-3-5,5-3-1,1053.2,0.00010079440470796599,0,2-3-1,2,1-1-1,1,両-追-両,両,0,0,2x1,0.17142857142857143
2025_01,2820250122030002,1-5-7,1-5-7,49.5,0.0021445791320894906,0,1-2-3,1,1-1-2,1,両-両-追,両,0,0,1x1,0.08571428571428572
2025_01,2820250122030002,1-5-7,1-7-5,15.6,0.0068049145537454996,0,1-3-2,1,1-2-1,1,両-追-両,両,0,0,1x1,0.08571428571428572
2025_01,2820250122030002,1-5-7,5-1-7,277.5,0.00038254654788623344,0,2-1-3,2,1-1-2,1,両-両-追,両,0,0,2x1,0.08571428571428572
2025_01,2820250122030002,1-5-7,5-7-1,557.8,0.0001903131356013442,0,2-3-1,2,1-2-1,1,両-追-両,両,0,0,2x1,0.08571428571428572
2025_01,2820250122030002,1-5-7,7-1-5,9.0,0.011795185226492198,0,3-1-2,3,2-1-1,2,追-両-両,追,0,0,3x2,0.08571428571428572
2025_01,2820250122030002,1-5-7,7-5-1,2.0,0.05307833351921489,0,3-2-1,3,2-1-1,2,追-両-両,追,0,0,3x2,0.08571428571428572
2025_01,2820250122030002,3-4-5,3-4-5,378.1,0.0002807634674383226,0,3-1-2,3,1-2-1,1,追-追-両,追,0,0,3x1,0.42857142857142855
2025_01,2820250122030002,3-4-5,3-5-4,489.9,0.00021669048180940966,0,3-2-1,3,1-1-2,1,追-両-追,追,0,0,3x1,0.42857142857142855
2025_01,2820250122030002,3-4-5,4-3-5,243.9,0.00043524668732443535,0,1-3-2,1,2-1-1,2,追-追-両,追,0,0,1x2,0.42857142857142855
2025_01,2820250122030002,3-4-5,4-5-3,112.5,0.0009436148181193759,0,1-2-3,1,2-1-1,2,追-両-追,追,0,0,1x2,0.42857142857142855
2025_01,2820250122030002,3-4-5,5-3-4,426.8,0.0002487269611959461,0,2-3-1,2,1-1-2,1,両-追-追,両,0,0,2x1,0.42857142857142855
2025_01,2820250122030002,3-4-5,5-4-3,237.7,0.00044659935649318377,0,2-1-3,2,1-2-1,1,両-追-追,両,0,0,2x1,0.42857142857142855
2025_01,2820250122030002,4-5-7,4-5-7,131.9,0.0008048268918758891,0,1-2-3,1,2-1-2,2,追-両-追,追,0,0,1x2,0.2857142857142857
2025_01,2820250122030002,4-5-7,4-7-5,274.8,0.0003863051930073864,0,1-3-2,1,2-2-1,2,追-追-両,追,0,0,1x2,0.2857142857142857
2025_01,2820250122030002,4-5-7,5-4-7,271.5,0.0003910006152428353,0,2-1-3,2,1-2-2,1,両-追-追,両,0,0,2x1,0.2857142857142857
2025_01,2820250122030002,4-5-7,5-7-4,713.2,0.00014884557913408548,0,2-3-1,2,1-2-2,1,両-追-追,両,0,0,2x1,0.2857142857142857
2025_01,2820250122030002,4-5-7,7-4-5,6.0,0.017692777839738296,0,3-1-2,3,2-2-1,2,追-追-両,追,0,0,3x2,0.2857142857142857
2025_01,2820250122030002,4-5-7,7-5-4,3.0,0.03538555567947659,0,3-2-1,3,2-1-2,2,追-両-追,追,0,0,3x2,0.2857142857142857
2025_01,2820250122030003,1-2-3,1-2-3,391.8,0.0019127675595216752,0,2-1-3,2,1-2-1,1,逃-逃-追,逃,2,1,2x1,0.22857142857142856
2025_01,2820250122030003,1-2-3,1-3-2,699.4,0.0010715217755513189,0,2-3-1,2,1-1-2,1,逃-追-逃,逃,2,1,2x1,0.22857142857142856
2025_01,2820250122030003,1-2-3,2-1-3,174.4,0.004297146386585965,0,1-2-3,1,2-1-1,2,逃-逃-追,逃,2,1,1x2,0.22857142857142856
2025_01,2820250122030003,1-2-3,2-3-1,171.2,0.00437746687979318,0,1-3-2,1,2-1-1,2,逃-追-逃,逃,2,1,1x2,0.22857142857142856
2025_01,2820250122030003,1-2-3,3-1-2,716.1,0.0010465330677567272,0,3-2-1,3,1-1-2,1,追-逃-逃,追,2,0,3x1,0.22857142857142856
2025_01,2820250122030003,1-2-3,3-2-1,395.9,0.0018929586507213751,0,3-1-2,3,1-2-1,1,追-逃-逃,追,2,0,3x1,0.22857142857142856
2025_01,2820250122030003,1-2-6,1-2-6,204.7,0.0036610763547659615,0,2-1-3,2,1-2-2,1,逃-逃-逃,逃,3,1,2x1,0.4
2025_01,2820250122030003,1-2-6,1-6-2,227.1,0.0032999662255420183,0,2-3-1,2,1-2-2,1,逃-逃-逃,逃,3,1,2x1,0.4
2025_01,2820250122030003,1-2-6,2-1-6,102.8,0.007290100484636112,0,1-2-3,1,2-1-2,2,逃-逃-逃,逃,3,1,1x2,0.4
2025_01,2820250122030003,1-2-6,2-6-1,53.0,0.0141400439588791,0,1-3-2,1,2-2-1,2,逃-逃-逃,逃,3,1,1x2,0.4
2025_01,2820250122030003,1-2-6,6-1-2,113.0,0.006632056016111437,0,3-2-1,3,2-1-2,2,逃-逃-逃,逃,3,1,3x2,0.4
2025_01,2820250122030003,1-2-6,6-2-1,63.6,0.011783369965732584,0,3-1-2,3,2-2-1,2,逃-逃-逃,逃,3,1,3x2,0.4
2025_01,2820250122030003,2-3-7,2-3-7,213.5,0.0035101748469348586,0,1-3-2,1,2-1-2,2,逃-追-両,逃,1,1,1x2,0.14285714285714285
2025_01,2820250122030003,2-3-7,2-7-3,254.5,0.0029446849894718755,0,1-2-3,1,2-2-1,2,逃-両-追,逃,1,1,1x2,0.14285714285714285
2025_01,2820250122030003,2-3-7,3-2-7,452.1,0.0016576472679066406,0,3-1-2,3,1-2-2,1,追-逃-両,追,1,0,3x1,0.14285714285714285
2025_01,2820250122030003,2-3-7,3-7-2,783.6,0.0009563837797608376,0,3-2-1,3,1-2-2,1,追-両-逃,追,1,0,3x1,0.14285714285714285
2025_01,2820250122030003,2-3-7,7-2-3,586.9,0.0012769165612891333,0,2-1-3,2,2-2-1,2,両-逃-追,両,1,0,2x2,0.14285714285714285
2025_01,2820250122030003,2-3-7,7-3-2,880.4,0.000851229361450014,0,2-3-1,2,2-1-2,2,両-追-逃,両,1,0,2x2,0.14285714285714285
2025_01,2820250122030003,2-6-7,2-6-7,64.3,0.011655090665950114,0,1-3-2,1,2-2-2,2,逃-逃-両,逃,2,1,1x2,0.37142857142857144
2025_01,2820250122030003,2-6-7,2-7-6,114.9,0.006522387552833702,0,1-2-3,1,2-2-2,2,逃-両-逃,逃,2,1,1x2,0.37142857142857144
2025_01,2820250122030003,2-6-7,6-2-7,76.7,0.009770825682145923,0,3-1-2,3,2-2-2,2,逃-逃-両,逃,2,1,3x2,0.37142857142857144
2025_01,2820250122030003,2-6-7,6-7-2,169.6,0.00441876373714972,0,3-2-1,3,2-2-2,2,逃-両-逃,逃,2,1,3x2,0.37142857142857144
2025_01,2820250122030003,2-6-7,7-2-6,290.6,0.0025788793180336967,0,2-1-3,2,2-2-2,2,両-逃-逃,両,2,0,2x2,0.37142857142857144
2025_01,2820250122030003,2-6-7,7-6-2,339.3,0.0022087307097571245,0,2-3-1,2,2-2-2,2,両-逃-逃,両,2,0,2x2,0.37142857142857144
2025_01,2820250122030004,2-5-7,2-5-7,790.9,0.0009466082794276037,0,2-3-1,2,2-2-1,2,逃-追-逃,逃,2,1,2x2,0.37142857142857144
2025_01,2820250122030004,2-5-7,2-7-5,407.4,0.0018376840652903576,0,2-1-3,2,2-1-2,2,逃-逃-追,逃,2,1,2x2,0.37142857142857144
2025_01,2820250122030004,2-5-7,5-2-7,1476.8,0.0005069559102107879,0,3-2-1,3,2-2-1,2,追-逃-逃,追,2,0,3x2,0.37142857142857144
2025_01,2820250122030004,2-5-7,5-7-2,1312.7,0.000570330226403056,0,3-1-2,3,2-1-2,2,追-逃-逃,追,2,0,3x2,0.37142857142857144
2025_01,2820250122030004,2-5-7,7-2-5,254.7,0.0029394286933619616,0,1-2-3,1,1-2-2,1,逃-逃-追,逃,2,1,1x1,0.37142857142857144
2025_01,2820250122030004,2-5-7,7-5-2,572.8,0.001307039958448484,0,1-3-2,1,1-2-2,1,逃-追-逃,逃,2,1,1x1,0.37142857142857144
2025_01,3120250104010008,1-2-3,1-2-3,700.5,0.0010660725819129039,0,2-3-1,2,2-2-1,2,追-追-逃,追,1,0,2x2,0.1
2025_01,3120250104010008,1-2-3,1-3-2,358.6,0.002082498169631872,0,2-1-3,2,2-1-2,2,追-逃-追,追,1,0,2x2,0.1
2025_01,3120250104010008,1-2-3,2-1-3,621.7,0.0012011964671545586,0,3-2-1,3,2-2-1,2,追-追-逃,追,1,0,3x2,0.1
2025_01,3120250104010008,1-2-3,2-3-1,265.0,0.002818052240113167,0,3-1-2,3,2-1-2,2,追-逃-追,追,1,0,3x2,0.1
2025_01,3120250104010008,1-2-3,3-1-2,38.5,0.01939698295142829,0,1-2-3,1,1-2-2,1,逃-追-追,逃,1,1,1x1,0.1
2025_01,3120250104010008,1-2-3,3-2-1,37.2,0.020074834506182502,0,1-3-2,1,1-2-2,1,逃-追-追,逃,1,1,1x1,0.1
2025_01,3120250104010008,1-2-5,1-2-5,1308.9,0.0005705430847505456,0,1-3-2,1,2-2-2,2,追-追-追,追,0,0,1x2,0.35
2025_01,3120250104010008,1-2-5,1-5-2,1139.0,0.0006556486774626771,0,1-2-3,1,2-2-2,2,追-追-追,追,0,0,1x2,0.35
2025_01,3120250104010008,1-2-5,2-1-5,1139.0,0.0006556486774626771,0,3-1-2,3,2-2-2,2,追-追-追,追,0,0,3x2,0.35
2025_01,3120250104010008,1-2-5,2-5-1,1113.5,0.000670663532671746,0,3-2-1,3,2-2-2,2,追-追-追,追,0,0,3x2,0.35
2025_01,3120250104010008,1-2-5,5-1-2,828.9,0.000900933578996247,0,2-1-3,2,2-2-2,2,追-追-追,追,0,0,2x2,0.35
2025_01,3120250104010008,1-2-5,5-2-1,1184.2,0.0006306230734926441,0,2-3-1,2,2-2-2,2,追-追-追,追,0,0,2x2,0.35
2025_01,3120250104010008,2-3-4,2-3-4,286.4,0.0026074854875348785,0,2-1-3,2,2-1-1,2,追-逃-逃,追,2,0,2x2,0.3
2025_01,3120250104010008,2-3-4,2-4-3,442.7,0.001686884670499185,0,2-3-1,2,2-1-1,2,追-逃-逃,追,2,0,2x2,0.3
2025_01,3120250104010008,2-3-4,3-2-4,41.4,0.018038257092511816,0,1-2-3,1,1-2-1,1,逃-追-逃,逃,2,1,1x1,0.3
2025_01,3120250104010008,2-3-4,3-4-2,31.8,0.023483768667609723,0,1-3-2,1,1-1-2,1,逃-逃-追,逃,2,1,1x1,0.3
2025_01,3120250104010008,2-3-4,4-2-3,310.2,0.002407426962056703,0,3-2-1,3,1-2-1,1,逃-追-逃,逃,2,1,3x1,0.3
2025_01,3120250104010008,2-3-4,4-3-2,117.3,0.006366443679710053,0,3-1-2,3,1-1-2,1,逃-逃-追,逃,2,1,3x1,0.3
2025_01,3120250104010012,1-6-7,1-6-7,415.1,0.0018023122625319028,0,1-3-2,1,2-1-2,2,追-両-追,追,0,0,1x2,0.3142857142857143
2025_01,3120250104010012,1-6-7,1-7-6,404.2,0.0018509149435353611,0,1-2-3,1,2-2-1,2,追-追-両,追,0,0,1x2,0.3142857142857143
2025_01,3120250104010012,1-6-7,6-1-7,180.0,0.004156332334316627,0,3-1-2,3,1-2-2,1,両-追-追,両,0,0,3x1,0.3142857142857143
2025_01,3120250104010012,1-6-7,6-7-1,157.4,0.0047531119452159645,0,3-2-1,3,1-2-2,1,両-追-追,両,0,0,3x1,0.3142857142857143
2025_01,3120250104010012,1-6-7,7-1-6,287.3,0.0026040369654611656,0,2-1-3,2,2-2-1,2,追-追-両,追,0,0,2x2,0.3142857142857143
2025_01,3120250104010012,1-6-7,7-6-1,288.2,0.00259590499714432,0,2-3-1,2,2-1-2,2,追-両-追,追,0,0,2x2,0.3142857142857143
2025_01,3120250104020011,1-3-5,1-3-5,205.1,0.0036442682558314047,0,2-3-1,2,1-2-2,1,逃-追-追,逃,1,1,2x1,0.42857142857142855
2025_01,3120250104020011,1-3-5,1-5-3,31.2,0.023956391643301964,0,2-1-3,2,1-2-2,1,逃-追-追,逃,1,1,2x1,0.42857142857142855
2025_01,3120250104020011,1-3-5,3-1-5,891.2,0.0008386887559145211,0,3-2-1,3,2-1-2,2,追-逃-追,追,1,0,3x2,0.42857142857142855
2025_01,3120250104020011,1-3-5,3-5-1,1234.0,0.000605704553704231,0,3-1-2,3,2-2-1,2,追-追-逃,追,1,0,3x2,0.42857142857142855
2025_01,3120250104020011,1-3-5,5-1-3,85.9,0.00870127379826567,0,1-2-3,1,2-1-2,2,追-逃-追,追,1,0,1x2,0.42857142857142855
2025_01,3120250104020011,1-3-5,5-3-1,495.5,0.0015084549329384886,0,1-3-2,1,2-2-1,2,追-追-逃,追,1,0,1x2,0.42857142857142855
2025_01,3120250104020011,1-5-7,1-5-7,5.3,0.14102630552283418,1,2-1-3,2,1-2-1,1,逃-追-追,逃,1,1,2x1,0.4
2025_01,3120250104020011,1-5-7,1-7-5,143.0,0.005226849085811337,0,2-3-1,2,1-1-2,1,逃-追-追,逃,1,1,2x1,0.4
2025_01,3120250104020011,1-5-7,5-1-7,13.5,0.05536588290896453,0,1-2-3,1,2-1-1,2,追-逃-追,追,1,0,1x2,0.4
2025_01,3120250104020011,1-5-7,5-7-1,109.9,0.00680108661757071,0,1-3-2,1,2-1-1,2,追-追-逃,追,1,0,1x2,0.4
2025_01,3120250104020011,1-5-7,7-1-5,559.2,0.0013366227097121263,0,3-2-1,3,1-1-2,1,追-逃-追,追,1,0,3x1,0.4
2025_01,3120250104020011,1-5-7,7-5-1,513.3,0.001456145371655993,0,3-1-2,3,1-2-1,1,追-追-逃,追,1,0,3x1,0.4
2025_01,3120250104030004,1-2-3,1-2-3,219.7,0.0034016576321183522,0,1-3-2,1,2-1-1,2,追-追-追,追,0,0,1x2,0.1
2025_01,3120250104030004,1-2-3,1-3-2,70.2,0.01064592851533336,0,1-2-3,1,2-1-1,2,追-追-追,追,0,0,1x2,0.1
2025_01,3120250104030004,1-2-3,2-1-3,284.3,0.00262871678429969,0,3-1-2,3,1-2-1,1,追-追-追,追,0,0,3x1,0.1
2025_01,3120250104030004,1-2-3,2-3-1,546.8,0.0013667596594301426,0,3-2-1,3,1-1-2,1,追-追-追,追,0,0,3x1,0.1
2025_01,3120250104030004,1-2-3,3-1-2,135.8,0.0055032708525508236,0,2-1-3,2,1-2-1,1,追-追-追,追,0,0,2x1,0.1
2025_01,3120250104030004,1-2-3,3-2-1,359.3,0.002080000505918179,0,2-3-1,2,1-1-2,1,追-追-追,追,0,0,2x1,0.1
2025_01,3120250104030004,1-3-5,1-3-5,7.1,0.10525974391216929,0,1-2-3,1,2-1-2,2,追-追-逃,追,1,0,1x2,0.05
2025_01,3120250104030004,1-3-5,1-5-3,3.8,0.19666952152010575,0,1-3-2,1,2-2-1,2,追-逃-追,追,1,0,1x2,0.05
2025_01,3120250104030004,1-3-5,3-1-5,19.7,0.03793625288205086,0,2-1-3,2,1-2-2,1,追-追-逃,追,1,0,2x1,0.05
2025_01,3120250104030004,1-3-5,3-5-1,37.5,0.01992917818070405,0,2-3-1,2,1-2-2,1,追-逃-追,追,1,0,2x1,0.05
2025_01,3120250104030004,1-3-5,5-1-3,5.1,0.14653807485811804,0,3-1-2,3,2-2-1,2,逃-追-追,逃,1,1,3x2,0.05
2025_01,3120250104030004,1-3-5,5-3-1,25.3,0.029539295722387428,0,3-2-1,3,2-1-2,2,逃-追-追,逃,1,1,3x2,0.05
2025_01,3120250104030004,1-4-5,1-4-5,125.0,0.005978753454211215,0,1-3-2,1,2-2-2,2,追-追-逃,追,1,0,1x2,0.3
2025_01,3120250104030004,1-4-5,1-5-4,35.1,0.02129185703066672,0,1-2-3,1,2-2-2,2,追-逃-追,追,1,0,1x2,0.3
2025_01,3120250104030004,1-4-5,4-1-5,179.4,0.004165798114695663,0,3-1-2,3,2-2-2,2,追-追-逃,追,1,0,3x2,0.3
2025_01,3120250104030004,1-4-5,4-5-1,224.6,0.003327445154837052,0,3-2-1,3,2-2-2,2,追-逃-追,追,1,0,3x2,0.3
2025_01,3120250104030004,1-4-5,5-1-4,43.3,0.017259680872434225,0,2-1-3,2,2-2-2,2,逃-追-追,逃,1,1,2x2,0.3
2025_01,3120250104030004,1-4-5,5-4-1,160.2,0.004665069798853945,0,2-3-1,2,2-2-2,2,逃-追-追,逃,1,1,2x2,0.3
2025_01,3120250104030005,1-2-5,1-2-5,480.1,0.0015555819809529462,0,2-3-1,2,1-1-1,1,追-両-追,追,0,0,2x1,0.2571428571428571
2025_01,3120250104030005,1-2-5,1-5-2,248.8,0.0030017480267504394,0,2-1-3,2,1-1-1,1,追-追-両,追,0,0,2x1,0.2571428571428571
2025_01,3120250104030005,1-2-5,2-1-5,456.0,0.0016377958531919065,0,3-2-1,3,1-1-1,1,両-追-追,両,0,0,3x1,0.2571428571428571
2025_01,3120250104030005,1-2-5,2-5-1,508.8,0.0014678359061625578,0,3-1-2,3,1-1-1,1,両-追-追,両,0,0,3x1,0.2571428571428571
2025_01,3120250104030005,1-2-5,5-1-2,345.2,0.002163484672814338,0,1-2-3,1,1-1-1,1,追-追-両,追,0,0,1x1,0.2571428571428571
2025_01,3120250104030005,1-2-5,5-2-1,438.4,0.0017035467816047204,0,1-3-2,1,1-1-1,1,追-両-追,追,0,0,1x1,0.2571428571428571
2025_01,3120250104030005,2-4-5,2-4-5,816.5,0.0009146783944341818,0,3-1-2,3,1-2-1,1,両-両-追,両,0,0,3x1,0.11428571428571428
2025_01,3120250104030005,2-4-5,2-5-4,1065.3,0.0007010559551821172,0,3-2-1,3,1-1-2,1,両-追-両,両,0,0,3x1,0.11428571428571428
2025_01,3120250104030005,2-4-5,4-2-5,603.3,0.001237916308727846,0,1-3-2,1,2-1-1,2,両-両-追,両,0,0,1x2,0.11428571428571428
2025_01,3120250104030005,2-4-5,4-5-2,539.0,0.0013855935232940804,0,1-2-3,1,2-1-1,2,両-追-両,両,0,0,1x2,0.11428571428571428
2025_01,3120250104030005,2-4-5,5-2-4,852.3,0.0008762582530277009,0,2-3-1,2,1-1-2,1,追-両-両,追,0,0,2x1,0.11428571428571428
2025_01,3120250104030005,2-4-5,5-4-2,995.3,0.0007503616086160047,0,2-1-3,2,1-2-1,1,追-両-両,追,0,0,2x1,0.11428571428571428
2025_01,3120250129010003,1-2-4,1-2-4,99.0,0.007560631615493096,0,1-2-3,1,2-1-1,2,追-両-両,追,0,0,1x2,0.05714285714285714
2025_01,3120250129010003,1-2-4,1-4-2,104.6,0.007155855926709526,0,1-3-2,1,2-1-1,2,追-両-両,追,0,0,1x2,0.05714285714285714
2025_01,3120250129010003,1-2-4,2-1-4,119.3,0.0062741201167964495,0,2-1-3,2,1-2-1,1,両-追-両,両,0,0,2x1,0.05714285714285714
2025_01,3120250129010003,1-2-4,2-4-1,150.0,0.004990016866225443,0,2-3-1,2,1-1-2,1,両-両-追,両,0,0,2x1,0.05714285714285714
2025_01,3120250129010003,1-2-4,4-1-2,125.4,0.005968919696441917,0,3-1-2,3,1-2-1,1,両-追-両,両,0,0,3x1,0.05714285714285714
2025_01,3120250129010003,1-2-4,4-2-1,173.5,0.00431413561921508,0,3-2-1,3,1-1-2,1,両-両-追,両,0,0,3x1,0.05714285714285714
2025_01,3120250129010003,1-2-5,1-2-5,208.9,0.0035830662036085035,0,1-2-3,1,2-1-2,2,追-両-追,追,0,0,1x2,0.08571428571428572
2025_01,3120250129010003,1-2-5,1-5-2,350.3,0.002136747159388571,0,1-3-2,1,2-2-1,2,追-追-両,追,0,0,1x2,0.08571428571428572
2025_01,3120250129010003,1-2-5,2-1-5,190.2,0.003935344531723535,0,2-1-3,2,1-2-2,1,両-追-追,両,0,0,2x1,0.08571428571428572
2025_01,3120250129010003,1-2-5,2-5-1,361.7,0.002069401520414201,0,2-3-1,2,1-2-2,1,両-追-追,両,0,0,2x1,0.08571428571428572
2025_01,3120250129010003,1-2-5,5-1-2,599.4,0.0012487529695258868,0,3-1-2,3,2-2-1,2,追-追-両,追,0,0,3x2,0.08571428571428572
2025_01,3120250129010003,1-2-5,5-2-1,677.7,0.0011044747379870391,0,3-2-1,3,2-1-2,2,追-両-追,追,0,0,3x2,0.08571428571428572
2025_01,3120250129010003,1-4-6,1-4-6,345.6,0.0021658059315214596,0,1-2-3,1,2-1-2,2,追-両-追,追,0,0,1x2,0.37142857142857144
2025_01,3120250129010003,1-4-6,1-6-4,854.6,0.0008758513104772015,0,1-3-2,1,2-2-1,2,追-追-両,追,0,0,1x2,0.37142857142857144
2025_01,3120250129010003,1-4-6,4-1-6,282.5,0.002649566477641828,0,2-1-3,2,1-2-2,1,両-追-追,両,0,0,2x1,0.37142857142857144
2025_01,3120250129010003,1-4-6,4-6-1,917.6,0.0008157176655773936,0,2-3-1,2,1-2-2,1,両-追-追,両,0,0,2x1,0.37142857142857144
2025_01,3120250129010003,1-4-6,6-1-4,2658.9,0.000281508341770588,0,3-1-2,3,2-2-1,2,追-追-両,追,0,0,3x2,0.37142857142857144
2025_01,3120250129010003,1-4-6,6-4-1,3049.9,0.00024541871206722074,0,3-2-1,3,2-1-2,2,追-両-追,追,0,0,3x2,0.37142857142857144
2025_01,3120250129010003,1-5-6,1-5-6,652.1,0.0011478339670814544,0,1-2-3,1,2-2-2,2,追-追-追,追,0,0,1x2,0.4
2025_01,3120250129010003,1-5-6,1-6-5,1023.3,0.0007314595230468253,0,1-3-2,1,2-2-2,2,追-追-追,追,0,0,1x2,0.4
2025_01,3120250129010003,1-5-6,5-1-6,1047.4,0.0007146291101143941,0,2-1-3,2,2-2-2,2,追-追-追,追,0,0,2x2,0.4
2025_01,3120250129010003,1-5-6,5-6-1,1808.7,0.0004138345385823058,0,2-3-1,2,2-2-2,2,追-追-追,追,0,0,2x2,0.4
2025_01,3120250129010003,1-5-6,6-1-5,4040.2,0.0001852637319770844,0,3-1-2,3,2-2-2,2,追-追-追,追,0,0,3x2,0.4
2025_01,3120250129010003,1-5-6,6-5-1,4786.1,0.0001563909090770808,0,3-2-1,3,2-2-2,2,追-追-追,追,0,0,3x2,0.4
2025_01,3120250129010003,2-3-4,2-3-4,107.0,0.006995350747045013,0,1-2-3,1,1-1-1,1,両-逃-両,両,1,0,1x1,0.2571428571428571
2025_01,3120250129010003,2-3-4,2-4-3,123.1,0.0060804429726548865,0,1-3-2,1,1-1-1,1,両-両-逃,両,1,0,1x1,0.2571428571428571
2025_01,3120250129010003,2-3-4,3-2-4,111.1,0.006737196489053254,0,2-1-3,2,1-1-1,1,逃-両-両,逃,1,1,2x1,0.2571428571428571
2025_01,3120250129010003,2-3-4,3-4-2,67.9,0.011023601324503923,0,2-3-1,2,1-1-1,1,逃-両-両,逃,1,1,2x1,0.2571428571428571
2025_01,3120250129010003,2-3-4,4-2-3,129.8,0.00576658343554558,0,3-1-2,3,1-1-1,1,両-両-逃,両,1,0,3x1,0.2571428571428571
2025_01,3120250129010003,2-3-4,4-3-2,73.4,0.010197582151686872,0,3-2-1,3,1-1-1,1,両-逃-両,両,1,0,3x1,0.2571428571428571
2025_01,3120250129010003,2-3-5,2-3-5,283.8,0.0026374296333115444,0,1-2-3,1,1-1-2,1,両-逃-追,両,1,0,1x1,0.2857142857142857
2025_01,3120250129010003,2-3-5,2-5-3,475.6,0.001573806833334349,0,1-3-2,1,1-2-1,1,両-追-逃,両,1,0,1x1,0.2857142857142857
2025_01,3120250129010003,2-3-5,3-2-5,257.5,0.0029068059414905493,0,2-1-3,2,1-1-2,1,逃-両-追,逃,1,1,2x1,0.2857142857142857
2025_01,3120250129010003,2-3-5,3-5-2,432.6,0.0017302416318396127,0,2-3-1,2,1-2-1,1,逃-追-両,逃,1,1,2x1,0.2857142857142857
2025_01,3120250129010003,2-3-5,5-2-3,939.8,0.000796448744343282,0,3-1-2,3,2-1-1,2,追-両-逃,追,1,0,3x2,0.2857142857142857
2025_01,3120250129010003,2-3-5,5-3-2,920.4,0.0008132361255256589,0,3-2-1,3,2-1-1,2,追-逃-両,追,1,0,3x2,0.2857142857142857
2025_01,3120250129010004,1-2-3,1-2-3,50.4,0.01486308242641807,0,1-2-3,1,1-2-1,1,逃-追-逃,逃,2,1,1x1,0.02857142857142857
2025_01,3120250129010004,1-2-3,1-3-2,36.5,0.02052326998058824,0,1-3-2,1,1-1-2,1,逃-逃-追,逃,2,1,1x1,0.02857142857142857
2025_01,3120250129010004,1-2-3,2-1-3,74.8,0.010014697249885974,0,2-1-3,2,2-1-1,2,追-逃-逃,追,2,0,2x2,0.02857142857142857
2025_01,3120250129010004,1-2-3,2-3-1,91.3,0.008204812204725858,0,2-3-1,2,2-1-1,2,追-逃-逃,追,2,0,2x2,0.02857142857142857
2025_01,3120250129010004,1-2-3,3-1-2,52.2,0.014350562342748483,0,3-1-2,3,1-1-2,1,逃-逃-追,逃,2,1,3x1,0.02857142857142857
2025_01,3120250129010004,1-2-3,3-2-1,79.7,0.009398988134146434,0,3-2-1,3,1-2-1,1,逃-追-逃,逃,2,1,3x1,0.02857142857142857
2025_01,3120250129010004,1-2-4,1-2-4,57.8,0.012960196441028908,0,1-2-3,1,1-2-2,1,逃-追-追,逃,1,1,1x1,0.05714285714285714
2025_01,3120250129010004,1-2-4,1-4-2,54.6,0.013719768393616683,0,1-3-2,1,1-2-2,1,逃-追-追,逃,1,1,1x1,0.05714285714285714
2025_01,3120250129010004,1-2-4,2-1-4,96.9,0.00773064349114005,0,2-1-3,2,2-1-2,2,追-逃-追,追,1,0,2x2,0.05714285714285714
2025_01,3120250129010004,1-2-4,2-4-1,140.5,0.005331668002074525,0,2-3-1,2,2-2-1,2,追-追-逃,追,1,0,2x2,0.05714285714285714
2025_01,3120250129010004,1-2-4,4-1-2,128.7,0.005820507803352532,0,3-1-2,3,2-1-2,2,追-逃-追,追,1,0,3x2,0.05714285714285714
2025_01,3120250129010004,1-2-4,4-2-1,181.7,0.00412272622064651,0,3-2-1,3,2-2-1,2,追-追-逃,追,1,0,3x2,0.05714285714285714
2025_01,3120250129010004,1-3-7,1-3-7,157.4,0.004759208095879738,0,1-2-3,1,1-1-1,1,逃-逃-両,逃,2,1,1x1,0.34285714285714286
2025_01,3120250129010004,1-3-7,1-7-3,359.0,0.002086627727831395,0,1-3-2,1,1-1-1,1,逃-両-逃,逃,2,1,1x1,0.34285714285714286
2025_01,3120250129010004,1-3-7,3-1-7,203.2,0.0036865125703320414,0,2-1-3,2,1-1-1,1,逃-逃-両,逃,2,1,2x1,0.34285714285714286
2025_01,3120250129010004,1-3-7,3-7-1,596.8,0.0012551932880219016,0,2-3-1,2,1-1-1,1,逃-両-逃,逃,2,1,2x1,0.34285714285714286
2025_01,3120250129010004,1-3-7,7-1-3,1333.6,0.0005617121732839463,0,3-1-2,3,1-1-1,1,両-逃-逃,両,2,0,3x1,0.34285714285714286
2025_01,3120250129010004,1-3-7,7-3-1,1410.8,0.0005309748754546859,0,3-2-1,3,1-1-1,1,両-逃-逃,両,2,0,3x1,0.34285714285714286
2025_01,3120250129010004,2-3-5,2-3-5,185.9,0.004029582325397907,0,1-2-3,1,2-1-2,2,追-逃-追,追,1,0,1x2,0.22857142857142856
2025_01,3120250129010004,2-3-5,2-5-3,372.3,0.002012085292214533,0,1-3-2,1,2-2-1,2,追-追-逃,追,1,0,1x2,0.22857142857142856
2025_01,3120250129010004,2-3-5,3-2-5,171.4,0.004370474645807881,0,2-1-3,2,1-2-2,1,逃-追-追,逃,1,1,2x1,0.22857142857142856
