month,race_id,trio,ticket,odds,market_p,actual_hit,score_order,winner_score_rank,line_pos_order,winner_line_pos,running_style_order,winner_running_style,escape_count,winner_is_escape,winner_score_rank_x_line_pos,group_score_percentile
2025_04,3520250401010001,1-4-7,7-4-1,175.7,0.004260717951006494,0,3-2-1,3,2-1-1,2,追-逃-逃,追,2,0,3x2,0.22857142857142856
2025_04,3520250401010001,2-3-4,2-3-4,371.7,0.0020140116868222783,0,3-1-2,3,1-2-1,1,逃-追-逃,逃,2,1,3x1,0.11428571428571428
2025_04,3520250401010001,2-3-4,2-4-3,437.5,0.0017111043291242077,0,3-2-1,3,1-1-2,1,逃-逃-追,逃,2,1,3x1,0.11428571428571428
2025_04,3520250401010001,2-3-4,3-2-4,257.6,0.002906087515496276,0,1-3-2,1,2-1-1,2,追-逃-逃,追,2,0,1x2,0.11428571428571428
2025_04,3520250401010001,2-3-4,3-4-2,197.4,0.0037923411549738643,0,1-2-3,1,2-1-1,2,追-逃-逃,追,2,0,1x2,0.11428571428571428
2025_04,3520250401010001,2-3-4,4-2-3,268.8,0.0027850005356839314,0,2-3-1,2,1-1-2,1,逃-逃-追,逃,2,1,2x1,0.11428571428571428
2025_04,3520250401010001,2-3-4,4-3-2,140.4,0.005331966837548724,0,2-1-3,2,1-2-1,1,逃-追-逃,逃,2,1,2x1,0.11428571428571428
2025_04,3520250401010001,3-4-7,3-4-7,99.1,0.007554068052389918,0,1-2-3,1,2-1-2,2,追-逃-追,追,1,0,1x2,0.14285714285714285
2025_04,3520250401010001,3-4-7,3-7-4,137.0,0.005464293021838254,0,1-3-2,1,2-2-1,2,追-追-逃,追,1,0,1x2,0.14285714285714285
2025_04,3520250401010001,3-4-7,4-3-7,48.0,0.015596002999830017,0,2-1-3,2,1-2-2,1,逃-追-追,逃,1,1,2x1,0.14285714285714285
2025_04,3520250401010001,3-4-7,4-7-3,64.7,0.011570450448096457,0,2-3-1,2,1-2-2,1,逃-追-追,逃,1,1,2x1,0.14285714285714285
2025_04,3520250401010001,3-4-7,7-3-4,145.8,0.005134486584306178,0,3-1-2,3,2-2-1,2,追-追-逃,追,1,0,3x2,0.14285714285714285
2025_04,3520250401010001,3-4-7,7-4-3,138.7,0.0053973189905684275,0,3-2-1,3,2-1-2,2,追-逃-追,追,1,0,3x2,0.14285714285714285
2025_04,3520250401010004,1-5-7,1-5-7,786.7,0.0009517350423203574,0,3-2-1,3,2-2-1,2,追-追-逃,追,1,0,3x2,0.34285714285714286
2025_04,3520250401010004,1-5-7,1-7-5,546.3,0.0013705472410642967,0,3-1-2,3,2-1-2,2,追-逃-追,追,1,0,3x2,0.34285714285714286
2025_04,3520250401010004,1-5-7,5-1-7,712.1,0.001051439345307436,0,2-3-1,2,2-2-1,2,追-追-逃,追,1,0,2x2,0.34285714285714286
2025_04,3520250401010004,1-5-7,5-7-1,543.5,0.0013776080180191816,0,2-1-3,2,2-1-2,2,追-逃-追,追,1,0,2x2,0.34285714285714286
2025_04,3520250401010004,1-5-7,7-1-5,346.6,0.0021602133808235,0,1-3-2,1,1-2-2,1,逃-追-追,逃,1,1,1x1,0.34285714285714286
2025_04,3520250401010004,1-5-7,7-5-1,311.2,0.0024059445944518807,0,1-2-3,1,1-2-2,1,逃-追-追,逃,1,1,1x1,0.34285714285714286
2025_04,3520250401010004,2-3-4,2-3-4,838.6,0.0008928332432547402,0,2-3-1,2,1-2-1,1,逃-追-逃,逃,2,1,2x1,0.2571428571428571
2025_04,3520250401010004,2-3-4,2-4-3,243.5,0.003074866356441171,0,2-1-3,2,1-1-2,1,逃-逃-追,逃,2,1,2x1,0.2571428571428571
2025_04,3520250401010004,2-3-4,3-2-4,1701.0,0.00044017046313546453,0,3-2-1,3,2-1-1,2,追-逃-逃,追,2,0,3x2,0.2571428571428571
2025_04,3520250401010004,2-3-4,3-4-2,1479.4,0.0005061037973458328,0,3-1-2,3,2-1-1,2,追-逃-逃,追,2,0,3x2,0.2571428571428571
2025_04,3520250401010004,2-3-4,4-2-3,96.3,0.0077749736011778325,0,1-2-3,1,1-1-2,1,逃-逃-追,逃,2,1,1x1,0.2571428571428571
2025_04,3520250401010004,2-3-4,4-3-2,328.2,0.002281322235811777,0,1-3-2,1,1-2-1,1,逃-追-逃,逃,2,1,1x1,0.2571428571428571
2025_04,3520250401010004,2-4-7,2-4-7,63.8,0.011735579275759018,0,3-1-2,3,1-1-1,1,逃-逃-逃,逃,3,1,3x1,0.05714285714285714
2025_04,3520250401010004,2-4-7,2-7-4,117.8,0.006355941916752336,0,3-2-1,3,1-1-1,1,逃-逃-逃,逃,3,1,3x1,0.05714285714285714
2025_04,3520250401010004,2-4-7,4-2-7,22.1,0.033879183610562226,0,1-3-2,1,1-1-1,1,逃-逃-逃,逃,3,1,1x1,0.05714285714285714
2025_04,3520250401010004,2-4-7,4-7-2,36.1,0.0207404420441392,0,1-2-3,1,1-1-1,1,逃-逃-逃,逃,3,1,1x1,0.05714285714285714
2025_04,3520250401010004,2-4-7,7-2-4,147.8,0.005065831920117897,0,2-3-1,2,1-1-1,1,逃-逃-逃,逃,3,1,2x1,0.05714285714285714
2025_04,3520250401010004,2-4-7,7-4-2,109.0,0.006869082181591057,0,2-1-3,2,1-1-1,1,逃-逃-逃,逃,3,1,2x1,0.05714285714285714
2025_04,3520250401010004,3-4-5,3-4-5,1641.2,0.0004562088458404979,0,3-1-2,3,2-1-2,2,追-逃-追,追,1,0,3x2,0.14285714285714285
2025_04,3520250401010004,3-4-5,3-5-4,2295.9,0.0003261161016566162,0,3-2-1,3,2-2-1,2,追-追-逃,追,1,0,3x2,0.14285714285714285
2025_04,3520250401010004,3-4-5,4-3-5,285.4,0.0026234406369776636,0,1-3-2,1,1-2-2,1,逃-追-追,逃,1,1,1x1,0.14285714285714285
2025_04,3520250401010004,3-4-5,4-5-3,107.3,0.006977912001802659,0,1-2-3,1,1-2-2,1,逃-追-追,逃,1,1,1x1,0.14285714285714285
2025_04,3520250401010004,3-4-5,5-3-4,1235.7,0.0006059156411697218,0,2-3-1,2,2-2-1,2,追-追-逃,追,1,0,2x2,0.14285714285714285
2025_04,3520250401010004,3-4-5,5-4-3,477.4,0.0015683493041336934,0,2-1-3,2,2-1-2,2,追-逃-追,追,1,0,2x2,0.14285714285714285
2025_04,3520250401010004,4-5-7,4-5-7,36.7,0.02040136124777725,0,1-3-2,1,1-2-1,1,逃-追-逃,逃,2,1,1x1,0.02857142857142857
2025_04,3520250401010004,4-5-7,4-7-5,33.9,0.02208642943343437,0,1-2-3,1,1-1-2,1,逃-逃-追,逃,2,1,1x1,0.02857142857142857
2025_04,3520250401010004,4-5-7,5-4-7,198.3,0.0037757436096491435,0,3-1-2,3,2-1-1,2,追-逃-逃,追,2,0,3x2,0.02857142857142857
2025_04,3520250401010004,4-5-7,5-7-4,262.7,0.0028501330711588322,0,3-2-1,3,2-1-1,2,追-逃-逃,追,2,0,3x2,0.02857142857142857
2025_04,3520250401010004,4-5-7,7-4-5,104.7,0.0071511934841778915,0,2-1-3,2,1-1-2,1,逃-逃-追,逃,2,1,2x1,0.02857142857142857
2025_04,3520250401010004,4-5-7,7-5-4,176.2,0.004249318716194241,0,2-3-1,2,1-2-1,1,逃-追-逃,逃,2,1,2x1,0.02857142857142857
2025_04,3520250401010005,1-3-5,1-3-5,987.5,0.000757619258817391,0,3-1-2,3,1-1-2,1,追-逃-追,追,1,0,3x1,0.42857142857142855
2025_04,3520250401010005,1-3-5,1-5-3,1047.3,0.0007143597995628507,0,3-2-1,3,1-2-1,1,追-追-逃,追,1,0,3x1,0.42857142857142855
2025_04,3520250401010005,1-3-5,3-1-5,331.1,0.0022595862823381863,0,1-3-2,1,1-1-2,1,逃-追-追,逃,1,1,1x1,0.42857142857142855
2025_04,3520250401010005,1-3-5,3-5-1,168.3,0.004445329875711073,0,1-2-3,1,1-2-1,1,逃-追-追,逃,1,1,1x1,0.42857142857142855
2025_04,3520250401010005,1-3-5,5-1-3,446.3,0.0016763365854406756,0,2-3-1,2,2-1-1,2,追-追-逃,追,1,0,2x2,0.42857142857142855
2025_04,3520250401010005,1-3-5,5-3-1,246.4,0.0030363190668919377,0,2-1-3,2,2-1-1,2,追-逃-追,追,1,0,2x2,0.42857142857142855
2025_04,3520250401010005,1-5-7,1-5-7,782.6,0.0009559788117584634,0,3-2-1,3,1-2-2,1,追-追-追,追,0,0,3x1,0.2571428571428571
2025_04,3520250401010005,1-5-7,1-7-5,644.8,0.001160280735239103,0,3-1-2,3,1-2-2,1,追-追-追,追,0,0,3x1,0.2571428571428571
2025_04,3520250401010005,1-5-7,5-1-7,309.4,0.002418064053271408,0,2-3-1,2,2-1-2,2,追-追-追,追,0,0,2x2,0.2571428571428571
2025_04,3520250401010005,1-5-7,5-7-1,183.9,0.004068238271246185,0,2-1-3,2,2-2-1,2,追-追-追,追,0,0,2x2,0.2571428571428571
2025_04,3520250401010005,1-5-7,7-1-5,190.7,0.003923172617106311,0,1-3-2,1,2-1-2,2,追-追-追,追,0,0,1x2,0.2571428571428571
2025_04,3520250401010005,1-5-7,7-5-1,121.4,0.0061626772494412976,0,1-2-3,1,2-2-1,2,追-追-追,追,0,0,1x2,0.2571428571428571
2025_04,3520250401010005,5-6-7,5-6-7,568.8,0.0013153112132246372,0,2-3-1,2,2-1-2,2,追-追-追,追,0,0,2x2,0.2857142857142857
2025_04,3520250401010005,5-6-7,5-7-6,272.5,0.002745500983787793,0,2-1-3,2,2-2-1,2,追-追-追,追,0,0,2x2,0.2857142857142857
2025_04,3520250401010005,5-6-7,6-5-7,1186.0,0.0006308170472868242,0,3-2-1,3,1-2-2,1,追-追-追,追,0,0,3x1,0.2857142857142857
2025_04,3520250401010005,5-6-7,6-7-5,913.8,0.0008187229350866421,0,3-1-2,3,1-2-2,1,追-追-追,追,0,0,3x1,0.2857142857142857
2025_04,3520250401010005,5-6-7,7-5-6,182.0,0.004110708890561393,0,1-2-3,1,2-2-1,2,追-追-追,追,0,0,1x2,0.2857142857142857
2025_04,3520250401010005,5-6-7,7-6-5,259.5,0.0028830405321085685,0,1-3-2,1,2-1-2,2,追-追-追,追,0,0,1x2,0.2857142857142857
2025_04,3520250401020002,1-2-3,1-2-3,106.5,0.007033682816107672,0,3-1-2,3,1-2-1,1,追-逃-逃,追,2,0,3x1,0.34285714285714286
2025_04,3520250401020002,1-2-3,1-3-2,205.4,0.003646967964534893,0,3-2-1,3,1-1-2,1,追-逃-逃,追,2,0,3x1,0.34285714285714286
2025_04,3520250401020002,1-2-3,2-1-3,48.8,0.015350147949087442,0,1-3-2,1,2-1-1,2,逃-追-逃,逃,2,1,1x2,0.34285714285714286
2025_04,3520250401020002,1-2-3,2-3-1,62.0,0.012082051934120437,0,1-2-3,1,2-1-1,2,逃-逃-追,逃,2,1,1x2,0.34285714285714286
2025_04,3520250401020002,1-2-3,3-1-2,174.9,0.004282945797115307,0,2-3-1,2,1-1-2,1,逃-追-逃,逃,2,1,2x1,0.34285714285714286
2025_04,3520250401020002,1-2-3,3-2-1,101.9,0.00735119941035787,0,2-1-3,2,1-2-1,1,逃-逃-追,逃,2,1,2x1,0.34285714285714286
2025_04,3520250401020002,1-2-7,1-2-7,55.6,0.013472791725098328,0,3-2-1,3,1-2-2,1,追-逃-追,追,1,0,3x1,0.08571428571428572
2025_04,3520250401020002,1-2-7,1-7-2,86.9,0.008620106097991565,0,3-1-2,3,1-2-2,1,追-追-逃,追,1,0,3x1,0.08571428571428572
2025_04,3520250401020002,1-2-7,2-1-7,18.8,0.03984506488912059,0,2-3-1,2,2-1-2,2,逃-追-追,逃,1,1,2x2,0.08571428571428572
2025_04,3520250401020002,1-2-7,2-7-1,13.9,0.05389116690039331,0,2-1-3,2,2-2-1,2,逃-追-追,逃,1,1,2x2,0.08571428571428572
2025_04,3520250401020002,1-2-7,7-1-2,71.9,0.010418459247781182,0,1-3-2,1,2-1-2,2,追-追-逃,追,1,0,1x2,0.08571428571428572
2025_04,3520250401020002,1-2-7,7-2-1,32.6,0.022978135580229053,0,1-2-3,1,2-2-1,2,追-逃-追,追,1,0,1x2,0.08571428571428572
2025_04,3520250401020002,1-3-5,1-3-5,188.6,0.0039718304343343966,0,3-2-1,3,1-1-1,1,追-逃-逃,追,2,0,3x1,0.37142857142857144
2025_04,3520250401020002,1-3-5,1-5-3,87.9,0.008522038906888135,0,3-1-2,3,1-1-1,1,追-逃-逃,追,2,0,3x1,0.37142857142857144
2025_04,3520250401020002,1-3-5,3-1-5,161.9,0.004626851265691582,0,2-3-1,2,1-1-1,1,逃-追-逃,逃,2,1,2x1,0.37142857142857144
2025_04,3520250401020002,1-3-5,3-5-1,135.1,0.005544687046006419,0,2-1-3,2,1-1-1,1,逃-逃-追,逃,2,1,2x1,0.37142857142857144
2025_04,3520250401020002,1-3-5,5-1-3,90.6,0.008268070859994118,0,1-3-2,1,1-1-1,1,逃-追-逃,逃,2,1,1x1,0.37142857142857144
2025_04,3520250401020002,1-3-5,5-3-1,171.0,0.004380627017049515,0,1-2-3,1,1-1-1,1,逃-逃-追,逃,2,1,1x1,0.37142857142857144
2025_04,3520250401020002,1-5-7,1-5-7,51.1,0.014659241094236147,0,3-2-1,3,1-1-2,1,追-逃-追,追,1,0,3x1,0.14285714285714285
2025_04,3520250401020002,1-5-7,1-7-5,82.4,0.009090864319362464,0,3-1-2,3,1-2-1,1,追-追-逃,追,1,0,3x1,0.14285714285714285
2025_04,3520250401020002,1-5-7,5-1-7,45.8,0.016355616155359545,0,2-3-1,2,1-1-2,1,逃-追-追,逃,1,1,2x1,0.14285714285714285
2025_04,3520250401020002,1-5-7,5-7-1,105.5,0.007100352795407272,0,2-1-3,2,1-2-1,1,逃-追-追,逃,1,1,2x1,0.14285714285714285
2025_04,3520250401020002,1-5-7,7-1-5,99.6,0.007520956023247661,0,1-3-2,1,2-1-1,2,追-追-逃,追,1,0,1x2,0.14285714285714285
2025_04,3520250401020002,1-5-7,7-5-1,132.2,0.005666317851100357,0,1-2-3,1,2-1-1,2,追-逃-追,追,1,0,1x2,0.14285714285714285
2025_04,3520250401020003,1-3-7,1-3-7,232.2,0.0032220727374665465,0,2-3-1,2,1-2-1,1,両-逃-追,両,1,0,2x1,0.05714285714285714
2025_04,3520250401020003,1-3-7,1-7-3,95.3,0.007850632630007681,0,2-1-3,2,1-1-2,1,両-追-逃,両,1,0,2x1,0.05714285714285714
2025_04,3520250401020003,1-3-7,3-1-7,135.7,0.005513377226527135,0,3-2-1,3,2-1-1,2,逃-両-追,逃,1,1,3x2,0.05714285714285714
2025_04,3520250401020003,1-3-7,3-7-1,122.0,0.006132502374096164,0,3-1-2,3,2-1-1,2,逃-追-両,逃,1,1,3x2,0.05714285714285714
2025_04,3520250401020003,1-3-7,7-1-3,36.4,0.02055399147361901,0,1-2-3,1,1-1-2,1,追-両-逃,追,1,0,1x1,0.05714285714285714
2025_04,3520250401020003,1-3-7,7-3-1,70.5,0.010612273611911091,0,1-3-2,1,1-2-1,1,追-逃-両,追,1,0,1x1,0.05714285714285714
2025_04,3520250401020003,1-4-7,1-4-7,175.9,0.00425335582512639,0,2-3-1,2,1-1-1,1,両-両-追,両,0,0,2x1,0.08571428571428572
2025_04,3520250401020003,1-4-7,1-7-4,73.8,0.01013774105202889,0,2-1-3,2,1-1-1,1,両-追-両,両,0,0,2x1,0.08571428571428572
2025_04,3520250401020003,1-4-7,4-1-7,98.3,0.007611040586365535,0,3-2-1,3,1-1-1,1,両-両-追,両,0,0,3x1,0.08571428571428572
2025_04,3520250401020003,1-4-7,4-7-1,53.9,0.013880617618547903,0,3-1-2,3,1-1-1,1,両-追-両,両,0,0,3x1,0.08571428571428572
2025_04,3520250401020003,1-4-7,7-1-4,21.1,0.03545807059903943,0,1-2-3,1,1-1-1,1,追-両-両,追,0,0,1x1,0.08571428571428572
2025_04,3520250401020003,1-4-7,7-4-1,45.4,0.016479411666073394,0,1-3-2,1,1-1-1,1,追-両-両,追,0,0,1x1,0.08571428571428572
2025_04,3520250401020003,1-6-7,1-6-7,934.2,0.0008008620098905288,0,2-3-1,2,1-1-1,1,両-追-追,両,0,0,2x1,0.22857142857142856
2025_04,3520250401020003,1-6-7,1-7-6,214.5,0.003487950068250499,0,2-1-3,2,1-1-1,1,両-追-追,両,0,0,2x1,0.22857142857142856
2025_04,3520250401020003,1-6-7,6-1-7,1353.3,0.0005528451116823558,0,3-2-1,3,1-1-1,1,追-両-追,追,0,0,3x1,0.22857142857142856
2025_04,3520250401020003,1-6-7,6-7-1,1088.9,0.0006870835610613756,0,3-1-2,3,1-1-1,1,追-追-両,追,0,0,3x1,0.22857142857142856
2025_04,3520250401020003,1-6-7,7-1-6,82.5,0.009068670177451298,0,1-2-3,1,1-1-1,1,追-両-追,追,0,0,1x1,0.22857142857142856
2025_04,3520250401020003,1-6-7,7-6-1,279.8,0.0026739288407424304,0,1-3-2,1,1-1-1,1,追-追-両,追,0,0,1x1,0.22857142857142856
2025_04,3520250401020003,3-5-7,3-5-7,235.0,0.0031836820835733277,0,3-2-1,3,2-2-1,2,逃-追-追,逃,1,1,3x2,0.11428571428571428
2025_04,3520250401020003,3-5-7,3-7-5,185.7,0.004028892243617297,0,3-1-2,3,2-1-2,2,逃-追-追,逃,1,1,3x2,0.11428571428571428
2025_04,3520250401020003,3-5-7,5-3-7,328.2,0.002279601735648178,0,2-3-1,2,2-2-1,2,追-逃-追,追,1,0,2x2,0.11428571428571428
2025_04,3520250401020003,3-5-7,5-7-3,343.6,0.0021774309942949126,0,2-1-3,2,2-1-2,2,追-追-逃,追,1,0,2x2,0.11428571428571428
2025_04,3520250401020003,3-5-7,7-3-5,139.8,0.005351683044633276,0,1-3-2,1,1-2-2,1,追-逃-追,追,1,0,1x1,0.11428571428571428
2025_04,3520250401020003,3-5-7,7-5-3,171.9,0.004352328619195649,0,1-2-3,1,1-2-2,1,追-追-逃,追,1,0,1x1,0.11428571428571428
2025_04,3520250401020003,3-6-7,3-6-7,984.6,0.0007598672452160593,0,2-3-1,2,2-1-1,2,逃-追-追,逃,1,1,2x2,0.42857142857142855
2025_04,3520250401020003,3-6-7,3-7-6,477.9,0.0015655268667916552,0,2-1-3,2,2-1-1,2,逃-追-追,逃,1,1,2x2,0.42857142857142855
2025_04,3520250401020003,3-6-7,6-3-7,1740.0,0.00042998005151708736,0,3-2-1,3,1-2-1,1,追-逃-追,追,1,0,3x1,0.42857142857142855
2025_04,3520250401020003,3-6-7,6-7-3,1911.9,0.00039132030422079186,0,3-1-2,3,1-1-2,1,追-追-逃,追,1,0,3x1,0.42857142857142855
2025_04,3520250401020003,3-6-7,7-3-6,334.8,0.002234663350178411,0,1-2-3,1,1-2-1,1,追-逃-追,追,1,0,1x1,0.42857142857142855
2025_04,3520250401020003,3-6-7,7-6-3,625.2,0.0011966815253354637,0,1-3-2,1,1-1-2,1,追-追-逃,追,1,0,1x1,0.42857142857142855
2025_04,3520250401020003,4-5-7,4-5-7,22.3,0.03355001298832879,0,3-2-1,3,1-2-1,1,両-追-追,両,0,0,3x1,0.14285714285714285
2025_04,3520250401020003,4-5-7,4-7-5,33.6,0.022266824096420595,0,3-1-2,3,1-1-2,1,両-追-追,両,0,0,3x1,0.14285714285714285
2025_04,3520250401020003,4-5-7,5-4-7,85.8,0.008719875170626248,0,2-3-1,2,2-1-1,2,追-両-追,追,0,0,2x2,0.14285714285714285
2025_04,3520250401020003,4-5-7,5-7-4,191.5,0.003906868353210089,1,2-1-3,2,2-1-1,2,追-追-両,追,0,0,2x2,0.14285714285714285
2025_04,3520250401020003,4-5-7,7-4-5,46.6,0.016055049133899827,0,1-3-2,1,1-1-2,1,追-両-追,追,0,0,1x1,0.14285714285714285
2025_04,3520250401020003,4-5-7,7-5-4,105.4,0.00709834240644907,0,1-2-3,1,1-2-1,1,追-追-両,追,0,0,1x1,0.14285714285714285
2025_04,3520250401020003,5-6-7,5-6-7,1399.4,0.0005346329067026811,0,2-3-1,2,2-1-1,2,追-追-追,追,0,0,2x2,0.37142857142857144
2025_04,3520250401020003,5-6-7,5-7-6,908.4,0.0008236077605016865,0,2-1-3,2,2-1-1,2,追-追-追,追,0,0,2x2,0.37142857142857144
2025_04,3520250401020003,5-6-7,6-5-7,2121.6,0.0003526420105767968,0,3-2-1,3,1-2-1,1,追-追-追,追,0,0,3x1,0.37142857142857144
2025_04,3520250401020003,5-6-7,6-7-5,1468.1,0.000509614664968144,0,3-1-2,3,1-1-2,1,追-追-追,追,0,0,3x1,0.37142857142857144
2025_04,3520250401020003,5-6-7,7-5-6,422.7,0.001769967564797095,0,1-2-3,1,1-2-1,1,追-追-追,追,0,0,1x1,0.37142857142857144
2025_04,3520250401020003,5-6-7,7-6-5,481.4,0.0015541447645195927,0,1-3-2,1,1-1-2,1,追-追-追,追,0,0,1x1,0.37142857142857144
2025_04,3520250401020004,1-2-7,1-2-7,463.4,0.001617151681336361,0,3-2-1,3,2-1-1,2,逃-追-追,逃,1,1,3x2,0.37142857142857144
2025_04,3520250401020004,1-2-7,1-7-2,564.1,0.0013284667419451689,0,3-1-2,3,2-1-1,2,逃-追-追,逃,1,1,3x2,0.37142857142857144
2025_04,3520250401020004,1-2-7,2-1-7,733.7,0.0010213821577364996,0,2-3-1,2,1-2-1,1,追-逃-追,追,1,0,2x1,0.37142857142857144
2025_04,3520250401020004,1-2-7,2-7-1,634.5,0.0011810686983944362,0,2-1-3,2,1-1-2,1,追-追-逃,追,1,0,2x1,0.37142857142857144
2025_04,3520250401020004,1-2-7,7-1-2,509.9,0.001469676581940125,0,1-3-2,1,1-2-1,1,追-逃-追,追,1,0,1x1,0.37142857142857144
2025_04,3520250401020004,1-2-7,7-2-1,469.9,0.0015947820581640132,0,1-2-3,1,1-1-2,1,追-追-逃,追,1,0,1x1,0.37142857142857144
2025_04,3520250401020004,2-3-4,2-3-4,455.9,0.0016437554049819473,0,2-3-1,2,1-2-1,1,追-逃-追,追,1,0,2x1,0.14285714285714285
2025_04,3520250401020004,2-3-4,2-4-3,385.3,0.001944947026034959,0,2-1-3,2,1-1-2,1,追-追-逃,追,1,0,2x1,0.14285714285714285
2025_04,3520250401020004,2-3-4,3-2-4,244.0,0.0030712626603740566,0,3-2-1,3,2-1-1,2,逃-追-追,逃,1,1,3x2,0.14285714285714285
2025_04,3520250401020004,2-3-4,3-4-2,222.7,0.0033650116260946104,0,3-1-2,3,2-1-1,2,逃-追-追,逃,1,1,3x2,0.14285714285714285
2025_04,3520250401020004,2-3-4,4-2-3,197.9,0.0037867008040993926,0,1-2-3,1,1-1-2,1,追-追-逃,追,1,0,1x1,0.14285714285714285
2025_04,3520250401020004,2-3-4,4-3-2,181.5,0.004128859995213607,0,1-3-2,1,1-2-1,1,追-逃-追,追,1,0,1x1,0.14285714285714285
2025_04,3520250401020004,2-4-7,2-4-7,171.0,0.004382386486147776,0,3-1-2,3,1-1-1,1,追-追-追,追,0,0,3x1,0.02857142857142857
2025_04,3520250401020004,2-4-7,2-7-4,224.8,0.003333576908946929,0,3-2-1,3,1-1-1,1,追-追-追,追,0,0,3x1,0.02857142857142857
2025_04,3520250401020004,2-4-7,4-2-7,71.3,0.01051035188122398,0,1-3-2,1,1-1-1,1,追-追-追,追,0,0,1x1,0.02857142857142857
2025_04,3520250401020004,2-4-7,4-7-2,79.2,0.009461970822364517,0,1-2-3,1,1-1-1,1,追-追-追,追,0,0,1x1,0.02857142857142857
2025_04,3520250401020004,2-4-7,7-2-4,173.5,0.004319239706808471,0,2-3-1,2,1-1-1,1,追-追-追,追,0,0,2x1,0.02857142857142857
2025_04,3520250401020004,2-4-7,7-4-2,112.5,0.00666122745894462,0,2-1-3,2,1-1-1,1,追-追-追,追,0,0,2x1,0.02857142857142857
2025_04,3520250401020004,3-4-5,3-4-5,118.3,0.006334641497305746,0,3-1-2,3,2-1-2,2,逃-追-逃,逃,2,1,3x2,0.22857142857142856
2025_04,3520250401020004,3-4-5,3-5-4,113.1,0.006625889382239344,0,3-2-1,3,2-2-1,2,逃-逃-追,逃,2,1,3x2,0.22857142857142856
2025_04,3520250401020004,3-4-5,4-3-5,103.8,0.007219538430937088,0,1-3-2,1,1-2-2,1,追-逃-逃,追,2,0,1x1,0.22857142857142856
2025_04,3520250401020004,3-4-5,4-5-3,88.9,0.008429562307438354,0,1-2-3,1,1-2-2,1,追-逃-逃,追,2,0,1x1,0.22857142857142856
2025_04,3520250401020004,3-4-5,5-3-4,112.0,0.006690965081529193,0,2-3-1,2,2-2-1,2,逃-逃-追,逃,2,1,2x2,0.22857142857142856
2025_04,3520250401020004,3-4-5,5-4-3,109.1,0.0068688184155020135,0,2-1-3,2,2-1-2,2,逃-追-逃,逃,2,1,2x2,0.22857142857142856
2025_04,3520250401020004,4-5-7,4-5-7,58.0,0.012920484295366718,0,1-3-2,1,1-2-1,1,追-逃-追,追,1,0,1x1,0.05714285714285714
2025_04,3520250401020004,4-5-7,4-7-5,71.3,0.01051035188122398,0,1-2-3,1,1-1-2,1,追-追-逃,追,1,0,1x1,0.05714285714285714
2025_04,3520250401020004,4-5-7,5-4-7,73.7,0.010168088047914107,0,3-1-2,3,2-1-1,2,逃-追-追,逃,1,1,3x2,0.05714285714285714
2025_04,3520250401020004,4-5-7,5-7-4,100.0,0.007493880891312698,0,3-2-1,3,2-1-1,2,逃-追-追,逃,1,1,3x2,0.05714285714285714
2025_04,3520250401020004,4-5-7,7-4-5,106.3,0.007049746840369424,0,2-1-3,2,1-1-2,1,追-追-逃,追,1,0,2x1,0.05714285714285714
2025_04,3520250401020004,4-5-7,7-5-4,122.8,0.006102508869147148,0,2-3-1,2,1-2-1,1,追-逃-追,追,1,0,2x1,0.05714285714285714
2025_04,3520250401020005,1-3-4,1-3-4,287.7,0.00259441092888489,0,1-3-2,1,1-1-1,1,追-逃-追,追,1,0,1x1,0.2
2025_04,3520250401020005,1-3-4,1-4-3,172.4,0.004329536103481339,0,1-2-3,1,1-1-1,1,追-追-逃,追,1,0,1x1,0.2
2025_04,3520250401020005,1-3-4,3-1-4,207.8,0.0035919731676620926,1,3-1-2,3,1-1-1,1,逃-追-追,逃,1,1,3x1,0.2
2025_04,3520250401020005,1-3-4,3-4-1,90.2,0.008275077874059678,0,3-2-1,3,1-1-1,1,逃-追-追,逃,1,1,3x1,0.2
2025_04,3520250401020005,1-3-4,4-1-3,110.6,0.0067487524795676575,0,2-1-3,2,1-1-1,1,追-追-逃,追,1,0,2x1,0.2
2025_04,3520250401020005,1-3-4,4-3-1,47.2,0.01581381407288523,0,2-3-1,2,1-1-1,1,追-逃-追,追,1,0,2x1,0.2
2025_04,3520250401020005,1-3-5,1-3-5,257.8,0.002895314291079065,0,1-3-2,1,1-1-2,1,追-逃-逃,追,2,0,1x1,0.08571428571428572
2025_04,3520250401020005,1-3-5,1-5-3,32.7,0.022826055787161553,0,1-2-3,1,1-2-1,1,追-逃-逃,追,2,0,1x1,0.08571428571428572
2025_04,3520250401020005,1-3-5,3-1-5,398.9,0.0018711757940340513,0,3-1-2,3,1-1-2,1,逃-追-逃,逃,2,1,3x1,0.08571428571428572
2025_04,3520250401020005,1-3-5,3-5-1,433.5,0.0017218270455367543,0,3-2-1,3,1-2-1,1,逃-逃-追,逃,2,1,3x1,0.08571428571428572
2025_04,3520250401020005,1-3-5,5-1-3,22.0,0.03392781928364468,0,2-1-3,2,2-1-1,2,逃-追-逃,逃,2,1,2x2,0.08571428571428572
2025_04,3520250401020005,1-3-5,5-3-1,177.6,0.004202770406757787,0,2-3-1,2,2-1-1,2,逃-逃-追,逃,2,1,2x2,0.08571428571428572
2025_04,3520250401020005,1-4-6,1-4-6,359.8,0.0020745192446920036,0,1-2-3,1,1-1-1,1,追-追-逃,追,1,0,1x1,0.2857142857142857
