month,race_id,target,head_bust,candidate_sets,actual,set_match,eligible_count,pick,pick_odds,bet,hit,stake,pay
2024_04,5120240401030005,5,1.0,,1-3-4,0.0,0,,,0,0.0,0,0
2024_04,5120240401010008,4,0.0,2-5-7,7-4-3,0.0,6,5-2-7,81.1,1,0.0,100,0
2024_04,5120240401020008,4,1.0,1-2-7,3-5-1,0.0,6,1-2-7,105.9,1,0.0,100,0
2024_04,5120240401030008,2,0.0,3-5-7,2-5-4,0.0,6,5-7-3,45.3,1,0.0,100,0
2024_04,5120240401010009,4,1.0,1-2-5,5-3-2,0.0,6,5-2-1,97.3,1,0.0,100,0
2024_04,5120240401010010,7,0.0,1-4-5,7-1-6,0.0,6,5-4-1,139.9,1,0.0,100,0
2024_04,5120240401010012,7,0.0,2-4-5,5-2-7,0.0,6,2-5-4,39.4,1,0.0,100,0
2024_04,5120240401020012,7,0.0,3-4-5,7-3-1,0.0,6,3-4-5,342.7,1,0.0,100,0
2024_04,5120240401030012,4,1.0,1-3-7,3-7-6,0.0,6,7-1-3,37.4,1,0.0,100,0
2024_04,3520240401020004,1,1.0,,2-7-5,0.0,0,,,0,0.0,0,0
2024_04,3520240401030004,1,0.0,2-4-5,5-1-2,0.0,6,5-2-4,40.9,1,0.0,100,0
2024_04,3520240401010005,1,0.0,2-5-7,7-2-1,0.0,6,2-5-7,50.0,1,0.0,100,0
2024_04,3520240401020005,5,0.0,1-2-4,5-3-2,0.0,6,1-4-2,96.2,1,0.0,100,0
2024_04,3520240401020007,5,0.0,1-3-7,5-7-2,0.0,6,1-7-3,349.9,1,0.0,100,0
2024_04,3520240401030007,7,0.0,2-3-4,3-2-7,0.0,0,,,0,0.0,0,0
2024_04,8120240401010001,3,0.0,1-5-7,1-3-2,0.0,6,7-1-5,116.4,1,0.0,100,0
2024_04,8120240401010002,1,0.0,2-3-5,1-7-3,0.0,6,3-5-2,257.3,1,0.0,100,0
2024_04,8120240401020002,1,1.0,2-4-5|3-4-5,7-4-5,0.0,9,5-2-4,32.5,1,0.0,100,0
2024_04,8120240401020003,1,0.0,3-4-7,3-1-7,0.0,6,3-4-7,58.6,1,0.0,100,0
2024_04,8120240401010004,2,0.0,1-3-7,2-7-4,0.0,6,3-7-1,63.9,1,0.0,100,0
2024_04,8120240401020004,2,1.0,,4-7-3,0.0,0,,,0,0.0,0,0
2024_04,8120240401030004,2,1.0,,1-4-7,0.0,0,,,0,0.0,0,0
2024_04,8120240401010005,5,1.0,1-3-4,1-4-2,0.0,6,1-3-4,126.4,1,0.0,100,0
2024_04,3120240401010001,7,1.0,1-2-3|1-2-4,1-5-4,0.0,5,2-1-4,39.4,1,0.0,100,0
2024_04,3120240401020001,7,1.0,,3-2-1,0.0,0,,,0,0.0,0,0
2024_04,3120240401030001,1,0.0,2-3-4,1-5-3,0.0,4,2-4-3,40.3,1,0.0,100,0
2024_04,3120240401020002,4,1.0,1-2-5,1-6-7,0.0,6,1-2-5,142.1,1,0.0,100,0
2024_04,3120240401030002,2,1.0,1-3-4,5-4-3,0.0,6,3-1-4,57.9,1,0.0,100,0
2024_04,3120240401010003,2,0.0,1-3-4,2-3-4,0.0,6,1-4-3,51.3,1,0.0,100,0
2024_04,3120240401020003,2,1.0,1-3-4|1-3-5,1-3-5,1.0,12,1-3-5,59.3,1,1.0,100,5930
2024_04,3120240401030003,2,0.0,1-3-4|1-3-5,1-5-2,0.0,12,1-5-3,120.1,1,0.0,100,0
2024_04,3120240401010004,1,0.0,,1-3-2,0.0,0,,,0,0.0,0,0
2024_04,3120240401020004,1,0.0,,1-2-4,0.0,0,,,0,0.0,0,0
2024_04,3120240401010005,2,0.0,,2-1-5,0.0,0,,,0,0.0,0,0
2024_04,3120240401020005,2,1.0,,1-5-6,0.0,0,,,0,0.0,0,0
2024_04,3120240401030005,3,1.0,1-2-4,5-4-2,0.0,6,2-4-1,111.8,1,0.0,100,0
2024_04,4420240401020001,3,0.0,1-2-5,4-3-1,0.0,4,5-2-1,33.3,1,0.0,100,0
2024_04,4420240401030001,3,,1-2-5,,,3,1-2-5,38.6,1,,100,0
2024_04,4420240401030002,1,0.0,2-3-5,3-1-2,0.0,6,5-3-2,173.6,1,0.0,100,0
2024_04,4420240401020005,2,1.0,1-3-6,6-7-4,0.0,6,1-3-6,114.5,1,0.0,100,0
