month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_10,1120241001030001,1-3-4,5-3-4,57.5,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120241001030001/?pageType=odds&kakeshikiType=3renhuku
2024_10,1120241001010002,2-3-7,2-4-3,27.0,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120241001010002/?pageType=odds&kakeshikiType=3renhuku
2024_10,1120241001020002,1-2-4,1-7-6,5.7,35,0,0,0,0,https://keirin.kdreams.jp/hakodate/racedetail/1120241001020002/?pageType=odds&kakeshikiType=3renhuku
2024_10,1120241001030002,1-2-4,7-2-1,113.5,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120241001030002/?pageType=odds&kakeshikiType=3renhuku
2024_10,1120241001010003,1-4-7,3-7-2,32.4,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120241001010003/?pageType=odds&kakeshikiType=3renhuku
2024_10,1120241001030003,1-5-7,7-2-4,42.1,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120241001030003/?pageType=odds&kakeshikiType=3renhuku
2024_10,1120241001010004,2-4-5,5-1-7,19.1,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120241001010004/?pageType=odds&kakeshikiType=3renhuku
2024_10,1120241001020004,1-2-7,4-7-1,6.1,35,0,0,0,0,https://keirin.kdreams.jp/hakodate/racedetail/1120241001020004/?pageType=odds&kakeshikiType=3renhuku
2024_10,4720241001010001,2-4-5,2-4-1,4.9,35,0,0,0,0,https://keirin.kdreams.jp/matsusaka/racedetail/4720241001010001/?pageType=odds&kakeshikiType=3renhuku
2024_10,4720241001030001,1-5-7,5-4-3,16.4,35,1,0,100,0,https://keirin.kdreams.jp/matsusaka/racedetail/4720241001030001/?pageType=odds&kakeshikiType=3renhuku
2024_10,4720241001030002,1-2-4,4-7-1,7.8,35,0,0,0,0,https://keirin.kdreams.jp/matsusaka/racedetail/4720241001030002/?pageType=odds&kakeshikiType=3renhuku
2024_10,4720241001030003,1-4-5,4-2-5,7.3,35,0,0,0,0,https://keirin.kdreams.jp/matsusaka/racedetail/4720241001030003/?pageType=odds&kakeshikiType=3renhuku
2024_10,4720241001020004,1-2-7,2-4-7,8.5,35,0,0,0,0,https://keirin.kdreams.jp/matsusaka/racedetail/4720241001020004/?pageType=odds&kakeshikiType=3renhuku
2024_10,4720241001020005,1-5-7,2-4-5,2.8,35,0,0,0,0,https://keirin.kdreams.jp/matsusaka/racedetail/4720241001020005/?pageType=odds&kakeshikiType=3renhuku
2024_10,2820241001020001,1-3-7,2-6-1,12.2,35,0,0,0,0,https://keirin.kdreams.jp/tachikawa/racedetail/2820241001020001/?pageType=odds&kakeshikiType=3renhuku
2024_10,2820241001030001,2-4-5,5-1-3,31.0,35,1,0,100,0,https://keirin.kdreams.jp/tachikawa/racedetail/2820241001030001/?pageType=odds&kakeshikiType=3renhuku
2024_10,2820241001010002,2-3-6,2-7-4,189.9,35,1,0,100,0,https://keirin.kdreams.jp/tachikawa/racedetail/2820241001010002/?pageType=odds&kakeshikiType=3renhuku
2024_10,2820241001020002,1-2-4,2-3-5,5.9,35,0,0,0,0,https://keirin.kdreams.jp/tachikawa/racedetail/2820241001020002/?pageType=odds&kakeshikiType=3renhuku
2024_10,2820241001030002,1-2-4,4-3-1,11.3,35,0,0,0,0,https://keirin.kdreams.jp/tachikawa/racedetail/2820241001030002/?pageType=odds&kakeshikiType=3renhuku
2024_10,2820241001010003,1-3-4,1-5-7,7.3,35,0,0,0,0,https://keirin.kdreams.jp/tachikawa/racedetail/2820241001010003/?pageType=odds&kakeshikiType=3renhuku
2024_10,2820241001030003,2-4-5,2-3-4,28.7,35,1,0,100,0,https://keirin.kdreams.jp/tachikawa/racedetail/2820241001030003/?pageType=odds&kakeshikiType=3renhuku
2024_10,2820241001020004,1-3-7,1-6-7,3.6,35,0,0,0,0,https://keirin.kdreams.jp/tachikawa/racedetail/2820241001020004/?pageType=odds&kakeshikiType=3renhuku
2024_10,1220241003010002,1-2-3,3-4-2,3.9,35,0,0,0,0,https://keirin.kdreams.jp/aomori/racedetail/1220241003010002/?pageType=odds&kakeshikiType=3renhuku
2024_10,1220241003030002,1-2-3,1-4-2,6.6,35,0,0,0,0,https://keirin.kdreams.jp/aomori/racedetail/1220241003030002/?pageType=odds&kakeshikiType=3renhuku
2024_10,1220241003030004,1-2-3,2-5-4,7.3,35,0,0,0,0,https://keirin.kdreams.jp/aomori/racedetail/1220241003030004/?pageType=odds&kakeshikiType=3renhuku
2024_10,1220241003010005,1-3-5,1-2-3,20.5,35,1,0,100,0,https://keirin.kdreams.jp/aomori/racedetail/1220241003010005/?pageType=odds&kakeshikiType=3renhuku
2024_10,1220241003010007,1-3-5,3-7-4,40.9,35,1,0,100,0,https://keirin.kdreams.jp/aomori/racedetail/1220241003010007/?pageType=odds&kakeshikiType=3renhuku
2024_10,1220241003020007,1-2-3,1-2-4,2.7,35,0,0,0,0,https://keirin.kdreams.jp/aomori/racedetail/1220241003020007/?pageType=odds&kakeshikiType=3renhuku
2024_10,1220241003030007,1-3-5,5-1-4,13.1,35,0,0,0,0,https://keirin.kdreams.jp/aomori/racedetail/1220241003030007/?pageType=odds&kakeshikiType=3renhuku
2024_10,4220241003020001,1-2-5,6-5-7,28.6,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220241003020001/?pageType=odds&kakeshikiType=3renhuku
2024_10,4220241003010002,1-2-3,7-1-3,36.1,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220241003010002/?pageType=odds&kakeshikiType=3renhuku
2024_10,4220241003030002,1-3-5,5-4-1,16.8,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220241003030002/?pageType=odds&kakeshikiType=3renhuku
2024_10,4220241003010003,3-5-7,3-2-7,17.9,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220241003010003/?pageType=odds&kakeshikiType=3renhuku
2024_10,4220241003020004,1-4-5,7-4-1,40.9,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220241003020004/?pageType=odds&kakeshikiType=3renhuku
2024_10,4220241003020005,1-4-5,1-4-6,6.1,35,0,0,0,0,https://keirin.kdreams.jp/nagoya/racedetail/4220241003020005/?pageType=odds&kakeshikiType=3renhuku
2024_10,4220241003030011,1-2-7,4-7-1,18.7,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220241003030011/?pageType=odds&kakeshikiType=3renhuku
