month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_09,2220240901020001,BASE,4,0.0,monthly,1-2-5|1-2-7,1-2-5|1-2-7,1-2-7,1-2-4,0.0,1,0.0,100,0,BET
2024_09,2220240901020001,OH_HIGH,4,0.0,monthly,1-2-3,1-2-3,,1-2-4,0.0,0,0.0,0,0,odds_too_low
2024_09,2220240901010002,BASE,5,1.0,monthly,1-2-4,1-4-2,1-4-2,4-2-7,0.0,1,0.0,100,0,BET
2024_09,2220240901010002,OH_HIGH,5,1.0,monthly,1-2-4,1-4-2,1-4-2,4-2-7,0.0,1,0.0,100,0,BET
2024_09,2220240901020002,BASE,5,0.0,monthly,1-4-7,1-4-7,,7-5-1,0.0,0,0.0,0,0,odds_too_low
2024_09,2220240901020002,OH_HIGH,5,0.0,monthly,1-4-7,1-4-7,,7-5-1,0.0,0,0.0,0,0,odds_too_low
2024_09,2220240901020003,BASE,3,0.0,monthly,1-2-5,5-2-1,5-2-1,3-1-5,0.0,1,0.0,100,0,BET
2024_09,2220240901020003,OH_HIGH,3,0.0,monthly,1-2-5,5-2-1,5-2-1,3-1-5,0.0,1,0.0,100,0,BET
2024_09,2220240901030003,BASE,4,0.0,monthly,2-3-7|2-3-5,3-2-7|3-2-5,3-2-7|3-2-5,2-4-7,0.0,1,0.0,200,0,BET
2024_09,2220240901030003,OH_HIGH,4,0.0,monthly,2-3-7|2-3-5,3-2-7|3-2-5,3-2-7|3-2-5,2-4-7,0.0,1,0.0,200,0,BET
2024_09,2220240901010005,BASE,3,1.0,monthly,,,,5-1-6,0.0,0,0.0,0,0,cannot_compress_multiple_ambiguities
2024_09,2220240901010005,OH_HIGH,3,1.0,monthly,2-4-7,4-2-7,4-2-7,5-1-6,0.0,1,0.0,100,0,BET
2024_09,2220240901020005,BASE,2,0.0,monthly,4-5-7,4-5-7,4-5-7,2-4-7,0.0,1,0.0,100,0,BET
