race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
3520251101020001,2025-11-01,hiratsuka,1,3-1-7/5-2/4-6,3,monthly,0,1-2-7,2-1-7,2-1-7,52.40,3-6-1,0,0,0,100,0
3520251101030001,2025-11-01,hiratsuka,1,3-1-7/5-2/4-6,3,monthly,0,1-2-7,1-7-2,1-7-2,322.10,3-7-2,0,0,0,100,0
3520251101010002,2025-11-01,hiratsuka,2,5-1-4/2-7/6-3,5,monthly,0,1-2-7,1-2-7,1-2-7,30.00,1-5-4,0,0,0,100,0
3520251101030002,2025-11-01,hiratsuka,2,5-1-4/2-7/6-3,5,monthly,0,1-3-4,3-4-1,3-4-1,124.10,7-2-5,0,0,0,100,0
3520251101020003,2025-11-01,hiratsuka,3,1-5/2-7/4-3-6,2,monthly,0,4-5-7,4-7-5,4-7-5,254.20,2-4-1,0,0,0,100,0
3520251101030011,2025-11-01,hiratsuka,11,5-1/2-7-6/4-3,2,monthly,0,3-4-7,7-4-3,7-4-3,94.30,6-2-5,0,0,0,100,0
5620251101030007,2025-11-01,kishiwada,7,5-3/1/4-2,4,monthly,0,2-3-5,2-5-3,2-5-3,40.20,5-2-4,0,0,0,100,0
5620251101020008,2025-11-01,kishiwada,8,1-5-2-6/4-3-7,1,monthly,0,2-4-5,5-4-2,5-4-2,32.10,1-4-3,0,0,0,100,0
5620251101010009,2025-11-01,kishiwada,9,7-1-4/3/2-5/6,7,monthly,0,1-2-4,1-2-4,1-2-4,89.60,7-2-5,0,0,0,100,0
5620251101020009,2025-11-01,kishiwada,9,7-1-4/3/2-5/6,2,monthly,0,4-5-7|1-5-7,7-5-4|7-5-1,7-5-4|7-5-1,277.70|66.40,2-1-5,0,0,0,200,0
5620251101010010,2025-11-01,kishiwada,10,3-5-2-6/4-7-1,3,monthly,0,2-5-7,5-7-2,5-7-2,159.90,3-5-7,0,0,0,100,0
5620251101030010,2025-11-01,kishiwada,10,3-5-2-6/4/1,3,monthly,0,2-5-6,6-5-2,6-5-2,51.30,6-1-3,0,0,0,100,0
1220251103010001,2025-11-03,aomori,1,1-5-7/4-2/3-6,1,monthly,1,4-5-7,5-4-7,5-4-7,45.70,5-3-2,0,0,0,100,0
1220251103030001,2025-11-03,aomori,1,1-5-7/4-2/3-6,1,monthly,1,3-5-7,3-7-5,3-7-5,95.30,3-2-7,0,0,0,100,0
1220251103010002,2025-11-03,aomori,2,4-1-7/6-3/2-5,4,monthly,1,1-5-7,1-5-7,1-5-7,60.40,6-5-3,0,0,0,100,0
1220251103020002,2025-11-03,aomori,2,4-1-7/6-3/2-5,4,monthly,0,1-5-7,5-1-7,5-1-7,94.30,1-4-7,0,0,0,100,0
1220251103010003,2025-11-03,aomori,3,1-5-6/2/3-7-4,3,monthly,1,4-5-7,7-5-4,7-5-4,96.70,5-7-1,0,0,0,100,0
1220251103010005,2025-11-03,aomori,5,3-7-1/4/5-2-6,3,monthly,0,1-2-7,7-2-1,7-2-1,87.60,3-7-1,0,0,0,100,0
1220251103020005,2025-11-03,aomori,5,3-7-1/4/5-2-6,5,monthly,1,1-2-4|1-2-3,1-2-4|1-2-3,1-2-4|1-2-3,66.90|126.30,2-4-3,0,0,0,200,0
1220251103030005,2025-11-03,aomori,5,3-7-1/4/5-2-6,3,monthly,1,1-2-7,2-1-7,2-1-7,79.20,1-2-5,0,0,0,100,0
7320251103020001,2025-11-03,komatsushima,1,5/1-2/7-6/3/4,7,monthly,1,3-5-6,3-5-6,3-5-6,280.10,4-3-5,0,0,0,100,0
7320251103020002,2025-11-03,komatsushima,2,3-5/7-2/4-6-1,3,monthly,0,2-5-7,5-7-2,5-7-2,177.90,7-3-2,0,0,0,100,0
7320251103020003,2025-11-03,komatsushima,3,5-1-6/2/3-7-4,5,monthly,0,1-2-4,2-4-1,2-4-1,52.30,5-2-4,0,0,0,100,0
7320251103030004,2025-11-03,komatsushima,4,6-1-4/2-7-3-5,2,monthly,1,1-3-7|1-5-7,7-1-3|7-1-5,7-1-3|7-1-5,60.10|442.80,1-7-4,0,0,0,200,0
7320251103030011,2025-11-03,komatsushima,11,5-1-4/2-7/6-3,5,monthly,0,1-3-4|1-4-7,1-4-3|1-4-7,1-4-3|1-4-7,625.70|410.80,5-1-4,0,0,0,200,0
2720251104010007,2025-11-04,keiokaku,7,5-1-6/3/2-7-4,5,monthly,1,1-4-7,1-7-4,1-7-4,339.60,7-3-4,0,0,0,100,0
2720251104010008,2025-11-04,keiokaku,8,7-3/2-5/4-1-6,7,monthly,1,1-3-5,3-1-5,3-1-5,70.40,3-5-2,0,0,0,100,0
2720251104020009,2025-11-04,keiokaku,9,1-7/3-5/4-6-2,4,monthly,1,2-3-5,2-3-5,2-3-5,95.10,6-1-7,0,0,0,100,0
2720251104020010,2025-11-04,keiokaku,10,1-5-6/7-2/3-4,1,monthly,0,4-5-7,4-7-5,4-7-5,60.00,4-1-5,0,0,0,100,0
