race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
8620251230030001,2026-01-01,beppu,1,1-3-4/2-5,1,monthly,1,3-4-5,3-4-5,3-4-5,40.30,2-3-4,0,0,0,100,0
8620251230030004,2026-01-01,beppu,4,7-1/5-2/6-3-4,6,monthly,0,1-2-3,2-3-1,2-3-1,297.60,3-6-2,0,0,0,100,0
8620251230030005,2026-01-01,beppu,5,6/1-4-7/3-5-2,3,monthly,1,2-4-5,4-5-2,4-5-2,49.80,7-5-4,0,0,0,100,0
8620251230030006,2026-01-01,beppu,6,3/1-4-6/5-2-7,1,monthly,0,2-4-7,4-2-7,4-2-7,89.40,1-4-2,0,0,0,100,0
6220251231020001,2026-01-01,hiroshima,1,1-7/5-3/2-4-6,1,monthly,1,3-4-7,7-3-4,7-3-4,255.90,2-4-7,0,0,0,100,0
6220251231020003,2026-01-01,hiroshima,3,1-7/4-2/5-3-6,1,monthly,0,2-3-7,3-2-7,3-2-7,212.30,1-2-5,0,0,0,100,0
6220251231020005,2026-01-01,hiroshima,5,1-3-5-6/7-4-2,7,monthly,0,1-3-4,1-3-4,1-3-4,63.80,7-1-3,0,0,0,100,0
6220251231020006,2026-01-01,hiroshima,6,1-5-6/2/7-4-3,1,monthly,0,4-5-7,5-4-7,5-4-7,173.20,1-5-4,0,0,0,100,0
5620251231020003,2026-01-01,kishiwada,3,5-1-7/3-6/4-2,4,monthly,1,2-3-5,5-2-3,5-2-3,254.10,5-3-6,0,0,0,100,0
5620251231020004,2026-01-01,kishiwada,4,5-2/6-1/4/3-7,6,monthly,0,1-2-7,1-7-2,1-7-2,118.20,6-1-5,0,0,0,100,0
8120251230030003,2026-01-01,kokura,3,2-5/6/7-1/4-3,2,monthly,1,1-3-5,5-3-1,5-3-1,105.50,4-5-3,0,0,0,100,0
8320251230030005,2026-01-01,kurume,5,6-2/3-1-7/4-5,3,monthly,1,1-2-5,1-2-5,1-2-5,254.50,4-1-2,0,0,0,100,0
8320251230030006,2026-01-01,kurume,6,2-1-4/5-3/7-6,2,monthly,1,1-3-4|1-4-6,1-4-3|1-4-6,1-4-3|1-4-6,51.50|173.90,7-6-5,0,0,0,200,0
4720251231020008,2026-01-01,matsusaka,8,3-6/5/1-4/7-2,1,monthly,0,3-4-7,3-7-4,3-7-4,92.20,1-3-7,0,0,0,100,0
4720251231020009,2026-01-01,matsusaka,9,6-1-5/4-2-7/3,6,monthly,1,1-2-5,1-2-5,1-2-5,84.00,4-7-3,0,0,0,100,0
4720251231020010,2026-01-01,matsusaka,10,6-2/3-5/4-1-7,3,monthly,0,1-2-5,5-1-2,5-1-2,49.40,3-5-1,0,0,0,100,0
3820260101010001,2026-01-01,shizuoka,1,6-4-2/1-5/3-7,3,monthly,0,4-5-7,7-5-4,7-5-4,120.20,3-7-2,0,0,0,100,0
3820260101010002,2026-01-01,shizuoka,2,4-1-7/6-2/5-3,4,monthly,1,1-2-7|1-3-7,1-2-7|1-3-7,1-2-7|1-3-7,216.90|454.10,2-6-3,0,0,0,200,0
3820260101010003,2026-01-01,shizuoka,3,3-1-5/4/7-2-6,3,monthly,0,1-2-5,1-2-5,1-2-5,61.60,1-3-5,0,0,0,100,0
3820260101010005,2026-01-01,shizuoka,5,1-5/7-2/6-3/4,1,monthly,0,3-4-5,4-3-5,4-3-5,435.20,1-4-5,0,0,0,100,0
2420260101010001,2026-01-01,utsunomiya,1,4-2/1-5-6/7-3,1,monthly,0,2-5-7|3-5-7,5-7-2|5-7-3,5-7-2|5-7-3,380.20|284.10,1-6-7,0,0,0,200,0
2420260101010005,2026-01-01,utsunomiya,5,2-7/4-1/5/3-6,4,monthly,1,1-5-7|1-3-7,1-5-7|1-7-3,1-5-7|1-7-3,30.60|146.10,7-3-1,1,0,0,200,0
4320260102010001,2026-01-02,gifu,1,5-1-6/2-3/7-4,2,monthly,1,1-3-4|1-3-6,3-1-4|3-1-6,3-1-4|3-1-6,248.30|292.40,5-1-4,0,0,0,200,0
4320260102010002,2026-01-02,gifu,2,2-1-5-7/4-3-6,2,monthly,1,1-3-5,1-3-5,1-3-5,94.20,1-4-3,0,0,0,100,0
4320260102010003,2026-01-02,gifu,3,5-1/2-6-7/4-3,2,monthly,0,1-3-6,1-3-6,1-3-6,323.30,7-2-6,0,0,0,100,0
4320260102010004,2026-01-02,gifu,4,5-1-7/2-3-4/6,2,monthly,1,1-3-4,3-1-4,3-1-4,103.60,4-3-1,1,0,0,100,0
6220251231030001,2026-01-02,hiroshima,1,4-3/1-7-6/5-2,4,monthly,0,2-3-7,3-2-7,3-2-7,159.20,4-3-7,0,0,0,100,0
6220251231030002,2026-01-02,hiroshima,2,2-5-3/6/4-1-7,2,monthly,0,1-3-5,5-1-3,5-1-3,60.30,2-5-3,0,0,0,100,0
6220251231030003,2026-01-02,hiroshima,3,2-4/3-6/1-5-7,1,monthly,1,4-5-7,5-4-7,5-4-7,42.30,5-2-7,0,0,0,100,0
6220251231030005,2026-01-02,hiroshima,5,3-4/1-5/2-7-6,2,monthly,0,3-5-7,5-3-7,5-3-7,34.60,5-7-2,0,0,0,100,0
6220251231030007,2026-01-02,hiroshima,7,1-5-7/3/4-2-6,1,monthly,1,3-5-7,7-3-5,7-3-5,409.10,5-3-7,1,0,0,100,0
5620251231030004,2026-01-02,kishiwada,4,7-1-6/2/3-5-4,7,monthly,1,1-3-5,1-5-3,1-5-3,143.90,3-1-5,1,0,0,100,0
4720251231030005,2026-01-02,matsusaka,5,2-3-5/4-1,4,monthly,0,1-2-3,1-2-3,1-2-3,106.50,2-1-4,0,0,0,100,0
4720251231030006,2026-01-02,matsusaka,6,1-5-3/6/4-2,1,monthly,0,2-3-5,3-5-2,3-5-2,187.50,1-6-4,0,0,0,100,0
4720251231030007,2026-01-02,matsusaka,7,2-7/3-6/4-5/1,2,monthly,1,3-5-7,7-3-5,7-3-5,220.10,1-5-3,0,0,0,100,0
4720251231030008,2026-01-02,matsusaka,8,4-3/1-5/7-2/6,4,monthly,1,2-3-5,5-3-2,5-3-2,271.60,6-1-5,0,0,0,100,0
3820260101020002,2026-01-02,shizuoka,2,1-5-6/4-2/7-3,1,monthly,0,2-5-7|3-5-7,7-5-2|7-5-3,7-5-2|7-5-3,176.50|71.90,1-5-6,0,0,0,200,0
