race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
2720260401010001,2026-04-01,keiokaku,1,7-2/3-6-5/4-1,4,monthly,0,1-2-3,1-3-2,1-3-2,53.00,3-4-6,0,0,0,100,0
2720260401010004,2026-04-01,keiokaku,4,1-7-3/6/4-2-5,1,monthly,1,3-4-7,7-4-3,7-4-3,75.70,7-3-2,0,0,0,100,0
2720260401010005,2026-04-01,keiokaku,5,6-3/4/1/2-7/5,2,monthly,0,3-4-7,4-7-3,4-7-3,39.70,7-4-2,0,0,0,100,0
5620260401010001,2026-04-01,kishiwada,1,1-6/2-5/7-4-3,7,monthly,0,2-4-5,4-5-2,4-5-2,78.80,3-7-5,0,0,0,100,0
5620260401010002,2026-04-01,kishiwada,2,5-2/3-7-6/4-1,3,monthly,0,2-5-7|1-5-7,5-7-2|5-7-1,5-7-2|5-7-1,52.60|114.70,3-5-2,0,0,0,200,0
5620260401010005,2026-04-01,kishiwada,5,2-7-4/6/5-3-1,2,monthly,1,1-4-7,7-1-4,7-1-4,83.40,4-6-7,0,0,0,100,0
4220260401010003,2026-04-01,nagoya,3,1-3-7/5-2/6-4,1,monthly,0,2-3-4,3-2-4,3-2-4,178.80,1-3-7,0,0,0,100,0
4220260401010004,2026-04-01,nagoya,4,1-2/3-5/4-6/7,1,monthly,1,2-5-6,2-5-6,2-5-6,380.70,3-2-5,0,0,0,100,0
4220260401010005,2026-04-01,nagoya,5,1-3/4-2-5/6-7,1,monthly,1,2-3-5,3-2-5,3-2-5,237.00,6-7-4,0,0,0,100,0
4220260401010007,2026-04-01,nagoya,7,1-5-7/2-6/3-4,1,repair_fetched,0,2-4-5,2-5-4,2-5-4,216.00,3-1-4,0,0,0,100,0
4420260401010007,2026-04-01,ogaki,7,7-1-4/3/5-2-6,7,monthly,1,1-2-4,1-4-2,1-4-2,63.50,2-3-5,0,0,0,100,0
2420260401010001,2026-04-01,utsunomiya,1,3-5/1-2-4/6-7,1,monthly,0,2-4-5,2-4-5,2-4-5,319.00,2-1-4,0,0,0,100,0
2420260401010003,2026-04-01,utsunomiya,3,1-2-7/3-5/6-4,1,monthly,1,2-3-4|2-3-5,2-3-4|2-3-5,2-3-4|2-3-5,325.10|139.10,3-2-6,0,0,0,200,0
