month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2025_01,3720250101020005,OH_HIGH,6,1,monthly,1-2-7,2-1-7,2-1-7,3-4-2,0,1,0,100,0,BET
2025_01,3720250101030010,BASE,5,1,monthly,,,,6-2-3,0,0,0,0,0,ranking_cycle
2025_01,3720250101030010,OH_HIGH,5,1,monthly,,,,6-2-3,0,0,0,0,0,ranking_cycle
2025_01,2220250101020001,BASE,1,0,monthly,2-3-4,3-2-4,3-2-4,1-3-5,0,1,0,100,0,BET
2025_01,2220250101020001,OH_HIGH,1,0,monthly,2-3-4,3-2-4,3-2-4,1-3-5,0,1,0,100,0,BET
2025_01,2220250101030001,BASE,1,0,monthly,3-4-5,3-4-5,,4-1-5,0,0,0,0,0,odds_too_low
2025_01,2220250101030001,OH_HIGH,1,0,monthly,3-4-5,3-4-5,,4-1-5,0,0,0,0,0,odds_too_low
2025_01,2220250101010002,BASE,3,0,monthly,2-4-5,4-2-5,4-2-5,3-2-4,0,1,0,100,0,BET
2025_01,2220250101010002,OH_HIGH,3,0,monthly,2-4-5,4-2-5,4-2-5,3-2-4,0,1,0,100,0,BET
2025_01,2220250101030010,BASE,7,0,monthly,1-2-4,1-2-4,1-2-4,7-4-1,0,1,0,100,0,BET
2025_01,2220250101030010,OH_HIGH,7,0,monthly,1-2-4,1-2-4,1-2-4,7-4-1,0,1,0,100,0,BET
2025_01,4420250102010001,BASE,2,0,monthly,1-3-4,1-4-3,1-4-3,1-2-4,0,1,0,100,0,BET
2025_01,4420250102010001,OH_HIGH,2,0,monthly,1-4-5,1-4-5,1-4-5,1-2-4,0,1,0,100,0,BET
2025_01,4420250102020001,BASE,2,0,monthly,1-3-4,1-3-4,1-3-4,1-4-2,0,1,0,100,0,BET
2025_01,4420250102020001,OH_HIGH,2,0,monthly,1-3-4,1-3-4,1-3-4,1-4-2,0,1,0,100,0,BET
2025_01,4420250102030001,BASE,2,1,monthly,1-3-4,1-3-4,1-3-4,5-3-1,0,1,0,100,0,BET
2025_01,4420250102030001,OH_HIGH,2,1,monthly,1-3-4,1-3-4,1-3-4,5-3-1,0,1,0,100,0,BET
2025_01,4420250102010002,BASE,3,0,monthly,1-2-5,1-2-5,1-2-5,1-3-2,0,1,0,100,0,BET
2025_01,4420250102010002,OH_HIGH,3,0,monthly,1-2-4,1-2-4,1-2-4,1-3-2,0,1,0,100,0,BET
2025_01,4420250102030002,BASE,3,0,monthly,1-2-5,1-2-5,1-2-5,3-4-6,0,1,0,100,0,BET
2025_01,4420250102030002,OH_HIGH,3,0,monthly,1-2-4,1-2-4,1-2-4,3-4-6,0,1,0,100,0,BET
2025_01,4420250102010005,BASE,1,0,monthly,2-3-4,2-4-3,2-4-3,2-1-3,0,1,0,100,0,BET
2025_01,4420250102010005,OH_HIGH,1,0,monthly,2-3-4,2-4-3,2-4-3,2-1-3,0,1,0,100,0,BET
2025_01,4420250102010006,BASE,2,0,monthly,1-3-5,1-3-5,1-3-5,2-1-3,0,1,0,100,0,BET
2025_01,4420250102010006,OH_HIGH,2,0,monthly,1-3-4,1-3-4,1-3-4,2-1-3,0,1,0,100,0,BET
2025_01,4420250102030006,BASE,2,0,monthly,1-3-5,1-3-5,1-3-5,2-1-6,0,1,0,100,0,BET
2025_01,4420250102030006,OH_HIGH,2,0,monthly,1-3-4|1-3-6,1-3-4|1-3-6,1-3-4|1-3-6,2-1-6,0,1,0,200,0,BET
2025_01,7420250103010001,BASE,7,1,monthly,2-4-5,2-5-4,,5-4-2,1,0,0,0,0,odds_too_low
2025_01,7420250103010001,OH_HIGH,7,1,monthly,2-4-5,2-5-4,,5-4-2,1,0,0,0,0,odds_too_low
2025_01,7420250103020001,BASE,6,0,monthly,1-2-5,5-1-2,5-1-2,6-3-4,0,1,0,100,0,BET
2025_01,7420250103020001,OH_HIGH,6,0,monthly,1-5-7,5-1-7,5-1-7,6-3-4,0,1,0,100,0,BET
2025_01,7420250103030001,BASE,6,0,monthly,2-3-5,5-3-2,5-3-2,1-6-2,0,1,0,100,0,BET
2025_01,7420250103030001,OH_HIGH,6,0,monthly,3-5-7,5-3-7,5-3-7,1-6-2,0,1,0,100,0,BET
2025_01,7420250103020002,BASE,2,1,monthly,,,,5-7-3,0,0,0,0,0,cannot_compress_third_slot_too_wide
2025_01,7420250103020002,OH_HIGH,2,1,monthly,1-4-7,4-1-7,4-1-7,5-7-3,0,1,0,100,0,BET
2025_01,7420250103020003,BASE,4,1,monthly,1-3-7,1-3-7,,7-2-1,0,0,0,0,0,odds_too_low
2025_01,7420250103020003,OH_HIGH,4,1,monthly,1-3-7,1-3-7,,7-2-1,0,0,0,0,0,odds_too_low
2025_01,7420250103020004,BASE,7,0,monthly,1-2-4,2-1-4,2-1-4,3-1-7,0,1,0,100,0,BET
2025_01,7420250103020004,OH_HIGH,7,0,monthly,1-2-5|1-2-4,2-1-5|2-1-4,2-1-5|2-1-4,3-1-7,0,1,0,200,0,BET
2025_01,7420250103030004,BASE,7,0,monthly,,,,7-1-6,0,0,0,0,0,ranking_cycle
2025_01,7420250103030004,OH_HIGH,7,0,monthly,1-4-5,1-5-4,1-5-4,7-1-6,0,1,0,100,0,BET
2025_01,7420250103010005,BASE,7,0,monthly,,,,7-1-2,0,0,0,0,0,ranking_cycle
2025_01,7420250103010005,OH_HIGH,7,0,monthly,,,,7-1-2,0,0,0,0,0,ranking_cycle
