month,period,race_id,trio_key,ticket,odds,market_p,actual_hit,return_units,role_set,odds_rank_ascending
2025_08,2025_H2,1220250824030007,1-2-3,2-3-1,99.8,0.007509735193550882,0,0.0,ESCAPE_HEAD+OTHER_HEAD+SOLO,6
2025_09,2025_H2,1220250901010001,1-2-3,3-1-2,19.0,0.039421650400055214,0,0.0,BANTE+ESCAPE_HEAD+RYO_HEAD,1
2025_09,2025_H2,1220250901010001,1-2-3,1-3-2,42.1,0.017791243648480976,0,0.0,BANTE+ESCAPE_HEAD+RYO_HEAD,2
2025_09,2025_H2,1220250901010001,1-2-3,3-2-1,50.5,0.014831908071307904,0,0.0,BANTE+ESCAPE_HEAD+RYO_HEAD,3
2025_09,2025_H2,1220250901010001,1-2-3,1-2-3,78.7,0.009517298063545732,0,0.0,BANTE+ESCAPE_HEAD+RYO_HEAD,4
2025_09,2025_H2,1220250901010001,1-2-3,2-3-1,132.6,0.005648652772255272,0,0.0,BANTE+ESCAPE_HEAD+RYO_HEAD,5
2025_09,2025_H2,1220250901010001,1-2-3,2-1-3,150.3,0.004983442166340979,0,0.0,BANTE+ESCAPE_HEAD+RYO_HEAD,6
2025_09,2025_H2,1220250901010005,2-3-7,2-3-7,63.1,0.011867890075311475,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,1
2025_09,2025_H2,1220250901010005,2-3-7,3-2-7,114.3,0.006551739840351304,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,2
2025_09,2025_H2,1220250901010005,2-3-7,2-7-3,133.1,0.005626325046973358,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,3
2025_09,2025_H2,1220250901010005,2-3-7,3-7-2,321.7,0.0023278329616168917,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,4
2025_09,2025_H2,1220250901010005,2-3-7,7-2-3,356.3,0.0021017790169861185,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,5
2025_09,2025_H2,1220250901010005,2-3-7,7-3-2,488.7,0.0015323590418501209,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,6
2025_09,2025_H2,1220250901030002,1-2-3,1-3-2,27.6,0.027120410495800332,0,0.0,BANTE+BANTE+OTHER_HEAD,1
2025_09,2025_H2,1220250901030002,1-2-3,3-1-2,43.0,0.017407519294978815,0,0.0,BANTE+BANTE+OTHER_HEAD,2
2025_09,2025_H2,1220250901030002,1-2-3,1-2-3,53.0,0.014123081692152624,0,0.0,BANTE+BANTE+OTHER_HEAD,3
2025_09,2025_H2,1220250901030002,1-2-3,3-2-1,110.9,0.006749534081912436,0,0.0,BANTE+BANTE+OTHER_HEAD,4
2025_09,2025_H2,1220250901030002,1-2-3,2-1-3,195.6,0.0038268063889779613,0,0.0,BANTE+BANTE+OTHER_HEAD,5
2025_09,2025_H2,1220250901030002,1-2-3,2-3-1,253.1,0.0029574212946822964,0,0.0,BANTE+BANTE+OTHER_HEAD,6
2025_09,2025_H2,1220250911020004,1-2-3,1-2-3,12.5,0.05982831899341632,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,1
2025_09,2025_H2,1220250911020004,1-2-3,2-1-3,28.1,0.026614020904544622,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,2
2025_09,2025_H2,1220250911020004,1-2-3,1-3-2,81.7,0.009153659576716083,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,3
2025_09,2025_H2,1220250911020004,1-2-3,2-3-1,152.8,0.004894332378388115,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,4
2025_09,2025_H2,1220250911020004,1-2-3,3-1-2,256.7,0.002913338478448399,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,5
2025_09,2025_H2,1220250911020004,1-2-3,3-2-1,311.1,0.002403902241779826,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,6
2025_09,2025_H2,1220250911030002,1-2-3,1-2-3,15.1,0.04961520670952196,0,0.0,SOLO+SOLO+SOLO,1
2025_09,2025_H2,1220250911030002,1-2-3,2-1-3,43.1,0.017382589821665465,0,0.0,SOLO+SOLO+SOLO,2
2025_09,2025_H2,1220250911030002,1-2-3,1-3-2,45.5,0.016465705962940256,0,0.0,SOLO+SOLO+SOLO,3
2025_09,2025_H2,1220250911030002,1-2-3,3-1-2,92.5,0.008099347257446288,0,0.0,SOLO+SOLO+SOLO,4
2025_09,2025_H2,1220250911030002,1-2-3,3-2-1,123.9,0.006046728178480883,0,0.0,SOLO+SOLO+SOLO,5
2025_09,2025_H2,1220250911030002,1-2-3,2-3-1,145.6,0.005145533113418829,0,0.0,SOLO+SOLO+SOLO,6
2025_11,2025_H2,1220251103020005,1-4-5,5-1-4,19.2,0.03900345673155801,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,1
2025_11,2025_H2,1220251103020005,1-4-5,1-5-4,20.3,0.03688996892837013,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,2
2025_11,2025_H2,1220251103020005,1-4-5,5-4-1,56.9,0.01316109612031483,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,3
2025_11,2025_H2,1220251103020005,1-4-5,1-4-5,66.8,0.011210574389908889,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,4
2025_11,2025_H2,1220251103020005,1-4-5,4-5-1,84.3,0.008883349575870864,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,5
2025_11,2025_H2,1220251103020005,1-4-5,4-1-5,112.3,0.006668444962118555,0,0.0,ESCAPE_HEAD+SOLO+THIRD_PLUS,6
2025_11,2025_H2,1220251103030006,2-3-4,3-4-2,6.8,0.11014144715429756,0,0.0,BANTE+SOLO+THIRD_PLUS,1
2025_11,2025_H2,1220251103030006,2-3-4,4-3-2,7.1,0.10548758319003147,0,0.0,BANTE+SOLO+THIRD_PLUS,2
2025_11,2025_H2,1220251103030006,2-3-4,4-2-3,30.9,0.02423824727020141,0,0.0,BANTE+SOLO+THIRD_PLUS,3
2025_11,2025_H2,1220251103030006,2-3-4,3-2-4,34.7,0.02158391471611595,0,0.0,BANTE+SOLO+THIRD_PLUS,4
2025_11,2025_H2,1220251103030006,2-3-4,2-3-4,82.6,0.009067334632557185,0,0.0,BANTE+SOLO+THIRD_PLUS,5
2025_11,2025_H2,1220251103030006,2-3-4,2-4-3,93.1,0.00804470290708081,0,0.0,BANTE+SOLO+THIRD_PLUS,6
2026_05,2026_H1,1220260504020002,1-2-3,2-1-3,30.4,0.02464990841701158,0,0.0,BANTE+RYO_HEAD+SOLO,1
2026_05,2026_H1,1220260504020002,1-2-3,3-2-1,30.7,0.02440902983313199,0,0.0,BANTE+RYO_HEAD+SOLO,2
2026_05,2026_H1,1220260504020002,1-2-3,2-3-1,32.8,0.02284625658162049,0,0.0,BANTE+RYO_HEAD+SOLO,3
2026_05,2026_H1,1220260504020002,1-2-3,3-1-2,41.3,0.01814424251518528,0,0.0,BANTE+RYO_HEAD+SOLO,4
2026_05,2026_H1,1220260504020002,1-2-3,1-2-3,43.1,0.017386478326616057,0,0.0,BANTE+RYO_HEAD+SOLO,5
2026_05,2026_H1,1220260504020002,1-2-3,1-3-2,53.0,0.014138815393908528,0,0.0,BANTE+RYO_HEAD+SOLO,6
2026_05,2026_H1,1220260504020003,1-3-5,5-1-3,30.3,0.024708336811288836,0,0.0,RYO_HEAD+RYO_HEAD+RYO_HEAD,1
2026_05,2026_H1,1220260504020003,1-3-5,5-3-1,40.1,0.01866989040852997,0,0.0,RYO_HEAD+RYO_HEAD+RYO_HEAD,2
2026_05,2026_H1,1220260504020003,1-3-5,1-5-3,75.7,0.009889862686684963,0,0.0,RYO_HEAD+RYO_HEAD+RYO_HEAD,3
2026_05,2026_H1,1220260504020003,1-3-5,3-5-1,107.3,0.0069772842999259255,0,0.0,RYO_HEAD+RYO_HEAD+RYO_HEAD,4
2026_05,2026_H1,1220260504020003,1-3-5,3-1-5,128.5,0.005826168135268885,0,0.0,RYO_HEAD+RYO_HEAD+RYO_HEAD,5
2026_05,2026_H1,1220260504020003,1-3-5,1-3-5,132.5,0.005650283814204164,0,0.0,RYO_HEAD+RYO_HEAD+RYO_HEAD,6
2025_01,2025_H1,1320250104020001,1-2-5,1-2-5,14.6,0.05117754933971843,0,0.0,BANTE+RYO_HEAD+SOLO,1
2025_01,2025_H1,1320250104020001,1-2-5,2-1-5,18.4,0.04060827284564615,0,0.0,BANTE+RYO_HEAD+SOLO,2
2025_01,2025_H1,1320250104020001,1-2-5,1-5-2,30.8,0.02425948767402237,0,0.0,BANTE+RYO_HEAD+SOLO,3
2025_01,2025_H1,1320250104020001,1-2-5,2-5-1,48.5,0.01540602516205957,0,0.0,BANTE+RYO_HEAD+SOLO,4
2025_01,2025_H1,1320250104020001,1-2-5,5-2-1,64.9,0.011512977201230956,0,0.0,BANTE+RYO_HEAD+SOLO,5
2025_01,2025_H1,1320250104020001,1-2-5,5-1-2,67.8,0.011020534223597184,0,0.0,BANTE+RYO_HEAD+SOLO,6
2025_01,2025_H1,1320250104020002,1-2-4,1-4-2,51.0,0.014646592677061799,0,0.0,BANTE+SOLO+SOLO,1
2025_01,2025_H1,1320250104020002,1-2-4,1-2-4,84.7,0.008819081777215488,0,0.0,BANTE+SOLO+SOLO,2
2025_01,2025_H1,1320250104020002,1-2-4,2-1-4,156.8,0.004763878995728008,0,0.0,BANTE+SOLO+SOLO,3
2025_01,2025_H1,1320250104020002,1-2-4,4-1-2,170.8,0.00437339711083227,0,0.0,BANTE+SOLO+SOLO,4
2025_01,2025_H1,1320250104020002,1-2-4,2-4-1,294.8,0.002533840659871614,0,0.0,BANTE+SOLO+SOLO,5
2025_01,2025_H1,1320250104020002,1-2-4,4-2-1,307.6,0.002428401256599973,0,0.0,BANTE+SOLO+SOLO,6
2025_01,2025_H1,1320250104030002,1-2-3,1-2-3,35.1,0.021335111912472025,0,0.0,BANTE+BANTE+RYO_HEAD,1
2025_01,2025_H1,1320250104030002,1-2-3,2-1-3,35.6,0.021035461464263147,0,0.0,BANTE+BANTE+RYO_HEAD,2
2025_01,2025_H1,1320250104030002,1-2-3,2-3-1,90.6,0.008265589714434527,0,0.0,BANTE+BANTE+RYO_HEAD,3
2025_01,2025_H1,1320250104030002,1-2-3,1-3-2,93.6,0.00800066696717701,0,0.0,BANTE+BANTE+RYO_HEAD,4
2025_01,2025_H1,1320250104030002,1-2-3,3-1-2,299.6,0.0024995408148456876,0,0.0,BANTE+BANTE+RYO_HEAD,5
2025_01,2025_H1,1320250104030002,1-2-3,3-2-1,313.7,0.002387192949084374,0,0.0,BANTE+BANTE+RYO_HEAD,6
2025_01,2025_H1,1320250104030004,1-3-7,1-7-3,192.3,0.003897065417255604,0,0.0,BANTE+BANTE+RYO_HEAD,1
2025_01,2025_H1,1320250104030004,1-3-7,3-1-7,205.9,0.003639658473716623,0,0.0,BANTE+BANTE+RYO_HEAD,2
2025_01,2025_H1,1320250104030004,1-3-7,1-3-7,245.5,0.0030525689602372815,0,0.0,BANTE+BANTE+RYO_HEAD,3
2025_01,2025_H1,1320250104030004,1-3-7,3-7-1,266.2,0.0028151978953352844,0,0.0,BANTE+BANTE+RYO_HEAD,4
2025_01,2025_H1,1320250104030004,1-3-7,7-1-3,345.7,0.002167791957588235,0,0.0,BANTE+BANTE+RYO_HEAD,5
2025_01,2025_H1,1320250104030004,1-3-7,7-3-1,358.8,0.0020886445923585634,0,0.0,BANTE+BANTE+RYO_HEAD,6
2025_01,2025_H1,1320250124010012,1-2-3,3-2-1,85.1,0.008805732347776887,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,1
2025_01,2025_H1,1320250124010012,1-2-3,2-3-1,121.0,0.006193122502444736,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,2
2025_01,2025_H1,1320250124010012,1-2-3,3-1-2,127.4,0.005882008028224592,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,3
2025_01,2025_H1,1320250124010012,1-2-3,2-1-3,185.6,0.004037542148684338,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,4
2025_01,2025_H1,1320250124010012,1-2-3,1-2-3,245.9,0.0030474494623660554,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,5
2025_01,2025_H1,1320250124010012,1-2-3,1-3-2,254.6,0.002943314307917569,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,6
2025_01,2025_H1,1320250124020007,1-2-3,1-2-3,26.5,0.028241979425140194,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,1
2025_01,2025_H1,1320250124020007,1-2-3,1-3-2,40.1,0.01866365223855898,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,2
2025_01,2025_H1,1320250124020007,1-2-3,2-1-3,47.6,0.01572295073038267,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,3
2025_01,2025_H1,1320250124020007,1-2-3,3-1-2,90.2,0.008297255596077774,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,4
2025_01,2025_H1,1320250124020007,1-2-3,2-3-1,100.6,0.007439487621930569,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,5
2025_01,2025_H1,1320250124020007,1-2-3,3-2-1,136.9,0.0054668550384676055,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,6
2025_01,2025_H1,1320250124020008,1-2-3,1-2-3,24.1,0.031078785622570073,0,0.0,BANTE+OTHER_HEAD+THIRD_PLUS,1
2025_01,2025_H1,1320250124020008,1-2-3,1-3-2,35.6,0.021039290266964574,0,0.0,BANTE+OTHER_HEAD+THIRD_PLUS,2
2025_01,2025_H1,1320250124020008,1-2-3,2-1-3,71.9,0.010417228560555476,0,0.0,BANTE+OTHER_HEAD+THIRD_PLUS,3
2025_01,2025_H1,1320250124020008,1-2-3,3-1-2,77.3,0.009689504961241123,0,0.0,BANTE+OTHER_HEAD+THIRD_PLUS,4
2025_01,2025_H1,1320250124020008,1-2-3,2-3-1,104.9,0.007140121387072819,0,0.0,BANTE+OTHER_HEAD+THIRD_PLUS,5
2025_01,2025_H1,1320250124020008,1-2-3,3-2-1,129.0,0.0058061917325886725,0,0.0,BANTE+OTHER_HEAD+THIRD_PLUS,6
2025_01,2025_H1,1320250124030006,1-2-3,1-3-2,18.6,0.040224559917108646,0,0.0,BANTE+BANTE+BANTE,1
2025_01,2025_H1,1320250124030006,1-2-3,3-1-2,30.4,0.02461107942296779,0,0.0,BANTE+BANTE+BANTE,2
2025_01,2025_H1,1320250124030006,1-2-3,1-2-3,33.2,0.022535446218621108,0,0.0,BANTE+BANTE+BANTE,3
2025_01,2025_H1,1320250124030006,1-2-3,2-1-3,47.1,0.01588485805643781,0,0.0,BANTE+BANTE+BANTE,4
2025_01,2025_H1,1320250124030006,1-2-3,2-3-1,64.0,0.011690262725909702,0,0.0,BANTE+BANTE+BANTE,5
2025_01,2025_H1,1320250124030006,1-2-3,3-2-1,67.0,0.011166818126242104,0,0.0,BANTE+BANTE+BANTE,6
2025_01,2025_H1,1320250124030007,1-2-4,1-4-2,12.4,0.060372508648249404,0,0.0,BANTE+BANTE+RYO_HEAD,1
2025_01,2025_H1,1320250124030007,1-2-4,1-2-4,23.9,0.03132297519825493,0,0.0,BANTE+BANTE+RYO_HEAD,2
2025_01,2025_H1,1320250124030007,1-2-4,4-1-2,27.5,0.027222512990483366,0,0.0,BANTE+BANTE+RYO_HEAD,3
2025_01,2025_H1,1320250124030007,1-2-4,4-2-1,32.8,0.022823753269460144,0,0.0,BANTE+BANTE+RYO_HEAD,4
2025_01,2025_H1,1320250124030007,1-2-4,2-4-1,63.3,0.011826526180699728,0,0.0,BANTE+BANTE+RYO_HEAD,5
2025_01,2025_H1,1320250124030007,1-2-4,2-1-4,107.0,0.006996440254563482,0,0.0,BANTE+BANTE+RYO_HEAD,6
2025_02,2025_H1,1320250201020005,2-3-5,3-5-2,4.8,0.15544749704185665,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,1
2025_02,2025_H1,1320250201020005,2-3-5,3-2-5,12.6,0.05921809411118348,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,2
2025_02,2025_H1,1320250201020005,2-3-5,5-3-2,21.9,0.03407068428314666,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,3
2025_02,2025_H1,1320250201020005,2-3-5,2-3-5,58.0,0.012864620444843308,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,4
2025_02,2025_H1,1320250201020005,2-3-5,5-2-3,100.3,0.00743916237089643,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,5
2025_02,2025_H1,1320250201020005,2-3-5,2-5-3,131.5,0.005674129169588683,0,0.0,BANTE+OTHER_HEAD+OTHER_HEAD,6
2025_02,2025_H1,1320250201030004,1-3-5,5-3-1,14.6,0.05126808414980495,0,0.0,BANTE+SOLO+THIRD_PLUS,1
2025_02,2025_H1,1320250201030004,1-3-5,3-1-5,22.7,0.03297418628137235,0,0.0,BANTE+SOLO+THIRD_PLUS,2
2025_02,2025_H1,1320250201030004,1-3-5,5-1-3,27.9,0.026828459805991127,0,0.0,BANTE+SOLO+THIRD_PLUS,3
2025_02,2025_H1,1320250201030004,1-3-5,3-5-1,34.9,0.021447393369259382,0,0.0,BANTE+SOLO+THIRD_PLUS,4
2025_02,2025_H1,1320250201030004,1-3-5,1-3-5,44.5,0.016820539968250614,0,0.0,BANTE+SOLO+THIRD_PLUS,5
2025_02,2025_H1,1320250201030004,1-3-5,1-5-3,56.2,0.013318754957066766,0,0.0,BANTE+SOLO+THIRD_PLUS,6
2025_03,2025_H1,1320250318010001,1-2-3,1-3-2,13.7,0.05467645375469777,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,1
2025_03,2025_H1,1320250318010001,1-2-3,3-1-2,18.6,0.040272441744051576,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,2
2025_03,2025_H1,1320250318010001,1-2-3,1-2-3,19.9,0.0376415787155457,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,3
2025_03,2025_H1,1320250318010001,1-2-3,3-2-1,34.2,0.021902556036238578,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,4
2025_03,2025_H1,1320250318010001,1-2-3,2-1-3,38.5,0.019456296530892453,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,5
2025_03,2025_H1,1320250318010001,1-2-3,2-3-1,51.6,0.014516810396111616,0,0.0,BANTE+ESCAPE_HEAD+OTHER_HEAD,6
2025_04,2025_H1,1320250428010003,1-3-5,3-5-1,132.9,0.00563441609455959,0,0.0,BANTE+BANTE+ESCAPE_HEAD,1
2025_04,2025_H1,1320250428010003,1-3-5,5-3-1,141.6,0.005288233749766734,0,0.0,BANTE+BANTE+ESCAPE_HEAD,2
2025_04,2025_H1,1320250428010003,1-3-5,3-1-5,180.5,0.004148553456880717,0,0.0,BANTE+BANTE+ESCAPE_HEAD,3
2025_04,2025_H1,1320250428010003,1-3-5,5-1-3,182.3,0.004107591327300985,0,0.0,BANTE+BANTE+ESCAPE_HEAD,4
2025_04,2025_H1,1320250428010003,1-3-5,1-5-3,275.0,0.0027229596326071616,0,0.0,BANTE+BANTE+ESCAPE_HEAD,5
2025_04,2025_H1,1320250428010003,1-3-5,1-3-5,279.7,0.002677203786081407,0,0.0,BANTE+BANTE+ESCAPE_HEAD,6
2025_04,2025_H1,1320250428020004,2-3-5,3-5-2,28.4,0.026383373411050737,0,0.0,BANTE+SOLO+SOLO,1
2025_04,2025_H1,1320250428020004,2-3-5,3-2-5,51.8,0.014465015538105036,0,0.0,BANTE+SOLO+SOLO,2
2025_04,2025_H1,1320250428020004,2-3-5,5-3-2,78.7,0.00952081073537282,0,0.0,BANTE+SOLO+SOLO,3
2025_04,2025_H1,1320250428020004,2-3-5,5-2-3,120.1,0.006238865985627317,0,0.0,BANTE+SOLO+SOLO,4
2025_04,2025_H1,1320250428020004,2-3-5,2-5-3,145.2,0.0051603843310870584,0,0.0,BANTE+SOLO+SOLO,5
2025_04,2025_H1,1320250428020004,2-3-5,2-3-5,145.9,0.0051356258044814316,0,0.0,BANTE+SOLO+SOLO,6
2025_04,2025_H1,1320250428020005,1-2-4,1-4-2,4.6,0.1617343010130564,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+OTHER_HEAD,1
2025_04,2025_H1,1320250428020005,1-2-4,4-1-2,7.1,0.1047856034732478,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+OTHER_HEAD,2
2025_04,2025_H1,1320250428020005,1-2-4,1-2-4,24.1,0.03087044749626802,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+OTHER_HEAD,3
2025_04,2025_H1,1320250428020005,1-2-4,4-2-1,46.3,0.01606863465788465,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+OTHER_HEAD,4
2025_04,2025_H1,1320250428020005,1-2-4,2-1-4,51.9,0.01433483207437494,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+OTHER_HEAD,5
2025_04,2025_H1,1320250428020005,1-2-4,2-4-1,65.6,0.011341124766159442,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+OTHER_HEAD,6
2025_04,2025_H1,1320250428030002,2-3-5,2-5-3,8.4,0.08894742178403534,0,0.0,BANTE+BANTE+OTHER_HEAD,1
2025_04,2025_H1,1320250428030002,2-3-5,5-2-3,17.7,0.042212335761915076,0,0.0,BANTE+BANTE+OTHER_HEAD,2
2025_04,2025_H1,1320250428030002,2-3-5,2-3-5,28.6,0.026124417586919465,0,0.0,BANTE+BANTE+OTHER_HEAD,3
2025_04,2025_H1,1320250428030002,2-3-5,3-2-5,47.0,0.015896986020976528,0,0.0,BANTE+BANTE+OTHER_HEAD,4
2025_04,2025_H1,1320250428030002,2-3-5,5-3-2,80.5,0.009281470099203687,0,0.0,BANTE+BANTE+OTHER_HEAD,5
2025_04,2025_H1,1320250428030002,2-3-5,3-5-2,99.4,0.00751668353104524,0,0.0,BANTE+BANTE+OTHER_HEAD,6
2025_06,2025_H1,1320250629010011,1-2-7,2-7-1,32.4,0.023121138459042977,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+SOLO,1
2025_06,2025_H1,1320250629010011,1-2-7,2-1-7,38.8,0.019307342424561662,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+SOLO,2
2025_06,2025_H1,1320250629010011,1-2-7,7-2-1,64.7,0.011578437188145168,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+SOLO,3
2025_06,2025_H1,1320250629010011,1-2-7,7-1-2,100.5,0.007453978965900422,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+SOLO,4
2025_06,2025_H1,1320250629010011,1-2-7,1-2-7,114.5,0.006542575424218274,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+SOLO,5
2025_06,2025_H1,1320250629010011,1-2-7,1-7-2,133.2,0.005624060706253697,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+SOLO,6
2025_06,2025_H1,1320250629020009,1-4-7,4-1-7,20.6,0.03635605271288098,0,0.0,BANTE+ESCAPE_HEAD+ESCAPE_HEAD,1
2025_06,2025_H1,1320250629020009,1-4-7,1-4-7,32.7,0.022903201403221655,0,0.0,BANTE+ESCAPE_HEAD+ESCAPE_HEAD,2
2025_06,2025_H1,1320250629020009,1-4-7,7-4-1,35.2,0.021276553576288302,0,0.0,BANTE+ESCAPE_HEAD+ESCAPE_HEAD,3
2025_06,2025_H1,1320250629020009,1-4-7,4-7-1,35.8,0.020919963292886822,0,0.0,BANTE+ESCAPE_HEAD+ESCAPE_HEAD,4
2025_06,2025_H1,1320250629020009,1-4-7,7-1-4,39.0,0.019203453484239696,0,0.0,BANTE+ESCAPE_HEAD+ESCAPE_HEAD,5
2025_06,2025_H1,1320250629020009,1-4-7,1-7-4,81.0,0.009246107233152447,0,0.0,BANTE+ESCAPE_HEAD+ESCAPE_HEAD,6
2025_06,2025_H1,1320250629020010,2-3-4,2-3-4,9.1,0.08224780735374725,0,0.0,BANTE+BANTE+ESCAPE_HEAD,1
2025_06,2025_H1,1320250629020010,2-3-4,2-4-3,10.7,0.06994906980552336,0,0.0,BANTE+BANTE+ESCAPE_HEAD,2
2025_06,2025_H1,1320250629020010,2-3-4,3-2-4,13.1,0.057133973047259534,0,0.0,BANTE+BANTE+ESCAPE_HEAD,3
2025_06,2025_H1,1320250629020010,2-3-4,3-4-2,38.5,0.019440390829067532,0,0.0,BANTE+BANTE+ESCAPE_HEAD,4
2025_06,2025_H1,1320250629020010,2-3-4,4-2-3,61.6,0.012150244268167205,0,0.0,BANTE+BANTE+ESCAPE_HEAD,5
2025_06,2025_H1,1320250629020010,2-3-4,4-3-2,87.4,0.008563558889234553,0,0.0,BANTE+BANTE+ESCAPE_HEAD,6
2025_06,2025_H1,1320250629020011,1-2-3,3-2-1,47.8,0.015671279245808092,0,0.0,BANTE+OTHER_HEAD+SOLO,1
2025_06,2025_H1,1320250629020011,1-2-3,3-1-2,84.0,0.00891770414225746,0,0.0,BANTE+OTHER_HEAD+SOLO,2
2025_06,2025_H1,1320250629020011,1-2-3,2-3-1,101.9,0.007351198704118023,0,0.0,BANTE+OTHER_HEAD+SOLO,3
2025_06,2025_H1,1320250629020011,1-2-3,2-1-3,195.9,0.003823824134505496,0,0.0,BANTE+OTHER_HEAD+SOLO,4
2025_06,2025_H1,1320250629020011,1-2-3,1-3-2,261.4,0.002865673863617547,0,0.0,BANTE+OTHER_HEAD+SOLO,5
2025_06,2025_H1,1320250629020011,1-2-3,1-2-3,272.8,0.0027459206303138807,0,0.0,BANTE+OTHER_HEAD+SOLO,6
2025_07,2025_H2,1320250704010005,3-5-7,5-7-3,204.3,0.0036658355965011827,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+ESCAPE_HEAD,1
2025_07,2025_H2,1320250704010005,3-5-7,7-5-3,275.2,0.0027214033879549115,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+ESCAPE_HEAD,2
2025_07,2025_H2,1320250704010005,3-5-7,5-3-7,304.7,0.0024579265256488075,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+ESCAPE_HEAD,3
2025_07,2025_H2,1320250704010005,3-5-7,7-3-5,402.9,0.0018588488765579343,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+ESCAPE_HEAD,4
2025_07,2025_H2,1320250704010005,3-5-7,3-5-7,483.5,0.001548976654323044,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+ESCAPE_HEAD,5
2025_07,2025_H2,1320250704010005,3-5-7,3-7-5,529.0,0.0014157470933179428,0,0.0,ESCAPE_HEAD+ESCAPE_HEAD+ESCAPE_HEAD,6
2025_07,2025_H2,1320250704030003,1-3-4,4-3-1,62.0,0.012083450966043323,0,0.0,BANTE+SOLO+THIRD_PLUS,1
2025_07,2025_H2,1320250704030003,1-3-4,3-4-1,112.9,0.006635730379935216,0,0.0,BANTE+SOLO+THIRD_PLUS,2
2025_07,2025_H2,1320250704030003,1-3-4,4-1-3,146.7,0.0051068436257306485,0,0.0,BANTE+SOLO+THIRD_PLUS,3
2025_07,2025_H2,1320250704030003,1-3-4,1-4-3,211.9,0.003535507125505833,0,0.0,BANTE+SOLO+THIRD_PLUS,4
2025_07,2025_H2,1320250704030003,1-3-4,1-3-4,265.2,0.0028249395169482883,0,0.0,BANTE+SOLO+THIRD_PLUS,5
2025_07,2025_H2,1320250704030003,1-3-4,3-1-4,298.0,0.002514006576827805,0,0.0,BANTE+SOLO+THIRD_PLUS,6
2025_08,2025_H2,1320250804030002,1-2-4,1-4-2,4.0,0.1865177281878317,0,0.0,BANTE+BANTE+RYO_HEAD,1
