race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
8320250801030003,2025-08-01,kurume,3,6-1/5/4-3/7-2,4,monthly,1.0,1-2-3,2-3-1,2-3-1,423.80,3-5-2,0.0,0.0,0.0,100,0
8320250801010004,2025-08-01,kurume,4,2-7-4/1-6/3-5,2,monthly,0.0,4-5-7,7-5-4,7-5-4,236.70,5-7-2,0.0,0.0,0.0,100,0
8320250801020004,2025-08-01,kurume,4,2-7-4/1-6/3-5,2,monthly,0.0,4-5-7,7-5-4,7-5-4,71.50,7-2-1,0.0,0.0,0.0,100,0
8320250801030004,2025-08-01,kurume,4,2-7-4/1-6/3-5,2,monthly,0.0,1-3-7,1-3-7,1-3-7,68.90,3-2-1,0.0,0.0,0.0,100,0
2120250801010007,2025-08-01,yahiko,7,1-7-6/3/5-2-4,1,monthly,1.0,2-5-7,7-2-5,7-2-5,103.90,5-2-7,1.0,0.0,0.0,100,0
2120250801020007,2025-08-01,yahiko,7,1-7-6/3/5-2-4,1,monthly,0.0,4-5-7,5-4-7,5-4-7,119.60,4-1-2,0.0,0.0,0.0,100,0
2120250801030007,2025-08-01,yahiko,7,1-7-6/3/5-2-4,1,monthly,0.0,2-3-4,2-3-4,2-3-4,213.00,2-3-1,0.0,0.0,0.0,100,0
2120250801010008,2025-08-01,yahiko,8,1-4-6/2-7/5-3,5,monthly,0.0,1-3-7,3-1-7,3-1-7,115.70,4-5-1,0.0,0.0,0.0,100,0
2120250801020009,2025-08-01,yahiko,9,6-1/7-2-5/3-4,7,monthly,0.0,1-2-5,1-2-5,1-2-5,102.60,7-5-2,0.0,0.0,0.0,100,0
2120250801020011,2025-08-01,yahiko,11,1-7/6-2-4/5-3,5,monthly,0.0,1-3-4,1-3-4,1-3-4,393.40,5-1-6,0.0,0.0,0.0,100,0
2120250801030011,2025-08-01,yahiko,11,1-7/6-2-4/5-3,1,monthly,0.0,2-3-7|3-4-7,7-3-2|7-3-4,7-3-2|7-3-4,96.10|85.70,7-3-1,0.0,0.0,0.0,200,0
3520250802010007,2025-08-02,hiratsuka,7,3-7-2/1-4-5/6,3,monthly,0.0,1-4-7,7-1-4,7-1-4,56.90,3-7-4,0.0,0.0,0.0,100,0
3520250802010008,2025-08-02,hiratsuka,8,1-5-6/7-2/4-3,1,monthly,0.0,3-5-7,7-3-5,7-3-5,172.50,3-1-6,0.0,0.0,0.0,100,0
3520250802020008,2025-08-02,hiratsuka,8,1-5-6/7-2/4-3,1,monthly,0.0,3-4-5,4-5-3,4-5-3,135.40,4-2-1,0.0,0.0,0.0,100,0
3520250802030008,2025-08-02,hiratsuka,8,1-5-6/7-2/4-3,1,monthly,1.0,2-4-5,5-2-4,5-2-4,96.90,4-7-2,0.0,0.0,0.0,100,0
7420250803010001,2025-08-03,kochi,1,1-4-7/5-3-2/6,1,monthly,0.0,3-4-7,4-3-7,4-3-7,104.50,1-4-7,0.0,0.0,0.0,100,0
7420250803010002,2025-08-03,kochi,2,1-5/2-7/4-3-6,1,repair_fetched,,3-5-7,5-3-7,5-3-7,127.10,,,,,100,0
7420250803020002,2025-08-03,kochi,2,1-5/2-7/4-3-6,4,monthly,0.0,3-5-7,5-7-3,5-7-3,280.80,4-5-3,0.0,0.0,0.0,100,0
7420250803030002,2025-08-03,kochi,2,1-5/2-7/4-3-6,2,monthly,1.0,3-5-7,7-3-5,7-3-5,45.80,3-1-5,0.0,0.0,0.0,100,0
7420250803010003,2025-08-03,kochi,3,4-1-7/2/5/6-3,4,monthly,1.0,1-3-7,1-7-3,1-7-3,140.60,3-5-1,0.0,0.0,0.0,100,0
7420250803020003,2025-08-03,kochi,3,4-1-7/2/5/6-3,4,monthly,1.0,3-5-7,5-7-3,5-7-3,135.70,5-2-1,0.0,0.0,0.0,100,0
7420250803020004,2025-08-03,kochi,4,7-2-4/3-5/1/6,7,monthly,1.0,1-2-4,2-1-4,2-1-4,60.00,2-4-1,1.0,0.0,0.0,100,0
7420250803030011,2025-08-03,kochi,11,2-4-7-6/5-3/1,2,monthly,0.0,4-5-7,5-4-7,5-4-7,70.10,5-2-7,0.0,0.0,0.0,100,0
2220250803010001,2025-08-03,maebashi,1,3-1-5/4-2-6/7,3,monthly,0.0,1-2-5,1-2-5,1-2-5,59.00,1-3-5,0.0,0.0,0.0,100,0
2220250803020001,2025-08-03,maebashi,1,3-1-5/4-2-6,3,monthly,1.0,1-2-5,1-2-5,1-2-5,166.70,2-4-1,0.0,0.0,0.0,100,0
2220250803030001,2025-08-03,maebashi,1,3-1-5/4-2,3,monthly,0.0,1-2-5,1-2-5,1-2-5,41.60,3-4-1,0.0,0.0,0.0,100,0
2220250803010003,2025-08-03,maebashi,3,2-1-4/5-3-6/7,5,monthly,1.0,1-2-3,1-3-2,1-3-2,251.90,1-2-4,0.0,0.0,0.0,100,0
2220250803020003,2025-08-03,maebashi,3,2-1-4/5-3-6/7,2,monthly,1.0,1-3-4,1-3-4,1-3-4,188.50,4-1-5,0.0,0.0,0.0,100,0
2220250803030003,2025-08-03,maebashi,3,2-1-4/5-3-6,2,monthly,0.0,1-3-4|1-4-6,1-3-4|1-4-6,1-3-4|1-4-6,75.60|64.90,4-1-2,0.0,0.0,0.0,200,0
2220250803010004,2025-08-03,maebashi,4,1-2-4-7/5-3-6,1,monthly,0.0,2-3-4,2-3-4,2-3-4,677.30,1-3-2,0.0,0.0,0.0,100,0
2220250803020005,2025-08-03,maebashi,5,1-2-6/5/7/4-3,1,monthly,1.0,2-3-6,2-3-6,2-3-6,103.80,6-5-7,0.0,0.0,0.0,100,0
2220250803020007,2025-08-03,maebashi,7,1-6-3/2-7-4-5,1,monthly,0.0,2-3-6,2-3-6,2-3-6,610.80,1-2-3,0.0,0.0,0.0,100,0
