month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_04,5120240401010008,2-5-7,7-4-3,36.8,35,1,0,100,0,https://keirin.kdreams.jp/fukui/racedetail/5120240401010008/?pageType=odds&kakeshikiType=3renhuku
2024_04,5120240401020008,1-2-7,3-5-1,53.1,35,1,0,100,0,https://keirin.kdreams.jp/fukui/racedetail/5120240401020008/?pageType=odds&kakeshikiType=3renhuku
2024_04,5120240401030008,3-5-7,2-5-4,12.3,35,0,0,0,0,https://keirin.kdreams.jp/fukui/racedetail/5120240401030008/?pageType=odds&kakeshikiType=3renhuku
2024_04,5120240401010009,1-2-5,5-3-2,22.9,35,1,0,100,0,https://keirin.kdreams.jp/fukui/racedetail/5120240401010009/?pageType=odds&kakeshikiType=3renhuku
2024_04,5120240401010010,1-4-5,7-1-6,44.1,35,1,0,100,0,https://keirin.kdreams.jp/fukui/racedetail/5120240401010010/?pageType=odds&kakeshikiType=3renhuku
2024_04,5120240401010012,2-4-5,5-2-7,20.3,35,1,0,100,0,https://keirin.kdreams.jp/fukui/racedetail/5120240401010012/?pageType=odds&kakeshikiType=3renhuku
2024_04,5120240401020012,3-4-5,7-3-1,60.7,35,1,0,100,0,https://keirin.kdreams.jp/fukui/racedetail/5120240401020012/?pageType=odds&kakeshikiType=3renhuku
2024_04,5120240401030012,1-3-7,3-7-6,15.9,35,1,0,100,0,https://keirin.kdreams.jp/fukui/racedetail/5120240401030012/?pageType=odds&kakeshikiType=3renhuku
2024_04,3520240401030004,2-4-5,5-1-2,18.4,35,1,0,100,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240401030004/?pageType=odds&kakeshikiType=3renhuku
2024_04,3520240401010005,2-5-7,7-2-1,15.2,35,1,0,100,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240401010005/?pageType=odds&kakeshikiType=3renhuku
2024_04,3520240401020005,1-2-4,5-3-2,27.5,35,1,0,100,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240401020005/?pageType=odds&kakeshikiType=3renhuku
2024_04,3520240401020007,1-3-7,5-7-2,46.1,35,1,0,100,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240401020007/?pageType=odds&kakeshikiType=3renhuku
2024_04,8120240401010001,1-5-7,1-3-2,15.1,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240401010001/?pageType=odds&kakeshikiType=3renhuku
2024_04,8120240401010002,2-3-5,1-7-3,56.5,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240401010002/?pageType=odds&kakeshikiType=3renhuku
2024_04,8120240401020002,2-4-5,7-4-5,10.3,35,0,0,0,0,https://keirin.kdreams.jp/kokura/racedetail/8120240401020002/?pageType=odds&kakeshikiType=3renhuku
2024_04,8120240401020003,3-4-7,3-1-7,27.8,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240401020003/?pageType=odds&kakeshikiType=3renhuku
2024_04,8120240401010004,1-3-7,2-7-4,29.6,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240401010004/?pageType=odds&kakeshikiType=3renhuku
2024_04,8120240401010005,1-3-4,1-4-2,39.6,35,1,0,100,0,https://keirin.kdreams.jp/kokura/racedetail/8120240401010005/?pageType=odds&kakeshikiType=3renhuku
2024_04,3120240401010001,1-2-4,1-5-4,3.7,35,0,0,0,0,https://keirin.kdreams.jp/matsudo/racedetail/3120240401010001/?pageType=odds&kakeshikiType=3renhuku
2024_04,3120240401030001,2-3-4,1-5-3,3.7,20,0,0,0,0,https://keirin.kdreams.jp/matsudo/racedetail/3120240401030001/?pageType=odds&kakeshikiType=3renhuku
2024_04,3120240401020002,1-2-5,1-6-7,41.7,35,1,0,100,0,https://keirin.kdreams.jp/matsudo/racedetail/3120240401020002/?pageType=odds&kakeshikiType=3renhuku
2024_04,3120240401030002,1-3-4,5-4-3,19.2,20,1,0,100,0,https://keirin.kdreams.jp/matsudo/racedetail/3120240401030002/?pageType=odds&kakeshikiType=3renhuku
2024_04,3120240401010003,1-3-4,2-3-4,18.0,35,1,0,100,0,https://keirin.kdreams.jp/matsudo/racedetail/3120240401010003/?pageType=odds&kakeshikiType=3renhuku
2024_04,3120240401020003,1-3-5,1-3-5,17.6,35,1,1,100,1760,https://keirin.kdreams.jp/matsudo/racedetail/3120240401020003/?pageType=odds&kakeshikiType=3renhuku
2024_04,3120240401030003,1-3-5,1-5-2,42.1,35,1,0,100,0,https://keirin.kdreams.jp/matsudo/racedetail/3120240401030003/?pageType=odds&kakeshikiType=3renhuku
2024_04,3120240401030005,1-2-4,5-4-2,22.8,35,1,0,100,0,https://keirin.kdreams.jp/matsudo/racedetail/3120240401030005/?pageType=odds&kakeshikiType=3renhuku
2024_04,4420240401020001,1-2-5,4-3-1,5.1,35,0,0,0,0,https://keirin.kdreams.jp/ogaki/racedetail/4420240401020001/?pageType=odds&kakeshikiType=3renhuku
2024_04,4420240401030001,1-2-5,,4.4,35,0,0,0,0,https://keirin.kdreams.jp/ogaki/racedetail/4420240401030001/?pageType=odds&kakeshikiType=3renhuku
2024_04,4420240401030002,2-3-5,3-1-2,53.0,35,1,0,100,0,https://keirin.kdreams.jp/ogaki/racedetail/4420240401030002/?pageType=odds&kakeshikiType=3renhuku
2024_04,4420240401020005,1-3-6,6-7-4,34.4,35,1,0,100,0,https://keirin.kdreams.jp/ogaki/racedetail/4420240401020005/?pageType=odds&kakeshikiType=3renhuku
