race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
8620260130030004,2026-02-01,beppu,4,2/5-1-7/4-3-6,5,monthly,0,2-3-7,7-2-3,7-2-3,86.70,1-7-5,0,0,0,100,0
8620260130030011,2026-02-01,beppu,11,1-4/2-5-6/3-7,3,monthly,0,4-5-7,5-7-4,5-7-4,295.70,3-2-7,0,0,0,100,0
4720260201010001,2026-02-01,matsusaka,1,6-3/2-7-5/4-1,2,monthly,0,1-5-7,7-1-5,7-1-5,62.90,2-1-5,0,0,0,100,0
4720260201010002,2026-02-01,matsusaka,2,6-4-3/2-5/7-1,6,monthly,0,2-3-4,4-2-3,4-2-3,32.80,6-2-3,0,0,0,100,0
4720260201010003,2026-02-01,matsusaka,3,4-3-5/2/7-1-6,4,monthly,0,1-3-7,3-1-7,3-1-7,67.10,3-5-4,0,0,0,100,0
4720260201010005,2026-02-01,matsusaka,5,1-6-2/3-7/5-4,1,monthly,0,2-5-6,5-2-6,5-2-6,893.20,1-5-6,0,0,0,100,0
3620260130030001,2026-02-01,odawara,1,5-1-4/7-2/6-3,5,monthly,0,1-2-4,1-2-4,1-2-4,69.60,1-5-4,0,0,0,100,0
3620260130030003,2026-02-01,odawara,3,1-6/5-7-2/3-4,5,monthly,0,1-3-7,1-3-7,1-3-7,347.20,5-7-2,0,0,0,100,0
3620260130030004,2026-02-01,odawara,4,5-1-6/4/3-7/2,5,monthly,1,1-3-7|1-4-7,1-7-3|1-7-4,1-7-3|1-7-4,103.70|105.70,3-7-1,1,0,0,200,0
3620260130030005,2026-02-01,odawara,5,1-5-7/2-6/3-4,1,monthly,0,2-3-5,5-2-3,5-2-3,168.30,1-2-6,0,0,0,100,0
3820260131020009,2026-02-01,shizuoka,9,7-4/1/2-6/3-5,3,monthly,0,1-4-5,5-1-4,5-1-4,104.00,5-3-2,0,0,0,100,0
2320260131020001,2026-02-01,toride,1,1-5-4/7-2/3-6,1,monthly,0,2-4-5,5-2-4,5-2-4,272.60,1-5-4,0,0,0,100,0
2320260131020003,2026-02-01,toride,3,4-1/3/7-2/5-6,4,monthly,0,1-2-7|1-6-7,1-7-2|1-7-6,1-7-2|1-7-6,81.20|519.00,4-3-1,0,0,0,200,0
2320260131020004,2026-02-01,toride,4,1-5-4/3-6/7-2,1,monthly,0,2-3-5,3-5-2,3-5-2,318.00,3-1-6,0,0,0,100,0
2320260131020006,2026-02-01,toride,6,1-5/3-4-7/6-2,3,monthly,0,1-4-5|1-2-4,4-1-5|4-1-2,4-1-5|4-1-2,107.50|400.40,4-3-5,0,0,0,200,0
2320260131020007,2026-02-01,toride,7,2-4/7-3-5/6-1,6,monthly,1,1-2-3,2-1-3,2-1-3,97.30,2-7-1,0,0,0,100,0
2420260131020003,2026-02-01,utsunomiya,3,7-1/2-4/6-3-5,7,monthly,0,1-3-4|1-4-5,4-1-3|4-1-5,4-1-3|4-1-5,133.30|287.00,7-4-6,0,0,0,200,0
2420260131020004,2026-02-01,utsunomiya,4,4-1/2-5-6/3-7,2,monthly,0,1-5-7,5-1-7,5-1-7,182.20,2-5-6,0,0,0,100,0
4720260201020001,2026-02-02,matsusaka,1,1-4-6/2-5/3-7,1,monthly,0,4-5-7,4-5-7,4-5-7,184.70,4-6-1,0,0,0,100,0
4720260201020002,2026-02-02,matsusaka,2,2-5-4/1-7/3-6,2,monthly,0,1-4-5,1-5-4,1-5-4,88.10,2-7-5,0,0,0,100,0
4720260201020005,2026-02-02,matsusaka,5,5-2-7/4-1/3-6,5,monthly,0,1-2-3,2-1-3,2-1-3,1573.60,5-3-1,0,0,0,100,0
4420260202010007,2026-02-02,ogaki,7,1-6/2-5-7/4-3,2,monthly,0,3-5-7,5-3-7,5-3-7,89.50,5-2-3,0,0,0,100,0
3820260131030007,2026-02-02,shizuoka,7,4-1/5-2-6/7-3,5,monthly,1,2-3-6|1-2-6,2-3-6|2-1-6,2-3-6|2-1-6,44.20|83.20,2-6-4,0,0,0,200,0
2320260131030005,2026-02-02,toride,5,5-1/2-7/3-4-6,3,monthly,0,1-4-7,7-4-1,7-4-1,535.50,3-7-2,0,0,0,100,0
2320260131030006,2026-02-02,toride,6,7-1/2-4/5/6-3,7,monthly,0,1-2-3|1-2-4,2-1-3|2-1-4,2-1-3|2-1-4,435.80|112.30,2-4-7,0,0,0,200,0
2320260131030007,2026-02-02,toride,7,4-1/6-2/3-7-5,3,monthly,1,1-5-7,1-7-5,1-7-5,86.60,1-7-6,0,0,0,100,0
2420260131030001,2026-02-02,utsunomiya,1,4-1-3/5-2-7/6,5,monthly,1,1-2-7,2-1-7,2-1-7,211.90,6-1-3,0,0,0,100,0
2420260131030002,2026-02-02,utsunomiya,2,6-4-1/2-7-5/3,2,monthly,0,4-5-7,7-4-5,7-4-5,118.80,7-2-5,0,0,0,100,0
2420260131030003,2026-02-02,utsunomiya,3,7-2/1/3-5/4-6,3,monthly,1,1-2-5,5-1-2,5-1-2,67.60,7-5-1,0,0,0,100,0
2420260131030004,2026-02-02,utsunomiya,4,4-7-1/2-6/5-3,4,monthly,0,1-3-7,3-7-1,3-7-1,104.30,4-7-1,0,0,0,100,0
5520260202010001,2026-02-02,wakayama,1,4-7-1/3/2-5-6,2,monthly,1,4-5-7,5-4-7,5-4-7,133.80,5-4-6,0,0,0,100,0
6220260203010007,2026-02-03,hiroshima,7,5-3-2/6/7-1-4,7,monthly,0,1-2-4,1-4-2,1-4-2,77.90,5-1-7,0,0,0,100,0
6220260203010008,2026-02-03,hiroshima,8,1-4/2-6/7-5-3,2,monthly,0,1-5-7,5-1-7,5-1-7,133.70,2-4-1,0,0,0,100,0
2720260203010005,2026-02-03,keiokaku,5,5-1-3/6/4-7-2,4,monthly,0,1-2-7,7-1-2,7-1-2,82.90,5-1-4,0,0,0,100,0
8720260203010001,2026-02-03,kumamoto,1,1-4-6/2-7/3-5,1,monthly,0,4-5-6,4-5-6,4-5-6,157.10,1-4-2,0,0,0,100,0
8720260203010004,2026-02-03,kumamoto,4,7-1-6/3/5/4-2,7,monthly,0,1-2-3|1-2-5,1-2-3|1-2-5,1-2-3|1-2-5,223.30|224.30,1-7-2,0,0,0,200,0
