month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_08,7420240801010009,2-4-5,1-4-5,15.0,35,1,0,100,0,https://keirin.kdreams.jp/kochi/racedetail/7420240801010009/?pageType=odds&kakeshikiType=3renhuku
2024_08,7420240801010011,2-5-7,,23.3,35,1,0,100,0,https://keirin.kdreams.jp/kochi/racedetail/7420240801010011/?pageType=odds&kakeshikiType=3renhuku
2024_08,7420240801020011,1-4-5,1-3-4,21.0,35,1,0,100,0,https://keirin.kdreams.jp/kochi/racedetail/7420240801020011/?pageType=odds&kakeshikiType=3renhuku
2024_08,7420240801010012,1-3-4,3-4-7,10.8,35,0,0,0,0,https://keirin.kdreams.jp/kochi/racedetail/7420240801010012/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801010001,1-2-3,3-1-5,9.8,35,0,0,0,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801010001/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801010002,1-2-5,4-2-7,63.4,35,1,0,100,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801010002/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801020002,1-2-4,7-2-5,32.4,35,1,0,100,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801020002/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801030002,1-2-7,2-4-5,14.9,35,0,0,0,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801030002/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801020003,2-3-5,6-1-5,12.0,35,0,0,0,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801020003/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801030003,1-3-5,1-3-7,25.9,35,1,0,100,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801030003/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801010004,3-5-7,5-1-3,38.1,35,1,0,100,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801010004/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801020004,2-3-7,1-7-3,28.6,35,1,0,100,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801020004/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801030004,1-2-7,1-6-2,27.0,35,1,0,100,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801030004/?pageType=odds&kakeshikiType=3renhuku
2024_08,8320240801010005,2-4-5,5-6-3,15.1,35,1,0,100,0,https://keirin.kdreams.jp/kurume/racedetail/8320240801010005/?pageType=odds&kakeshikiType=3renhuku
2024_08,4620240801010008,1-2-3,1-5-6,34.1,35,1,0,100,0,https://keirin.kdreams.jp/toyama/racedetail/4620240801010008/?pageType=odds&kakeshikiType=3renhuku
2024_08,4620240801010009,1-3-4,3-4-1,3.8,35,0,0,0,0,https://keirin.kdreams.jp/toyama/racedetail/4620240801010009/?pageType=odds&kakeshikiType=3renhuku
2024_08,4620240801020010,1-2-7,7-1-3,21.8,35,1,0,100,0,https://keirin.kdreams.jp/toyama/racedetail/4620240801020010/?pageType=odds&kakeshikiType=3renhuku
2024_08,4620240801020011,1-3-5,3-1-7,14.9,35,0,0,0,0,https://keirin.kdreams.jp/toyama/racedetail/4620240801020011/?pageType=odds&kakeshikiType=3renhuku
2024_08,4620240801010012,2-3-7,5-2-1,26.7,35,1,0,100,0,https://keirin.kdreams.jp/toyama/racedetail/4620240801010012/?pageType=odds&kakeshikiType=3renhuku
2024_08,4620240801020012,3-4-7,1-7-5,13.6,35,0,0,0,0,https://keirin.kdreams.jp/toyama/racedetail/4620240801020012/?pageType=odds&kakeshikiType=3renhuku
2024_08,4620240801030012,4-5-6,5-2-3,98.4,35,1,0,100,0,https://keirin.kdreams.jp/toyama/racedetail/4620240801030012/?pageType=odds&kakeshikiType=3renhuku
2024_08,5620240803020001,4-5-7,7-4-6,39.2,35,1,0,100,0,https://keirin.kdreams.jp/kishiwada/racedetail/5620240803020001/?pageType=odds&kakeshikiType=3renhuku
2024_08,5620240803010002,3-4-7,5-3-7,15.9,35,1,0,100,0,https://keirin.kdreams.jp/kishiwada/racedetail/5620240803010002/?pageType=odds&kakeshikiType=3renhuku
2024_08,5620240803010003,2-3-7,2-4-7,7.1,35,0,0,0,0,https://keirin.kdreams.jp/kishiwada/racedetail/5620240803010003/?pageType=odds&kakeshikiType=3renhuku
2024_08,5620240803030003,4-5-7,4-5-7,4.3,35,0,0,0,0,https://keirin.kdreams.jp/kishiwada/racedetail/5620240803030003/?pageType=odds&kakeshikiType=3renhuku
2024_08,5620240803030004,3-4-7,7-1-5,15.9,35,1,0,100,0,https://keirin.kdreams.jp/kishiwada/racedetail/5620240803030004/?pageType=odds&kakeshikiType=3renhuku
2024_08,5620240803010005,2-3-4,5-1-7,36.3,35,1,0,100,0,https://keirin.kdreams.jp/kishiwada/racedetail/5620240803010005/?pageType=odds&kakeshikiType=3renhuku
2024_08,5620240803020005,1-4-5,1-4-7,4.4,35,0,0,0,0,https://keirin.kdreams.jp/kishiwada/racedetail/5620240803020005/?pageType=odds&kakeshikiType=3renhuku
2024_08,5620240803030008,2-5-7,6-7-1,40.8,35,1,0,100,0,https://keirin.kdreams.jp/kishiwada/racedetail/5620240803030008/?pageType=odds&kakeshikiType=3renhuku
2024_08,4220240803030001,1-3-4,5-2-3,141.5,20,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240803030001/?pageType=odds&kakeshikiType=3renhuku
2024_08,4220240803010004,2-3-4,1-3-4,18.2,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240803010004/?pageType=odds&kakeshikiType=3renhuku
2024_08,4220240803020004,3-4-5,1-4-3,82.3,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240803020004/?pageType=odds&kakeshikiType=3renhuku
2024_08,4220240803030005,2-3-4,7-1-4,7.1,35,0,0,0,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240803030005/?pageType=odds&kakeshikiType=3renhuku
2024_08,4220240803020006,2-3-4,3-5-2,44.3,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240803020006/?pageType=odds&kakeshikiType=3renhuku
2024_08,4220240803030006,2-3-4,4-7-6,21.5,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240803030006/?pageType=odds&kakeshikiType=3renhuku
2024_08,4220240803010007,1-3-7,3-4-7,25.5,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240803010007/?pageType=odds&kakeshikiType=3renhuku
