month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_01,3520240101030001,2-3-7,1-4-3,27.1,35,1,0,100,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101030001/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101010002,4-5-7,5-7-4,6.8,35,0,0,0,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101010002/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101020002,2-5-7,6-5-3,17.9,35,1,0,100,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101020002/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101030002,2-5-7,5-2-1,7.2,35,0,0,0,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101030002/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101040002,1-3-5,5-4-2,5.2,20,0,0,0,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101040002/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101010003,1-4-7,4-1-3,16.0,35,1,0,100,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101010003/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101020003,3-4-5,3-4-6,3.9,35,0,0,0,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101020003/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101030003,1-2-5,2-7-1,9.4,35,0,0,0,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101030003/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101020004,1-2-5,2-5-1,3.4,35,0,0,0,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101020004/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101030004,1-5-7,7-5-4,11.5,35,0,0,0,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101030004/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101040004,1-3-7,6-1-2,66.4,35,1,0,100,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101040004/?pageType=odds&kakeshikiType=3renhuku
2024_01,3520240101030005,3-5-7,3-2-7,9.5,35,0,0,0,0,https://keirin.kdreams.jp/hiratsuka/racedetail/3520240101030005/?pageType=odds&kakeshikiType=3renhuku
2024_01,2720240101010001,2-3-7,2-5-3,21.8,35,1,0,100,0,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010001/?pageType=odds&kakeshikiType=3renhuku
2024_01,2720240101020001,3-4-5,4-1-5,10.3,20,0,0,0,0,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101020001/?pageType=odds&kakeshikiType=3renhuku
2024_01,2720240101010002,1-2-7,4-2-1,6.7,35,0,0,0,0,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010002/?pageType=odds&kakeshikiType=3renhuku
2024_01,2720240101020002,1-3-7,4-6-7,64.0,35,1,0,100,0,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101020002/?pageType=odds&kakeshikiType=3renhuku
2024_01,2720240101030002,1-2-3,1-5-3,15.9,20,1,0,100,0,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101030002/?pageType=odds&kakeshikiType=3renhuku
2024_01,2720240101030003,2-4-5,1-4-6,36.1,35,1,0,100,0,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101030003/?pageType=odds&kakeshikiType=3renhuku
