month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_01,2720240101010004,1-3-4,7-1-3,25.0,35,1,0,100,0,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010004/?pageType=odds&kakeshikiType=3renhuku
2024_01,2720240101010005,1-4-7,1-7-6,18.2,35,1,0,100,0,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010005/?pageType=odds&kakeshikiType=3renhuku
2024_01,2720240101030011,1-3-7,2-1-5,5.7,35,0,0,0,0,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101030011/?pageType=odds&kakeshikiType=3renhuku
2024_01,8520240101020003,1-2-3,5-4-3,42.3,20,1,0,100,0,https://keirin.kdreams.jp/sasebo/racedetail/8520240101020003/?pageType=odds&kakeshikiType=3renhuku
2024_01,8520240101030003,1-2-3,6-1-2,6.0,20,0,0,0,0,https://keirin.kdreams.jp/sasebo/racedetail/8520240101030003/?pageType=odds&kakeshikiType=3renhuku
2024_01,8520240101020005,1-2-3,1-2-4,10.5,35,0,0,0,0,https://keirin.kdreams.jp/sasebo/racedetail/8520240101020005/?pageType=odds&kakeshikiType=3renhuku
2024_01,8520240101010007,1-2-5,7-3-2,37.5,35,1,0,100,0,https://keirin.kdreams.jp/sasebo/racedetail/8520240101010007/?pageType=odds&kakeshikiType=3renhuku
2024_01,8520240101020007,1-2-3,1-2-4,5.8,35,0,0,0,0,https://keirin.kdreams.jp/sasebo/racedetail/8520240101020007/?pageType=odds&kakeshikiType=3renhuku
2024_01,8520240101030007,1-2-5,3-7-5,87.3,35,1,0,100,0,https://keirin.kdreams.jp/sasebo/racedetail/8520240101030007/?pageType=odds&kakeshikiType=3renhuku
2024_01,2420240101020008,2-4-7,3-7-2,7.8,35,0,0,0,0,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240101020008/?pageType=odds&kakeshikiType=3renhuku
2024_01,2420240101030008,1-4-7,7-3-6,3.4,35,0,0,0,0,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240101030008/?pageType=odds&kakeshikiType=3renhuku
2024_01,2420240101020010,1-2-7,1-2-5,9.1,35,0,0,0,0,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240101020010/?pageType=odds&kakeshikiType=3renhuku
2024_01,2420240101020011,1-4-5,4-1-5,2.8,35,0,0,0,0,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240101020011/?pageType=odds&kakeshikiType=3renhuku
2024_01,2420240101020012,2-5-7,7-2-4,14.9,35,0,0,0,0,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240101020012/?pageType=odds&kakeshikiType=3renhuku
2024_01,8620240103020001,1-2-5,2-4-3,38.9,20,1,0,100,0,https://keirin.kdreams.jp/beppu/racedetail/8620240103020001/?pageType=odds&kakeshikiType=3renhuku
2024_01,8620240103010002,4-5-7,1-4-3,29.3,35,1,0,100,0,https://keirin.kdreams.jp/beppu/racedetail/8620240103010002/?pageType=odds&kakeshikiType=3renhuku
2024_01,8620240103020002,1-2-5,2-5-1,11.1,20,0,0,0,0,https://keirin.kdreams.jp/beppu/racedetail/8620240103020002/?pageType=odds&kakeshikiType=3renhuku
2024_01,8620240103010003,1-2-5,1-4-5,37.8,35,1,0,100,0,https://keirin.kdreams.jp/beppu/racedetail/8620240103010003/?pageType=odds&kakeshikiType=3renhuku
2024_01,8620240103020003,1-2-5,1-5-2,2.6,35,0,0,0,0,https://keirin.kdreams.jp/beppu/racedetail/8620240103020003/?pageType=odds&kakeshikiType=3renhuku
2024_01,8620240103010004,3-4-5,1-3-5,22.9,35,1,0,100,0,https://keirin.kdreams.jp/beppu/racedetail/8620240103010004/?pageType=odds&kakeshikiType=3renhuku
