race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
4220260601010001,2026-06-01,nagoya,1,1-5-2/7-3-6/4,7,monthly,1,1-3-5,3-5-1,3-5-1,35.10,5-1-2,0,0,0,100,0
4220260601010005,2026-06-01,nagoya,5,3-7/2-4/5-1/6,2,repair_fetched,1,1-4-5,4-5-1,4-5-1,60.80,7-3-5,0,0,0,100,0
5520260601010007,2026-06-01,wakayama,7,1-3-5-6/7-4-2,1,repair_fetched,0,3-4-5,3-4-5,3-4-5,280.70,1-3-5,0,0,0,100,0
5520260601010010,2026-06-01,wakayama,10,7-2-3/6/5-1-4,7,repair_fetched,0,1-2-3,2-3-1,2-3-1,55.10,7-5-1,0,0,0,100,0
5520260601010011,2026-06-01,wakayama,11,2-7-4/3/6-1-5,2,repair_fetched,0,1-4-7,7-4-1,7-4-1,482.60,2-3-1,0,0,0,100,0
5620260531030002,2026-06-02,kishiwada,2,1-2-5/4-3-6/7,1,repair_fetched,0,2-3-4,2-3-4,2-3-4,120.40,2-5-1,0,0,0,100,0
5620260531030003,2026-06-02,kishiwada,3,1-3-5-6/4-2-7,1,repair_fetched,0,2-3-5|2-3-6,3-2-5|3-2-6,3-2-5|3-2-6,75.60|453.10,3-1-5,0,0,0,200,0
5620260531030006,2026-06-02,kishiwada,6,1-4/7-2/5-3-6,7,repair_fetched,0,1-2-3,2-1-3,2-1-3,92.00,1-2-7,0,0,0,100,0
3120260531030002,2026-06-02,matsudo,2,1-5-4/3/6-2-7,1,repair_fetched,1,2-4-5,5-2-4,5-2-4,310.90,6-2-7,0,0,0,100,0
3120260531030003,2026-06-02,matsudo,3,7-1/4-2/3-5-6,3,repair_fetched,0,1-2-5,5-1-2,5-1-2,284.60,5-3-6,0,0,0,100,0
3120260531030004,2026-06-02,matsudo,4,5-1-7/2/3-6/4,5,repair_fetched,1,1-2-7,2-1-7,2-1-7,105.60,2-1-4,0,0,0,100,0
