race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
8320251001030005,2025-10-01,kurume,5,1-4-6/2-7/5-3,1,monthly,1,3-4-7,4-3-7,4-3-7,274.50,5-2-6,0,0,0,100,0
8320251001010006,2025-10-01,kurume,6,5-3-1/6/7-4-2,5,monthly,0,3-4-7,3-4-7,3-4-7,191.70,5-3-4,0,0,0,100,0
8320251001020006,2025-10-01,kurume,6,5-3-1/6/7-4-2,7,monthly,0,1-2-4|2-3-4,4-1-2|4-2-3,4-1-2|4-2-3,185.20|165.60,7-4-1,0,0,0,200,0
8320251001010007,2025-10-01,kurume,7,3-4-7/5-1/6-2,3,monthly,0,4-5-7,5-4-7,5-4-7,77.50,3-5-1,0,0,0,100,0
8320251001010008,2025-10-01,kurume,8,1-4-7/2-5-3/6,2,monthly,1,1-3-5,1-5-3,1-5-3,30.70,6-1-4,0,0,0,100,0
8320251001020011,2025-10-01,kurume,11,7-1-6/4-2/5-3,7,monthly,0,1-2-4,4-1-2,4-1-2,137.00,4-2-7,0,0,0,100,0
8320251001030011,2025-10-01,kurume,11,7-1-6/4-2/5-3,7,monthly,1,1-2-3,1-3-2,1-3-2,74.10,5-1-2,0,0,0,100,0
6120251001010001,2025-10-01,tamano,1,1-7/4-2-6/3-5,4,monthly,0,2-3-5,2-3-5,2-3-5,214.80,3-6-4,0,0,0,100,0
6120251001020001,2025-10-01,tamano,1,1-7/4-2-6/3-5,1,monthly,0,2-5-7,7-2-5,7-2-5,37.60,4-7-1,0,0,0,100,0
6120251001030002,2025-10-01,tamano,2,4-1-6/5-2/3-7,4,monthly,1,1-3-7,7-1-3,7-1-3,44.10,3-7-2,0,0,0,100,0
6120251001010003,2025-10-01,tamano,3,4-1/5-2/7-3/6,7,monthly,0,1-2-3,3-2-1,3-2-1,276.40,3-5-7,0,0,0,100,0
6120251001030003,2025-10-01,tamano,3,4-1/5-2/7-3/6,5,monthly,0,2-3-4,2-3-4,2-3-4,52.50,6-1-5,0,0,0,100,0
6120251001010004,2025-10-01,tamano,4,6-4-3/5-1/2-7,5,monthly,0,1-3-7|1-4-7,7-1-3|7-1-4,7-1-3|7-1-4,699.60|564.00,1-5-2,0,0,0,200,0
6120251001030004,2025-10-01,tamano,4,6-4-3/5-1/2-7,6,monthly,1,3-4-5,4-5-3,4-5-3,185.00,1-3-7,0,0,0,100,0
4620251001020010,2025-10-01,toyama,10,2-5-3/6/4-7-1,2,monthly,0,3-5-7,3-7-5,3-7-5,66.80,3-7-2,0,0,0,100,0
4620251001020011,2025-10-01,toyama,11,1/4/3-6/5-2/7,5,monthly,0,2-3-4,3-2-4,3-2-4,68.50,3-4-5,0,0,0,100,0
4620251001030011,2025-10-01,toyama,11,1/4/3-6/5-2/7,3,monthly,0,1-2-6,1-6-2,1-6-2,108.50,7-1-3,0,0,0,100,0
8420251002010001,2025-10-02,takeo,1,4-3/1-5/6/2-7,4,monthly,0,1-3-5,3-5-1,3-5-1,57.80,3-4-1,0,0,0,100,0
8420251002020001,2025-10-02,takeo,1,4-3/1-5/6/2-7,1,monthly,0,3-5-7,7-5-3,7-5-3,229.60,1-5-7,0,0,0,100,0
8420251002010004,2025-10-02,takeo,4,4-1-6/7-3/5-2,4,monthly,0,1-3-7,1-7-3,1-7-3,114.00,4-1-6,0,0,0,100,0
8420251002020004,2025-10-02,takeo,4,4-1-6/7-3/5-2,4,monthly,1,1-3-7|1-3-5,1-3-7|1-3-5,1-3-7|1-3-5,46.70|75.00,1-3-2,0,0,0,200,0
8420251002010005,2025-10-02,takeo,5,4-1-7/3/5-2-6,4,monthly,0,1-2-7|1-6-7,1-2-7|1-7-6,1-2-7|1-7-6,236.80|433.10,4-2-5,0,0,0,200,0
8420251002030011,2025-10-02,takeo,11,5-1-6/2-7/3-4,5,monthly,0,1-2-4,1-2-4,1-2-4,275.60,3-2-5,0,0,0,100,0
