month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_09,2220240901020001,1-2-3,1-2-4,6.3,35,0,0,0,0,https://keirin.kdreams.jp/maebashi/racedetail/2220240901020001/?pageType=odds&kakeshikiType=3renhuku
2024_09,2220240901010002,1-2-4,4-2-7,4.0,35,0,0,0,0,https://keirin.kdreams.jp/maebashi/racedetail/2220240901010002/?pageType=odds&kakeshikiType=3renhuku
2024_09,2220240901020002,1-4-7,7-5-1,3.0,35,0,0,0,0,https://keirin.kdreams.jp/maebashi/racedetail/2220240901020002/?pageType=odds&kakeshikiType=3renhuku
2024_09,2220240901020003,1-2-5,3-1-5,6.1,35,0,0,0,0,https://keirin.kdreams.jp/maebashi/racedetail/2220240901020003/?pageType=odds&kakeshikiType=3renhuku
2024_09,2220240901030003,2-3-7,2-4-7,4.7,35,0,0,0,0,https://keirin.kdreams.jp/maebashi/racedetail/2220240901030003/?pageType=odds&kakeshikiType=3renhuku
2024_09,2220240901010005,2-4-7,5-1-6,100.4,35,1,0,100,0,https://keirin.kdreams.jp/maebashi/racedetail/2220240901010005/?pageType=odds&kakeshikiType=3renhuku
2024_09,2220240901020005,3-4-5,2-4-7,43.1,35,1,0,100,0,https://keirin.kdreams.jp/maebashi/racedetail/2220240901020005/?pageType=odds&kakeshikiType=3renhuku
2024_09,7520240901010001,1-2-3,6-5-1,37.0,35,1,0,100,0,https://keirin.kdreams.jp/matsuyama/racedetail/7520240901010001/?pageType=odds&kakeshikiType=3renhuku
2024_09,7520240901030001,2-3-4,4-2-5,8.2,20,0,0,0,0,https://keirin.kdreams.jp/matsuyama/racedetail/7520240901030001/?pageType=odds&kakeshikiType=3renhuku
2024_09,7520240901010002,1-3-4,3-7-6,37.1,35,1,0,100,0,https://keirin.kdreams.jp/matsuyama/racedetail/7520240901010002/?pageType=odds&kakeshikiType=3renhuku
2024_09,7520240901030002,5-6-7,3-7-5,111.3,35,1,0,100,0,https://keirin.kdreams.jp/matsuyama/racedetail/7520240901030002/?pageType=odds&kakeshikiType=3renhuku
2024_09,7520240901030011,1-3-7,3-2-4,9.8,35,0,0,0,0,https://keirin.kdreams.jp/matsuyama/racedetail/7520240901030011/?pageType=odds&kakeshikiType=3renhuku
2024_09,8720240902010001,1-2-5,1-4-7,10.5,35,0,0,0,0,https://keirin.kdreams.jp/kumamoto/racedetail/8720240902010001/?pageType=odds&kakeshikiType=3renhuku
2024_09,8720240902030001,2-4-7,4-3-1,3.2,35,0,0,0,0,https://keirin.kdreams.jp/kumamoto/racedetail/8720240902030001/?pageType=odds&kakeshikiType=3renhuku
2024_09,8720240902010004,1-3-5,5-4-1,48.5,35,1,0,100,0,https://keirin.kdreams.jp/kumamoto/racedetail/8720240902010004/?pageType=odds&kakeshikiType=3renhuku
2024_09,8720240902020004,1-3-5,3-4-7,5.6,35,0,0,0,0,https://keirin.kdreams.jp/kumamoto/racedetail/8720240902020004/?pageType=odds&kakeshikiType=3renhuku
2024_09,8720240902030004,1-6-7,4-2-7,74.9,35,1,0,100,0,https://keirin.kdreams.jp/kumamoto/racedetail/8720240902030004/?pageType=odds&kakeshikiType=3renhuku
2024_09,8720240902010005,2-4-7,1-2-5,59.1,35,1,0,100,0,https://keirin.kdreams.jp/kumamoto/racedetail/8720240902010005/?pageType=odds&kakeshikiType=3renhuku
2024_09,8720240902020005,1-5-7,1-6-7,16.6,35,1,0,100,0,https://keirin.kdreams.jp/kumamoto/racedetail/8720240902020005/?pageType=odds&kakeshikiType=3renhuku
2024_09,4220240903010001,1-4-5,4-1-7,18.1,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240903010001/?pageType=odds&kakeshikiType=3renhuku
2024_09,4220240903020001,2-3-7,7-3-5,6.7,35,0,0,0,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240903020001/?pageType=odds&kakeshikiType=3renhuku
2024_09,4220240903010002,1-3-7,,12.8,35,0,0,0,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240903010002/?pageType=odds&kakeshikiType=3renhuku
2024_09,4220240903020002,4-5-7,7-2-3,9.0,35,0,0,0,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240903020002/?pageType=odds&kakeshikiType=3renhuku
2024_09,4220240903030002,2-4-5,5-4-1,5.7,35,0,0,0,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240903030002/?pageType=odds&kakeshikiType=3renhuku
2024_09,4220240903020003,1-4-7,1-7-5,5.5,35,0,0,0,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240903020003/?pageType=odds&kakeshikiType=3renhuku
2024_09,4220240903020004,2-3-7,5-2-7,33.7,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240903020004/?pageType=odds&kakeshikiType=3renhuku
2024_09,4220240903030011,2-5-7,6-5-2,46.1,35,1,0,100,0,https://keirin.kdreams.jp/nagoya/racedetail/4220240903030011/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903010001,1-2-3,3-1-2,3.7,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903010001/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903020001,1-2-3,6-1-3,5.6,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903020001/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903030001,1-2-4,1-3-4,3.6,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903030001/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903010002,1-2-4,1-6-3,20.5,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903010002/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903020002,1-2-3,1-2-6,5.0,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903020002/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903020003,2-3-6,2-3-1,35.9,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903020003/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903010005,1-4-5,4-1-2,107.8,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903010005/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903020005,1-4-5,5-1-2,13.9,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903020005/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903030005,1-3-4,1-2-4,4.3,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903030005/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903010007,1-2-5,3-7-6,31.6,35,1,0,100,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903010007/?pageType=odds&kakeshikiType=3renhuku
2024_09,6120240903020007,1-2-6,2-1-7,5.7,35,0,0,0,0,https://keirin.kdreams.jp/tamano/racedetail/6120240903020007/?pageType=odds&kakeshikiType=3renhuku
