race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
5320260501010003,2026-05-01,nara,3,4-3-6/2/5-1-7,5,repair_fetched,0,1-3-7,1-3-7,1-3-7,221.80,5-4-1,0,0,0,100,0
5320260501010004,2026-05-01,nara,4,1-3-7/5-2-4/6,1,repair_fetched,1,2-3-4,3-2-4,3-2-4,59.50,5-2-3,0,0,0,100,0
1120260430030001,2026-05-02,hakodate,1,6/5-1/2-7/4/3,5,monthly,0,1-4-7,1-4-7,1-4-7,571.70,6-1-5,0,0,0,100,0
1120260430030002,2026-05-02,hakodate,2,2-7-4/1-5/3/6,2,monthly,0,3-4-7,3-7-4,3-7-4,126.50,1-3-2,0,0,0,100,0
1120260430030003,2026-05-02,hakodate,3,6-2/4-1/5-3/7,4,monthly,1,1-3-7,7-3-1,7-3-1,33.50,7-3-1,1,1,1,100,3350
2320260430030001,2026-05-02,toride,1,4-1-6/3/2-7-5,2,monthly,0,4-5-7,7-4-5,7-4-5,33.60,4-2-1,0,0,0,100,0
2320260430030002,2026-05-02,toride,2,2-7/1-5/4/6-3,2,monthly,0,1-3-7,1-7-3,1-7-3,225.30,2-3-7,0,0,0,100,0
2320260430030005,2026-05-02,toride,5,3/5-1/6/4-2-7,4,monthly,0,1-2-5,5-1-2,5-1-2,228.40,4-6-7,0,0,0,100,0
2320260430030007,2026-05-02,toride,7,7-2/5-1-6/3-4,7,monthly,0,1-2-4,2-1-4,2-1-4,272.80,3-4-7,0,0,0,100,0
4620260430030005,2026-05-02,toyama,5,1-4/5/6/3-2-7,3,monthly,1,2-4-7,2-7-4,2-7-4,93.60,5-2-7,0,0,0,100,0
4620260430030006,2026-05-02,toyama,6,1-4/3-6/7-2-5,7,monthly,0,2-4-5|2-5-6,2-5-4|2-5-6,2-5-4|2-5-6,156.40|205.80,7-2-1,0,0,0,200,0
4620260430030007,2026-05-02,toyama,7,1-5-3/6/7-4-2,7,monthly,0,1-2-4,4-1-2,4-1-2,52.70,4-1-7,0,0,0,100,0
4620260430030011,2026-05-02,toyama,11,4/2-1/7-3/5-6,5,monthly,1,1-3-4,1-3-4,1-3-4,155.40,4-3-6,0,0,0,100,0
2720260503010009,2026-05-03,keiokaku,9,7-1/2-5/4/6-3,2,monthly,0,1-3-5,5-1-3,5-1-3,262.90,2-3-7,0,0,0,100,0
2720260503010010,2026-05-03,keiokaku,10,1-5-7/2-6/4-3,4,monthly,0,1-3-5,3-1-5,3-1-5,64.00,1-4-3,0,0,0,100,0
5320260501030001,2026-05-03,nara,1,3-5-7/4-1/2-6,4,monthly,1,1-5-7,1-7-5,1-7-5,277.30,3-2-6,0,0,0,100,0
5320260501030003,2026-05-03,nara,3,1-4-6/2-5/3-7,2,monthly,1,4-5-7,5-7-4,5-7-4,68.20,3-7-5,0,0,0,100,0
5320260501030011,2026-05-03,nara,11,2-5-4/7-3-1/6,2,monthly,1,1-4-5|3-4-5,5-1-4|5-3-4,5-1-4|5-3-4,300.20|274.30,6-7-3,0,0,0,200,0
1220260504020002,2026-05-05,aomori,2,2-6/1/5/7-3-4,7,monthly,0,1-2-3,1-3-2,1-3-2,53.00,3-7-4,0,0,0,100,0
1220260504020003,2026-05-05,aomori,3,5-2/1-4/3-7/6,5,monthly,1,2-3-4,3-2-4,3-2-4,357.40,3-4-7,0,0,0,100,0
1220260504020005,2026-05-05,aomori,5,6-2/5-4-1/7-3,6,monthly,0,1-2-4,2-4-1,2-4-1,153.00,1-4-6,0,0,0,100,0
1220260504020007,2026-05-05,aomori,7,5-1/4-2-7/6-3,5,monthly,0,1-2-3|1-2-7,2-1-3|2-1-7,2-1-3|2-1-7,250.40|163.80,5-2-1,0,0,0,200,0
4320260505010004,2026-05-05,gifu,4,4-1-6/3/2-7-5,4,monthly,0,1-2-7,7-1-2,7-1-2,57.10,4-1-6,0,0,0,100,0
2720260503030005,2026-05-05,keiokaku,5,5-1/4-2-6/7-3,5,monthly,0,1-2-3,1-2-3,1-2-3,104.30,5-2-4,0,0,0,100,0
2720260503030009,2026-05-05,keiokaku,9,1-7/6-2/3-5-4,1,monthly,0,2-5-7,7-2-5,7-2-5,52.70,3-1-7,0,0,0,100,0
2720260503030010,2026-05-05,keiokaku,10,6-2/1-5-7/4-3,1,monthly,0,3-5-7,5-3-7,5-3-7,67.70,5-1-3,0,0,0,100,0
5620260504020004,2026-05-05,kishiwada,4,7-1/3-5/6/2-4,7,monthly,0,1-3-4,3-4-1,3-4-1,134.40,7-3-4,0,0,0,100,0
