month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_08,7420240801020008,BASE,6,1.0,monthly,2-5-7,7-2-5,,2-7-4,0.0,0,0.0,0,0,odds_too_low
2024_08,7420240801020008,OH_HIGH,6,1.0,monthly,,,,2-7-4,0.0,0,0.0,0,0,ranking_cycle
2024_08,7420240801010009,BASE,1,0.0,monthly,,,,1-4-5,0.0,0,0.0,0,0,ranking_cycle
2024_08,7420240801010009,OH_HIGH,1,0.0,monthly,2-4-5,5-4-2,5-4-2,1-4-5,0.0,1,0.0,100,0,BET
2024_08,7420240801010011,BASE,4,,repair_fetched,2-5-7,7-5-2,7-5-2,,,1,,100,0,BET
2024_08,7420240801010011,OH_HIGH,4,,repair_fetched,2-5-7,7-5-2,7-5-2,,,1,,100,0,BET
2024_08,7420240801020011,BASE,2,1.0,monthly,1-5-7|1-3-5,5-1-7|5-1-3,5-1-3,1-3-4,0.0,1,0.0,100,0,BET
2024_08,7420240801020011,OH_HIGH,2,1.0,monthly,1-4-5,5-1-4,5-1-4,1-3-4,0.0,1,0.0,100,0,BET
2024_08,7420240801010012,BASE,7,0.0,monthly,3-4-5,3-4-5,3-4-5,3-4-7,0.0,1,0.0,100,0,BET
2024_08,7420240801010012,OH_HIGH,7,0.0,monthly,1-3-4|2-3-4,3-4-1|3-4-2,3-4-1|3-4-2,3-4-7,0.0,1,0.0,200,0,BET
2024_08,8320240801010001,BASE,5,0.0,monthly,1-4-7,1-7-4,1-7-4,3-1-5,0.0,1,0.0,100,0,BET
2024_08,8320240801010001,OH_HIGH,5,0.0,monthly,1-2-3,1-2-3,1-2-3,3-1-5,0.0,1,0.0,100,0,BET
2024_08,8320240801010002,BASE,7,0.0,monthly,1-2-3,1-2-3,1-2-3,4-2-7,0.0,1,0.0,100,0,BET
2024_08,8320240801010002,OH_HIGH,7,0.0,monthly,1-2-5,1-2-5,1-2-5,4-2-7,0.0,1,0.0,100,0,BET
2024_08,8320240801020002,BASE,5,0.0,monthly,1-2-4,2-4-1,2-4-1,7-2-5,0.0,1,0.0,100,0,BET
2024_08,8320240801020002,OH_HIGH,5,0.0,monthly,1-2-4,2-4-1,2-4-1,7-2-5,0.0,1,0.0,100,0,BET
2024_08,8320240801030002,BASE,5,0.0,monthly,1-2-4,2-1-4,2-1-4,2-4-5,0.0,1,0.0,100,0,BET
2024_08,8320240801030002,OH_HIGH,5,0.0,monthly,1-2-4|1-2-7,2-1-4|2-1-7,2-1-4|2-1-7,2-4-5,0.0,1,0.0,200,0,BET
2024_08,8320240801020003,BASE,1,0.0,monthly,2-3-5,5-2-3,5-2-3,6-1-5,0.0,1,0.0,100,0,BET
2024_08,8320240801020003,OH_HIGH,1,0.0,monthly,2-3-5,5-2-3,5-2-3,6-1-5,0.0,1,0.0,100,0,BET
2024_08,8320240801030003,BASE,7,0.0,monthly,1-3-5,1-3-5,1-3-5,1-3-7,0.0,1,0.0,100,0,BET
2024_08,8320240801030003,OH_HIGH,7,0.0,monthly,1-3-5,1-3-5,1-3-5,1-3-7,0.0,1,0.0,100,0,BET
2024_08,8320240801010004,BASE,1,0.0,monthly,3-4-7,7-3-4,7-3-4,5-1-3,0.0,1,0.0,100,0,BET
