month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_12,8620241201010001,BASE,4,1,monthly,,,,1-3-7,0,0,0,0,0,ranking_cycle
2024_12,8620241201010001,OH_HIGH,4,1,monthly,1-2-7,2-1-7,2-1-7,1-3-7,0,1,0,100,0,BET
2024_12,8620241201030001,BASE,4,0,monthly,,,,2-4-7,0,0,0,0,0,ranking_cycle
2024_12,8620241201030001,OH_HIGH,4,0,monthly,2-3-7,2-3-7,2-3-7,2-4-7,0,1,0,100,0,BET
2024_12,8620241201010002,BASE,5,0,monthly,,,,5-1-6,0,0,0,0,0,ranking_cycle
2024_12,8620241201010002,OH_HIGH,5,0,monthly,,,,5-1-6,0,0,0,0,0,ranking_cycle
2024_12,8620241201030003,BASE,1,1,monthly,4-5-7,5-7-4,5-7-4,7-5-2,0,1,0,100,0,BET
2024_12,8620241201030003,OH_HIGH,1,1,monthly,,,,7-5-2,0,0,0,0,0,ranking_cycle
2024_12,8620241201020004,BASE,1,1,monthly,2-3-5,5-3-2,,5-3-2,1,0,0,0,0,odds_too_low
2024_12,8620241201020004,OH_HIGH,1,1,monthly,2-3-5,5-3-2,,5-3-2,1,0,0,0,0,odds_too_low
2024_12,8620241201030004,BASE,1,1,monthly,2-3-5,5-3-2,5-3-2,3-5-2,1,1,0,100,0,BET
2024_12,8620241201030004,OH_HIGH,1,1,monthly,2-3-5,5-3-2,5-3-2,3-5-2,1,1,0,100,0,BET
2024_12,8620241201010005,BASE,3,0,monthly,,,,3-5-7,0,0,0,0,0,ranking_cycle
2024_12,8620241201010005,OH_HIGH,3,0,monthly,,,,3-5-7,0,0,0,0,0,cannot_compress_multiple_ambiguities
2024_12,7320241202010001,BASE,3,0,monthly,,,,4-2-3,0,0,0,0,0,ranking_cycle
2024_12,7320241202010001,OH_HIGH,3,0,monthly,1-2-5|1-2-4,2-1-5|2-1-4,2-1-5|2-1-4,4-2-3,0,1,0,200,0,BET
2024_12,7320241202020001,BASE,3,1,monthly,,,,4-5-6,0,0,0,0,0,ranking_cycle
2024_12,7320241202020001,OH_HIGH,3,1,monthly,,,,4-5-6,0,0,0,0,0,ranking_cycle
2024_12,7320241202030003,BASE,4,0,monthly,1-3-7,1-7-3,,1-6-4,0,0,0,0,0,odds_too_low
2024_12,7320241202030003,OH_HIGH,4,0,monthly,1-2-7|1-3-7,1-7-2|1-7-3,1-7-2,1-6-4,0,1,0,100,0,BET
2024_12,7320241202010005,BASE,6,1,monthly,1-2-3,3-2-1,3-2-1,4-5-1,0,1,0,100,0,BET
2024_12,7320241202010005,OH_HIGH,6,1,monthly,3-5-7,3-5-7,3-5-7,4-5-1,0,1,0,100,0,BET
2024_12,7320241202020005,BASE,5,1,monthly,1-3-4,1-3-4,,3-1-4,1,0,0,0,0,odds_too_low
2024_12,7320241202020005,OH_HIGH,5,1,monthly,1-3-4,1-3-4,,3-1-4,1,0,0,0,0,odds_too_low
2024_12,7320241202030011,BASE,3,1,monthly,1-5-7,7-1-5,7-1-5,2-7-1,0,1,0,100,0,BET
2024_12,7320241202030011,OH_HIGH,3,1,monthly,1-5-7,7-1-5,7-1-5,2-7-1,0,1,0,100,0,BET
2024_12,3820241203010003,BASE,3,0,monthly,1-2-5,1-2-5,1-2-5,1-3-2,0,1,0,100,0,BET
2024_12,3820241203010003,OH_HIGH,3,0,monthly,1-2-5,1-2-5,1-2-5,1-3-2,0,1,0,100,0,BET
2024_12,3820241203030003,BASE,3,0,monthly,1-2-5,1-2-5,1-2-5,3-1-5,0,1,0,100,0,BET
2024_12,3820241203030003,OH_HIGH,3,0,monthly,1-2-5,1-2-5,1-2-5,3-1-5,0,1,0,100,0,BET
2024_12,3820241203010004,BASE,2,0,monthly,,,,2-4-7,0,0,0,0,0,ranking_cycle
2024_12,3820241203010004,OH_HIGH,2,0,monthly,1-4-5,1-4-5,1-4-5,2-4-7,0,1,0,100,0,BET
2024_12,3820241203020004,BASE,2,1,monthly,,,,4-5-6,0,0,0,0,0,ranking_cycle
2024_12,3820241203020004,OH_HIGH,2,1,monthly,1-4-5,1-4-5,1-4-5,4-5-6,0,1,0,100,0,BET
2024_12,3820241203030004,BASE,1,0,monthly,2-3-4,3-2-4,3-2-4,3-4-1,0,1,0,100,0,BET
2024_12,3820241203030004,OH_HIGH,1,0,monthly,2-3-4,3-2-4,3-2-4,3-4-1,0,1,0,100,0,BET
2024_12,3820241203010005,BASE,2,1,monthly,1-3-6,1-3-6,1-3-6,3-4-1,0,1,0,100,0,BET
2024_12,3820241203010005,OH_HIGH,2,1,monthly,1-3-4|1-3-6,1-3-4|1-3-6,1-3-4|1-3-6,3-4-1,1,1,0,200,0,BET
2024_12,3820241203020005,BASE,4,0,monthly,1-2-3,1-2-3,1-2-3,4-5-6,0,1,0,100,0,BET
2024_12,3820241203020005,OH_HIGH,4,0,monthly,1-2-3,1-2-3,1-2-3,4-5-6,0,1,0,100,0,BET
2024_12,3820241203030005,BASE,2,0,monthly,1-3-4,1-3-4,1-3-4,2-1-7,0,1,0,100,0,BET
2024_12,3820241203030005,OH_HIGH,2,0,monthly,1-3-4,1-3-4,1-3-4,2-1-7,0,1,0,100,0,BET
2024_12,3820241203030006,BASE,1,1,monthly,2-3-4,2-3-4,2-3-4,5-6-4,0,1,0,100,0,BET
2024_12,3820241203030006,OH_HIGH,1,1,monthly,2-4-5,2-4-5,2-4-5,5-6-4,0,1,0,100,0,BET
2024_12,3820241203020007,BASE,2,0,monthly,1-3-6|1-4-6,1-3-6|1-6-4,1-3-6|1-6-4,4-6-2,0,1,0,200,0,BET
2024_12,3820241203020007,OH_HIGH,2,0,monthly,,,,4-6-2,0,0,0,0,0,cannot_compress_multiple_ambiguities
2024_12,3820241203030008,BASE,3,1,monthly,1-2-4,4-1-2,,4-1-7,0,0,0,0,0,odds_too_low
2024_12,3820241203030008,OH_HIGH,3,1,monthly,1-4-7,4-1-7,4-1-7,4-1-7,1,1,1,100,3790,BET
2024_12,3820241203010009,BASE,3,0,monthly,1-4-6|1-4-7,1-4-6|1-4-7,1-4-6|1-4-7,1-4-3,0,1,0,200,0,BET
2024_12,3820241203010009,OH_HIGH,3,0,monthly,1-4-5,1-4-5,1-4-5,1-4-3,0,1,0,100,0,BET
2024_12,3820241203020009,BASE,3,0,monthly,1-2-4,1-4-2,1-4-2,1-3-2,0,1,0,100,0,BET
2024_12,3820241203020009,OH_HIGH,3,0,monthly,1-4-5,1-4-5,1-4-5,1-3-2,0,1,0,100,0,BET
2024_12,6120241203010003,BASE,1,0,monthly,2-3-5,3-2-5,3-2-5,3-1-6,0,1,0,100,0,BET
2024_12,6120241203010003,OH_HIGH,1,0,monthly,2-3-4,3-2-4,3-2-4,3-1-6,0,1,0,100,0,BET
2024_12,6120241203020003,BASE,1,0,monthly,2-3-5|2-3-6,3-2-5|3-2-6,3-2-5|3-2-6,4-1-3,0,1,0,200,0,BET
2024_12,6120241203020003,OH_HIGH,1,0,monthly,2-3-4,3-2-4,3-2-4,4-1-3,0,1,0,100,0,BET
2024_12,6120241203010004,BASE,2,0,monthly,1-3-4|1-3-5,1-3-4|1-3-5,1-3-4|1-3-5,2-3-1,0,1,0,200,0,BET
2024_12,6120241203010004,OH_HIGH,2,0,monthly,1-3-6,1-3-6,1-3-6,2-3-1,0,1,0,100,0,BET
2024_12,6120241203020004,BASE,6,1,monthly,,,,1-4-2,0,0,0,0,0,ranking_cycle
2024_12,6120241203020004,OH_HIGH,6,1,monthly,1-2-4,1-2-4,,1-4-2,1,0,0,0,0,odds_too_low
2024_12,6120241203030004,BASE,2,0,monthly,1-3-4,1-3-4,,1-2-6,0,0,0,0,0,odds_too_low
2024_12,6120241203030004,OH_HIGH,2,0,monthly,1-3-4,1-3-4,,1-2-6,0,0,0,0,0,odds_too_low
2024_12,6120241203010005,BASE,3,0,monthly,1-2-4,1-2-4,1-2-4,3-1-2,0,1,0,100,0,BET
2024_12,6120241203010005,OH_HIGH,3,0,monthly,1-2-4,1-2-4,1-2-4,3-1-2,0,1,0,100,0,BET
2024_12,6120241203010006,BASE,2,1,monthly,1-3-5,1-3-5,,1-5-6,0,0,0,0,0,odds_too_low
2024_12,6120241203010006,OH_HIGH,2,1,monthly,1-3-5,1-3-5,,1-5-6,0,0,0,0,0,odds_too_low
2024_12,6120241203020006,BASE,1,0,monthly,2-3-5,2-3-5,2-3-5,1-3-6,0,1,0,100,0,BET
2024_12,6120241203020006,OH_HIGH,1,0,monthly,2-3-5,2-3-5,2-3-5,1-3-6,0,1,0,100,0,BET
2024_12,6120241203030006,BASE,2,1,monthly,1-3-5,3-1-5,3-1-5,5-3-7,0,1,0,100,0,BET
2024_12,6120241203030006,OH_HIGH,2,1,monthly,1-3-5,3-1-5,3-1-5,5-3-7,0,1,0,100,0,BET
