month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_01,3520240101030001,BASE,1,0,monthly,3-4-5,3-4-5,3-4-5,1-4-3,0,1,0,100,0,BET
2024_01,3520240101030001,OH_HIGH,1,0,monthly,2-3-7,3-2-7,3-2-7,1-4-3,0,1,0,100,0,BET
2024_01,3520240101010002,BASE,2,1,monthly,4-5-7,7-4-5,7-4-5,5-7-4,1,1,0,100,0,BET
2024_01,3520240101010002,OH_HIGH,2,1,monthly,4-5-7,7-4-5,7-4-5,5-7-4,1,1,0,100,0,BET
2024_01,3520240101020002,BASE,4,1,monthly,2-5-7,7-2-5,7-2-5,6-5-3,0,1,0,100,0,BET
2024_01,3520240101020002,OH_HIGH,4,1,monthly,2-5-7,7-2-5,7-2-5,6-5-3,0,1,0,100,0,BET
2024_01,3520240101030002,BASE,4,1,monthly,,,,5-2-1,0,0,0,0,0,cannot_compress_third_slot_too_wide
2024_01,3520240101030002,OH_HIGH,4,1,monthly,2-5-7,5-2-7,,5-2-1,0,0,0,0,0,odds_too_low
2024_01,3520240101040002,BASE,4,0,monthly,1-3-5,5-3-1,5-3-1,5-4-2,0,1,0,100,0,BET
2024_01,3520240101040002,OH_HIGH,4,0,monthly,1-3-5,5-3-1,5-3-1,5-4-2,0,1,0,100,0,BET
2024_01,3520240101010003,BASE,6,1,monthly,1-3-4,1-3-4,1-3-4,4-1-3,1,1,0,100,0,BET
2024_01,3520240101010003,OH_HIGH,6,1,monthly,1-4-7,1-4-7,1-4-7,4-1-3,0,1,0,100,0,BET
2024_01,3520240101020003,BASE,7,1,monthly,2-3-4|1-3-4,4-3-2|4-3-1,4-3-2|4-3-1,3-4-6,0,1,0,200,0,BET
2024_01,3520240101020003,OH_HIGH,7,1,monthly,3-4-5|3-4-6,4-3-5|4-3-6,,3-4-6,1,0,0,0,0,odds_too_low
2024_01,3520240101030003,BASE,6,1,monthly,1-2-4,1-2-4,1-2-4,2-7-1,0,1,0,100,0,BET
2024_01,3520240101030003,OH_HIGH,6,1,monthly,1-2-5|1-2-4,1-2-5|1-2-4,1-2-5|1-2-4,2-7-1,0,1,0,200,0,BET
2024_01,3520240101040003,BASE,6,0,monthly,1-2-3,3-1-2,3-1-2,6-3-7,0,1,0,100,0,BET
2024_01,3520240101040003,OH_HIGH,6,0,monthly,,,,6-3-7,0,0,0,0,0,ranking_cycle
2024_01,3520240101020004,BASE,4,1,monthly,1-2-5,2-5-1,,2-5-1,1,0,0,0,0,odds_too_low
2024_01,3520240101020004,OH_HIGH,4,1,monthly,1-2-5,2-5-1,,2-5-1,1,0,0,0,0,odds_too_low
2024_01,3520240101030004,BASE,4,0,monthly,1-5-7,1-5-7,1-5-7,7-5-4,0,1,0,100,0,BET
2024_01,3520240101030004,OH_HIGH,4,0,monthly,1-5-7,1-5-7,1-5-7,7-5-4,0,1,0,100,0,BET
2024_01,3520240101040004,BASE,4,1,monthly,1-2-7|1-3-7,1-2-7|1-7-3,1-2-7|1-7-3,6-1-2,0,1,0,200,0,BET
2024_01,3520240101040004,OH_HIGH,4,1,monthly,1-3-7,1-7-3,1-7-3,6-1-2,0,1,0,100,0,BET
2024_01,3520240101010005,BASE,5,0,monthly,2-3-7,2-3-7,2-3-7,5-7-1,0,1,0,100,0,BET
2024_01,3520240101010005,OH_HIGH,5,0,monthly,,,,5-7-1,0,0,0,0,0,ranking_cycle
2024_01,3520240101030005,BASE,1,1,monthly,3-5-7,3-7-5,,3-2-7,0,0,0,0,0,odds_too_low
2024_01,3520240101030005,OH_HIGH,1,1,monthly,3-5-7,3-7-5,,3-2-7,0,0,0,0,0,odds_too_low
2024_01,2720240101010001,BASE,1,1,monthly,2-5-7,7-2-5,7-2-5,2-5-3,0,1,0,100,0,BET
2024_01,2720240101010001,OH_HIGH,1,1,monthly,2-3-7,7-2-3,7-2-3,2-5-3,0,1,0,100,0,BET
2024_01,2720240101020001,BASE,2,1,monthly,1-4-5|3-4-5,4-5-1|4-5-3,4-5-3,4-1-5,1,1,0,100,0,BET
2024_01,2720240101020001,OH_HIGH,2,1,monthly,3-4-5,4-5-3,4-5-3,4-1-5,0,1,0,100,0,BET
2024_01,2720240101010002,BASE,4,0,monthly,1-2-3,1-2-3,1-2-3,4-2-1,0,1,0,100,0,BET
2024_01,2720240101010002,OH_HIGH,4,0,monthly,1-2-7|1-3-7,1-2-7|1-7-3,1-2-7|1-7-3,4-2-1,0,1,0,200,0,BET
2024_01,2720240101020002,BASE,4,0,monthly,1-2-3,1-3-2,1-3-2,4-6-7,0,1,0,100,0,BET
2024_01,2720240101020002,OH_HIGH,4,0,monthly,1-3-7,1-3-7,1-3-7,4-6-7,0,1,0,100,0,BET
2024_01,2720240101030002,BASE,5,0,monthly,1-2-3,3-1-2,3-1-2,1-5-3,0,1,0,100,0,BET
2024_01,2720240101030002,OH_HIGH,5,0,monthly,1-2-3,3-1-2,3-1-2,1-5-3,0,1,0,100,0,BET
2024_01,2720240101030003,BASE,1,0,monthly,2-4-5,2-4-5,2-4-5,1-4-6,0,1,0,100,0,BET
2024_01,2720240101030003,OH_HIGH,1,0,monthly,2-4-5,2-4-5,2-4-5,1-4-6,0,1,0,100,0,BET
2024_01,2720240101010004,BASE,7,0,monthly,1-3-4,4-1-3,4-1-3,7-1-3,0,1,0,100,0,BET
2024_01,2720240101010004,OH_HIGH,7,0,monthly,1-3-4,4-1-3,4-1-3,7-1-3,0,1,0,100,0,BET
2024_01,2720240101030004,BASE,7,0,monthly,1-2-3,3-2-1,,1-2-7,0,0,0,0,0,odds_too_low
2024_01,2720240101030004,OH_HIGH,7,0,monthly,1-2-3,3-2-1,,1-2-7,0,0,0,0,0,odds_too_low
2024_01,2720240101010005,BASE,5,1,monthly,,,,1-7-6,0,0,0,0,0,ranking_cycle
2024_01,2720240101010005,OH_HIGH,5,1,monthly,3-4-7|1-4-7,4-7-3|4-7-1,4-7-3|4-7-1,1-7-6,0,1,0,200,0,BET
2024_01,2720240101030011,BASE,5,0,monthly,1-2-7,1-2-7,1-2-7,2-1-5,0,1,0,100,0,BET
2024_01,2720240101030011,OH_HIGH,5,0,monthly,1-3-7,1-3-7,1-3-7,2-1-5,0,1,0,100,0,BET
2024_01,8520240101020003,BASE,4,0,monthly,1-2-3,1-2-3,1-2-3,5-4-3,0,1,0,100,0,BET
2024_01,8520240101020003,OH_HIGH,4,0,monthly,1-2-3,1-2-3,1-2-3,5-4-3,0,1,0,100,0,BET
2024_01,8520240101030003,BASE,4,1,monthly,1-2-3,1-2-3,,6-1-2,0,0,0,0,0,odds_too_low
2024_01,8520240101030003,OH_HIGH,4,1,monthly,1-2-3,1-2-3,,6-1-2,0,0,0,0,0,odds_too_low
2024_01,8520240101020005,BASE,4,0,monthly,1-2-3,1-2-3,1-2-3,1-2-4,0,1,0,100,0,BET
2024_01,8520240101020005,OH_HIGH,4,0,monthly,1-2-3,1-2-3,1-2-3,1-2-4,0,1,0,100,0,BET
2024_01,8520240101020006,BASE,5,1,monthly,1-2-3,2-1-3,,3-1-2,1,0,0,0,0,odds_too_low
2024_01,8520240101020006,OH_HIGH,5,1,monthly,1-2-3,2-1-3,,3-1-2,1,0,0,0,0,odds_too_low
2024_01,8520240101010007,BASE,4,1,monthly,1-2-6,1-2-6,1-2-6,7-3-2,0,1,0,100,0,BET
2024_01,8520240101010007,OH_HIGH,4,1,monthly,1-2-5,1-2-5,1-2-5,7-3-2,0,1,0,100,0,BET
2024_01,8520240101020007,BASE,4,0,monthly,1-2-3,1-2-3,,1-2-4,0,0,0,0,0,odds_too_low
2024_01,8520240101020007,OH_HIGH,4,0,monthly,1-2-3,1-2-3,,1-2-4,0,0,0,0,0,odds_too_low
2024_01,8520240101030007,BASE,4,1,monthly,1-2-6,1-2-6,1-2-6,3-7-5,0,1,0,100,0,BET
2024_01,8520240101030007,OH_HIGH,4,1,monthly,1-2-5,1-2-5,1-2-5,3-7-5,0,1,0,100,0,BET
2024_01,2420240101020008,BASE,5,1,monthly,2-4-7|1-2-7,7-2-4|7-2-1,7-2-4|7-2-1,3-7-2,0,1,0,200,0,BET
2024_01,2420240101020008,OH_HIGH,5,1,monthly,2-4-7|1-2-7,7-2-4|7-2-1,7-2-4|7-2-1,3-7-2,0,1,0,200,0,BET
2024_01,2420240101030008,BASE,3,0,monthly,1-4-7,1-7-4,1-7-4,7-3-6,0,1,0,100,0,BET
