month,race_id,selected_set,actual,trio_odds,parsed_trio_count,bet,hit,stake,pay,source_url
2024_05,1120240501010001,2-3-4,4-2-1,25.9,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501010001/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501030001,2-3-4,1-4-3,31.1,10,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501030001/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501010002,1-3-4,3-2-1,19.7,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501010002/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501020002,1-3-5,3-2-1,17.6,10,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501020002/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501030002,1-3-4,1-2-3,22.2,10,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501030002/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501020003,1-3-4,1-4-2,11.4,20,0,0,0,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501020003/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501030003,1-3-4,2-1-3,5.2,20,0,0,0,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501030003/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501020004,1-2-5,2-1-3,12.8,35,0,0,0,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501020004/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501030004,1-2-6,3-2-4,5.4,35,0,0,0,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501030004/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501010006,2-3-4,1-5-7,27.5,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501010006/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501020006,1-2-5,2-4-3,22.9,35,1,0,100,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501020006/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501030006,1-2-4,2-1-3,14.0,35,0,0,0,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501030006/?pageType=odds&kakeshikiType=3renhuku
2024_05,1120240501030007,1-3-4,1-4-2,11.1,35,0,0,0,0,https://keirin.kdreams.jp/hakodate/racedetail/1120240501030007/?pageType=odds&kakeshikiType=3renhuku
