race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
5320260227030004,2026-03-01,nara,4,3-1-7/2/6-4-5,3,monthly,1.0,1-4-5,1-4-5,1-4-5,59.20,4-6-5,0.0,0.0,0.0,100,0
5320260227030007,2026-03-01,nara,7,4-2/1/3-7-5-6,3,monthly,1.0,2-5-7,7-2-5,7-2-5,50.90,7-6-5,0.0,0.0,0.0,100,0
5520260228020003,2026-03-01,wakayama,3,6-2-5/7-3-4-1,7,monthly,0.0,3-4-5,5-4-3,5-4-3,342.90,3-7-4,0.0,0.0,0.0,100,0
5520260228020005,2026-03-01,wakayama,5,7-4-1/5-2/6-3,7,monthly,0.0,1-3-4,3-4-1,3-4-1,348.30,7-4-1,0.0,0.0,0.0,100,0
6220260228030002,2026-03-02,hiroshima,2,1-3/4/2/6/7-5,7,monthly,0.0,3-4-5,4-5-3,4-5-3,81.20,5-7-1,0.0,0.0,0.0,100,0
6220260228030003,2026-03-02,hiroshima,3,7-2-6/3-4/1-5,7,monthly,0.0,2-4-5,2-5-4,2-5-4,2423.40,7-2-6,0.0,0.0,0.0,100,0
6220260228030004,2026-03-02,hiroshima,4,2-7/4-3/1-5-6,1,monthly,0.0,3-5-7,5-3-7,5-3-7,496.30,2-1-5,0.0,0.0,0.0,100,0
6220260228030005,2026-03-02,hiroshima,5,1-7-6/2-5/3-4,1,monthly,1.0,3-5-7,7-3-5,7-3-5,261.90,6-3-7,0.0,0.0,0.0,100,0
6220260228030006,2026-03-02,hiroshima,6,7-1/4/5-2/3-6,5,monthly,0.0,1-2-7,2-7-1,2-7-1,75.10,5-2-4,0.0,0.0,0.0,100,0
6220260228030007,2026-03-02,hiroshima,7,1-6/5-4/3-7-2,3,monthly,1.0,2-4-5,2-4-5,2-4-5,300.80,1-5-4,0.0,0.0,0.0,100,0
2720260301020007,2026-03-02,keiokaku,7,4-1/2-5/3-7-6,3,monthly,1.0,1-5-7,7-1-5,7-1-5,198.20,7-4-1,0.0,0.0,0.0,100,0
2720260301020011,2026-03-02,keiokaku,11,1-4/6-2/7-3-5,1,monthly,0.0,3-4-5|2-3-4,3-4-5|3-4-2,3-4-5|3-4-2,171.90|253.50,1-4-3,0.0,0.0,0.0,200,0
7320260301020006,2026-03-02,komatsushima,6,1-2/4-3/5-6-7,4,monthly,1.0,1-2-3,3-1-2,3-1-2,65.40,3-6-2,0.0,0.0,0.0,100,0
7320260301020007,2026-03-02,komatsushima,7,1-6/5-2-3/4-7,5,monthly,1.0,1-2-3,2-1-3,2-1-3,35.20,2-3-6,0.0,0.0,0.0,100,0
8320260301020005,2026-03-02,kurume,5,1-5/4-2/6-3-7,1,monthly,0.0,2-3-5,5-2-3,5-2-3,306.40,1-5-4,0.0,0.0,0.0,100,0
