month,race_id,trio_key,group_score_percentile,role_ok,top3_spread,unordered_role_set,group_market_p,effective_group_odds,entropy_norm,hhi,rank1_conditional_share,rank6_conditional_share,rank1_to_rank6_share_ratio,group_hit,winner_odds_rank,rank1_exact_hit,rank1_posted_odds,rank1_order,rank1_exact_market_p,race_uid
2022_01,8120220104010009,1-4-5,0.2571428571428571,1,1,BANTE+BANTE+BANTE,0.00831963128124023,120.19763450994276,0.9944990689060614,0.16990227336422545,0.19604125099567563,0.13527700079968905,1.4491838955386291,0,,0,459.5,4-1-5,0.0016309909241970903,2022_01|8120220104010009
2022_01,8120220104020009,1-4-5,0.2571428571428571,1,1,BANTE+BANTE+RYO,0.03962918097009174,25.23393054110058,0.8366845514261153,0.2780415774314076,0.44261294279135555,0.054014211652446076,8.194379391100702,0,,0,42.7,1-5-4,0.017540388409583493,2022_01|8120220104020009
2022_01,8120220104030009,1-4-5,0.2857142857142857,1,1,BANTE+BANTE+RYO,0.00815104366457172,122.68367599924308,0.9572535062227128,0.19238054819495728,0.27564924041076405,0.08719570130953051,3.1612709832134294,0,,0,333.6,1-5-4,0.0022468289946941653,2022_01|8120220104030009
2022_01,5420220104020001,1-4-6,0.3142857142857143,1,0,BANTE+RYO+RYO,0.011357848396317389,88.04484486024967,0.8845481834523556,0.23850876765453416,0.3487826543967312,0.0663277247684356,5.258474576271185,0,,0,188.8,4-6-1,0.003961420511903235,2022_01|5420220104020001
2022_01,5420220104010002,2-3-4,0.4,1,0,BANTE+BANTE+RYO,0.004541579299117989,220.18772196583865,0.9288739926408601,0.209945890244354,0.307715812669554,0.06592941653606726,4.667352281226626,0,,0,534.8,4-3-2,0.0013975157648313152,2022_01|5420220104010002
2022_01,5420220104010003,1-2-3,0.37142857142857144,1,0,BANTE+RYO+RYO,0.0037714295187212333,265.1514485518125,0.9368664702698127,0.20368922871677886,0.29548633920599393,0.07132208403857757,4.1429852084267145,0,,0,669.3,1-2-3,0.0011144059020603608,2022_01|5420220104010003
2022_01,5420220104010003,1-3-7,0.2857142857142857,1,0,BANTE+BANTE+RYO,0.0030248931771520667,330.59018663974734,0.9549146008917463,0.19702320059303816,0.31580164036239006,0.09436944421713579,3.3464395491803285,0,,0,780.8,1-7-3,0.0009552662272656244,2022_01|5420220104010003
2022_01,5420220104030004,1-2-3,0.2571428571428571,1,0,BANTE+RYO+RYO,0.015337875749855026,65.19807672907065,0.9231415347283932,0.21487296983854595,0.3313339692753326,0.0754381017472722,4.3921302578019,0,,0,147.4,2-3-1,0.005081959252451334,2022_01|5420220104030004
2022_01,5420220104030004,2-4-6,0.3142857142857143,1,0,BANTE+BANTE+BANTE,0.01778527049910503,56.226302549085254,0.6927761927578822,0.35155614391707385,0.42118043346544604,0.016472951872084092,25.567999999999998,0,,0,100.0,4-2-6,0.007490807938113266,2022_01|5420220104030004
2022_01,5420220104030004,2-6-7,0.37142857142857144,1,0,BANTE+BANTE+RYO,0.0018522331485413442,539.8888367738759,0.8819860918965411,0.2446366295593409,0.38875358879212607,0.05629851164758804,6.905219648178411,0,,0,1040.3,2-7-6,0.0007200622837751867,2022_01|5420220104030004
2022_01,4820220104020001,3-5-7,0.4,1,1,BANTE+BANTE+BANTE,0.026371660228449362,37.919493552446674,0.9600939962580743,0.19184974032482197,0.26506069061939347,0.1078349375119506,2.4580223880597014,0,,0,107.2,3-5-7,0.00699009047293278,2022_01|4820220104020001
2022_01,4820220104030001,3-5-7,0.2857142857142857,1,0,BANTE+BANTE+BANTE,0.002109411398810253,474.06589371993465,0.9933492253098349,0.17068751078358638,0.201029614658633,0.13401974310575535,1.5,0,,0,1764.4,3-5-7,0.00042405416065935316,2022_01|4820220104030001
2022_01,4820220104010005,1-3-7,0.2571428571428571,1,0,BANTE+BANTE+BANTE,0.009143731901187889,109.36453636289217,0.9763745928328965,0.1803942049083509,0.23028435587137297,0.10721692465196875,2.147835862844294,0,,0,355.8,7-3-1,0.0021056584111255774,2022_01|4820220104010005
2022_01,6220220105020003,1-3-4,0.2857142857142857,1,0,BANTE+BANTE+RYO,0.08357855601575441,11.96479154068541,0.797988886049962,0.28248202946707496,0.40344651003115733,0.024666792957013753,16.355855855855854,0,,0,22.2,4-1-3,0.03371947673799971,2022_01|6220220105020003
2022_01,6220220105020005,3-5-7,0.4,1,1,BANTE+RYO+RYO,0.020223015988478647,49.448608484991304,0.8979588837818397,0.22593463756625218,0.32821471364755334,0.04850484949918603,6.766637089618455,0,,0,112.7,5-7-3,0.006637491401748412,2022_01|6220220105020005
2022_01,7520220106010009,1-4-5,0.22857142857142856,1,0,BANTE+BANTE+RYO,0.006707114188424677,149.09541896958123,0.9609759927023926,0.1905692740566141,0.2728042759053489,0.10050683849144434,2.714285714285714,0,,0,408.8,4-1-5,0.0018297294295876857,2022_01|7520220106010009
2022_01,7520220106020010,1-5-7,0.4,1,0,BANTE+BANTE+BANTE,0.027778881933996847,35.998569070419,0.9166349954232801,0.2239818308815325,0.3704464146322845,0.0781922266895631,4.737637362637362,1,1.0,1,72.8,5-1-7,0.010290587214942673,2022_01|7520220106020010
2022_01,7520220106010011,2-3-5,0.22857142857142856,1,0,BANTE+BANTE+RYO,0.0034660335619083127,288.51422876858254,0.9525005439213394,0.19621737305041012,0.29751484370640713,0.08483954975329597,3.506794231835829,0,,0,721.2,5-2-3,0.0010311964334523132,2022_01|7520220106010011
