month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2025_03,3520250301010001,BASE,1,0,monthly,3-5-7,3-7-5,3-7-5,1-3-5,0,1,0,100,0,BET
2025_03,3520250301010001,OH_HIGH,1,0,monthly,3-5-7,3-7-5,3-7-5,1-3-5,0,1,0,100,0,BET
2025_03,3520250301020002,BASE,1,0,monthly,4-5-7,5-4-7,5-4-7,5-1-7,0,1,0,100,0,BET
2025_03,3520250301020002,OH_HIGH,1,0,monthly,3-4-5|3-5-7,5-3-4|5-3-7,5-3-7,5-1-7,0,1,0,100,0,BET
2025_03,3520250301030002,BASE,2,1,monthly,4-5-7,7-4-5,7-4-5,7-1-6,0,1,0,100,0,BET
2025_03,3520250301030002,OH_HIGH,2,1,monthly,1-4-7,7-4-1,,7-1-6,0,0,0,0,0,odds_too_low
2025_03,3520250301030004,BASE,4,1,monthly,1-5-7,1-5-7,,1-5-7,1,0,0,0,0,odds_too_low
2025_03,3520250301030004,OH_HIGH,4,1,monthly,1-5-7,1-5-7,,1-5-7,1,0,0,0,0,odds_too_low
2025_03,3520250301010005,BASE,5,1,monthly,2-3-4,4-3-2,4-3-2,1-7-4,0,1,0,100,0,BET
2025_03,3520250301010005,OH_HIGH,5,1,monthly,2-4-7,4-2-7,4-2-7,1-7-4,0,1,0,100,0,BET
2025_03,3520250301020005,BASE,5,1,monthly,1-2-4,1-2-4,1-2-4,7-1-2,0,1,0,100,0,BET
2025_03,3520250301020005,OH_HIGH,5,1,monthly,1-2-4,1-2-4,1-2-4,7-1-2,0,1,0,100,0,BET
2025_03,7320250301030008,BASE,4,0,monthly,1-2-3,2-3-1,2-3-1,4-3-1,0,1,0,100,0,BET
2025_03,7320250301030008,OH_HIGH,4,0,monthly,1-2-3,2-3-1,2-3-1,4-3-1,0,1,0,100,0,BET
2025_03,7320250301010009,BASE,5,0,monthly,,,,1-5-3,0,0,0,0,0,ranking_cycle
2025_03,7320250301010009,OH_HIGH,5,0,monthly,,,,1-5-3,0,0,0,0,0,ranking_cycle
2025_03,7320250301020009,BASE,5,0,monthly,1-2-4,4-2-1,4-2-1,4-3-5,0,1,0,100,0,BET
2025_03,7320250301020009,OH_HIGH,5,0,monthly,2-3-4,4-2-3,4-2-3,4-3-5,0,1,0,100,0,BET
2025_03,7320250301030009,BASE,5,0,monthly,2-3-4,3-4-2,3-4-2,3-1-5,0,1,0,100,0,BET
2025_03,7320250301030009,OH_HIGH,5,0,monthly,2-3-4,3-4-2,3-4-2,3-1-5,0,1,0,100,0,BET
2025_03,7320250301010010,BASE,6,0,monthly,1-2-3,3-2-1,3-2-1,6-3-7,0,1,0,100,0,BET
2025_03,7320250301010010,OH_HIGH,6,0,monthly,1-2-3,3-2-1,3-2-1,6-3-7,0,1,0,100,0,BET
2025_03,7320250301030010,BASE,6,1,monthly,,,,7-2-5,0,0,0,0,0,ranking_cycle
2025_03,7320250301030010,OH_HIGH,6,1,monthly,,,,7-2-5,0,0,0,0,0,ranking_cycle
2025_03,7320250301020011,BASE,5,1,monthly,,,,3-1-4,0,0,0,0,0,ranking_cycle
2025_03,7320250301020011,OH_HIGH,5,1,monthly,1-2-3,1-3-2,,3-1-4,0,0,0,0,0,odds_too_low
2025_03,8720250301010001,BASE,3,0,monthly,1-2-5,1-2-5,,1-2-3,0,0,0,0,0,odds_too_low
2025_03,8720250301010001,OH_HIGH,3,0,monthly,1-2-5,1-2-5,,1-2-3,0,0,0,0,0,odds_too_low
2025_03,8720250301030001,BASE,3,0,monthly,1-2-5,1-2-5,1-2-5,1-5-3,0,1,0,100,0,BET
2025_03,8720250301030001,OH_HIGH,3,0,monthly,1-2-5,1-2-5,1-2-5,1-5-3,0,1,0,100,0,BET
2025_03,8720250301020002,BASE,2,0,monthly,1-3-5,1-3-5,1-3-5,6-1-2,0,1,0,100,0,BET
2025_03,8720250301020002,OH_HIGH,2,0,monthly,1-3-4,1-3-4,,6-1-2,0,0,0,0,0,odds_too_low
2025_03,8720250301030002,BASE,2,1,monthly,1-3-5,1-3-5,1-3-5,4-1-5,0,1,0,100,0,BET
2025_03,8720250301030002,OH_HIGH,2,1,monthly,1-3-4,1-3-4,1-3-4,4-1-5,0,1,0,100,0,BET
2025_03,8720250301010003,BASE,1,0,monthly,2-3-4,2-3-4,2-3-4,6-4-1,0,1,0,100,0,BET
2025_03,8720250301010003,OH_HIGH,1,0,monthly,2-3-4,2-3-4,2-3-4,6-4-1,0,1,0,100,0,BET
