month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_02,4320240201010008,BASE,1,0,monthly,,,,2-1-5,0,0,0,0,0,ranking_cycle
2024_02,4320240201010008,OH_HIGH,1,0,monthly,3-4-5,5-4-3,5-4-3,2-1-5,0,1,0,100,0,BET
2024_02,4320240201020008,BASE,1,0,monthly,3-5-7,5-7-3,,5-1-4,0,0,0,0,0,odds_too_low
2024_02,4320240201020008,OH_HIGH,1,0,monthly,3-5-7,5-7-3,,5-1-4,0,0,0,0,0,odds_too_low
2024_02,4320240201010009,BASE,4,0,monthly,1-3-7,3-1-7,3-1-7,7-4-3,0,1,0,100,0,BET
2024_02,4320240201010009,OH_HIGH,4,0,monthly,1-3-7,3-1-7,3-1-7,7-4-3,0,1,0,100,0,BET
2024_02,4320240201030009,BASE,4,0,monthly,2-5-7,2-5-7,2-5-7,7-2-4,0,1,0,100,0,BET
2024_02,4320240201030009,OH_HIGH,4,0,monthly,2-5-7,2-5-7,2-5-7,7-2-4,0,1,0,100,0,BET
2024_02,4320240201020010,BASE,5,1,monthly,1-2-4,2-1-4,,3-2-4,0,0,0,0,0,odds_too_low
2024_02,4320240201020010,OH_HIGH,5,1,monthly,1-2-4,2-1-4,,3-2-4,0,0,0,0,0,odds_too_low
2024_02,4320240201010012,BASE,7,1,monthly,,,,1-4-3,0,0,0,0,0,ranking_cycle
2024_02,4320240201010012,OH_HIGH,7,1,monthly,1-4-5,4-5-1,4-5-1,1-4-3,0,1,0,100,0,BET
2024_02,4320240201020012,BASE,7,1,monthly,1-4-5,1-4-5,,5-1-4,1,0,0,0,0,odds_too_low
2024_02,4320240201020012,OH_HIGH,7,1,monthly,1-4-5,1-4-5,,5-1-4,1,0,0,0,0,odds_too_low
2024_02,7320240201020001,BASE,1,1,monthly,2-5-7,2-7-5,2-7-5,2-7-6,0,1,0,100,0,BET
2024_02,7320240201020001,OH_HIGH,1,1,monthly,2-5-7,2-7-5,2-7-5,2-7-6,0,1,0,100,0,BET
2024_02,7320240201030001,BASE,1,1,monthly,2-5-7,7-5-2,7-5-2,7-3-4,0,1,0,100,0,BET
2024_02,7320240201030001,OH_HIGH,1,1,monthly,2-5-7,7-5-2,7-5-2,7-3-4,0,1,0,100,0,BET
2024_02,7320240201020002,BASE,7,1,monthly,2-4-5,5-4-2,5-4-2,1-3-5,0,1,0,100,0,BET
2024_02,7320240201020002,OH_HIGH,7,1,monthly,2-4-5,5-4-2,5-4-2,1-3-5,0,1,0,100,0,BET
2024_02,7320240201030002,BASE,4,1,monthly,2-3-5,3-2-5,3-2-5,2-3-6,0,1,0,100,0,BET
2024_02,7320240201030002,OH_HIGH,4,1,monthly,2-3-7,3-2-7,3-2-7,2-3-6,0,1,0,100,0,BET
2024_02,7320240201010005,BASE,5,0,monthly,1-3-4,3-4-1,3-4-1,5-1-4,0,1,0,100,0,BET
2024_02,7320240201010005,OH_HIGH,5,0,monthly,1-3-4,3-4-1,3-4-1,5-1-4,0,1,0,100,0,BET
2024_02,7320240201020005,BASE,5,1,monthly,1-4-7,1-7-4,,1-3-4,0,0,0,0,0,odds_too_low
2024_02,7320240201020005,OH_HIGH,5,1,monthly,1-3-7,1-3-7,,1-3-4,0,0,0,0,0,odds_too_low
2024_02,1320240202020001,BASE,4,1,monthly,1-2-5,2-1-5,,2-3-6,0,0,0,0,0,odds_too_low
2024_02,1320240202020001,OH_HIGH,4,1,monthly,1-2-5,2-1-5,,2-3-6,0,0,0,0,0,odds_too_low
2024_02,1320240202010002,BASE,4,0,monthly,1-3-5,1-5-3,1-5-3,4-5-1,0,1,0,100,0,BET
2024_02,1320240202010002,OH_HIGH,4,0,monthly,1-3-5,1-5-3,1-5-3,4-5-1,0,1,0,100,0,BET
2024_02,1320240202020002,BASE,5,1,monthly,3-4-7,7-4-3,,7-1-3,0,0,0,0,0,odds_too_low
2024_02,1320240202020002,OH_HIGH,5,1,monthly,3-4-7,7-4-3,,7-1-3,0,0,0,0,0,odds_too_low
2024_02,1320240202010003,BASE,7,0,monthly,1-2-5|1-4-5,1-5-2|1-5-4,1-5-2|1-5-4,7-2-4,0,1,0,200,0,BET
2024_02,1320240202010003,OH_HIGH,7,0,monthly,1-2-4,1-2-4,1-2-4,7-2-4,0,1,0,100,0,BET
2024_02,1320240202020003,BASE,7,0,monthly,1-2-6,2-1-6,2-1-6,1-2-7,0,1,0,100,0,BET
2024_02,1320240202020003,OH_HIGH,7,0,monthly,1-2-4|1-2-6,2-1-4|2-1-6,2-1-4|2-1-6,1-2-7,0,1,0,200,0,BET
2024_02,1320240202030003,BASE,4,0,monthly,3-5-7|1-3-7,3-7-5|3-7-1,3-7-1,3-7-4,0,1,0,100,0,BET
2024_02,1320240202030003,OH_HIGH,4,0,monthly,2-3-7,3-7-2,,3-7-4,0,0,0,0,0,odds_too_low
2024_02,1320240202010004,BASE,1,1,monthly,4-5-7,4-5-7,4-5-7,4-3-7,0,1,0,100,0,BET
2024_02,1320240202010004,OH_HIGH,1,1,monthly,3-4-7,4-3-7,4-3-7,4-3-7,1,1,1,100,10930,BET
2024_02,1320240202020004,BASE,1,1,monthly,4-5-7,7-5-4,7-5-4,3-5-7,0,1,0,100,0,BET
2024_02,1320240202020004,OH_HIGH,1,1,monthly,4-5-7,7-5-4,7-5-4,3-5-7,0,1,0,100,0,BET
2024_02,1320240202030004,BASE,1,1,monthly,2-4-7,4-7-2,4-7-2,5-2-4,0,1,0,100,0,BET
2024_02,1320240202030004,OH_HIGH,1,1,monthly,,,,5-2-4,0,0,0,0,0,cannot_compress_multiple_ambiguities
