month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2024_07,8620240701020001,BASE,7,1,monthly,1-2-4,4-2-1,4-2-1,5-4-1,0,1,0,100,0,BET
2024_07,8620240701020001,OH_HIGH,7,1,monthly,2-4-5,4-2-5,4-2-5,5-4-1,0,1,0,100,0,BET
2024_07,8620240701030001,BASE,5,1,monthly,1-3-4,1-4-3,1-4-3,6-1-2,0,1,0,100,0,BET
2024_07,8620240701030001,OH_HIGH,5,1,monthly,1-4-7,1-4-7,1-4-7,6-1-2,0,1,0,100,0,BET
2024_07,8620240701010003,BASE,3,0,monthly,1-4-7,1-7-4,1-7-4,5-1-3,0,1,0,100,0,BET
2024_07,8620240701010003,OH_HIGH,3,0,monthly,1-5-7|1-4-7,1-7-5|1-7-4,1-7-5|1-7-4,5-1-3,0,1,0,200,0,BET
2024_07,8620240701020003,BASE,5,0,monthly,1-2-7|1-2-4,1-2-7|1-2-4,1-2-7|1-2-4,5-2-4,0,1,0,200,0,BET
2024_07,8620240701020003,OH_HIGH,5,0,monthly,1-2-3,1-2-3,1-2-3,5-2-4,0,1,0,100,0,BET
2024_07,8620240701010004,BASE,5,0,monthly,2-3-4,2-3-4,2-3-4,1-5-3,0,1,0,100,0,BET
2024_07,8620240701010004,OH_HIGH,5,0,monthly,1-2-3,2-3-1,2-3-1,1-5-3,0,1,0,100,0,BET
2024_07,8620240701030004,BASE,1,1,monthly,3-4-7|2-4-7,7-4-3|7-4-2,7-4-3|7-4-2,7-4-2,1,1,1,200,12530,BET
2024_07,8620240701030004,OH_HIGH,1,1,monthly,4-5-7,7-4-5,7-4-5,7-4-2,0,1,0,100,0,BET
2024_07,8620240701010005,BASE,3,0,monthly,1-2-7,7-2-1,7-2-1,1-6-3,0,1,0,100,0,BET
2024_07,8620240701010005,OH_HIGH,3,0,monthly,1-2-7,7-2-1,7-2-1,1-6-3,0,1,0,100,0,BET
2024_07,8620240701030005,BASE,4,1,monthly,1-2-7,1-2-7,1-2-7,1-3-2,0,1,0,100,0,BET
2024_07,8620240701030005,OH_HIGH,4,1,monthly,1-2-3,1-2-3,1-2-3,1-3-2,1,1,0,100,0,BET
2024_07,8620240701010007,BASE,5,1,monthly,2-4-7,7-2-4,7-2-4,7-6-1,0,1,0,100,0,BET
2024_07,8620240701010007,OH_HIGH,5,1,monthly,2-4-7,7-2-4,7-2-4,7-6-1,0,1,0,100,0,BET
