race_id,date,venue,race_no,line,target,result_source,head_bust,candidate_sets,orders,bets,bet_odds,actual,set_match,order_match,bet_hit,stake,pay
1220250901010001,2025-09-01,aomori,1,3-7-6/1-5/4-2,3,monthly,0,1-2-4,1-2-4,1-2-4,94.80,1-5-3,0,0,0,100,0
1220250901020001,2025-09-01,aomori,1,3-7-6/1-5/4-2,3,monthly,1,1-5-7|1-2-7,7-1-5|7-1-2,7-1-5|7-1-2,37.80|30.60,7-6-1,0,0,0,200,0
1220250901010002,2025-09-01,aomori,2,5-1/2-7/6-3/4,2,monthly,1,1-3-7,7-1-3,7-1-3,940.80,5-7-1,0,0,0,100,0
1220250901030002,2025-09-01,aomori,2,5-1/2-7/6-3/4,5,monthly,1,1-2-3,1-2-3,1-2-3,53.00,1-3-7,0,0,0,100,0
1220250901010004,2025-09-01,aomori,4,1-5-6/3/2-7/4,1,monthly,0,4-5-7,5-4-7,5-4-7,184.30,1-5-2,0,0,0,100,0
5120250901010003,2025-09-01,fukui,3,2-5/3-6/4-7-1,2,monthly,1,1-5-7,5-7-1,5-7-1,75.80,5-3-7,0,0,0,100,0
5120250901020003,2025-09-01,fukui,3,2-5/3-6/4-7-1,4,monthly,1,1-3-7,1-7-3,1-7-3,187.20,7-5-2,0,0,0,100,0
5120250901030003,2025-09-01,fukui,3,2-5/3-6/4-7-1,4,monthly,0,2-5-7,5-7-2,5-7-2,343.90,4-7-5,0,0,0,100,0
5120250901030004,2025-09-01,fukui,4,7-1/4-2-6/5-3,5,monthly,0,2-3-4,3-4-2,3-4-2,48.30,2-1-5,0,0,0,100,0
5120250901020005,2025-09-01,fukui,5,4-1/6-2/5-3-7,5,monthly,0,2-3-7,2-7-3,2-7-3,45.10,2-7-5,0,0,0,100,0
5120250901030005,2025-09-01,fukui,5,4-1/6-2/5-3-7,5,monthly,1,1-2-7,7-2-1,7-2-1,86.30,7-4-2,0,0,0,100,0
5120250901030006,2025-09-01,fukui,6,1-5-7/4-2/6-3,1,monthly,0,3-4-7,4-3-7,4-3-7,128.90,1-4-5,0,0,0,100,0
5120250901010007,2025-09-01,fukui,7,2-5/7-3/4-1-6,2,monthly,1,1-3-5|1-5-6,5-1-3|5-1-6,5-1-3,55.40,5-6-7,0,0,0,100,0
2220250901010007,2025-09-01,maebashi,7,2-7/5-3/4-1-6,4,monthly,0,1-3-7,1-7-3,1-7-3,719.70,5-4-1,0,0,0,100,0
2220250901020007,2025-09-01,maebashi,7,2-7/5-3/4-1-6,4,monthly,1,1-2-6,2-1-6,2-1-6,141.40,2-6-1,1,0,0,100,0
2220250901030007,2025-09-01,maebashi,7,2-7/5-3/4-1-6,2,monthly,0,3-5-7|3-4-7,7-5-3|7-4-3,7-5-3|7-4-3,108.30|170.80,2-1-4,0,0,0,200,0
2220250901010008,2025-09-01,maebashi,8,7-3-5/1-6/2-4,7,monthly,1,2-3-4,3-2-4,3-2-4,39.00,2-3-5,0,0,0,100,0
2220250901020008,2025-09-01,maebashi,8,7-3-5/1-6/2-4,7,monthly,1,1-3-5,3-1-5,3-1-5,180.70,4-3-1,0,0,0,100,0
2220250901030008,2025-09-01,maebashi,8,7-3-5/1-6/2-4,7,monthly,1,1-2-3,1-2-3,1-2-3,34.10,1-5-3,0,0,0,100,0
2220250901010011,2025-09-01,maebashi,11,3-7/2/5-1-6/4,5,monthly,1,1-2-7,2-1-7,2-1-7,95.80,7-3-4,0,0,0,100,0
8420250901030001,2025-09-01,takeo,1,7-1/5-2-3/4/6,5,monthly,0,1-3-4,3-4-1,3-4-1,68.70,3-2-5,0,0,0,100,0
8420250901010002,2025-09-01,takeo,2,7-3-4/1/2/5/6,7,monthly,0,1-3-4,3-1-4,3-1-4,98.00,7-3-1,0,0,0,100,0
8420250901020002,2025-09-01,takeo,2,7-3-4/1/2/5/6,7,monthly,1,1-2-3,1-3-2,1-3-2,213.10,3-5-4,0,0,0,100,0
8420250901010003,2025-09-01,takeo,3,7-1-6/5-2/3-4,7,monthly,0,1-2-4,2-1-4,2-1-4,445.80,1-6-7,0,0,0,100,0
8420250901030011,2025-09-01,takeo,11,7-1/5-2-6/3-4,5,monthly,0,2-3-4|1-2-3,3-2-4|3-2-1,3-2-4|3-2-1,83.70|86.40,5-1-3,0,0,0,200,0
3420250903010001,2025-09-03,kawasaki,1,4-7-2/5-3/6-1,4,monthly,1,1-3-7,1-7-3,1-7-3,202.00,5-3-7,0,0,0,100,0
3420250903030001,2025-09-03,kawasaki,1,4-7-2/5-3/6-1,6,monthly,1,1-3-7|1-2-3,1-3-7|1-3-2,1-3-2,56.60,3-7-1,1,0,0,100,0
3420250903020004,2025-09-03,kawasaki,4,7-2-5/4-1-6/3,7,monthly,0,1-2-5,1-2-5,1-2-5,34.70,1-7-2,0,0,0,100,0
3420250903020005,2025-09-03,kawasaki,5,7-1-4/2/6-3/5,7,monthly,0,1-2-5,1-5-2,1-5-2,40.10,7-1-4,0,0,0,100,0
