month,race_id,variant,target,head_bust,result_source,candidate_sets,orders,bets,actual,set_match,bet,bet_hit,stake,pay,reason
2025_02,8620250201010001,BASE,7,0,monthly,1-2-5,1-5-2,,7-1-5,0,0,0,0,0,odds_too_low
2025_02,8620250201010001,OH_HIGH,7,0,monthly,1-3-5,1-5-3,,7-1-5,0,0,0,0,0,odds_too_low
2025_02,8620250201020001,BASE,7,1,monthly,1-3-5,1-5-3,1-5-3,1-6-5,0,1,0,100,0,BET
2025_02,8620250201020001,OH_HIGH,7,1,monthly,1-3-5,1-5-3,1-5-3,1-6-5,0,1,0,100,0,BET
2025_02,8620250201030001,BASE,7,1,monthly,1-2-5,1-2-5,1-2-5,6-2-4,0,1,0,100,0,BET
2025_02,8620250201030001,OH_HIGH,7,1,monthly,,,,6-2-4,0,0,0,0,0,cannot_compress_third_slot_too_wide
2025_02,8620250201010002,BASE,4,0,monthly,1-3-7,1-3-7,1-3-7,1-4-7,0,1,0,100,0,BET
2025_02,8620250201010002,OH_HIGH,4,0,monthly,1-3-5|1-3-7,1-3-5|1-3-7,1-3-5|1-3-7,1-4-7,0,1,0,200,0,BET
2025_02,8620250201030002,BASE,4,1,monthly,1-2-7,7-1-2,,1-7-3,0,0,0,0,0,odds_too_low
2025_02,8620250201030002,OH_HIGH,4,1,monthly,1-2-7,7-1-2,,1-7-3,0,0,0,0,0,odds_too_low
2025_02,8620250201030003,BASE,7,1,monthly,1-2-5,2-5-1,,1-5-2,1,0,0,0,0,odds_too_low
2025_02,8620250201030003,OH_HIGH,7,1,monthly,1-2-5,2-5-1,,1-5-2,1,0,0,0,0,odds_too_low
2025_02,8620250201010004,BASE,5,0,monthly,1-4-7,7-4-1,7-4-1,1-5-7,0,1,0,100,0,BET
2025_02,8620250201010004,OH_HIGH,5,0,monthly,1-4-7|2-4-7,7-4-1|7-4-2,7-4-1|7-4-2,1-5-7,0,1,0,200,0,BET
2025_02,8620250201030004,BASE,5,0,monthly,2-3-7,2-7-3,,2-5-6,0,0,0,0,0,odds_too_low
2025_02,8620250201030004,OH_HIGH,5,0,monthly,2-3-7,2-7-3,,2-5-6,0,0,0,0,0,odds_too_low
2025_02,1320250201010001,BASE,7,0,monthly,2-3-5,5-3-2,5-3-2,5-7-2,0,1,0,100,0,BET
2025_02,1320250201010001,OH_HIGH,7,0,monthly,1-3-5|2-3-5,5-3-1|5-3-2,5-3-1|5-3-2,5-7-2,0,1,0,200,0,BET
2025_02,1320250201020001,BASE,7,1,monthly,1-2-4,2-4-1,2-4-1,5-3-4,0,1,0,100,0,BET
2025_02,1320250201020001,OH_HIGH,7,1,monthly,1-2-4,2-4-1,2-4-1,5-3-4,0,1,0,100,0,BET
2025_02,1320250201020002,BASE,4,1,monthly,2-5-7,2-5-7,2-5-7,6-2-3,0,1,0,100,0,BET
2025_02,1320250201020002,OH_HIGH,4,1,monthly,,,,6-2-3,0,0,0,0,0,cannot_compress_multiple_ambiguities
2025_02,1320250201030002,BASE,1,1,monthly,,,,3-2-6,0,0,0,0,0,ranking_cycle
2025_02,1320250201030002,OH_HIGH,1,1,monthly,2-3-4,3-2-4,3-2-4,3-2-6,0,1,0,100,0,BET
2025_02,1320250201020004,BASE,4,1,monthly,,,,7-6-3,0,0,0,0,0,ranking_cycle
2025_02,1320250201020004,OH_HIGH,4,1,monthly,1-2-7,1-2-7,,7-6-3,0,0,0,0,0,odds_too_low
2025_02,1320250201030004,BASE,2,1,monthly,,,,5-3-6,0,0,0,0,0,ranking_cycle
2025_02,1320250201030004,OH_HIGH,2,1,monthly,1-3-5,5-3-1,,5-3-6,0,0,0,0,0,odds_too_low
2025_02,1320250201010005,BASE,2,0,monthly,1-3-7|3-6-7,7-3-1|7-3-6,7-3-1|7-3-6,1-2-6,0,1,0,200,0,BET
2025_02,1320250201010005,OH_HIGH,2,0,monthly,3-4-7|3-5-7,7-3-4|7-3-5,7-3-4|7-3-5,1-2-6,0,1,0,200,0,BET
2025_02,1320250201020005,BASE,5,0,monthly,1-2-3,3-2-1,3-2-1,3-5-1,0,1,0,100,0,BET
2025_02,1320250201020005,OH_HIGH,5,0,monthly,1-2-3,3-2-1,3-2-1,3-5-1,0,1,0,100,0,BET
2025_02,4420250201010008,BASE,7,1,monthly,1-2-3,3-1-2,,3-1-4,0,0,0,0,0,odds_too_low
2025_02,4420250201010008,OH_HIGH,7,1,monthly,,,,3-1-4,0,0,0,0,0,ranking_cycle
2025_02,4420250201020008,BASE,2,0,monthly,,,,2-3-7,0,0,0,0,0,ranking_cycle
2025_02,4420250201020008,OH_HIGH,2,0,monthly,3-4-7|3-5-7,3-4-7|3-5-7,3-4-7|3-5-7,2-3-7,0,1,0,200,0,BET
