race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,wide,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,mark,mark_num,win_rate_4m,top2_rate_4m,top3_rate_4m,nige_4m,maku_4m,rank,agari,finish_type,margin,win_lose,close_time
1320260830030001,iwakitaira,2026-08-30,1,,,,,,1,楠本 政明  福,岡,30,123,A3,逃,3.92,70.72,,0,11.1,16.6,33.3,2,1,,,,,,
1320260830030001,iwakitaira,2026-08-30,1,,,,,,2,島田 茂希,北海道,40,92,A3,逃,3.92,70.66,,0,13.3,40.0,40.0,5,0,,,,,,
1320260830030001,iwakitaira,2026-08-30,1,,,,,,3,大澤 哉太,北海道,38,95,A3,両,3.92,69.52,,0,8.0,24.0,40.0,0,0,,,,,,
1320260830030001,iwakitaira,2026-08-30,1,,,,,,4,眞原 健一,神奈川,53,69,A3,追,3.92,68.14,,0,4.7,23.8,38.0,0,0,,,,,,
1320260830030001,iwakitaira,2026-08-30,1,,,,,,5,重 一徳,鹿児島,62,57,A3,追,3.85,67.57,,0,0.0,6.0,27.2,0,0,,,,,,
1320260830030001,iwakitaira,2026-08-30,1,,,,,,6,志村 達也  広,島,54,71,A3,追,3.92,66.88,,0,3.7,18.5,29.6,0,0,,,,,,
1320260830030002,iwakitaira,2026-08-30,2,,,,,,1,櫻川 雅彦  千,葉,42,99,A3,追,3.92,77.16,,0,0.0,0.0,10.0,0,0,,,,,,
1320260830030002,iwakitaira,2026-08-30,2,,,,,,2,小川 佑希也  千,葉,22,129,A3,逃,3.85,71.27,,0,18.1,18.1,27.2,2,0,,,,,,
1320260830030002,iwakitaira,2026-08-30,2,,,,,,3,大室 翔  岡,山,35,107,A3,逃,3.93,70.8,,0,15.3,26.9,50.0,3,4,,,,,,
1320260830030002,iwakitaira,2026-08-30,2,,,,,,4,鈴木 雄一朗  東,京,42,94,A3,両,3.93,68.5,,0,11.1,16.6,33.3,1,0,,,,,,
1320260830030002,iwakitaira,2026-08-30,2,,,,,,5,近藤 直幹  徳,島,53,75,A3,追,3.92,67.87,,0,0.0,11.9,28.5,0,0,,,,,,
1320260830030002,iwakitaira,2026-08-30,2,,,,,,6,山内 大作  静,岡,50,75,A3,追,3.86,64.26,,0,0.0,2.3,7.1,0,0,,,,,,
1320260830030003,iwakitaira,2026-08-30,3,,,,,,1,亀井 道佳  宮,城,48,83,A3,追,3.85,70.43,,0,6.2,21.8,40.6,0,0,,,,,,
1320260830030003,iwakitaira,2026-08-30,3,,,,,,2,篠田 樹  大,分,29,113,A3,逃,3.92,69.6,,0,6.0,27.2,48.4,5,1,,,,,,
1320260830030003,iwakitaira,2026-08-30,3,,,,,,3,古閑 良介  福,岡,53,73,A3,追,3.92,69.05,,0,0.0,10.5,26.3,0,0,,,,,,
1320260830030003,iwakitaira,2026-08-30,3,,,,,,4,三浦 綾  宮,城,35,105,A3,逃,3.92,68.55,,0,11.1,11.1,29.6,1,1,,,,,,
1320260830030003,iwakitaira,2026-08-30,3,,,,,,5,伊藤 司  福,島,48,83,A3,逃,3.92,66.29,,0,8.8,14.7,23.5,2,0,,,,,,
1320260830030003,iwakitaira,2026-08-30,3,,,,,,6,赤星 俊光  熊,本,47,86,A3,追,3.93,65.69,,0,0.0,0.0,8.0,0,0,,,,,,
1320260830030003,iwakitaira,2026-08-30,3,,,,,,7,取鳥 敬一  岡,山,54,69,A3,追,3.93,65.25,,0,0.0,7.4,11.1,0,0,,,,,,
1320260830030004,iwakitaira,2026-08-30,4,,,,,,1,松永 真太  福,岡,44,92,A3,追,3.92,79.77,,0,33.3,48.1,66.6,0,0,,,,,,
1320260830030004,iwakitaira,2026-08-30,4,,,,,,2,黒崎 直行  栃,木,60,57,A3,追,3.93,74.81,,0,3.7,3.7,22.2,0,0,,,,,,
1320260830030004,iwakitaira,2026-08-30,4,,,,,,3,菱沼 元樹  埼,玉,31,111,A3,逃,3.85,73.91,,0,17.1,37.1,51.4,10,2,,,,,,
1320260830030004,iwakitaira,2026-08-30,4,,,,,,4,瓦田 勝也  福,岡,52,77,A3,追,3.92,70.4,,0,0.0,15.0,40.0,0,0,,,,,,
1320260830030004,iwakitaira,2026-08-30,4,,,,,,5,五反田 豊和  宮,崎,49,80,A3,両,3.92,69.07,,0,11.1,29.6,40.7,4,0,,,,,,
1320260830030004,iwakitaira,2026-08-30,4,,,,,,6,羽石 国臣  栃,木,51,93,A3,追,3.92,68.22,,0,0.0,14.8,33.3,0,0,,,,,,
1320260830030004,iwakitaira,2026-08-30,4,,,,,,7,倉岡 慎太郎  熊,本,58,59,A3,追,3.85,67.33,,0,6.6,16.6,20.0,0,0,,,,,,
1320260830030005,iwakitaira,2026-08-30,5,,,,,,1,大本 隆也,神奈川,28,127,A3,逃,3.92,75.76,,0,29.0,54.8,74.1,15,2,,,,,,
1320260830030005,iwakitaira,2026-08-30,5,,,,,,2,堀 勝政  群,馬,48,83,A3,追,3.92,73.81,,0,6.0,27.2,54.5,0,0,,,,,,
1320260830030005,iwakitaira,2026-08-30,5,,,,,,3,福地 晶  福,島,24,129,A3,逃,3.92,73.2,,0,26.6,33.3,40.0,2,1,,,,,,
1320260830030005,iwakitaira,2026-08-30,5,,,,,,4,工藤 考生  埼,玉,44,90,A3,追,3.92,72.78,,0,3.0,33.3,42.4,0,0,,,,,,
1320260830030005,iwakitaira,2026-08-30,5,,,,,,5,浦崎 貴史,北海道,55,75,A3,追,3.93,70.45,,0,4.7,19.0,42.8,0,0,,,,,,
1320260830030005,iwakitaira,2026-08-30,5,,,,,,6,桂馬 将人  福,島,44,89,A3,両,3.92,69.69,,0,7.6,23.0,34.6,0,4,,,,,,
1320260830030005,iwakitaira,2026-08-30,5,,,,,,7,竹野 行登,鹿児島,59,64,A3,追,3.92,67.83,,0,0.0,5.2,21.0,0,0,,,,,,
1320260830030006,iwakitaira,2026-08-30,6,,,,,,1,藤田 剣次  福,岡,49,85,A3,追,3.92,78.3,,0,15.1,30.3,45.4,0,2,,,,,,
1320260830030006,iwakitaira,2026-08-30,6,,,,,,2,松本 一志  宮,崎,30,117,A3,逃,3.85,76.7,,0,29.7,43.2,45.9,9,5,,,,,,
1320260830030006,iwakitaira,2026-08-30,6,,,,,,3,山崎 功也  宮,城,37,95,A3,追,3.92,73.9,,0,9.5,42.8,52.3,0,0,,,,,,
1320260830030006,iwakitaira,2026-08-30,6,,,,,,4,庄子 琢心  宮,城,20,129,A3,逃,3.92,73.61,,0,5.5,22.2,44.4,2,1,,,,,,
1320260830030006,iwakitaira,2026-08-30,6,,,,,,5,加藤 健一,神奈川,34,107,A3,逃,3.86,71.03,,0,15.1,30.3,42.4,8,2,,,,,,
1320260830030006,iwakitaira,2026-08-30,6,,,,,,6,平澤 秀信,北海道,53,73,A3,追,3.92,68.83,,0,0.0,16.6,33.3,0,0,,,,,,
1320260830030006,iwakitaira,2026-08-30,6,,,,,,7,畠山 裕行,神奈川,48,82,A3,追,3.85,67.7,,0,0.0,4.0,12.0,0,0,,,,,,
1320260830030007,iwakitaira,2026-08-30,7,,,,,,1,近藤 圭佑  埼,玉,40,121,A3,逃,3.92,80.78,,0,26.6,40.0,40.0,3,3,,,,,,
1320260830030007,iwakitaira,2026-08-30,7,,,,,,2,山本 恵太郎  東,京,52,71,A3,追,3.92,80.21,,0,18.7,43.7,50.0,0,0,,,,,,
1320260830030007,iwakitaira,2026-08-30,7,,,,,,3,村上 貴彦  栃,木,40,100,A3,両,3.85,79.55,,0,33.3,48.1,55.5,0,10,,,,,,
1320260830030007,iwakitaira,2026-08-30,7,,,,,,4,入田 龍馬,鹿児島,23,125,A3,逃,3.92,77.44,,0,27.7,44.4,61.1,0,6,,,,,,
1320260830030007,iwakitaira,2026-08-30,7,,,,,,5,長川 達哉  埼,玉,23,129,A3,逃,3.77,76.95,,0,45.0,65.0,70.0,10,3,,,,,,
1320260830030007,iwakitaira,2026-08-30,7,,,,,,6,倉松 涼  高,知,30,117,A3,両,3.92,76.46,,0,0.0,33.3,33.3,0,1,,,,,,
1320260830030007,iwakitaira,2026-08-30,7,,,,,,7,内海 雅夫  群,馬,47,83,A3,追,3.92,72.35,,0,25.0,42.8,64.2,0,1,,,,,,
2420260831020001,utsunomiya,2026-08-31,1,◎1 ○7 ×2 △4 注5 ▲3,,,,,1,前田 義和,鹿児島,42,94,A1,逃,3.92,88.61,◎,6,27.7,38.8,55.5,4,3,,,,,,
2420260831020001,utsunomiya,2026-08-31,1,◎1 ○7 ×2 △4 注5 ▲3,,,,,2,根藤 浩二  千,葉,40,95,A2,両,3.93,85.8,×,1,16.0,28.0,48.0,1,1,,,,,,
2420260831020001,utsunomiya,2026-08-31,1,◎1 ○7 ×2 △4 注5 ▲3,,,,,3,下岡 将也  三,重,30,111,A2,逃,3.92,80.78,注,2,5.2,5.2,21.0,0,0,,,,,,
2420260831020001,utsunomiya,2026-08-31,1,◎1 ○7 ×2 △4 注5 ▲3,,,,,4,井上 雄三  埼,玉,43,88,A1,追,3.92,81.42,△,4,9.5,9.5,23.8,0,0,,,,,,
2420260831020001,utsunomiya,2026-08-31,1,◎1 ○7 ×2 △4 注5 ▲3,,,,,5,中村 泰輔,和歌山,33,117,A2,逃,3.92,81.22,,0,0.0,16.6,27.7,1,1,,,,,,
2420260831020001,utsunomiya,2026-08-31,1,◎1 ○7 ×2 △4 注5 ▲3,,,,,6,柴田 祐也  岐,阜,42,94,A2,追,3.92,79.85,▲,3,4.7,4.7,23.8,0,0,,,,,,
2420260831020001,utsunomiya,2026-08-31,1,◎1 ○7 ×2 △4 注5 ▲3,,,,,7,内村 竜也  山,口,50,93,A2,追,3.92,80.59,○,5,0.0,13.3,20.0,0,1,,,,,,
2420260831020002,utsunomiya,2026-08-31,2,▲6 △1 ◎5 ○2 注3 ×7,,,,,1,宇賀神 浩幸  栃,木,52,73,A2,追,3.92,83.0,△,4,4.1,12.5,29.1,0,0,,,,,,
2420260831020002,utsunomiya,2026-08-31,2,▲6 △1 ◎5 ○2 注3 ×7,,,,,2,鈴木 幸紀  三,重,50,78,A1,追,3.92,88.61,○,5,3.8,7.6,15.3,0,0,,,,,,
2420260831020002,utsunomiya,2026-08-31,2,▲6 △1 ◎5 ○2 注3 ×7,,,,,3,佐藤 啓斗  青,森,29,119,A2,逃,3.92,79.33,,0,8.3,8.3,20.8,0,2,,,,,,
2420260831020002,utsunomiya,2026-08-31,2,▲6 △1 ◎5 ○2 注3 ×7,,,,,4,岡本 英之  千,葉,47,85,A1,追,3.93,89.42,×,1,19.0,42.8,47.6,0,0,,,,,,
2420260831020002,utsunomiya,2026-08-31,2,▲6 △1 ◎5 ○2 注3 ×7,,,,,5,火島 裕輝  愛,媛,23,123,A1,逃,3.92,87.3,◎,6,16.6,33.3,45.8,3,5,,,,,,
2420260831020002,utsunomiya,2026-08-31,2,▲6 △1 ◎5 ○2 注3 ×7,,,,,6,五輪 拓巳  東,京,27,127,A2,逃,3.92,78.52,▲,3,9.5,23.8,23.8,4,0,,,,,,
2420260831020002,utsunomiya,2026-08-31,2,▲6 △1 ◎5 ○2 注3 ×7,,,,,7,小林 裕一朗  千,葉,32,111,A1,両,3.85,79.22,注,2,0.0,0.0,0.0,0,0,,,,,,
2420260831020003,utsunomiya,2026-08-31,3,○5 ◎1 △6 ▲3 ×7 注2,,,,,1,吉本 哲郎  広,島,46,84,A1,両,3.92,91.66,◎,6,38.0,52.3,61.9,0,0,,,,,,
2420260831020003,utsunomiya,2026-08-31,3,○5 ◎1 △6 ▲3 ×7 注2,,,,,2,坂口 卓士  福,島,47,88,A2,追,3.92,86.14,注,2,14.2,38.0,57.1,0,0,,,,,,
2420260831020003,utsunomiya,2026-08-31,3,○5 ◎1 △6 ▲3 ×7 注2,,,,,3,竹内 真一  福,岡,45,89,A2,追,3.92,82.11,▲,3,11.1,14.8,37.0,0,0,,,,,,
2420260831020003,utsunomiya,2026-08-31,3,○5 ◎1 △6 ▲3 ×7 注2,,,,,4,佐藤 明  静,岡,51,77,A2,追,3.92,82.1,,0,0.0,5.2,26.3,0,0,,,,,,
2420260831020003,utsunomiya,2026-08-31,3,○5 ◎1 △6 ▲3 ×7 注2,,,,,5,畝木 努  岡,山,32,107,A1,逃,3.92,94.04,○,5,19.0,38.0,76.1,3,2,,,,,,
2420260831020003,utsunomiya,2026-08-31,3,○5 ◎1 △6 ▲3 ×7 注2,,,,,6,板崎 佑矢  愛,媛,38,101,A2,両,3.93,81.29,△,4,4.1,12.5,25.0,0,1,,,,,,
2420260831020003,utsunomiya,2026-08-31,3,○5 ◎1 △6 ▲3 ×7 注2,,,,,7,坂本 拓也  福,島,40,111,A1,両,3.92,87.95,×,1,23.8,33.3,57.1,0,3,,,,,,
2420260831020004,utsunomiya,2026-08-31,4,△1 ×6 注7 ▲2 ○4 ◎5,,,,,1,西村 剛  新,潟,27,125,A1,逃,3.92,89.14,△,4,23.8,47.6,61.9,8,2,,,,,,
2420260831020004,utsunomiya,2026-08-31,4,△1 ×6 注7 ▲2 ○4 ◎5,,,,,2,大木 雅也  静,岡,51,83,A1,追,3.92,88.62,注,2,8.3,33.3,50.0,0,0,,,,,,
2420260831020004,utsunomiya,2026-08-31,4,△1 ×6 注7 ▲2 ○4 ◎5,,,,,3,久樹 克門  徳,島,34,113,A1,逃,3.92,92.76,◎,6,28.5,42.8,57.1,0,2,,,,,,
2420260831020004,utsunomiya,2026-08-31,4,△1 ×6 注7 ▲2 ○4 ◎5,,,,,4,藤田 大輔  千,葉,41,91,A1,追,3.92,86.85,▲,3,28.5,38.0,52.3,0,0,,,,,,
2420260831020004,utsunomiya,2026-08-31,4,△1 ×6 注7 ▲2 ○4 ◎5,,,,,5,諸隈 健太郎  高,知,25,127,A2,逃,3.92,90.55,○,5,22.2,61.1,66.6,9,2,,,,,,
2420260831020004,utsunomiya,2026-08-31,4,△1 ×6 注7 ▲2 ○4 ◎5,,,,,6,小坂 敏之  栃,木,53,74,A2,追,3.93,81.16,,0,0.0,8.3,20.8,0,0,,,,,,
2420260831020004,utsunomiya,2026-08-31,4,△1 ×6 注7 ▲2 ○4 ◎5,,,,,7,望月 一成  静,岡,29,111,A1,逃,3.92,93.31,×,1,4.5,27.2,45.4,4,2,,,,,,
2420260831020005,utsunomiya,2026-08-31,5,◎1 ○4 △6 注2 ×7 ▲5,,,,,1,鈴木 涼介  福,島,29,115,A1,逃,3.92,92.2,◎,6,23.8,28.5,28.5,3,3,,,,,,
2420260831020005,utsunomiya,2026-08-31,5,◎1 ○4 △6 注2 ×7 ▲5,,,,,2,稲留 敦貴,鹿児島,25,125,A2,逃,3.92,88.8,△,4,23.8,38.0,71.4,4,1,,,,,,
2420260831020005,utsunomiya,2026-08-31,5,◎1 ○4 △6 注2 ×7 ▲5,,,,,3,中野 智公,和歌山,37,99,A2,追,3.93,82.77,▲,3,0.0,22.2,44.4,0,0,,,,,,
2420260831020005,utsunomiya,2026-08-31,5,◎1 ○4 △6 注2 ×7 ▲5,,,,,4,高塩 讓次  栃,木,42,90,A1,追,3.92,95.52,○,5,9.5,38.0,61.9,0,0,,,,,,
2420260831020005,utsunomiya,2026-08-31,5,◎1 ○4 △6 注2 ×7 ▲5,,,,,5,疋田 力也  愛,知,25,119,A1,両,3.92,93.18,×,1,22.2,25.9,33.3,2,3,,,,,,
2420260831020005,utsunomiya,2026-08-31,5,◎1 ○4 △6 注2 ×7 ▲5,,,,,6,野間 司  茨,城,40,94,A2,追,3.86,82.77,,0,0.0,22.2,50.0,0,0,,,,,,
2420260831020005,utsunomiya,2026-08-31,5,◎1 ○4 △6 注2 ×7 ▲5,,,,,7,寺崎 祐樹  熊,本,39,97,A1,追,3.92,84.51,注,2,22.2,29.6,37.0,0,0,,,,,,
2420260831020006,utsunomiya,2026-08-31,6,○5 ◎1 △3 ×2 注4 ▲6,,,,,1,萩原 孝之  静,岡,49,80,S2,追,3.92,102.31,◎,6,10.0,20.0,40.0,0,0,,,,,,
2420260831020006,utsunomiya,2026-08-31,6,○5 ◎1 △3 ×2 注4 ▲6,,,,,2,兼本 将太  熊,本,29,117,S2,逃,3.92,103.23,×,1,11.7,35.2,47.0,1,1,,,,,,
2420260831020006,utsunomiya,2026-08-31,6,○5 ◎1 △3 ×2 注4 ▲6,,,,,3,小橋 秀幸  青,森,47,85,S2,追,3.93,94.11,△,4,7.4,18.5,29.6,0,0,,,,,,
2420260831020006,utsunomiya,2026-08-31,6,○5 ◎1 △3 ×2 注4 ▲6,,,,,4,中園 和剛  福,岡,44,89,S2,追,3.92,95.96,注,2,3.4,6.8,20.6,0,0,,,,,,
2420260831020006,utsunomiya,2026-08-31,6,○5 ◎1 △3 ×2 注4 ▲6,,,,,5,中嶋 宣成  長,野,36,113,S2,逃,3.93,100.95,○,5,14.2,38.0,47.6,6,2,,,,,,
2420260831020006,utsunomiya,2026-08-31,6,○5 ◎1 △3 ×2 注4 ▲6,,,,,6,高橋 成英  愛,知,44,89,S2,両,3.92,87.4,▲,3,0.0,3.7,7.4,1,0,,,,,,
2420260831020007,utsunomiya,2026-08-31,7,◎1 ○4 注6 △2 ▲5 ×3,,,,,1,稲毛 健太,和歌山,37,97,S2,逃,3.92,102.12,◎,6,6.2,31.2,56.2,2,1,,,,,,
2420260831020007,utsunomiya,2026-08-31,7,◎1 ○4 注6 △2 ▲5 ×3,,,,,2,平原 啓多  埼,玉,41,97,S2,追,3.92,97.1,△,4,7.1,14.2,21.4,0,1,,,,,,
2420260831020007,utsunomiya,2026-08-31,7,◎1 ○4 注6 △2 ▲5 ×3,,,,,3,成清 貴之  千,葉,52,73,S2,追,3.92,98.96,×,1,3.5,10.7,25.0,0,0,,,,,,
2420260831020007,utsunomiya,2026-08-31,7,◎1 ○4 注6 △2 ▲5 ×3,,,,,4,柴崎 俊光  三,重,41,91,S2,追,3.92,100.73,○,5,7.6,19.2,26.9,0,0,,,,,,
2420260831020007,utsunomiya,2026-08-31,7,◎1 ○4 注6 △2 ▲5 ×3,,,,,5,荒川 仁  千,葉,28,121,S2,逃,3.92,95.0,▲,3,4.1,20.8,41.6,3,0,,,,,,
2420260831020007,utsunomiya,2026-08-31,7,◎1 ○4 注6 △2 ▲5 ×3,,,,,6,岡田 亮太  東,京,25,117,S2,逃,3.92,94.55,注,2,10.0,15.0,30.0,2,0,,,,,,
2420260831020008,utsunomiya,2026-08-31,8,×1 注4 ▲6 ○2 ◎7 △5,,,,,1,塚本 瑠羽,神奈川,28,119,S2,逃,3.92,98.63,×,1,31.8,40.9,50.0,0,6,,,,,,
2420260831020008,utsunomiya,2026-08-31,8,×1 注4 ▲6 ○2 ◎7 △5,,,,,2,相川 永伍  埼,玉,42,95,S2,追,3.92,94.77,▲,3,10.5,10.5,10.5,0,0,,,,,,
2420260831020008,utsunomiya,2026-08-31,8,×1 注4 ▲6 ○2 ◎7 △5,,,,,3,松田 治之  大,阪,52,73,S1,追,3.93,96.47,△,4,10.5,15.7,21.0,0,1,,,,,,
2420260831020008,utsunomiya,2026-08-31,8,×1 注4 ▲6 ○2 ◎7 △5,,,,,4,明田 春喜,北海道,45,89,S2,追,3.92,96.07,注,2,18.5,40.7,51.8,0,0,,,,,,
2420260831020008,utsunomiya,2026-08-31,8,×1 注4 ▲6 ○2 ◎7 △5,,,,,5,中井 俊亮  奈,良,33,103,S2,両,3.92,101.41,◎,6,12.5,25.0,41.6,0,2,,,,,,
2420260831020008,utsunomiya,2026-08-31,8,×1 注4 ▲6 ○2 ◎7 △5,,,,,6,安部 貴之  宮,城,43,92,S2,追,3.92,93.84,,0,0.0,7.6,15.3,0,0,,,,,,
2420260831020008,utsunomiya,2026-08-31,8,×1 注4 ▲6 ○2 ◎7 △5,,,,,7,南 潤,和歌山,28,111,S1,逃,3.93,102.81,○,5,13.6,27.2,31.8,5,0,,,,,,
2420260831020009,utsunomiya,2026-08-31,9,注6 ○1 ◎2 △4 ×5 ▲3,,,,,1,三浦 貴大  岐,阜,27,115,S2,両,3.92,98.47,注,2,17.6,35.2,41.1,0,0,,,,,,
2420260831020009,utsunomiya,2026-08-31,9,注6 ○1 ◎2 △4 ×5 ▲3,,,,,2,櫻井 祐太郎  宮,城,26,117,S1,逃,3.92,103.32,○,5,14.2,25.0,25.0,5,2,,,,,,
2420260831020009,utsunomiya,2026-08-31,9,注6 ○1 ◎2 △4 ×5 ▲3,,,,,3,今野 有樹  愛,媛,29,115,S2,追,3.92,101.68,×,1,0.0,24.0,40.0,0,0,,,,,,
2420260831020009,utsunomiya,2026-08-31,9,注6 ○1 ◎2 △4 ×5 ▲3,,,,,4,星野 洋輝  福,島,26,115,S1,追,3.92,105.04,◎,6,9.0,13.6,40.9,0,2,,,,,,
2420260831020009,utsunomiya,2026-08-31,9,注6 ○1 ◎2 △4 ×5 ▲3,,,,,5,河崎 正晴  熊,本,25,121,S2,逃,3.92,99.8,△,4,11.5,19.2,42.3,1,2,,,,,,
2420260831020009,utsunomiya,2026-08-31,9,注6 ○1 ◎2 △4 ×5 ▲3,,,,,6,伊東 佑晟  三,重,23,125,S2,逃,3.92,93.35,,0,5.0,5.0,15.0,0,0,,,,,,
2420260831020009,utsunomiya,2026-08-31,9,注6 ○1 ◎2 △4 ×5 ▲3,,,,,7,山中 貴雄  高,知,43,90,S2,追,3.92,97.72,▲,3,0.0,13.0,17.3,0,1,,,,,,
2420260831020010,utsunomiya,2026-08-31,10,▲1 ×4 ○2 ◎5 △6 注7,,,,,1,川上 隆義  栃,木,25,125,S2,逃,3.92,99.19,▲,3,19.0,38.0,47.6,7,0,,,,,,
2420260831020010,utsunomiya,2026-08-31,10,▲1 ×4 ○2 ◎5 △6 注7,,,,,2,久田 裕也  徳,島,26,117,S2,逃,3.92,104.6,○,5,17.3,60.8,69.5,5,7,,,,,,
2420260831020010,utsunomiya,2026-08-31,10,▲1 ×4 ○2 ◎5 △6 注7,,,,,3,新田 康仁  静,岡,52,74,S2,追,3.93,106.82,注,2,30.4,34.7,52.1,0,0,,,,,,
2420260831020010,utsunomiya,2026-08-31,10,▲1 ×4 ○2 ◎5 △6 注7,,,,,4,高橋 築  東,京,34,109,S1,両,3.93,106.69,×,1,4.3,13.0,30.4,0,0,,,,,,
2420260831020010,utsunomiya,2026-08-31,10,▲1 ×4 ○2 ◎5 △6 注7,,,,,5,橋本 強  愛,媛,41,89,S1,追,3.92,110.77,◎,6,16.0,32.0,44.0,0,0,,,,,,
2420260831020010,utsunomiya,2026-08-31,10,▲1 ×4 ○2 ◎5 △6 注7,,,,,6,坂本 周作  青,森,34,105,S2,逃,3.92,92.6,,0,4.3,4.3,8.6,0,1,,,,,,
2420260831020010,utsunomiya,2026-08-31,10,▲1 ×4 ○2 ◎5 △6 注7,,,,,7,松坂 洋平,神奈川,44,89,S1,両,3.92,105.77,△,4,17.8,39.2,50.0,0,1,,,,,,
2420260831020011,utsunomiya,2026-08-31,11,△4 ×7 注1 ○2 ◎5 ▲6,,,,,1,久島 尚樹  宮,崎,35,100,S2,両,3.92,104.5,注,2,25.0,45.8,62.5,0,1,,,,,,
2420260831020011,utsunomiya,2026-08-31,11,△4 ×7 注1 ○2 ◎5 ▲6,,,,,2,渡邉 一成  福,島,43,88,S2,両,3.92,107.43,○,5,30.4,52.1,65.2,3,9,,,,,,
2420260831020011,utsunomiya,2026-08-31,11,△4 ×7 注1 ○2 ◎5 ▲6,,,,,3,松永 将  茨,城,45,89,S2,追,3.92,99.92,▲,3,3.4,6.8,27.5,0,0,,,,,,
2420260831020011,utsunomiya,2026-08-31,11,△4 ×7 注1 ○2 ◎5 ▲6,,,,,4,東矢 圭吾  熊,本,27,121,S1,逃,3.92,104.2,△,4,10.0,15.0,30.0,1,1,,,,,,
2420260831020011,utsunomiya,2026-08-31,11,△4 ×7 注1 ○2 ◎5 ▲6,,,,,5,佐藤 慎太郎  福,島,49,78,S1,追,3.92,113.72,◎,6,0.0,16.6,25.0,0,0,,,,,,
2420260831020011,utsunomiya,2026-08-31,11,△4 ×7 注1 ○2 ◎5 ▲6,,,,,6,鈴木 謙太郎  茨,城,41,90,S2,両,3.92,95.8,,0,0.0,12.0,20.0,1,1,,,,,,
2420260831020011,utsunomiya,2026-08-31,11,△4 ×7 注1 ○2 ◎5 ▲6,,,,,7,野田 源一  福,岡,47,81,S1,両,3.92,106.04,×,1,23.0,34.6,50.0,0,6,,,,,,
2420260831020012,utsunomiya,2026-08-31,12,○1 ◎7 △4 注2 ×3 ▲5,,,,,1,松崎 広太  茨,城,27,123,S2,逃,3.92,106.9,○,5,30.0,53.3,73.3,9,5,,,,,,
2420260831020012,utsunomiya,2026-08-31,12,○1 ◎7 △4 注2 ×3 ▲5,,,,,2,坂口 晃輔  三,重,38,95,S1,追,3.92,107.0,注,2,10.5,31.5,47.3,0,0,,,,,,
2420260831020012,utsunomiya,2026-08-31,12,○1 ◎7 △4 注2 ×3 ▲5,,,,,3,渡口 勝成  山,口,29,119,S2,逃,3.92,103.45,×,1,21.7,47.8,56.5,5,4,,,,,,
2420260831020012,utsunomiya,2026-08-31,12,○1 ◎7 △4 注2 ×3 ▲5,,,,,4,東 龍之介,神奈川,36,96,S2,追,3.92,103.77,△,4,22.7,40.9,54.5,0,1,,,,,,
2420260831020012,utsunomiya,2026-08-31,12,○1 ◎7 △4 注2 ×3 ▲5,,,,,5,松岡 貴久  熊,本,42,90,S1,追,3.92,103.68,▲,3,0.0,32.0,44.0,0,0,,,,,,
2420260831020012,utsunomiya,2026-08-31,12,○1 ◎7 △4 注2 ×3 ▲5,,,,,6,佐山 寛明  奈,良,39,113,S2,逃,3.92,99.38,,0,22.7,36.3,45.4,0,3,,,,,,
2420260831020012,utsunomiya,2026-08-31,12,○1 ◎7 △4 注2 ×3 ▲5,,,,,7,金子 幸央  栃,木,33,101,S1,両,3.92,108.26,◎,6,4.3,30.4,43.4,0,1,,,,,,
2620260831020001,seibuen,2026-08-31,1,×1 △4 ◎2 ○5 ▲3 注7,"1-4  1,230円(4)","1-4-3  3,830円(8)","1=3=4  1,870円(7)",1=3  600円(10)  1=4  570円(9)  3=4  740円(12) / 1=3  600円(10)  1=4  570円(9)  3=4  740円(12),1,臼井 昌巨  愛,知,42,89,A3,両,3.92,72.22,×,1,22.2,22.2,38.8,1,0,1,11.8,逃,,,
2620260831020001,seibuen,2026-08-31,1,×1 △4 ◎2 ○5 ▲3 注7,"1-4  1,230円(4)","1-4-3  3,830円(8)","1=3=4  1,870円(7)",1=3  600円(10)  1=4  570円(9)  3=4  740円(12) / 1=3  600円(10)  1=4  570円(9)  3=4  740円(12),2,清水 健次  東,京,33,113,A3,逃,3.86,70.66,◎,6,22.2,33.3,44.4,1,0,5,11.9,,１車輪,,
2620260831020001,seibuen,2026-08-31,1,×1 △4 ◎2 ○5 ▲3 注7,"1-4  1,230円(4)","1-4-3  3,830円(8)","1=3=4  1,870円(7)",1=3  600円(10)  1=4  570円(9)  3=4  740円(12) / 1=3  600円(10)  1=4  570円(9)  3=4  740円(12),3,富澤 洋祐  静,岡,50,81,A3,追,3.92,71.8,▲,3,4.5,22.7,50.0,0,0,3,11.5,,３/４車身,,
2620260831020001,seibuen,2026-08-31,1,×1 △4 ◎2 ○5 ▲3 注7,"1-4  1,230円(4)","1-4-3  3,830円(8)","1=3=4  1,870円(7)",1=3  600円(10)  1=4  570円(9)  3=4  740円(12) / 1=3  600円(10)  1=4  570円(9)  3=4  740円(12),4,塚本 貴雄  岐,阜,55,70,A3,追,3.92,68.94,△,4,5.8,17.6,35.2,0,0,2,11.7,ク,１車輪,,
